location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2026-05-11,7,2026-05-17,2026-05-17,0.53,0.07,0.33,0.48,0.11
Umiat,Colville River,2026-05-11,16,2026-05-26,2026-05-24,0.39,0.01,0.07,0.27,0.39
Colville Village,Colville River,2026-05-11,24,2026-06-03,2026-06-01,0.38,0.00,0.01,0.07,0.26
Kobuk,Kobuk River,2026-05-11,7,2026-05-17,2026-05-16,0.59,0.06,0.36,0.51,0.07
Shungnak,Kobuk River,2026-05-11,6,2026-05-16,2026-05-17,0.65,0.07,0.44,0.45,0.03
Ambler,Kobuk River,2026-05-11,6,2026-05-16,2026-05-18,0.53,0.09,0.37,0.45,0.09
Allakaket,Koyukuk River,2026-05-11,3,2026-05-13,2026-05-10,0.72,0.20,0.54,0.25,0.01
Bettles,Koyukuk River,2026-05-11,2,2026-05-12,2026-05-10,0.76,0.22,0.55,0.23,0.01
Hughes,Koyukuk River,2026-05-11,2,2026-05-12,2026-05-11,0.85,0.26,0.57,0.17,0.00
Nikolai,Kuskokwim River,2026-05-11,-13,2026-04-27,2026-04-23,2.38,0.85,0.15,0.00,0.00
Sleetmute,Kuskokwim River,2026-05-11,-2,2026-05-08,2026-05-04,1.33,0.56,0.42,0.01,0.00
Red Devil,Kuskokwim River,2026-05-11,-2,2026-05-08,2026-05-05,1.47,0.67,0.33,0.00,0.00
Stony River,Kuskokwim River,2026-05-11,-3,2026-05-07,2026-05-05,1.54,0.68,0.32,0.00,0.00
Crooked Creek,Kuskokwim River,2026-05-11,-1,2026-05-09,2026-05-06,1.29,0.54,0.44,0.02,0.00
McGrath,Kuskokwim River,2026-05-11,-1,2026-05-09,2026-05-06,1.28,0.55,0.44,0.01,0.00
Aniak,Kuskokwim River,2026-05-11,1,2026-05-11,2026-05-07,1.00,0.34,0.58,0.08,0.00
Kalskag,Kuskokwim River,2026-05-11,3,2026-05-13,2026-05-07,0.91,0.25,0.66,0.09,0.00
Tuluksak,Kuskokwim River,2026-05-11,2,2026-05-12,2026-05-08,0.94,0.28,0.64,0.08,0.00
Akiak,Kuskokwim River,2026-05-11,3,2026-05-13,2026-05-09,0.78,0.18,0.66,0.16,0.00
Bethel,Kuskokwim River,2026-05-11,4,2026-05-14,2026-05-10,0.71,0.18,0.54,0.28,0.01
Napakiak,Kuskokwim River,2026-05-11,5,2026-05-15,2026-05-10,0.63,0.12,0.47,0.38,0.03
Sunshine,Susitna River,2026-05-11,-4,2026-05-06,2026-05-02,1.38,0.58,0.40,0.02,0.00
Fairbanks D-S of Chena R,Tanana River,2026-05-11,-6,2026-05-04,2026-04-30,2.17,0.85,0.15,0.00,0.00
Nenana,Tanana River,2026-05-11,-6,2026-05-04,2026-05-01,2.40,0.88,0.12,0.00,0.00
Manley Hot Springs,Tanana River,2026-05-11,-4,2026-05-06,2026-05-04,1.46,0.62,0.37,0.01,0.00
Dawson,Yukon River,2026-05-11,-4,2026-05-06,2026-05-05,1.86,0.80,0.20,0.00,0.00
Eagle,Yukon River,2026-05-11,-3,2026-05-07,2026-05-05,1.61,0.72,0.28,0.00,0.00
Circle,Yukon River,2026-05-11,1,2026-05-11,2026-05-09,1.00,0.34,0.57,0.09,0.00
Fort Yukon,Yukon River,2026-05-11,2,2026-05-12,2026-05-10,0.93,0.29,0.59,0.12,0.00
Tanana,Yukon River,2026-05-11,0,2026-05-10,2026-05-10,1.07,0.38,0.56,0.06,0.00
Beaver,Yukon River,2026-05-11,3,2026-05-13,2026-05-11,0.85,0.22,0.65,0.13,0.00
Ruby,Yukon River,2026-05-11,2,2026-05-12,2026-05-11,0.92,0.27,0.64,0.09,0.00
Galena,Yukon River,2026-05-11,4,2026-05-14,2026-05-12,0.80,0.11,0.69,0.20,0.00
Rampart,Yukon River,2026-05-11,5,2026-05-15,2026-05-12,0.71,0.10,0.55,0.35,0.01
Stevens Village,Yukon River,2026-05-11,4,2026-05-14,2026-05-12,0.82,0.14,0.67,0.18,0.00
Nulato,Yukon River,2026-05-11,3,2026-05-13,2026-05-13,0.76,0.19,0.60,0.21,0.00
Holy Cross,Yukon River,2026-05-11,7,2026-05-17,2026-05-14,0.82,0.02,0.46,0.52,0.00
Kaltag,Yukon River,2026-05-11,7,2026-05-17,2026-05-14,0.76,0.04,0.46,0.50,0.01
Marshall,Yukon River,2026-05-11,8,2026-05-18,2026-05-15,0.79,0.00,0.25,0.73,0.02
Pilot Station,Yukon River,2026-05-11,8,2026-05-18,2026-05-15,0.71,0.02,0.30,0.64,0.04
Russian Mission,Yukon River,2026-05-11,8,2026-05-18,2026-05-15,0.68,0.02,0.31,0.61,0.05
Anvik,Yukon River,2026-05-11,8,2026-05-18,2026-05-16,0.73,0.02,0.35,0.60,0.03
Mountain Village,Yukon River,2026-05-11,12,2026-05-22,2026-05-17,0.64,0.00,0.06,0.59,0.34
Emmonak,Yukon River,2026-05-11,13,2026-05-23,2026-05-21,0.73,0.00,0.03,0.59,0.37
Alakanuk,Yukon River,2026-05-11,15,2026-05-25,2026-05-22,0.69,0.00,0.01,0.32,0.63
