location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2026-04-17,32,2026-05-18,2026-05-17,0.36,0.00,0.00,0.01,0.05
Umiat,Colville River,2026-04-17,40,2026-05-26,2026-05-24,0.37,0.00,0.00,0.00,0.00
Colville Village,Colville River,2026-04-17,47,2026-06-02,2026-06-01,0.37,0.00,0.00,0.00,0.00
Kobuk,Kobuk River,2026-04-17,31,2026-05-17,2026-05-16,0.43,0.00,0.00,0.00,0.05
Shungnak,Kobuk River,2026-04-17,32,2026-05-18,2026-05-17,0.43,0.00,0.00,0.00,0.02
Ambler,Kobuk River,2026-04-17,33,2026-05-19,2026-05-18,0.42,0.00,0.00,0.00,0.03
Allakaket,Koyukuk River,2026-04-17,26,2026-05-12,2026-05-10,0.43,0.00,0.00,0.02,0.15
Bettles,Koyukuk River,2026-04-17,25,2026-05-11,2026-05-10,0.42,0.00,0.00,0.03,0.19
Hughes,Koyukuk River,2026-04-17,25,2026-05-11,2026-05-11,0.42,0.00,0.00,0.03,0.19
Nikolai,Kuskokwim River,2026-04-17,11,2026-04-27,2026-04-23,0.58,0.01,0.13,0.58,0.27
Sleetmute,Kuskokwim River,2026-04-17,21,2026-05-07,2026-05-04,0.49,0.00,0.00,0.08,0.39
Red Devil,Kuskokwim River,2026-04-17,22,2026-05-08,2026-05-05,0.48,0.00,0.00,0.07,0.35
Stony River,Kuskokwim River,2026-04-17,21,2026-05-07,2026-05-05,0.48,0.00,0.00,0.09,0.40
Crooked Creek,Kuskokwim River,2026-04-17,23,2026-05-09,2026-05-06,0.46,0.00,0.00,0.05,0.30
McGrath,Kuskokwim River,2026-04-17,23,2026-05-09,2026-05-06,0.49,0.00,0.00,0.04,0.30
Aniak,Kuskokwim River,2026-04-17,25,2026-05-11,2026-05-07,0.45,0.00,0.00,0.02,0.20
Kalskag,Kuskokwim River,2026-04-17,25,2026-05-11,2026-05-07,0.52,0.00,0.00,0.01,0.16
Tuluksak,Kuskokwim River,2026-04-17,26,2026-05-12,2026-05-08,0.49,0.00,0.00,0.01,0.14
Akiak,Kuskokwim River,2026-04-17,28,2026-05-14,2026-05-09,0.48,0.00,0.00,0.00,0.09
Bethel,Kuskokwim River,2026-04-17,28,2026-05-14,2026-05-10,0.42,0.00,0.00,0.01,0.10
Napakiak,Kuskokwim River,2026-04-17,29,2026-05-15,2026-05-10,0.44,0.00,0.00,0.00,0.06
Sunshine,Susitna River,2026-04-17,20,2026-05-06,2026-05-02,0.59,0.00,0.00,0.05,0.48
Fairbanks D-S of Chena R,Tanana River,2026-04-17,18,2026-05-04,2026-04-30,0.63,0.00,0.00,0.13,0.63
Nenana,Tanana River,2026-04-17,18,2026-05-04,2026-05-01,0.56,0.00,0.01,0.16,0.56
Manley Hot Springs,Tanana River,2026-04-17,19,2026-05-05,2026-05-04,0.49,0.00,0.01,0.13,0.47
Dawson,Yukon River,2026-04-17,21,2026-05-07,2026-05-05,0.63,0.00,0.00,0.03,0.45
Eagle,Yukon River,2026-04-17,21,2026-05-07,2026-05-05,0.56,0.00,0.00,0.06,0.43
Circle,Yukon River,2026-04-17,24,2026-05-10,2026-05-09,0.49,0.00,0.00,0.02,0.21
Fort Yukon,Yukon River,2026-04-17,26,2026-05-12,2026-05-10,0.50,0.00,0.00,0.01,0.16
Tanana,Yukon River,2026-04-17,25,2026-05-11,2026-05-10,0.51,0.00,0.00,0.01,0.17
Beaver,Yukon River,2026-04-17,27,2026-05-13,2026-05-11,0.60,0.00,0.00,0.00,0.07
Ruby,Yukon River,2026-04-17,26,2026-05-12,2026-05-11,0.47,0.00,0.00,0.01,0.13
Galena,Yukon River,2026-04-17,28,2026-05-14,2026-05-12,0.51,0.00,0.00,0.00,0.07
Rampart,Yukon River,2026-04-17,28,2026-05-14,2026-05-12,0.57,0.00,0.00,0.00,0.03
Stevens Village,Yukon River,2026-04-17,28,2026-05-14,2026-05-12,0.59,0.00,0.00,0.00,0.03
Nulato,Yukon River,2026-04-17,27,2026-05-13,2026-05-13,0.46,0.00,0.00,0.01,0.10
Holy Cross,Yukon River,2026-04-17,31,2026-05-17,2026-05-14,0.49,0.00,0.00,0.00,0.02
Kaltag,Yukon River,2026-04-17,29,2026-05-15,2026-05-14,0.46,0.00,0.00,0.00,0.06
Marshall,Yukon River,2026-04-17,32,2026-05-18,2026-05-15,0.47,0.00,0.00,0.00,0.01
Pilot Station,Yukon River,2026-04-17,32,2026-05-18,2026-05-15,0.42,0.00,0.00,0.00,0.03
Russian Mission,Yukon River,2026-04-17,32,2026-05-18,2026-05-15,0.47,0.00,0.00,0.00,0.01
Anvik,Yukon River,2026-04-17,32,2026-05-18,2026-05-16,0.48,0.00,0.00,0.00,0.02
Mountain Village,Yukon River,2026-04-17,35,2026-05-21,2026-05-17,0.43,0.00,0.00,0.00,0.01
Emmonak,Yukon River,2026-04-17,38,2026-05-24,2026-05-21,0.40,0.00,0.00,0.00,0.00
Alakanuk,Yukon River,2026-04-17,39,2026-05-25,2026-05-22,0.42,0.00,0.00,0.00,0.00
