# DUTCH_HARBOR
# Cumulative thawing degree days starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 1980, 1981, 1982, 1983, 1984, 1986, 1987, 1988, 1989, 1990, 2001, 2008, 2009, 2018, 2019, 2021
#
d_since_march1,1985,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2002,2003,2004,2005,2006,2007,2010,2011,2012,2013,2014,2015,2016,2017,2020,2022
0,0.00,7.50,0.00,0.00,0.00,9.50,8.50,1.00,0.50,0.00,0.00,0.50,8.50,7.50,4.50,1.00,5.50,0.00,3.50,0.50,0.00,6.00,9.50,5.50,0.00,6.00,4.50
1,0.00,16.00,0.00,0.00,0.00,19.50,16.00,3.35,1.00,0.00,2.00,3.00,19.00,15.00,8.00,4.50,7.85,0.00,10.00,0.50,0.00,12.50,21.50,11.00,0.00,6.00,9.50
2,3.50,21.50,2.00,1.00,0.00,31.50,25.00,13.85,3.50,1.00,5.50,4.50,26.50,21.50,12.00,8.00,7.85,0.00,12.00,0.50,4.00,19.50,32.00,19.00,0.00,6.00,14.00
3,3.50,25.50,6.00,1.00,0.00,39.50,29.50,19.85,12.00,1.00,8.00,8.50,33.00,25.00,16.00,11.27,7.85,0.00,12.00,1.00,11.50,27.00,41.00,27.00,3.50,6.00,17.00
4,6.91,32.00,8.50,4.50,0.00,46.50,33.50,21.85,21.50,1.00,12.50,13.00,36.00,26.50,22.00,16.77,7.85,0.00,12.00,10.00,17.00,32.50,46.50,29.00,11.50,9.00,19.50
5,10.41,39.50,11.50,4.50,0.00,49.50,39.50,24.85,30.00,3.00,16.00,18.00,42.00,28.00,27.50,20.77,7.85,0.00,12.00,14.50,22.00,37.50,58.00,29.00,20.00,17.00,25.50
6,12.91,42.50,18.00,4.50,5.50,58.00,43.50,28.85,37.50,8.00,21.50,23.50,46.00,28.00,30.00,23.27,9.85,0.00,14.00,14.50,24.50,42.50,71.00,29.00,27.00,27.50,31.00
7,12.91,46.50,18.00,4.50,11.00,66.00,47.50,30.85,44.00,14.00,26.00,27.50,49.00,28.00,35.00,25.67,9.85,0.00,18.00,14.50,25.50,46.00,76.00,30.00,28.00,35.00,34.00
8,12.91,54.00,20.00,4.50,14.50,70.00,52.50,30.85,50.00,18.50,28.19,31.50,51.50,30.50,41.50,32.67,9.85,0.00,19.50,16.00,26.50,48.00,78.50,32.00,29.50,37.19,40.00
