# ANCHORAGE_TED_STEVENS_INTERNATIONAL_AIRPORT
# Cumulative thawing degree days starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
1,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
2,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,19.50,0.50,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.50,0.50,0.00,0.00,0.00,0.00,0.00,0.50
3,0.00,1.00,0.00,0.00,7.50,0.00,0.00,0.00,2.50,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,19.50,0.50,0.00,0.00,0.00,5.50,0.00,3.00,0.00,0.00,0.00,1.50,4.50,0.50,0.00,0.00,0.00,0.00,0.00,6.50
4,1.00,1.00,0.00,0.00,15.00,0.00,0.00,0.00,2.50,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,20.00,0.50,2.50,0.00,0.00,10.50,0.00,3.00,0.00,0.00,0.00,1.50,8.50,0.50,0.00,0.00,0.00,0.00,0.00,8.00
5,1.00,1.50,0.00,0.00,22.00,0.00,0.00,0.00,2.50,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,20.00,0.50,2.50,0.00,0.00,15.50,0.00,3.00,0.00,0.00,0.00,1.50,13.00,1.50,0.00,0.00,0.00,0.00,0.00,8.00
6,2.00,1.50,0.00,0.00,32.00,0.00,0.00,0.00,3.00,0.00,9.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.50,0.00,20.00,0.50,4.00,0.00,0.00,19.50,0.00,3.00,0.00,0.00,3.00,1.50,17.00,1.50,0.00,0.00,0.00,0.00,0.00,8.00
7,2.50,1.50,0.00,0.00,40.00,0.00,0.00,0.00,4.00,0.00,9.50,0.50,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,1.50,0.00,20.00,0.50,8.00,0.00,0.00,23.50,0.00,3.00,0.00,0.00,7.50,1.50,17.00,3.50,0.00,0.00,2.00,0.00,0.00,8.00
8,2.50,3.50,0.00,0.00,50.50,2.00,0.00,0.00,5.50,0.00,9.50,0.50,7.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,4.00,3.50,0.00,20.00,0.50,13.50,0.00,0.00,30.50,0.00,3.00,0.00,0.00,12.50,1.50,17.00,4.50,0.00,0.50,8.00,0.00,0.00,8.00
9,2.50,6.50,0.00,0.00,60.00,4.00,0.00,0.00,11.00,0.00,9.50,0.50,13.50,0.00,8.50,0.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,20.00,1.50,17.00,0.00,0.00,33.50,0.00,3.00,0.00,0.00,12.50,1.50,17.00,4.50,0.00,0.50,14.00,0.00,0.00,9.50
10,2.50,13.50,0.00,0.00,71.00,6.00,0.00,0.00,17.00,0.00,9.50,0.50,17.50,0.00,8.50,0.00,0.00,0.00,0.00,0.00,4.00,13.00,0.00,20.00,3.00,25.50,0.00,0.00,33.50,0.00,3.00,0.00,0.00,12.50,5.00,17.00,7.00,0.00,0.50,19.50,0.00,0.00,13.50
11,2.50,18.00,0.00,0.50,76.00,6.00,0.00,0.00,21.00,0.00,9.50,0.50,19.00,2.00,11.00,0.00,0.00,0.00,0.00,0.50,4.00,18.50,0.00,20.00,3.00,36.00,0.00,0.00,33.50,0.00,3.00,0.00,0.00,12.50,6.50,17.00,11.50,0.00,0.50,21.50,0.00,0.00,15.50
12,2.50,22.50,0.00,3.50,77.00,6.00,3.00,0.00,24.50,0.00,9.50,0.50,19.00,2.00,11.50,0.00,1.50,0.00,0.00,0.50,5.00,21.00,0.00,20.00,3.00,42.00,0.00,0.00,33.50,0.00,3.00,0.00,0.00,12.50,8.00,17.00,12.50,0.00,1.00,24.00,0.00,0.00,15.50
13,2.50,25.50,0.00,6.50,82.50,6.00,4.50,0.00,24.50,0.00,9.50,0.50,19.00,2.00,15.00,0.00,6.50,0.00,3.50,0.50,7.50,22.50,0.00,20.00,3.00,44.50,0.00,0.00,33.50,0.00,3.00,0.00,0.00,12.50,8.00,17.00,12.50,0.00,1.00,27.50,0.00,0.00,15.50
14,2.50,30.00,0.00,8.50,87.50,6.00,6.00,0.00,24.50,0.00,9.50,0.50,19.00,2.00,15.00,0.00,10.00,0.00,8.00,0.50,10.00,23.50,0.00,20.00,3.00,44.50,0.00,0.00,33.50,0.00,3.00,0.00,0.00,12.50,8.00,17.00,15.50,0.00,1.00,30.00,0.00,0.00,15.50
15,2.50,30.00,0.00,10.00,92.50,6.00,7.50,0.00,24.50,0.00,9.50,0.50,19.00,2.00,15.00,0.00,12.50,0.00,14.00,0.50,14.00,24.50,0.00,25.00,3.00,46.50,0.00,0.00,33.50,0.00,3.00,0.00,0.00,12.50,8.00,17.00,15.50,0.00,5.50,37.50,0.00,0.00,15.50
16,2.50,35.50,4.00,10.00,96.00,6.00,8.00,0.00,24.50,0.00,9.50,0.50,19.00,2.00,15.00,0.00,12.50,0.00,18.50,0.50,16.00,24.50,0.00,26.50,3.00,46.50,0.00,0.00,33.50,0.00,3.00,0.00,0.00,12.50,8.00,24.00,15.50,0.00,9.00,45.50,0.00,0.00,15.50
17,2.50,45.00,9.50,10.00,96.00,7.00,8.00,0.00,25.00,0.00,10.50,0.50,19.00,2.00,15.00,0.00,12.50,0.00,27.50,0.50,16.00,24.50,0.00,26.50,3.00,47.00,0.00,0.00,33.50,0.00,3.00,0.00,0.00,12.50,8.00,28.00,15.50,0.00,14.50,54.50,0.00,0.00,16.00
18,2.50,49.50,17.50,10.00,96.00,7.00,8.00,0.00,25.00,0.00,10.50,0.50,24.00,2.00,15.00,0.00,12.50,0.00,35.00,0.50,16.00,24.50,0.00,27.00,3.00,47.00,0.00,0.00,33.50,0.00,8.00,0.00,0.00,12.50,8.00,31.00,15.50,0.00,16.00,59.00,0.00,0.00,22.00
19,2.50,55.50,27.00,10.00,97.00,7.00,8.00,6.00,25.50,1.00,10.50,0.50,29.50,2.00,15.00,0.00,12.50,0.00,44.00,0.50,19.50,24.50,0.00,27.00,3.00,47.00,0.00,0.00,33.50,0.00,10.50,0.00,0.00,12.50,8.00,34.50,15.50,0.00,16.00,64.50,3.50,0.00,24.00
20,7.00,59.00,34.50,10.00,98.50,7.00,9.00,10.00,25.50,1.00,10.50,0.50,29.50,2.00,15.00,0.00,12.50,0.00,50.50,0.50,22.00,24.50,0.00,27.00,3.00,47.00,4.50,0.00,35.50,0.00,10.50,0.00,0.00,12.50,8.00,38.00,22.00,0.00,16.00,71.50,3.50,0.00,24.00
21,7.00,59.50,40.00,10.00,100.00,7.00,12.50,18.00,25.50,1.00,10.50,0.50,29.50,5.50,15.00,0.00,12.50,0.00,54.50,0.50,27.00,24.50,0.00,27.00,3.00,47.00,5.00,0.00,37.50,0.00,10.50,0.00,0.00,12.50,8.00,44.00,30.00,0.00,16.00,82.50,3.50,0.00,24.00
22,7.00,59.50,40.00,10.00,100.00,8.00,13.00,22.50,25.50,4.00,10.50,0.50,33.50,5.50,15.00,0.00,12.50,0.00,59.00,0.50,30.50,24.50,0.00,27.00,3.00,47.00,5.00,0.00,37.50,0.00,10.50,1.00,0.00,12.50,8.00,48.00,38.00,0.00,16.00,91.50,3.50,0.00,24.00
23,7.50,64.50,40.00,10.50,100.00,8.00,14.00,28.00,25.50,8.50,10.50,0.50,39.00,5.50,19.50,0.00,14.00,0.00,64.50,3.00,30.50,24.50,0.00,27.00,3.00,47.00,5.00,0.00,37.50,0.50,12.00,1.00,0.00,12.50,8.00,52.50,48.00,0.00,16.00,102.00,4.00,0.00,26.00
24,9.00,66.50,40.00,10.50,105.50,8.00,15.00,29.50,25.50,15.00,14.50,3.50,45.00,5.50,27.00,0.00,17.50,0.00,70.50,4.50,30.50,24.50,0.00,29.00,3.00,50.00,6.00,0.00,39.00,0.50,13.00,1.50,0.00,12.50,8.00,57.50,55.50,0.00,16.00,110.00,8.50,0.00,34.00
25,12.00,70.50,40.00,13.00,116.00,8.00,15.00,33.50,25.50,18.50,21.50,8.50,45.00,5.50,28.00,0.00,21.00,0.00,72.50,5.00,30.50,25.50,0.00,30.00,3.00,54.00,6.00,0.00,39.00,2.00,13.00,1.50,0.00,12.50,8.00,64.00,58.00,0.00,16.00,117.00,9.50,0.00,38.00
26,13.00,77.00,40.00,14.50,124.00,8.00,15.00,36.50,25.50,18.50,27.00,12.50,45.00,5.50,28.00,0.00,27.50,0.00,75.00,6.00,30.50,29.50,0.00,30.00,3.00,54.00,6.00,0.00,39.00,2.00,13.50,1.50,0.00,12.50,8.00,73.00,61.50,0.00,16.00,127.00,9.50,0.00,39.50
27,14.00,78.50,40.00,15.00,130.00,8.00,15.00,40.00,25.50,18.50,30.50,12.50,45.00,5.50,30.00,5.00,29.00,0.00,75.00,7.00,30.50,33.50,0.00,30.00,3.00,54.00,6.00,0.00,39.00,2.00,16.50,1.50,4.50,12.50,8.00,79.50,66.00,0.00,19.00,133.50,9.50,0.00,43.00
28,15.50,82.00,40.00,17.00,137.00,8.00,15.00,43.50,25.50,18.50,37.00,12.50,45.00,9.00,34.00,12.50,29.00,0.00,77.00,7.00,30.50,33.50,0.00,30.00,3.00,54.00,6.00,0.00,39.00,2.00,22.00,5.50,10.50,12.50,8.00,84.00,72.50,0.00,20.50,142.00,9.50,0.00,48.50
29,20.50,86.50,40.00,19.50,142.00,8.00,15.00,50.00,27.00,18.50,39.00,12.50,45.00,12.00,41.50,20.50,29.00,0.00,77.00,7.00,34.50,33.50,0.00,30.00,3.00,54.00,6.00,0.00,42.50,2.00,26.50,12.50,11.00,15.00,8.00,92.00,83.50,0.00,21.00,149.50,9.50,0.00,51.00
30,31.00,89.50,40.00,25.00,152.50,8.00,15.00,56.50,30.00,18.50,42.00,12.50,45.00,21.50,50.00,27.50,29.00,0.00,77.00,7.00,34.50,33.50,0.00,30.00,3.00,58.50,7.50,0.00,48.00,2.00,29.00,13.50,17.50,17.00,8.00,97.00,94.00,0.50,21.00,157.50,9.50,0.00,55.00
31,38.50,89.50,40.00,30.50,162.00,8.00,15.00,58.00,33.50,23.50,42.00,12.50,48.50,28.50,56.00,35.50,29.00,0.00,80.00,11.50,34.50,33.50,0.00,30.00,3.00,58.50,12.00,0.00,51.50,2.00,33.50,13.50,22.00,18.00,8.00,103.00,108.00,6.00,23.00,164.50,9.50,0.00,60.50
32,43.50,90.00,40.00,33.50,168.00,8.00,15.00,61.00,35.50,23.50,42.00,13.50,48.50,34.00,64.00,43.00,29.00,2.50,83.00,11.50,39.50,34.00,0.00,30.00,3.00,58.50,12.00,0.00,60.00,2.00,40.00,14.50,22.00,18.00,8.00,111.00,116.00,10.50,26.00,169.50,9.50,0.00,65.00
33,48.00,90.00,40.00,38.50,173.00,8.00,15.00,68.00,35.50,24.00,44.50,16.00,48.50,40.00,67.50,45.50,29.00,2.50,90.00,11.50,43.00,38.50,0.00,30.00,3.00,58.50,12.00,2.00,66.00,2.00,41.50,20.00,22.00,23.50,8.00,119.50,123.00,11.50,26.00,175.00,9.50,0.00,68.00
34,54.50,90.00,40.00,42.00,177.50,8.00,15.00,73.50,35.50,24.00,49.50,20.00,48.50,43.50,75.50,55.00,31.00,2.50,96.50,11.50,45.00,41.00,0.00,30.00,3.00,58.50,15.50,4.00,72.00,2.00,45.00,25.00,22.00,23.50,11.50,122.00,128.50,20.00,26.00,180.00,13.50,5.00,70.00
35,63.50,90.00,40.00,50.50,184.50,8.00,15.00,78.00,35.50,27.00,51.00,26.00,48.50,49.00,83.00,60.00,37.00,5.50,103.00,12.50,46.00,41.00,0.00,30.00,6.00,64.00,18.00,9.50,72.00,2.00,47.50,28.00,27.00,23.50,16.50,126.50,138.00,28.00,26.50,185.50,14.50,5.00,73.50
36,72.00,90.00,43.00,55.00,190.50,8.00,15.00,84.00,35.50,27.50,56.50,32.00,48.50,54.50,86.00,66.00,40.00,11.50,108.00,12.50,46.00,41.00,0.00,30.00,13.00,72.50,20.00,15.00,72.00,2.00,47.50,28.00,29.50,23.50,24.50,135.50,149.50,34.50,26.50,191.50,14.50,5.00,80.00
37,76.50,91.00,50.00,57.50,196.50,8.50,15.00,91.50,35.50,27.50,63.00,35.00,48.50,58.50,89.50,72.00,40.00,18.00,114.00,12.50,46.50,45.00,0.00,31.00,19.00,78.50,23.00,21.00,72.00,2.00,47.50,30.00,30.00,23.50,27.50,146.00,159.50,40.00,31.00,200.50,14.50,5.00,83.50
38,83.50,91.00,53.50,58.50,203.00,8.50,15.00,97.50,35.50,29.00,69.00,37.00,49.50,65.50,96.50,78.00,41.50,27.50,120.00,12.50,48.00,47.50,0.00,35.00,23.50,83.50,26.00,27.50,72.00,2.00,47.50,38.00,30.50,23.50,27.50,151.00,167.50,44.50,38.50,214.00,14.50,5.00,83.50
