# BIG_DELTA_AIRPORT
# Cumulative thawing degree days starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 1990, 1991, 1992, 1993
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,22.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,7.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
9,2.00,2.50,0.00,0.00,12.00,2.50,0.00,0.00,14.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00
10,2.00,5.50,0.00,0.00,18.00,4.50,0.00,0.00,19.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.50,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,10.50,0.00,0.00,0.00
11,2.00,13.50,0.00,0.00,18.00,4.50,0.00,0.00,21.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.50,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.00,0.00,0.00,0.00,0.00,10.50,0.00,0.00,0.00
12,2.00,13.50,0.00,0.00,18.00,4.50,0.00,0.00,25.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.00,0.00,0.00,0.00,0.00,10.50,0.00,0.00,0.00
13,2.00,17.00,0.00,0.00,18.00,4.50,0.00,0.00,25.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
14,2.00,17.00,0.00,0.00,18.00,4.50,0.00,0.00,25.00,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
15,2.00,17.00,0.00,0.00,18.00,4.50,0.00,0.00,25.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,0.00,0.00,0.00,0.00,20.50,0.00,0.00,0.00
16,2.00,27.50,0.00,0.00,18.00,4.50,0.00,0.00,25.00,0.00,1.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
17,2.00,43.00,4.50,0.00,18.00,4.50,0.00,0.00,25.00,0.00,1.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,0.00,0.00,0.00,0.00,43.50,0.00,0.00,0.00
18,2.00,51.00,5.50,0.00,18.00,5.00,0.00,0.00,25.00,0.00,1.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,3.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00
19,2.00,51.00,13.50,0.00,18.00,5.00,0.00,0.00,25.00,0.00,1.00,0.00,0.00,0.00,25.00,1.00,1.50,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,6.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00
20,6.50,51.00,17.50,0.00,18.00,5.00,0.00,7.00,25.00,0.00,1.00,0.00,0.00,0.00,31.00,1.00,1.50,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,6.00,0.00,0.00,0.00,62.00,0.00,0.00,0.00
21,6.50,51.00,18.00,0.00,18.00,5.00,0.00,9.50,25.00,0.00,1.00,0.00,0.00,0.00,31.00,3.00,1.50,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,6.00,0.00,0.00,0.00,76.50,0.00,0.00,0.00
22,6.50,51.00,18.00,0.00,18.00,5.00,0.00,12.50,25.00,0.00,1.00,0.00,0.00,0.00,38.50,6.50,1.50,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,6.50,0.00,0.00,0.00,89.50,0.00,0.00,0.00
23,6.50,51.00,18.00,0.00,18.00,5.00,0.00,14.50,25.00,0.00,4.50,0.00,0.00,0.00,44.00,11.50,1.50,0.00,0.00,0.00,0.00,37.00,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,6.50,0.00,0.00,0.00,103.00,0.00,0.00,0.00
24,7.00,51.00,18.00,0.00,18.00,5.00,0.00,17.00,25.00,0.00,11.00,0.00,0.00,0.00,51.00,16.00,1.50,0.00,2.00,0.00,0.00,39.50,0.00,0.00,23.50,0.00,0.00,0.00,0.00,4.50,3.50,9.00,6.00,0.00,0.00,112.50,0.00,0.00,0.00
