# CORDOVA_AIRPORT
# Cumulative thawing degree days starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,0.00,5.50,0.00,0.00,1.50,0.00,0.00,0.00,9.50,0.00,1.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,6.50,2.50,4.50,0.00,0.00,1.50,0.00,11.50,0.00,0.00,3.50,0.00,3.00,5.50,0.00,0.00,0.00,6.00,0.00,2.50
1,5.50,7.00,0.00,0.00,1.50,0.00,0.00,0.00,14.00,0.00,5.00,0.00,0.00,1.00,5.50,0.00,0.00,0.00,0.00,0.00,9.00,1.00,2.00,9.50,6.50,9.00,0.00,0.00,7.00,0.00,17.00,0.00,2.50,5.00,0.00,7.00,6.50,0.00,0.00,4.00,7.00,0.00,2.50
2,11.50,7.00,0.00,0.00,6.50,0.00,0.00,0.00,16.00,0.00,11.50,0.00,0.00,1.00,5.50,0.00,0.00,0.00,0.00,0.00,15.00,1.00,2.00,16.00,11.00,16.50,0.00,0.00,8.50,0.00,19.50,0.00,2.50,8.50,0.00,14.00,6.50,0.00,0.00,7.00,7.00,0.00,8.50
3,17.00,7.00,0.00,0.00,11.50,0.00,0.00,0.00,17.00,0.00,13.00,0.00,0.00,8.50,5.50,0.00,0.00,0.00,0.00,0.00,15.50,1.00,2.00,21.50,11.50,20.50,0.00,0.00,16.00,0.00,20.00,0.00,2.50,8.50,1.00,22.00,10.00,0.00,0.00,7.00,7.00,0.00,14.00
4,22.50,14.00,0.00,0.00,18.00,0.00,0.00,0.00,17.00,0.00,15.50,0.00,0.00,10.00,5.50,0.00,6.00,3.50,0.00,0.00,15.50,7.00,2.00,25.50,11.50,29.50,0.00,0.00,26.50,0.00,21.00,0.00,2.50,8.50,1.00,29.00,15.50,0.00,0.00,7.00,7.00,0.00,19.00
5,28.00,17.00,0.00,0.00,27.00,0.00,0.00,0.00,21.00,0.00,18.50,0.00,1.50,10.00,5.50,0.00,6.00,4.50,0.00,0.00,15.50,13.00,2.00,25.50,11.50,39.00,0.50,0.00,32.00,0.00,21.00,1.00,2.50,8.50,1.00,35.00,18.00,0.00,0.00,7.00,7.00,0.00,23.50
6,30.50,19.50,0.00,0.00,36.00,4.50,0.00,0.00,23.50,0.00,20.00,2.00,8.00,13.00,12.00,0.00,6.00,4.50,0.00,0.00,15.50,19.00,2.00,25.50,12.50,50.00,3.50,0.00,37.50,0.00,21.00,1.00,2.50,8.50,1.00,38.50,21.50,0.00,0.00,7.00,7.00,0.00,27.00
7,36.50,28.50,0.00,0.00,46.50,5.00,0.00,0.00,28.50,0.00,20.50,2.00,14.50,17.50,21.00,0.00,6.00,5.50,0.00,0.00,15.50,24.50,2.00,25.50,12.50,60.50,3.50,0.00,43.00,0.00,21.00,1.00,2.50,11.50,1.00,38.50,26.50,0.00,0.00,13.50,7.00,0.00,27.00
8,38.00,37.50,0.00,0.00,61.00,8.50,3.50,0.00,33.00,0.00,20.50,2.00,20.50,19.00,27.00,0.00,6.00,5.50,0.00,0.00,15.50,31.50,2.00,25.50,12.50,71.00,3.50,0.00,48.50,0.00,21.00,1.00,2.50,11.50,1.00,38.50,30.50,0.00,0.50,18.50,7.50,0.00,29.50
9,38.00,47.00,0.00,8.00,76.00,10.50,3.50,2.00,39.50,0.00,20.50,2.00,27.00,22.00,33.50,0.00,10.50,5.50,0.00,0.00,15.50,36.50,2.00,25.50,18.00,82.50,3.50,0.00,48.50,0.00,21.00,1.00,2.50,11.50,5.00,38.50,35.00,0.00,0.50,24.00,7.50,3.00,35.00
10,38.00,56.00,0.00,15.00,86.00,11.00,6.00,2.00,47.00,0.00,20.50,2.00,31.50,33.00,41.00,0.00,15.00,5.50,3.00,4.50,15.50,42.50,2.00,25.50,22.00,89.00,3.50,0.00,48.50,3.00,21.00,1.00,2.50,14.50,10.00,38.50,41.50,0.00,0.50,28.50,7.50,3.00,41.00
11,38.00,60.00,0.00,24.00,91.50,11.00,9.50,2.00,54.00,0.00,23.50,2.00,34.00,41.50,49.00,0.00,17.00,5.50,7.00,9.50,20.50,47.00,2.00,25.50,27.00,97.50,3.50,0.00,48.50,3.00,21.00,1.00,2.50,15.00,12.50,38.50,48.00,0.00,6.00,31.50,7.50,3.00,45.00
12,38.00,65.00,0.00,31.00,95.50,11.00,13.50,2.00,56.50,0.00,23.50,2.00,35.00,43.50,54.50,0.00,22.00,5.50,8.50,12.00,29.00,51.50,2.00,25.50,30.00,105.00,3.50,0.00,48.50,3.00,21.00,1.00,2.50,15.00,19.50,38.50,52.50,0.00,12.00,37.00,7.50,3.00,48.00
13,38.00,72.50,0.00,38.00,97.00,11.00,15.50,2.00,58.50,0.00,28.00,2.00,38.50,44.00,62.50,0.00,23.50,5.50,15.50,12.50,34.00,57.00,2.00,25.50,34.00,110.00,3.50,0.00,48.50,3.00,29.00,1.00,2.50,15.00,23.00,38.50,53.00,0.00,20.00,43.00,7.50,3.00,48.00
14,38.00,80.00,0.00,44.00,104.50,14.50,17.00,5.00,65.00,0.00,30.50,2.00,42.50,44.00,68.50,0.00,23.50,5.50,21.50,12.50,41.50,64.00,2.00,33.00,37.00,114.00,3.50,0.00,48.50,3.00,32.50,1.00,2.50,15.00,23.00,38.50,57.50,0.00,26.50,50.00,7.50,3.00,48.00
15,38.00,88.50,0.00,51.00,110.00,18.00,17.00,8.00,71.50,0.00,31.50,2.00,45.00,44.00,71.50,6.00,28.50,5.50,28.00,12.50,50.00,66.50,2.00,41.50,37.50,116.50,3.50,0.00,49.50,7.00,34.00,4.50,2.50,15.00,23.00,43.00,61.50,0.00,32.00,58.50,7.50,3.00,55.50
16,38.00,102.50,4.00,54.00,114.50,20.00,17.00,8.00,78.50,0.00,31.50,3.50,45.00,44.00,72.50,9.00,35.00,5.50,34.00,12.50,53.00,68.50,2.00,45.00,37.50,119.00,3.50,0.00,49.50,7.00,34.00,4.50,2.50,15.00,24.00,49.00,65.50,0.00,36.00,70.00,7.50,3.00,61.00
17,38.00,119.00,9.00,55.50,116.50,21.50,17.00,8.00,84.50,3.00,31.50,3.50,49.50,44.00,72.50,9.00,40.00,10.00,40.50,12.50,56.50,68.50,2.00,45.50,37.50,121.50,3.50,0.00,52.00,7.00,37.50,4.50,2.50,15.00,24.50,56.50,70.00,0.00,39.00,80.00,15.00,3.00,69.00
18,38.00,125.50,13.50,56.50,119.00,23.50,17.00,11.50,87.50,7.00,31.50,3.50,51.50,44.00,72.50,9.00,41.00,13.50,48.50,16.50,56.50,68.50,2.00,49.50,37.50,121.50,7.00,0.00,52.00,7.00,43.00,4.50,2.50,15.00,26.50,61.50,76.50,0.00,42.00,94.50,18.00,3.00,72.50
19,38.00,132.00,16.00,57.00,123.00,26.50,24.00,11.50,93.50,10.00,31.50,3.50,54.50,44.00,72.50,9.00,41.00,16.00,55.50,21.50,59.00,68.50,2.00,52.50,37.50,122.50,12.00,0.00,52.00,7.00,44.00,4.50,2.50,15.00,26.50,65.00,87.00,0.00,46.00,114.50,24.00,3.00,75.00
20,40.00,139.00,18.50,58.00,124.50,31.00,27.00,20.50,98.00,10.00,31.50,3.50,57.00,50.00,72.50,9.00,41.00,16.00,65.00,22.50,61.00,68.50,2.00,52.50,37.50,123.50,17.00,4.00,52.50,7.00,44.00,4.50,2.50,15.00,26.50,70.50,100.50,0.00,49.00,129.00,26.00,3.00,76.50
21,40.50,145.50,21.00,58.00,125.00,36.50,27.00,33.00,101.00,14.00,31.50,3.50,58.50,55.00,72.50,9.00,41.50,16.00,73.00,23.50,62.00,68.50,2.00,52.50,40.50,126.50,25.00,4.00,52.50,9.00,45.50,6.00,2.50,15.00,26.50,75.00,115.50,0.00,52.00,143.00,31.00,3.00,84.00
22,40.50,156.00,24.00,58.00,128.50,36.50,27.00,38.00,103.00,17.50,31.50,3.50,60.50,55.50,76.00,9.00,44.50,18.00,82.50,28.50,66.00,68.50,2.00,52.50,44.50,129.50,26.50,7.00,52.50,15.50,49.00,11.00,2.50,17.00,29.50,78.00,125.00,0.00,52.00,155.00,33.50,3.00,89.00
23,49.00,167.00,28.50,58.50,134.00,36.50,27.00,43.00,103.00,24.50,31.50,3.50,63.50,57.50,80.00,9.00,48.00,22.50,86.50,34.50,71.00,73.50,2.00,57.00,48.00,130.50,27.50,7.00,56.00,20.00,54.50,16.00,4.50,21.50,31.00,81.50,136.50,0.00,52.00,165.50,35.50,3.00,96.50
24,56.50,174.50,30.00,64.00,142.00,36.50,29.50,48.00,103.00,29.00,38.00,4.00,67.00,57.50,86.50,9.00,49.50,22.50,90.50,38.50,76.50,84.00,8.00,62.50,53.00,131.00,30.50,7.00,58.50,22.50,55.00,20.00,4.50,21.50,31.00,88.50,142.00,0.00,52.00,172.50,37.00,3.00,103.50
25,60.00,182.00,30.00,72.50,148.50,36.50,29.50,50.50,103.00,31.00,45.00,7.50,67.50,57.50,91.50,13.00,52.00,22.50,92.00,38.50,83.50,93.00,11.00,63.50,56.00,136.50,31.50,7.00,58.50,26.50,55.00,22.50,7.50,21.50,31.00,98.00,149.00,1.00,52.50,183.00,37.00,6.50,108.00
26,67.50,189.50,30.00,82.00,152.50,36.50,29.50,53.00,103.00,31.00,52.00,9.50,67.50,57.50,95.00,21.50,57.00,28.00,95.50,41.50,83.50,93.50,11.00,67.50,58.50,143.00,33.00,7.00,58.50,29.00,59.50,26.00,13.00,21.50,31.00,104.50,156.00,3.50,54.00,194.00,37.00,9.50,111.00
27,71.50,197.50,30.00,89.00,154.00,36.50,29.50,57.50,108.50,31.00,55.50,11.50,67.50,67.00,99.50,29.50,60.50,30.50,98.00,41.50,84.00,93.50,11.00,74.00,61.50,145.50,33.00,7.00,58.50,29.00,64.50,32.50,24.00,21.50,31.00,115.00,162.50,7.50,56.00,199.50,37.00,9.50,117.50
28,76.00,203.50,30.00,98.50,161.50,37.50,29.50,65.50,112.50,31.00,60.00,13.00,67.50,74.00,112.50,39.50,62.50,30.50,103.50,41.50,89.00,96.50,11.00,76.50,61.50,145.50,34.00,7.00,58.50,30.00,73.00,42.00,30.50,25.00,31.00,124.50,173.50,12.00,56.50,206.50,37.00,9.50,120.50
29,80.50,211.50,30.00,104.00,170.00,37.50,29.50,70.50,117.50,33.00,63.50,13.00,67.50,80.50,122.00,52.50,62.50,32.50,107.00,41.50,92.50,99.50,11.00,76.50,61.50,147.00,34.00,7.00,58.50,30.00,79.50,49.00,33.00,29.00,31.00,132.50,180.50,16.00,59.00,214.50,37.00,13.50,124.00
30,86.00,218.00,30.00,115.50,175.50,37.50,29.50,74.50,121.50,37.50,66.00,13.00,71.00,91.00,133.50,62.50,62.50,33.50,107.00,44.00,96.00,99.50,11.00,78.00,61.50,154.00,38.50,7.00,60.50,30.00,87.00,53.50,38.00,29.50,31.00,138.00,197.00,23.00,59.00,223.50,37.00,16.00,130.50
31,93.50,222.50,30.00,122.50,180.50,37.50,29.50,75.50,124.50,41.00,66.00,13.00,74.50,102.00,144.50,68.00,62.50,38.00,110.00,48.00,100.00,99.50,11.00,78.00,61.50,154.00,40.00,7.00,66.50,30.00,95.00,56.50,38.00,29.50,31.00,145.00,211.00,28.50,61.50,233.00,37.00,16.50,139.50
32,100.50,227.50,30.00,127.00,188.50,37.50,33.00,83.50,130.50,41.00,66.00,20.00,77.00,106.50,153.50,76.50,62.50,42.00,110.00,50.50,108.50,104.50,11.00,78.00,68.50,154.00,40.00,7.00,74.00,30.00,101.00,58.00,38.00,30.00,31.00,153.00,218.50,31.50,63.50,240.50,37.00,16.50,148.50
33,109.50,231.00,30.00,134.00,198.50,41.50,33.00,94.00,134.50,43.00,71.00,30.00,81.50,111.50,162.50,87.50,62.50,45.00,113.50,52.50,114.00,108.50,11.00,78.00,75.00,154.00,42.00,7.00,80.00,30.00,105.00,67.50,38.00,30.50,31.00,161.00,224.00,35.50,63.50,247.00,40.00,16.50,155.00
34,120.00,236.50,30.00,139.50,208.00,42.00,33.00,101.50,137.50,50.50,74.50,34.50,81.50,115.50,170.50,99.50,68.50,49.50,117.50,52.50,118.00,111.00,11.00,78.00,81.00,158.00,48.00,7.00,85.50,34.50,110.50,75.00,38.00,30.50,32.00,167.00,230.50,44.50,64.50,252.50,42.50,19.50,158.00
35,133.50,239.00,32.00,145.00,214.00,42.50,34.50,107.00,141.50,54.00,78.00,41.00,81.50,120.50,180.50,104.50,73.00,57.50,125.50,52.50,123.50,113.00,11.00,78.00,91.00,169.50,55.00,10.00,88.50,38.50,116.00,78.00,42.00,30.50,38.00,173.50,240.00,56.50,64.50,262.50,46.00,22.00,163.00
36,141.50,242.50,32.00,148.00,218.50,45.50,34.50,116.00,141.50,57.50,83.00,45.50,81.50,126.50,188.00,110.00,76.00,68.00,132.50,52.50,126.50,113.00,11.00,81.00,102.00,177.00,61.00,20.00,88.50,42.00,116.50,80.50,47.50,30.50,44.50,180.50,249.00,62.50,67.50,270.00,46.00,22.00,166.00
37,147.00,246.50,37.00,150.50,224.50,51.50,34.50,124.50,145.50,59.00,91.50,50.50,81.50,133.00,189.50,119.00,80.50,79.00,140.50,52.50,130.00,113.00,11.00,90.00,111.00,185.00,65.50,29.00,88.50,45.50,116.50,80.50,50.50,30.50,49.50,188.00,255.00,68.50,75.50,279.00,46.00,22.00,169.00
38,158.00,254.00,40.00,153.00,230.00,52.00,34.50,131.00,149.50,59.00,98.50,55.00,82.50,143.00,195.50,129.00,80.50,87.00,144.50,52.50,132.50,117.00,11.00,100.00,121.50,192.50,66.50,39.50,88.50,45.50,116.50,82.50,50.50,34.50,51.00,193.00,266.50,71.50,85.00,290.50,47.50,25.50,171.50
39,169.50,257.00,46.00,153.50,243.50,52.00,34.50,143.00,157.00,61.00,104.50,59.00,85.00,154.00,203.00,135.50,84.00,92.50,148.00,52.50,133.50,120.00,11.00,109.00,130.50,203.50,73.50,46.00,88.50,48.00,116.50,86.00,50.50,34.50,51.00,197.50,276.00,75.00,97.50,300.00,47.50,25.50,174.00
40,177.00,261.00,47.50,153.50,254.50,52.00,34.50,156.00,161.50,69.50,109.00,64.00,85.00,154.50,213.50,143.50,88.00,103.50,153.00,55.00,133.50,126.50,11.00,120.50,135.50,212.50,80.50,52.50,88.50,50.50,116.50,87.00,50.50,34.50,51.00,202.50,283.50,82.00,108.50,307.00,47.50,25.50,176.00
41,185.50,263.50,54.00,153.50,266.00,52.00,34.50,168.00,166.00,77.50,116.00,71.00,87.00,157.50,220.00,150.50,92.50,115.50,158.00,59.00,137.00,133.50,12.00,130.50,141.50,221.00,83.50,56.00,88.50,54.50,119.50,88.00,57.00,34.50,51.00,207.50,293.00,89.00,116.00,316.50,47.50,25.50,180.00
42,191.50,264.50,58.50,159.00,275.00,52.00,34.50,174.50,173.00,84.00,124.00,78.00,87.00,167.50,224.50,161.00,96.00,121.00,161.00,62.50,143.00,138.50,12.00,136.50,150.50,228.50,88.00,61.00,88.50,54.50,125.00,89.50,63.50,34.50,54.00,209.50,304.50,100.00,123.50,325.00,54.00,31.00,181.00
