ALYESKA
1980-03-24,33,28,30.5,46,M
1980-03-25,40,32,36.0,47,M
1980-03-26,39,32,35.5,47,M
1980-03-27,40,31,35.5,46,M
1980-03-28,39,27,33.0,46,M
1980-03-29,42,26,34.0,46,M
1980-03-30,39,29,34.0,47,M
1980-03-31,40,32,36.0,46,M
1980-04-01,45,33,39.0,46,M
1980-04-02,38,33,35.5,46,M
1980-04-03,41,33,37.0,45,M
1980-04-04,47,35,41.0,43,M
1980-04-05,44,33,38.5,40,M
1980-04-06,46,33,39.5,38,M
1980-04-07,48,32,40.0,36,M
1980-04-08,42,34,38.0,36,M
1980-04-09,46,27,36.5,37,M
1980-04-10,47,26,36.5,36,M
1980-04-11,44,32,38.0,36,M
1980-04-12,40,31,35.5,36,M
1980-04-13,47,32,39.5,36,M
1980-04-14,42,28,35.0,36,M
1980-04-15,43,24,33.5,35,M
1980-04-16,45,26,35.5,33,M
1980-04-17,45,27,36.0,32,M
1980-04-18,46,29,37.5,32,M
1980-04-19,47,30,38.5,30,M
1980-04-20,46,34,40.0,30,M
1980-04-21,M,M,M,30,M
1980-04-22,36,32,34.0,28,M
1980-04-23,42,32,37.0,28,M
1980-04-24,40,30,35.0,26,M
1980-04-25,48,29,38.5,26,M
1980-04-26,47,32,39.5,24,M
1980-04-27,43,36,39.5,22,M
1980-04-28,46,33,39.5,20,M
1980-04-29,48,34,41.0,16,M
1980-04-30,44,33,38.5,14,M
1980-05-01,46,33,39.5,12,M
1980-05-02,47,34,40.5,10,M
1980-05-03,49,33,41.0,0,M
1980-05-04,49,29,39.0,0,M
1980-05-05,52,33,42.5,0,M
1980-05-06,58,35,46.5,0,M
1980-05-07,M,M,M,0,M
1980-05-08,M,M,M,0,M
1980-05-09,51,31,41.0,0,M
1980-05-10,52,37,44.5,0,M
1980-05-11,48,35,41.5,0,M
1980-05-12,51,30,40.5,0,M
1980-05-13,52,36,44.0,0,M
1980-05-14,52,37,44.5,0,M
1980-05-15,47,34,40.5,0,M
1980-05-16,51,40,45.5,0,M
1980-05-17,M,M,M,0,M
1980-05-18,M,M,M,0,M
1980-05-19,47,36,41.5,0,M
1980-05-20,55,38,46.5,0,M
1980-05-21,53,38,45.5,0,M
1980-05-22,49,38,43.5,0,M
1980-05-23,55,40,47.5,0,M
1980-05-24,52,39,45.5,0,M
1980-05-25,M,M,M,0,M
1980-05-26,54,39,46.5,0,M
1980-05-27,51,37,44.0,0,M
1980-05-28,50,40,45.0,0,M
1980-05-29,51,38,44.5,0,M
1980-05-30,52,40,46.0,0,M
1980-05-31,49,39,44.0,0,M
1980-06-01,56,36,46.0,0,M
1980-06-02,M,M,M,0,M
1980-06-03,M,41,M,0,M
1980-06-04,65,M,M,0,M
1980-06-05,69,45,57.0,0,M
1980-06-06,68,47,57.5,0,M
1980-06-07,68,50,59.0,0,M
1980-06-08,59,44,51.5,0,M
1980-06-09,M,40,M,0,M
1980-06-10,63,M,M,0,M
1980-06-11,53,44,48.5,0,M
1980-06-12,52,44,48.0,0,M
1980-06-13,55,45,50.0,0,M
1980-06-14,60,42,51.0,0,M
1980-06-15,58,41,49.5,0,M
1980-06-16,M,M,M,0,M
1980-06-17,M,M,M,0,M
1980-06-18,M,M,M,0,M
1980-06-19,M,M,M,0,M
1980-06-20,M,M,M,0,M
1980-06-21,M,M,M,0,M
1980-06-22,M,M,M,0,M
1980-06-23,M,M,M,0,M
1980-06-24,M,M,M,0,M
1980-06-25,M,M,M,0,M
1980-06-26,M,M,M,0,M
1980-06-27,M,M,M,0,M
1980-06-28,M,M,M,0,M
1980-06-29,M,M,M,0,M
1980-06-30,M,M,M,0,M
1980-07-01,M,M,M,0,M
1980-07-02,M,M,M,0,M
1980-07-03,M,M,M,0,M
1980-07-04,M,M,M,0,M
1980-07-05,M,M,M,0,M
1980-07-06,M,M,M,0,M
1980-07-07,M,M,M,0,M
1980-07-08,M,M,M,0,M
1980-07-09,M,M,M,0,M
1980-07-10,M,M,M,0,M
1980-07-11,M,M,M,0,M
1980-07-12,57,47,52.0,0,M
1980-07-13,M,M,M,0,M
1980-07-14,M,M,M,0,M
1980-07-15,72,45,58.5,0,M
1980-07-16,62,49,55.5,0,M
1980-07-17,64,47,55.5,0,M
1980-07-18,66,43,54.5,0,M
1980-07-19,70,46,58.0,0,M
1980-07-20,69,48,58.5,0,M
1980-07-21,77,M,M,0,M
1980-07-22,M,M,M,0,M
1980-07-23,M,49,M,0,M
1980-07-24,75,52,63.5,0,M
1980-07-25,68,51,59.5,0,M
1980-07-26,63,50,56.5,0,M
1980-07-27,M,M,M,0,M
1980-07-28,M,M,M,0,M
1980-07-29,68,50,59.0,0,M
1980-07-30,62,48,55.0,0,M
1980-07-31,64,50,57.0,0,M
1980-08-01,61,47,54.0,0,M
1980-08-02,66,44,55.0,0,M
1980-08-03,M,M,M,0,M
1980-08-04,63,43,53.0,0,M
1980-08-05,68,45,56.5,0,M
1980-08-06,71,M,M,0,M
1980-08-07,M,M,M,0,M
1980-08-08,M,M,M,0,M
1980-08-09,M,M,M,0,M
1980-08-10,M,45,M,0,M
1980-08-11,M,M,M,0,M
1980-08-12,70,M,M,0,M
1980-08-13,M,M,M,0,M
1980-08-14,M,46,M,0,M
1980-08-15,66,45,55.5,0,M
1980-08-16,53,44,48.5,0,M
1980-08-17,M,M,M,0,M
1980-08-18,M,M,M,0,M
1980-08-19,60,43,51.5,0,M
1980-08-20,M,M,M,0,M
1980-08-21,62,44,53.0,0,M
1980-08-22,51,40,45.5,0,M
1980-08-23,60,39,49.5,0,M
1980-08-24,M,M,M,0,M
1980-08-25,69,39,54.0,0,M
1980-08-26,66,40,53.0,0,M
1980-08-27,65,41,53.0,0,M
1980-08-28,59,45,52.0,0,M
1980-08-29,M,M,M,0,M
1980-08-30,59,39,49.0,0,M
1980-08-31,60,41,50.5,0,M
1980-09-01,60,42,51.0,0,M
1980-09-02,61,34,47.5,0,M
1980-09-03,55,33,44.0,0,M
1980-09-04,52,26,39.0,0,M
1980-09-05,M,28,M,0,M
1980-09-06,M,M,M,0,M
1980-09-07,61,M,M,0,M
1980-09-08,M,M,M,0,M
1980-09-09,54,43,48.5,0,M
1980-09-10,52,33,42.5,0,M
1980-09-11,60,33,46.5,0,M
1980-09-12,61,32,46.5,0,M
1980-09-13,M,M,M,0,M
1980-09-14,M,M,M,0,M
1980-09-15,M,M,M,0,M
1980-09-16,59,34,46.5,0,M
1980-09-17,M,M,M,0,M
1980-09-18,M,M,M,0,M
1980-09-19,M,M,M,0,M
1980-09-20,60,M,M,0,M
1980-09-21,M,M,M,0,M
1980-09-22,M,M,M,0,M
1980-09-23,M,33,M,0,M
1980-09-24,51,40,45.5,0,M
1980-09-25,51,36,43.5,0,M
1980-09-26,M,M,M,0,M
1980-09-27,M,M,M,0,M
1980-09-28,M,M,M,0,M
1980-09-29,51,38,44.5,0,M
1980-09-30,52,40,46.0,0,M
1980-10-01,50,41,45.5,0,M
1980-10-02,50,41,45.5,0,M
1980-10-03,50,M,M,0,M
1980-10-04,M,M,M,0,M
1980-10-05,M,M,M,0,M
1980-10-06,M,30,M,0,M
1980-10-07,49,36,42.5,0,M
1980-10-08,46,31,38.5,1,M
1980-10-09,43,31,37.0,0,M
1980-10-10,39,26,32.5,4,M
1980-10-11,M,M,M,0,M
1980-10-12,M,M,M,0,M
1980-10-13,40,22,31.0,1,M
1980-10-14,M,M,M,0,M
1980-10-15,M,M,M,0,M
1980-10-16,M,M,M,0,M
1980-10-17,M,M,M,0,M
1980-10-18,M,M,M,0,M
1980-10-19,M,M,M,0,M
1980-10-20,49,25,37.0,0,M
1980-10-21,46,37,41.5,0,M
1980-10-22,45,36,40.5,0,M
1980-10-23,48,37,42.5,0,M
1980-10-24,50,37,43.5,0,M
1980-10-25,M,M,M,0,M
1980-10-26,M,M,M,0,M
1980-10-27,49,32,40.5,0,M
1980-10-28,42,31,36.5,0,M
1980-10-29,36,31,33.5,0,M
1980-10-30,36,29,32.5,0,M
1980-10-31,32,15,23.5,0,M
1980-11-01,M,M,M,0,M
1980-11-02,M,M,M,0,M
1980-11-03,33,16,24.5,0,M
1980-11-04,39,32,35.5,0,M
1980-11-05,45,33,39.0,0,M
1980-11-06,45,M,M,0,M
1980-11-07,M,M,M,0,M
1980-11-08,M,M,M,0,M
1980-11-09,M,M,M,0,M
1980-11-10,M,14,M,0,M
1980-11-11,39,28,33.5,T,M
1980-11-12,41,29,35.0,1,M
1980-11-13,40,28,34.0,0,M
1980-11-14,37,23,30.0,0,M
1980-11-15,M,M,M,0,M
1980-11-16,M,M,M,0,M
1980-11-17,36,29,32.5,5,M
1980-11-18,M,M,M,M,M
1980-11-19,40,27,33.5,2,M
1980-11-20,41,29,35.0,2,M
1980-11-21,35,29,32.0,2,M
1980-11-22,38,30,34.0,2,M
1980-11-23,41,30,35.5,2,M
1980-11-24,M,M,M,M,M
1980-11-25,M,M,M,M,M
1980-11-26,41,26,33.5,M,M
1980-11-27,40,27,33.5,3,M
1980-11-28,32,25,28.5,10,M
1980-11-29,29,18,23.5,9,M
1980-11-30,22,9,15.5,8,M
1980-12-01,18,8,13.0,6,M
1980-12-02,15,6,10.5,6,M
1980-12-03,17,7,12.0,6,M
1980-12-04,12,6,9.0,6,M
1980-12-05,19,6,12.5,6,M
1980-12-06,19,7,13.0,6,M
1980-12-07,18,12,15.0,6,M
1980-12-08,13,5,9.0,6,M
1980-12-09,14,6,10.0,6,M
1980-12-10,16,1,8.5,6,M
1980-12-11,7,-3,2.0,6,M
1980-12-12,2,-11,-4.5,5,M
1980-12-13,-3,-12,-7.5,6,M
1980-12-14,5,-6,-0.5,8,M
1980-12-15,-1,-16,-8.5,7,M
1980-12-16,-2,-18,-10.0,6,M
1980-12-17,7,-18,-5.5,6,M
1980-12-18,-9,-18,-13.5,6,M
1980-12-19,-5,-13,-9.0,6,M
1980-12-20,2,-9,-3.5,6,M
1980-12-21,-0,-8,-4.0,6,M
1980-12-22,1,-9,-4.0,6,M
1980-12-23,7,-4,1.5,6,M
1980-12-24,9,-5,2.0,6,M
1980-12-25,7,-3,2.0,6,M
1980-12-26,7,-2,2.5,6,M
1980-12-27,2,-6,-2.0,6,M
1980-12-28,2,-7,-2.5,6,M
1980-12-29,8,-1,3.5,6,M
1980-12-30,18,1,9.5,12,M
1980-12-31,41,16,28.5,8,M
1981-01-01,42,34,38.0,2,M
1981-01-02,38,34,36.0,1,M
1981-01-03,40,28,34.0,0,M
1981-01-04,41,31,36.0,0,M
1981-01-05,39,34,36.5,0,M
1981-01-06,41,25,33.0,0,M
1981-01-07,43,36,39.5,0,M
1981-01-08,42,32,37.0,0,M
1981-01-09,38,28,33.0,0,M
1981-01-10,41,32,36.5,0,M
1981-01-11,40,32,36.0,0,M
1981-01-12,37,27,32.0,2,M
1981-01-13,36,30,33.0,2,M
1981-01-14,44,32,38.0,0,M
1981-01-15,47,35,41.0,0,M
1981-01-16,45,34,39.5,0,M
1981-01-17,45,33,39.0,0,M
1981-01-18,42,34,38.0,0,M
1981-01-19,42,34,38.0,0,M
1981-01-20,37,25,31.0,1,M
1981-01-21,29,25,27.0,3,M
1981-01-22,37,21,29.0,10,M
1981-01-23,42,35,38.5,6,M
1981-01-24,41,32,36.5,4,M
1981-01-25,42,30,36.0,1,M
1981-01-26,44,29,36.5,0,M
1981-01-27,35,27,31.0,0,M
1981-01-28,32,18,25.0,0,M
1981-01-29,36,18,27.0,0,M
1981-01-30,37,29,33.0,0,M
1981-01-31,39,32,35.5,0,M
1981-02-01,43,33,38.0,0,M
1981-02-02,43,34,38.5,0,M
1981-02-03,42,30,36.0,1,M
1981-02-04,38,31,34.5,1,M
1981-02-05,38,32,35.0,0,M
1981-02-06,38,32,35.0,0,M
1981-02-07,37,30,33.5,1,M
1981-02-08,37,31,34.0,1,M
1981-02-09,34,29,31.5,1,M
1981-02-10,38,26,32.0,0,M
1981-02-11,35,23,29.0,0,M
1981-02-12,28,22,25.0,0,M
1981-02-13,27,19,23.0,0,M
1981-02-14,23,14,18.5,0,M
1981-02-15,19,13,16.0,0,M
1981-02-16,15,1,8.0,0,M
1981-02-17,15,8,11.5,2,M
1981-02-18,13,3,8.0,2,M
1981-02-19,28,5,16.5,3,M
1981-02-20,36,22,29.0,6,M
1981-02-21,37,27,32.0,6,M
1981-02-22,32,16,24.0,7,M
1981-02-23,30,23,26.5,9,M
1981-02-24,29,18,23.5,8,M
1981-02-25,35,17,26.0,13,M
1981-02-26,38,28,33.0,12,M
1981-02-27,37,30,33.5,10,M
1981-02-28,41,31,36.0,8,M
1981-03-01,40,33,36.5,8,M
1981-03-02,38,29,33.5,12,M
1981-03-03,42,25,33.5,11,M
1981-03-04,34,23,28.5,10,M
1981-03-05,35,23,29.0,17,M
1981-03-06,37,29,33.0,16,M
1981-03-07,40,23,31.5,15,M
1981-03-08,41,24,32.5,14,M
1981-03-09,45,32,38.5,12,M
1981-03-10,40,30,35.0,11,M
1981-03-11,40,32,36.0,10,M
1981-03-12,41,31,36.0,10,M
1981-03-13,40,33,36.5,9,M
1981-03-14,37,31,34.0,9,M
1981-03-15,42,30,36.0,8,M
1981-03-16,42,27,34.5,8,M
1981-03-17,42,33,37.5,7,M
1981-03-18,46,34,40.0,6,M
1981-03-19,47,33,40.0,6,M
1981-03-20,43,26,34.5,6,M
1981-03-21,43,23,33.0,5,M
1981-03-22,46,23,34.5,5,M
1981-03-23,42,23,32.5,5,M
1981-03-24,40,27,33.5,5,M
1981-03-25,45,26,35.5,4,M
1981-03-26,48,25,36.5,4,M
1981-03-27,38,31,34.5,4,M
1981-03-28,43,27,35.0,3,M
1981-03-29,42,26,34.0,2,M
1981-03-30,45,26,35.5,2,M
1981-03-31,45,29,37.0,2,M
1981-04-01,42,29,35.5,3,M
1981-04-02,40,26,33.0,2,M
1981-04-03,41,21,31.0,2,M
1981-04-04,40,21,30.5,1,M
1981-04-05,40,20,30.0,0,M
1981-04-06,39,21,30.0,0,M
1981-04-07,41,23,32.0,0,M
1981-04-08,40,24,32.0,0,M
1981-04-09,45,25,35.0,0,M
1981-04-10,45,24,34.5,0,M
1981-04-11,42,20,31.0,0,M
1981-04-12,42,22,32.0,0,M
1981-04-13,45,23,34.0,0,M
1981-04-14,42,21,31.5,0,M
1981-04-15,39,21,30.0,0,M
1981-04-16,42,21,31.5,0,M
1981-04-17,40,24,32.0,0,M
1981-04-18,41,31,36.0,0,M
1981-04-19,44,31,37.5,0,M
1981-04-20,46,33,39.5,0,M
1981-04-21,43,31,37.0,0,M
1981-04-22,50,31,40.5,0,M
1981-04-23,50,30,40.0,0,M
1981-04-24,52,30,41.0,0,M
1981-04-25,51,33,42.0,0,M
1981-04-26,51,31,41.0,0,M
1981-04-27,52,29,40.5,0,M
1981-04-28,52,28,40.0,0,M
1981-04-29,54,32,43.0,0,M
1981-04-30,56,31,43.5,0,M
1981-05-01,M,M,M,M,M
1981-05-02,M,M,M,M,M
1981-05-03,M,M,M,M,M
1981-05-04,M,M,M,M,M
1981-05-05,M,M,M,M,M
1981-05-06,M,M,M,M,M
1981-05-07,M,M,M,M,M
1981-05-08,M,M,M,M,M
1981-05-09,M,M,M,M,M
1981-05-10,M,M,M,M,M
1981-05-11,M,M,M,M,M
1981-05-12,M,M,M,M,M
1981-05-13,M,M,M,M,M
1981-05-14,M,M,M,M,M
1981-05-15,M,M,M,M,M
1981-05-16,M,M,M,M,M
1981-05-17,M,M,M,M,M
1981-05-18,M,M,M,M,M
1981-05-19,M,M,M,M,M
1981-05-20,M,M,M,M,M
1981-05-21,M,M,M,M,M
1981-05-22,M,M,M,M,M
1981-05-23,M,M,M,M,M
1981-05-24,M,M,M,M,M
1981-05-25,M,M,M,M,M
1981-05-26,M,M,M,M,M
1981-05-27,M,M,M,M,M
1981-05-28,M,M,M,M,M
1981-05-29,M,M,M,M,M
1981-05-30,M,M,M,M,M
1981-05-31,M,M,M,M,M
1981-06-01,M,M,M,0,M
1981-06-02,M,M,M,0,M
1981-06-03,M,M,M,0,M
1981-06-04,M,M,M,0,M
1981-06-05,M,M,M,0,M
1981-06-06,M,M,M,0,M
1981-06-07,M,M,M,0,M
1981-06-08,M,M,M,0,M
1981-06-09,52,35,43.5,0,M
1981-06-10,53,34,43.5,0,M
1981-06-11,61,32,46.5,0,M
1981-06-12,60,36,48.0,0,M
1981-06-13,67,37,52.0,0,M
1981-06-14,61,39,50.0,0,M
1981-06-15,58,43,50.5,0,M
1981-06-16,66,43,54.5,0,M
1981-06-17,71,45,58.0,0,M
1981-06-18,69,M,M,0,M
1981-06-19,70,45,57.5,0,M
1981-06-20,66,43,54.5,0,M
1981-06-21,62,44,53.0,0,M
1981-06-22,64,49,56.5,0,M
1981-06-23,69,46,57.5,0,M
1981-06-24,60,47,53.5,0,M
1981-06-25,61,49,55.0,0,M
1981-06-26,57,48,52.5,0,M
1981-06-27,56,46,51.0,0,M
1981-06-28,54,44,49.0,0,M
1981-06-29,50,40,45.0,0,M
1981-06-30,62,44,53.0,0,M
1981-07-01,53,46,49.5,0,M
1981-07-02,59,44,51.5,0,M
1981-07-03,59,44,51.5,0,M
1981-07-04,62,46,54.0,0,M
1981-07-05,65,43,54.0,0,M
1981-07-06,63,45,54.0,0,M
1981-07-07,58,48,53.0,0,M
1981-07-08,59,45,52.0,0,M
1981-07-09,57,48,52.5,0,M
1981-07-10,52,47,49.5,0,M
1981-07-11,58,48,53.0,0,M
1981-07-12,60,48,54.0,0,M
1981-07-13,66,49,57.5,0,M
1981-07-14,63,49,56.0,0,M
1981-07-15,54,49,51.5,0,M
1981-07-16,58,49,53.5,0,M
1981-07-17,62,50,56.0,0,M
1981-07-18,66,50,58.0,0,M
1981-07-19,57,50,53.5,0,M
1981-07-20,54,49,51.5,0,M
1981-07-21,56,49,52.5,0,M
1981-07-22,63,50,56.5,0,M
1981-07-23,59,50,54.5,0,M
1981-07-24,58,50,54.0,0,M
1981-07-25,55,50,52.5,0,M
1981-07-26,63,47,55.0,0,M
1981-07-27,64,47,55.5,0,M
1981-07-28,57,47,52.0,0,M
1981-07-29,63,46,54.5,0,M
1981-07-30,67,46,56.5,0,M
1981-07-31,63,51,57.0,0,M
1981-08-01,52,49,50.5,0,M
1981-08-02,59,48,53.5,0,M
1981-08-03,66,44,55.0,0,M
1981-08-04,66,44,55.0,0,M
1981-08-05,57,47,52.0,0,M
1981-08-06,57,48,52.5,0,M
1981-08-07,59,48,53.5,0,M
1981-08-08,60,49,54.5,0,M
1981-08-09,56,48,52.0,0,M
1981-08-10,56,48,52.0,0,M
1981-08-11,53,48,50.5,0,M
1981-08-12,51,47,49.0,0,M
1981-08-13,57,46,51.5,0,M
1981-08-14,50,45,47.5,0,M
1981-08-15,53,43,48.0,0,M
1981-08-16,59,38,48.5,0,M
1981-08-17,54,40,47.0,0,M
1981-08-18,M,45,M,0,M
1981-08-19,52,47,49.5,0,M
1981-08-20,52,46,49.0,0,M
1981-08-21,55,46,50.5,0,M
1981-08-22,56,43,49.5,0,M
1981-08-23,62,42,52.0,0,M
1981-08-24,59,39,49.0,0,M
1981-08-25,66,39,52.5,0,M
1981-08-26,69,47,58.0,0,M
1981-08-27,67,46,56.5,0,M
1981-08-28,61,46,53.5,0,M
1981-08-29,57,50,53.5,0,M
1981-08-30,54,49,51.5,0,M
1981-08-31,58,49,53.5,0,M
1981-09-01,58,49,53.5,0,M
1981-09-02,63,48,55.5,0,M
1981-09-03,61,44,52.5,0,M
1981-09-04,57,44,50.5,0,M
1981-09-05,52,46,49.0,0,M
1981-09-06,54,45,49.5,0,M
1981-09-07,52,46,49.0,0,M
1981-09-08,56,38,47.0,0,M
1981-09-09,53,40,46.5,0,M
1981-09-10,58,40,49.0,0,M
1981-09-11,55,40,47.5,0,M
1981-09-12,48,41,44.5,0,M
1981-09-13,50,40,45.0,0,M
1981-09-14,53,40,46.5,0,M
1981-09-15,52,43,47.5,0,M
1981-09-16,46,41,43.5,0,M
1981-09-17,55,41,48.0,0,M
1981-09-18,46,42,44.0,0,M
1981-09-19,48,43,45.5,0,M
1981-09-20,49,35,42.0,0,M
1981-09-21,48,M,M,0,M
1981-09-22,47,31,39.0,0,M
1981-09-23,51,32,41.5,0,M
1981-09-24,44,32,38.0,0,M
1981-09-25,46,30,38.0,0,M
1981-09-26,42,27,34.5,0,M
1981-09-27,43,27,35.0,0,M
1981-09-28,44,27,35.5,0,M
1981-09-29,43,28,35.5,0,M
1981-09-30,41,29,35.0,0,M
1981-10-01,40,30,35.0,M,M
1981-10-02,46,30,38.0,M,M
1981-10-03,41,29,35.0,M,M
1981-10-04,42,29,35.5,M,M
1981-10-05,39,30,34.5,M,M
1981-10-06,37,30,33.5,M,M
1981-10-07,41,28,34.5,M,M
1981-10-08,39,24,31.5,M,M
1981-10-09,37,25,31.0,M,M
1981-10-10,41,25,33.0,M,M
1981-10-11,39,26,32.5,M,M
1981-10-12,42,28,35.0,M,M
1981-10-13,42,30,36.0,M,M
1981-10-14,44,37,40.5,M,M
1981-10-15,42,36,39.0,M,M
1981-10-16,41,33,37.0,M,M
1981-10-17,39,32,35.5,M,M
1981-10-18,39,33,36.0,M,M
1981-10-19,38,26,32.0,M,M
1981-10-20,40,29,34.5,M,M
1981-10-21,43,36,39.5,M,M
1981-10-22,44,36,40.0,M,M
1981-10-23,44,36,40.0,M,M
1981-10-24,46,36,41.0,M,M
1981-10-25,40,30,35.0,M,M
1981-10-26,33,30,31.5,M,M
1981-10-27,31,30,30.5,M,M
1981-10-28,30,27,28.5,M,M
1981-10-29,35,27,31.0,M,M
1981-10-30,30,27,28.5,M,M
1981-10-31,29,20,24.5,M,M
1981-11-01,25,21,23.0,M,M
1981-11-02,24,18,21.0,M,M
1981-11-03,21,11,16.0,M,M
1981-11-04,25,15,20.0,M,M
1981-11-05,25,20,22.5,14,M
1981-11-06,20,10,15.0,13,M
1981-11-07,32,12,22.0,14,M
1981-11-08,37,30,33.5,10,M
1981-11-09,40,32,36.0,10,M
1981-11-10,47,33,40.0,M,M
1981-11-11,38,34,36.0,M,M
1981-11-12,38,31,34.5,M,M
1981-11-13,37,30,33.5,M,M
1981-11-14,33,25,29.0,1,M
1981-11-15,28,20,24.0,1,M
1981-11-16,24,18,21.0,1,M
1981-11-17,20,11,15.5,1,M
1981-11-18,15,7,11.0,1,M
1981-11-19,15,6,10.5,1,M
1981-11-20,8,3,5.5,1,M
1981-11-21,14,4,9.0,1,M
1981-11-22,32,7,19.5,M,M
1981-11-23,19,12,15.5,6,M
1981-11-24,38,12,25.0,18,M
1981-11-25,34,24,29.0,15,M
1981-11-26,30,18,24.0,15,M
1981-11-27,34,29,31.5,18,M
1981-11-28,35,23,29.0,16,M
1981-11-29,29,15,22.0,M,M
1981-11-30,38,13,25.5,16,M
1981-12-01,40,31,35.5,14,M
1981-12-02,37,19,28.0,14,M
1981-12-03,25,14,19.5,14,M
1981-12-04,25,16,20.5,14,M
1981-12-05,24,14,19.0,22,M
1981-12-06,22,9,15.5,25,M
1981-12-07,18,5,11.5,22,M
1981-12-08,18,6,12.0,21,M
1981-12-09,13,-1,6.0,20,M
1981-12-10,18,8,13.0,20,M
1981-12-11,22,3,12.5,20,M
1981-12-12,33,19,26.0,22,M
1981-12-13,40,31,35.5,18,M
1981-12-14,36,24,30.0,16,M
1981-12-15,37,28,32.5,16,M
1981-12-16,40,28,34.0,16,M
1981-12-17,41,32,36.5,12,M
1981-12-18,42,33,37.5,9,M
1981-12-19,41,30,35.5,8,M
1981-12-20,32,24,28.0,8,M
1981-12-21,28,22,25.0,8,M
1981-12-22,33,21,27.0,8,M
1981-12-23,37,27,32.0,10,M
1981-12-24,39,28,33.5,11,M
1981-12-25,30,23,26.5,11,M
1981-12-26,29,15,22.0,11,M
1981-12-27,21,4,12.5,11,M
1981-12-28,9,-3,3.0,11,M
1981-12-29,7,-3,2.0,11,M
1981-12-30,7,-4,1.5,11,M
1981-12-31,10,-5,2.5,11,M
1982-01-01,10,-0,5.0,11,M
1982-01-02,11,-0,5.5,11,M
1982-01-03,7,-3,2.0,11,M
1982-01-04,9,-4,2.5,11,M
1982-01-05,16,5,10.5,11,M
1982-01-06,10,-10,0.0,11,M
1982-01-07,-3,-15,-9.0,11,M
1982-01-08,-3,-15,-9.0,11,M
1982-01-09,1,-12,-5.5,11,M
1982-01-10,16,M,M,18,M
1982-01-11,27,12,19.5,17,M
1982-01-12,36,23,29.5,17,M
1982-01-13,34,20,27.0,17,M
1982-01-14,23,6,14.5,17,M
1982-01-15,35,6,20.5,17,M
1982-01-16,32,11,21.5,17,M
