# Cumulative DD25 averaged for Yukon River at Rampart
# Sites: TALKEETNA_AP, FAIRBANKS_INTL_AP, CHICKEN, KENAI_AP
#
julian_day,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
60,,7.17,0.00,3.00,,0.00,0.00,0.00,,0.00,0.00,2.00,,2.17,0.00,0.00,,0.00,0.00,0.00,,0.75,0.12,5.50,,0.00,0.00,0.00,,0.00,4.75,0.00,,0.00,2.88,0.38,,0.00,0.00,0.00,,0.00,0.88,0.00,,4.50
61,0.00,8.33,0.00,3.00,0.00,0.00,0.00,0.00,7.33,0.00,4.33,2.00,0.00,4.67,0.00,0.00,0.67,0.00,0.00,0.00,0.50,0.75,0.12,13.88,4.00,0.00,0.00,0.00,0.00,0.00,10.38,0.00,0.00,0.00,4.50,0.75,2.88,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,12.12
62,1.67,9.17,0.00,3.00,0.00,0.00,0.00,0.00,10.83,0.00,11.50,2.00,0.00,5.17,0.00,0.50,1.50,0.00,0.00,0.00,0.50,0.75,0.12,21.50,8.88,0.88,0.00,0.00,0.88,0.00,14.88,0.00,0.00,0.62,4.50,4.62,5.50,0.00,0.00,0.00,0.00,0.00,5.12,0.00,0.00,19.12
63,5.17,9.17,0.00,3.67,2.67,0.00,0.00,0.00,14.17,0.00,11.50,2.00,0.00,6.67,0.00,1.33,1.50,0.00,0.00,0.00,4.75,1.62,0.12,25.50,13.50,5.25,0.00,0.00,1.50,0.00,15.00,0.00,0.00,1.38,6.25,10.62,6.38,0.00,0.00,0.00,0.00,0.00,9.88,0.00,0.00,25.00
64,11.33,12.83,0.33,5.00,9.50,0.00,0.00,0.00,16.83,0.00,11.50,2.00,0.00,8.83,0.00,1.33,1.50,0.00,0.00,0.00,8.25,5.38,0.12,29.38,14.88,9.62,1.62,0.00,5.75,0.88,16.75,0.00,0.00,1.62,7.00,16.75,7.38,0.00,0.00,0.00,0.00,0.00,12.75,0.00,0.00,31.75
65,16.17,16.00,2.50,6.33,18.00,1.83,0.00,0.00,18.17,0.00,11.50,5.67,0.00,9.00,0.00,1.33,4.50,0.83,0.00,0.00,9.88,9.25,0.12,32.75,14.88,12.12,2.62,0.00,11.88,1.62,17.12,0.62,0.00,1.88,7.00,21.12,8.25,0.00,0.00,2.00,0.00,0.00,14.12,0.00,0.25,35.75
66,20.50,19.33,5.67,6.83,26.83,1.83,0.00,0.00,21.67,0.00,11.50,8.17,0.00,10.83,2.33,1.33,4.50,2.00,0.62,0.00,10.50,11.75,0.25,34.75,14.88,17.62,2.62,0.00,19.00,1.62,17.12,0.62,0.00,6.62,7.00,26.50,11.62,0.00,0.00,5.38,0.00,0.00,15.00,0.00,1.00,38.88
67,23.67,22.50,7.67,6.83,35.67,2.17,0.00,1.50,28.17,0.00,11.50,8.17,0.00,12.50,10.00,1.33,4.50,2.33,0.62,0.00,10.50,15.12,0.25,35.75,14.88,24.12,2.62,0.00,27.38,1.62,17.12,2.00,0.00,11.38,7.00,27.00,14.25,0.00,0.00,10.62,0.00,0.00,16.75,0.38,3.50,40.25
68,28.00,29.17,9.33,6.83,45.00,6.50,0.00,1.50,31.00,0.00,11.50,8.17,5.33,12.67,17.33,1.33,4.50,2.33,0.62,0.00,10.50,20.00,0.25,35.75,14.88,29.00,2.62,0.00,34.62,1.88,17.12,2.00,0.00,16.25,7.00,27.00,18.25,0.00,2.38,16.25,0.00,0.38,19.25,0.62,3.50,43.12
69,28.50,35.33,9.33,6.83,57.67,13.33,1.83,2.83,34.17,0.00,11.50,8.17,12.33,13.00,22.67,1.33,4.50,2.33,0.62,0.00,10.50,24.88,0.25,35.75,14.88,37.12,2.62,0.00,42.75,4.50,17.12,2.38,0.00,17.50,7.38,27.00,21.75,0.00,2.38,23.50,0.00,2.25,23.00,1.25,3.50,47.38
