# Cumulative DD25 averaged for Buckland River at Buckland
# Sites: NOME_AP, NENANA_MUN_AP, KOTZEBUE_AP, MCKINLEY_PARK
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
68,238.33,228.50,103.00,242.00,169.93,51.00,87.33,158.33,270.33,201.22,211.72,233.17,126.39,244.17,192.50,356.45,183.33,242.33,245.17,162.37,176.12,139.50,147.17,258.35,397.50,297.57,139.38,279.30,223.41,243.75,222.43,164.21,215.75,40.00,339.38,304.62,435.00,321.25,202.12,488.83,305.12,265.17,234.38,87.50
69,254.00,243.00,114.66,258.00,178.43,55.83,93.17,169.33,288.17,204.05,225.39,251.00,131.77,251.00,203.17,380.33,196.50,254.00,259.33,169.24,183.50,146.00,159.04,273.18,411.12,316.82,148.12,289.30,239.54,256.12,233.68,171.33,224.75,46.62,352.25,320.87,452.50,333.62,221.38,504.50,328.88,283.79,242.12,96.33
70,269.00,258.83,126.66,279.17,183.06,56.67,99.83,180.50,303.83,208.89,241.55,265.00,136.77,258.17,216.50,404.70,211.83,270.50,269.67,179.49,191.00,152.62,168.29,284.18,425.25,338.07,159.00,299.30,256.16,268.50,245.43,178.46,234.25,56.38,369.12,340.00,469.88,347.38,243.62,525.33,354.88,303.67,247.38,104.33
71,282.50,268.67,137.16,299.17,188.18,58.67,109.67,190.67,323.33,212.22,260.72,276.50,143.14,266.33,235.00,431.58,227.83,287.33,275.17,194.12,200.00,159.00,177.17,292.52,440.00,361.20,169.25,309.30,274.66,279.50,260.56,183.96,244.38,69.12,385.62,357.37,490.75,365.12,265.00,545.83,379.12,322.54,256.00,112.33
72,297.50,279.67,145.00,319.00,194.06,60.17,117.33,200.33,340.33,213.05,278.55,288.33,152.02,273.17,255.67,458.20,244.00,302.33,283.33,210.37,209.25,166.62,187.92,302.68,457.25,383.95,180.50,315.92,296.66,289.62,279.81,193.21,253.12,78.12,402.88,374.50,511.88,386.88,281.25,562.83,401.38,339.29,265.25,118.17
73,315.50,291.33,150.00,340.00,205.43,63.00,121.17,209.33,355.00,214.72,294.72,300.17,160.02,286.83,270.50,483.20,264.17,315.33,292.83,226.74,218.50,177.12,199.42,308.85,475.88,407.57,193.38,322.30,315.66,302.88,293.68,206.21,261.88,80.75,418.38,396.75,534.50,407.62,295.88,579.67,424.25,356.67,273.62,128.50
74,331.00,306.33,155.16,360.17,217.80,66.33,124.33,216.83,369.33,220.22,310.05,311.33,166.77,303.67,286.67,503.70,285.33,327.50,303.33,242.62,227.75,189.62,212.92,315.18,497.25,429.95,208.38,333.91,330.79,316.38,305.68,223.46,268.88,82.88,433.00,419.50,558.88,422.75,312.75,598.00,447.75,377.54,282.12,140.50
75,345.50,322.83,160.66,381.67,236.07,70.67,130.83,228.50,382.00,225.05,326.22,321.33,172.02,322.50,303.50,519.70,301.67,339.33,318.00,260.87,240.12,203.88,227.92,322.85,522.88,447.45,225.00,350.91,346.41,327.38,324.56,239.08,279.12,86.50,451.25,443.75,583.00,437.62,326.00,621.17,471.50,396.67,294.50,150.50
76,362.83,336.67,171.50,404.83,258.40,78.00,139.17,244.00,398.17,229.55,345.55,330.83,174.14,345.67,319.67,537.70,317.33,351.83,330.67,277.37,256.75,216.88,242.92,330.68,546.38,461.32,243.88,372.54,361.66,338.62,338.06,254.21,291.75,92.12,470.75,466.25,606.00,459.00,337.88,646.83,493.12,412.42,306.88,162.17
77,384.00,351.33,184.66,425.83,278.76,87.83,147.33,262.67,414.50,239.70,367.05,341.17,179.14,369.00,338.17,556.20,327.33,365.50,342.67,294.87,272.25,228.12,259.67,337.35,566.75,475.20,262.50,392.41,375.54,353.62,353.43,272.58,309.12,97.00,488.00,488.75,625.62,478.62,353.00,672.17,511.12,426.67,315.38,174.83
78,408.33,367.67,196.00,441.17,299.39,97.00,154.50,281.50,430.00,252.35,388.72,351.00,188.89,388.33,358.33,571.08,336.33,380.00,363.17,313.99,285.25,238.88,280.92,348.02,584.88,487.82,276.62,408.29,389.04,370.50,373.31,295.33,328.25,97.75,502.38,510.87,643.38,495.62,373.25,692.00,531.62,440.54,328.25,186.67
79,426.17,392.50,205.66,451.83,317.39,103.00,160.83,298.00,448.33,261.52,408.22,360.50,202.97,410.83,376.17,589.33,342.17,396.83,383.67,334.37,298.25,248.75,305.29,359.35,601.38,504.82,292.25,424.16,402.41,388.88,397.18,317.08,346.00,103.12,515.62,536.50,664.50,511.62,394.71,714.67,554.88,455.42,345.12,201.33
80,442.83,415.00,214.33,463.00,335.14,106.50,168.33,317.83,461.33,272.85,423.72,373.50,215.72,430.33,393.67,610.20,347.83,412.83,399.67,354.74,309.50,261.62,336.67,372.35,619.50,524.20,310.50,440.41,418.91,408.88,418.56,340.96,362.62,111.00,529.25,561.50,688.75,527.38,415.59,741.17,575.50,476.67,369.50,219.17
81,457.67,434.67,222.50,478.33,352.51,114.17,172.50,340.00,473.17,287.19,439.89,385.50,229.97,450.00,416.33,626.95,355.83,426.33,416.33,373.24,317.25,273.00,371.04,384.02,638.50,540.95,326.88,458.66,436.58,431.00,436.18,364.08,382.00,123.38,543.88,584.37,711.25,542.50,436.59,763.17,598.00,494.79,396.50,234.67
82,469.67,452.33,231.16,497.17,369.26,126.50,179.33,360.83,486.17,297.52,448.55,399.33,245.22,470.33,439.17,641.83,371.67,438.00,434.50,388.62,326.00,282.62,405.29,398.35,661.38,555.70,339.75,478.41,456.95,452.00,454.68,388.58,405.00,138.00,560.50,610.62,731.62,561.88,455.21,791.17,620.75,508.54,423.25,251.33
83,484.17,470.67,241.83,512.67,386.01,143.17,190.67,375.83,502.50,305.35,458.72,414.83,259.85,493.83,462.00,664.72,390.33,449.33,452.67,401.99,334.38,292.88,435.79,407.68,687.38,569.20,354.50,501.66,479.70,472.12,473.06,412.46,425.50,155.00,574.75,642.75,749.38,580.38,473.59,817.83,640.88,522.42,446.75,267.50
84,508.33,492.33,251.66,524.50,399.26,166.17,202.17,388.50,521.67,312.19,473.39,430.50,275.60,517.00,482.17,688.51,412.00,465.67,471.50,416.37,346.75,302.38,464.17,418.35,711.25,588.70,376.12,525.79,499.83,493.00,491.68,439.33,444.50,171.75,589.50,671.50,766.00,598.38,490.34,840.67,665.50,543.92,468.25,284.83
85,532.83,511.67,261.33,534.83,411.76,188.67,216.00,404.17,541.17,324.69,495.05,448.67,292.73,537.33,497.50,712.14,430.83,489.83,491.00,433.24,357.75,314.75,496.29,428.68,734.88,614.95,398.75,551.04,518.20,514.12,513.06,467.71,462.75,193.62,606.00,696.00,783.62,612.25,505.96,866.33,687.88,570.92,489.12,305.00
86,556.83,528.50,276.83,546.67,425.26,207.00,228.33,420.83,561.00,342.02,520.05,465.00,310.98,557.83,513.17,731.14,448.00,515.33,512.50,446.49,368.25,327.25,531.17,443.85,755.75,643.82,423.12,578.54,532.45,536.88,540.06,492.08,480.38,217.12,624.12,722.00,801.88,626.38,522.71,893.83,708.75,597.42,508.38,326.50
87,577.17,548.67,296.66,559.72,437.14,226.00,239.00,435.17,581.33,361.02,546.89,480.50,327.79,578.17,531.50,746.26,466.50,538.67,532.83,458.12,381.25,340.00,560.42,458.35,774.75,671.45,445.88,601.91,546.58,556.00,566.31,518.58,498.88,241.38,645.50,749.87,823.12,642.38,540.09,918.67,728.62,622.29,529.38,345.17
88,599.33,570.83,313.00,578.22,446.89,243.83,252.67,447.83,602.17,380.02,580.72,495.67,344.76,600.17,548.17,766.14,484.67,562.33,553.33,470.74,394.12,357.62,582.54,469.68,797.00,697.20,462.75,617.16,559.08,570.62,594.43,548.08,517.25,265.50,666.88,776.00,851.00,661.25,556.71,941.83,749.75,641.67,549.75,361.33
89,620.00,593.17,326.83,607.89,457.64,256.33,273.00,459.67,626.17,398.02,609.05,512.33,362.91,622.17,562.67,788.89,502.00,586.17,575.00,486.62,410.88,373.00,599.79,487.35,821.00,724.07,483.75,633.29,571.33,584.00,622.81,573.21,538.75,291.50,690.00,804.87,884.75,680.50,578.46,968.50,776.38,661.42,571.50,374.00
90,644.50,620.83,340.83,637.55,468.01,267.33,297.50,474.67,649.67,416.35,630.72,528.50,381.29,644.67,576.67,805.89,521.50,607.00,603.50,502.49,429.29,388.50,618.42,505.52,846.25,749.57,505.38,654.91,585.08,597.88,652.56,598.46,559.12,319.12,714.50,835.62,917.88,695.38,600.46,997.83,810.38,684.04,597.88,385.67
91,660.67,649.33,357.66,665.05,482.51,281.17,318.83,493.17,666.33,430.85,659.72,544.00,402.04,667.00,591.00,823.01,543.00,620.83,622.33,516.99,446.54,406.25,636.29,524.52,874.25,774.45,524.88,680.04,603.20,616.25,678.18,628.21,578.25,350.12,737.75,867.50,949.38,712.75,620.59,1028.83,847.12,709.67,627.00,394.00
92,674.67,675.83,373.00,687.22,500.76,298.17,341.83,509.33,683.26,447.85,687.05,560.17,423.16,691.17,606.00,843.51,561.17,634.67,639.83,532.49,466.29,424.00,657.79,542.68,898.12,795.45,543.12,703.41,626.33,638.12,701.06,655.96,596.25,381.00,754.62,894.12,979.12,733.38,642.09,1053.67,876.75,734.79,652.62,404.00
93,693.50,703.83,390.16,708.89,521.76,313.17,358.67,521.67,698.43,467.69,707.39,577.50,443.16,717.17,620.83,867.26,580.33,651.50,656.67,549.24,488.54,445.50,677.67,555.18,920.88,814.45,559.75,728.04,647.33,663.38,721.18,683.08,612.38,407.88,773.88,921.37,1003.62,757.25,668.71,1077.50,902.38,753.67,677.62,414.00
94,715.83,727.83,405.00,728.72,545.01,335.17,383.33,536.33,712.10,491.52,727.55,601.17,464.04,743.33,636.33,889.26,598.50,672.17,673.17,563.37,509.79,469.12,698.04,570.85,943.50,833.07,573.50,754.54,668.20,690.38,740.93,714.96,632.00,429.38,794.12,944.12,1026.50,785.62,696.21,1106.00,925.62,772.67,705.00,423.00
95,738.00,752.50,422.33,743.72,567.51,355.83,408.67,556.83,728.26,514.85,754.22,628.00,487.79,772.17,651.33,909.89,619.50,696.33,695.67,578.24,534.66,495.75,718.54,592.52,970.38,851.57,583.00,779.91,688.83,719.88,761.68,742.21,657.38,449.62,813.88,965.75,1048.25,819.00,725.71,1130.83,946.50,792.42,733.00,437.00
96,760.50,776.17,443.16,758.22,589.39,374.50,431.17,583.33,756.60,532.19,780.05,650.00,510.66,801.67,669.50,930.26,637.50,727.00,716.00,594.99,563.29,518.25,740.42,623.68,1005.25,872.82,593.75,807.66,711.08,749.88,781.31,764.08,684.38,467.88,837.88,987.37,1074.00,854.12,758.46,1155.33,969.25,812.42,761.25,460.17
97,783.33,797.67,458.83,774.05,611.39,387.67,450.83,613.33,780.60,551.35,801.89,672.50,532.16,829.50,691.83,948.64,656.00,755.17,739.50,619.62,589.54,544.00,763.67,650.02,1043.50,895.07,608.25,835.16,727.70,772.12,803.06,785.83,711.38,487.75,859.88,1007.50,1098.12,885.25,788.71,1180.17,995.62,836.04,789.75,486.67
98,802.17,816.67,478.33,790.05,630.76,403.83,471.17,633.83,801.10,569.69,825.22,695.17,553.79,849.17,716.00,974.64,676.83,783.17,766.00,644.87,618.91,566.25,788.17,669.52,1084.25,920.70,626.62,861.29,746.20,792.00,826.06,814.33,739.00,507.25,881.38,1029.00,1120.62,923.38,820.21,1203.17,1022.25,858.04,818.88,510.00
99,821.67,838.83,494.66,805.55,651.64,420.83,495.33,662.83,824.76,587.35,845.22,718.83,572.66,868.50,737.50,1001.14,694.83,807.33,794.50,666.62,644.29,583.12,815.92,691.52,1115.12,949.70,648.38,885.29,767.33,817.50,848.81,839.21,770.62,528.00,904.00,1050.25,1142.38,960.62,849.96,1230.83,1048.50,879.79,845.88,538.33
100,843.50,863.00,513.83,822.39,675.39,438.17,515.67,688.67,855.26,606.19,863.22,739.83,592.04,889.67,765.17,1022.39,710.61,831.17,817.00,692.99,666.91,601.25,845.17,719.18,1140.25,977.57,674.88,913.04,787.08,843.75,869.81,862.21,796.62,549.38,925.62,1071.62,1165.12,995.62,876.84,1260.83,1073.38,903.54,872.38,565.33
101,867.50,887.83,537.66,838.05,700.14,453.00,532.83,707.67,884.93,620.69,882.22,755.67,616.79,911.50,796.00,1046.89,724.78,854.50,836.00,722.62,691.29,623.00,871.04,745.18,1165.38,1006.95,705.25,941.54,806.70,868.38,891.31,886.96,822.38,571.00,946.50,1092.62,1192.75,1032.00,902.71,1289.83,1096.62,925.04,895.25,586.67
102,887.00,913.33,563.00,858.89,725.26,472.00,552.33,728.67,912.43,640.19,902.55,770.17,643.04,933.00,828.67,1071.51,740.45,876.50,856.67,752.99,718.04,646.88,895.17,774.52,1193.12,1038.70,732.00,969.79,828.83,896.62,911.43,915.58,850.75,590.50,962.62,1110.87,1220.38,1061.75,922.84,1319.33,1123.38,949.04,916.62,612.17
103,904.00,941.33,583.50,879.55,748.76,489.33,576.67,748.67,937.93,658.69,924.72,788.67,669.71,952.17,861.00,1096.89,754.95,901.33,881.00,780.74,747.41,668.38,919.67,803.85,1217.12,1065.45,756.88,997.04,854.20,926.62,930.81,943.46,871.62,617.00,981.12,1131.00,1246.25,1086.25,941.34,1351.67,1150.88,974.79,938.75,634.83
104,924.00,967.00,600.16,900.72,773.51,503.17,608.33,765.67,965.76,681.52,947.89,807.17,700.34,974.83,889.00,1121.39,773.78,923.83,901.17,809.12,779.16,688.12,943.92,829.52,1244.12,1094.57,783.25,1021.41,880.33,951.88,953.18,969.96,889.62,649.88,1008.12,1153.62,1267.88,1109.75,962.71,1385.00,1182.50,1002.92,962.00,652.67
105,942.67,993.67,617.00,919.05,797.01,519.50,642.00,780.67,998.43,710.35,972.22,826.33,729.34,999.33,915.00,1148.01,795.28,947.67,922.17,837.62,805.79,707.00,971.04,852.18,1273.88,1127.57,809.75,1044.91,906.45,976.62,979.06,991.96,913.38,679.38,1036.50,1180.75,1291.25,1134.75,986.21,1421.50,1217.12,1033.17,987.25,671.00
106,968.33,1023.83,635.00,938.89,822.64,536.67,673.00,798.00,1028.60,735.52,992.05,847.33,755.84,1026.50,943.50,1170.39,818.28,972.00,944.50,865.74,830.16,728.25,999.67,876.68,1305.50,1159.32,838.88,1071.16,930.83,1002.88,1005.68,1015.71,939.12,709.25,1063.50,1210.50,1314.88,1160.88,1008.71,1456.83,1250.62,1060.54,1013.00,692.00
107,992.50,1054.17,651.16,958.55,847.26,550.50,700.50,817.67,1054.76,756.85,1015.22,870.67,776.09,1054.00,968.83,1193.01,846.28,993.67,968.67,895.12,853.29,750.62,1034.29,905.35,1339.00,1191.20,871.38,1096.41,953.95,1030.75,1030.68,1039.83,965.50,745.38,1092.38,1242.25,1348.38,1188.25,1033.21,1491.83,1285.25,1092.54,1040.25,714.83
108,1019.83,1082.17,667.33,977.89,872.14,564.83,729.67,837.33,1078.10,777.19,1035.05,897.33,799.34,1084.33,992.67,1215.26,880.61,1014.33,995.83,920.12,877.79,775.25,1071.42,936.18,1371.50,1229.57,900.62,1123.04,977.33,1058.75,1055.18,1068.08,992.50,787.12,1121.62,1274.75,1387.25,1212.50,1060.71,1527.50,1319.00,1122.29,1071.12,736.17
109,1039.83,1108.67,688.16,998.39,898.76,581.50,754.00,858.83,1099.26,800.19,1055.39,923.83,823.59,1116.50,1012.67,1240.26,913.11,1038.17,1027.50,942.49,905.16,804.88,1105.54,972.02,1403.25,1263.32,929.50,1151.54,1004.43,1085.50,1081.56,1099.33,1021.00,828.12,1147.38,1314.25,1419.75,1235.25,1091.46,1561.17,1351.50,1150.17,1100.25,757.67
110,1065.45,1132.67,713.83,1024.89,927.64,600.33,776.50,881.17,1121.43,824.02,1075.39,957.33,851.28,1144.33,1032.33,1266.51,941.28,1065.67,1061.67,967.12,931.29,834.75,1131.54,1005.02,1439.25,1287.95,952.12,1180.41,1032.43,1111.00,1107.31,1132.83,1048.62,873.88,1169.88,1354.62,1452.38,1260.88,1121.71,1597.50,1385.75,1182.67,1129.12,779.17
111,1085.95,1157.17,742.83,1054.05,955.64,621.67,800.50,909.83,1144.26,851.52,1095.55,996.50,877.38,1170.67,1049.67,1294.51,969.11,1089.17,1090.00,997.87,954.91,863.50,1151.29,1034.35,1476.88,1310.82,977.38,1212.54,1061.68,1137.00,1135.31,1166.46,1076.62,911.12,1193.12,1395.87,1478.12,1288.25,1151.59,1634.33,1418.75,1213.42,1158.25,800.67
112,1102.12,1183.00,768.50,1082.39,984.39,639.67,824.83,941.83,1163.26,880.02,1118.72,1037.00,907.88,1198.50,1071.33,1321.14,998.28,1112.50,1114.67,1026.87,981.41,891.75,1171.79,1062.68,1514.12,1334.70,1002.50,1241.29,1095.31,1165.12,1166.31,1195.08,1103.75,947.62,1222.38,1434.00,1504.62,1316.50,1189.46,1669.17,1451.12,1248.92,1185.50,819.33
113,1122.95,1206.83,794.83,1112.22,1015.14,658.33,847.00,983.00,1182.10,908.52,1139.05,1076.83,934.26,1228.83,1094.00,1345.34,1024.78,1138.33,1136.83,1052.74,1010.54,926.25,1190.17,1091.02,1550.12,1364.70,1028.62,1268.16,1126.06,1195.75,1198.81,1222.33,1132.62,980.62,1248.62,1468.62,1535.62,1345.62,1222.09,1704.33,1477.75,1284.17,1213.00,844.00
114,1147.12,1232.50,823.83,1144.22,1048.89,676.83,868.83,1012.17,1202.10,935.19,1160.39,1108.50,957.38,1258.00,1116.83,1371.63,1051.45,1165.83,1155.83,1078.87,1041.04,959.62,1212.79,1121.52,1583.00,1396.07,1052.50,1295.91,1152.47,1227.12,1229.56,1249.21,1165.00,1014.62,1272.88,1504.25,1567.00,1373.88,1250.59,1738.33,1501.12,1322.29,1239.50,874.33
115,1177.29,1255.33,855.00,1176.89,1082.01,696.50,892.83,1044.83,1224.43,958.85,1187.39,1144.67,982.88,1283.00,1144.83,1392.66,1083.11,1197.00,1174.33,1107.62,1070.79,990.50,1237.42,1153.52,1616.88,1425.95,1077.25,1324.54,1176.60,1250.00,1261.43,1278.83,1199.88,1054.88,1298.50,1535.50,1600.88,1402.75,1279.34,1772.67,1523.62,1358.79,1268.00,904.83
116,1204.79,1281.17,894.83,1212.55,1115.76,715.83,915.50,1078.67,1244.26,980.02,1219.22,1181.33,1011.01,1310.00,1169.83,1414.45,1110.61,1227.67,1194.33,1139.74,1100.54,1020.50,1266.29,1184.85,1649.75,1458.45,1104.25,1351.66,1202.72,1270.50,1291.43,1315.58,1227.38,1094.50,1323.88,1565.87,1636.38,1432.88,1309.59,1806.67,1545.00,1392.42,1300.75,935.67
117,1232.12,1303.67,936.66,1246.72,1153.26,733.33,938.17,1107.67,1268.10,1004.02,1249.05,1218.17,1039.76,1339.00,1190.67,1435.70,1136.45,1258.33,1214.67,1171.12,1131.54,1046.75,1295.67,1215.18,1684.50,1491.45,1133.38,1376.29,1226.72,1293.75,1319.81,1350.08,1254.38,1133.38,1346.50,1593.37,1670.62,1466.38,1344.09,1843.83,1568.38,1426.54,1333.38,961.83
118,1259.12,1326.67,974.66,1276.39,1185.39,756.17,965.33,1136.83,1293.43,1027.85,1276.89,1255.67,1070.38,1368.83,1208.83,1460.58,1159.61,1285.33,1241.00,1203.37,1159.29,1071.88,1323.54,1243.02,1720.12,1523.45,1161.50,1403.29,1252.97,1316.50,1347.06,1382.58,1279.88,1168.25,1369.00,1622.50,1701.50,1499.62,1376.21,1880.50,1594.25,1456.42,1363.00,989.83
119,1282.45,1343.00,1011.66,1300.22,1211.14,778.17,991.83,1164.17,1317.60,1051.02,1303.55,1287.67,1105.38,1397.50,1230.33,1490.95,1180.61,1313.17,1269.83,1237.62,1187.16,1099.25,1351.04,1274.18,1761.50,1557.95,1185.12,1434.04,1273.35,1340.38,1373.43,1413.71,1305.00,1200.12,1391.50,1651.00,1733.38,1531.62,1409.71,1920.33,1622.62,1486.67,1394.38,1018.00
120,1306.29,1362.17,1041.66,1324.55,1242.26,803.83,1020.67,1198.33,1347.10,1077.35,1333.22,1316.50,1143.63,1428.83,1251.83,1522.45,1204.11,1345.83,1300.17,1272.49,1212.04,1132.75,1376.67,1302.02,1801.12,1592.32,1214.38,1466.91,1296.35,1364.75,1403.68,1444.83,1331.75,1232.88,1420.25,1680.50,1765.25,1564.00,1443.59,1960.17,1646.75,1515.54,1425.75,1045.33
121,1329.29,1383.83,1073.16,1352.55,1273.89,827.00,1052.83,1230.00,1380.10,1109.52,1371.89,1345.50,1176.88,1460.00,1277.50,1557.08,1225.45,1380.67,1329.83,1306.87,1237.91,1163.62,1402.04,1332.52,1841.12,1626.07,1240.62,1498.66,1321.10,1391.00,1433.31,1473.83,1359.00,1267.38,1450.88,1709.50,1799.38,1597.50,1475.46,1998.33,1670.00,1543.79,1461.00,1069.83
