# Cumulative DD25 averaged for Susitna River at Sunshine
# Sites: TALKEETNA_AP, BIG_DELTA_AP, CHICKEN, NORTH_POLE
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
74,748.37,717.68,445.17,585.67,597.50,329.67,409.07,650.33,730.50,605.50,735.50,606.75,448.50,772.73,741.90,857.00,663.18,632.95,700.38,519.12,508.46,487.34,365.62,630.77,674.46,753.75,416.78,579.67,541.33,526.12,609.12,459.50,588.00,233.88,636.00,699.75,897.12,628.38,498.25,837.75,569.25,555.41,482.00,388.38,
75,772.37,747.18,461.50,610.17,622.67,348.83,427.57,671.33,754.33,627.00,762.50,627.50,465.35,799.98,766.07,878.00,683.68,651.61,719.12,545.38,524.38,507.46,387.00,649.77,702.58,777.42,440.53,602.83,560.17,544.38,630.88,478.88,604.62,242.75,657.62,731.62,929.62,652.50,515.50,866.38,593.62,578.31,496.88,410.25,
76,797.59,776.34,479.17,631.00,648.00,367.67,445.57,691.83,776.33,645.50,789.25,648.00,474.60,833.73,793.07,899.83,705.02,669.95,742.00,569.75,543.75,526.46,407.75,666.64,731.21,800.29,464.78,629.50,579.67,560.75,653.00,499.88,623.00,255.50,685.50,761.62,955.62,678.00,532.12,894.25,615.50,600.18,512.50,432.12,
77,823.26,804.01,498.33,649.00,674.67,386.00,464.07,712.17,799.33,663.17,817.75,668.00,485.60,864.73,819.07,922.33,726.18,689.78,765.25,592.75,566.14,547.21,432.25,684.27,758.83,822.71,485.66,650.67,598.17,580.62,676.12,523.50,642.25,266.38,712.12,789.50,974.00,704.75,551.75,920.75,634.38,623.81,533.50,455.50,
78,847.93,831.51,517.67,666.67,700.83,403.33,483.24,734.33,825.33,684.33,846.00,688.00,499.35,894.48,845.07,946.33,746.18,710.28,788.25,611.00,588.89,568.34,459.62,703.39,784.58,847.84,504.41,670.00,618.83,602.88,702.62,550.50,663.75,273.50,734.25,819.62,994.50,731.25,576.12,942.38,653.75,645.31,554.00,482.12,
79,873.59,859.01,539.00,686.17,728.17,421.11,503.07,758.33,849.33,707.33,878.00,710.00,518.85,923.98,874.07,973.00,762.35,733.95,811.38,629.12,610.02,588.84,490.25,724.14,809.21,875.96,527.28,691.83,639.67,628.50,735.62,578.88,685.62,279.62,752.75,850.88,1018.38,754.12,603.12,967.38,679.50,668.81,577.25,513.12,
80,896.43,885.68,556.50,704.33,755.33,434.27,522.90,786.50,873.67,733.17,908.25,733.75,539.60,952.42,897.57,997.00,781.35,760.54,834.25,648.38,629.37,611.21,524.50,745.89,832.58,904.46,551.78,717.83,662.83,656.38,766.50,608.12,709.12,289.12,771.88,881.50,1046.38,774.88,629.88,994.50,704.50,692.56,602.00,545.25,
81,915.93,911.18,575.67,721.33,784.00,453.61,542.57,813.17,897.67,756.67,931.00,759.50,561.85,976.42,923.90,1016.00,805.35,788.13,859.00,669.62,645.25,633.71,562.12,766.39,856.71,928.71,577.91,745.50,686.33,687.25,795.75,637.50,734.00,303.88,791.38,912.75,1073.62,798.25,657.25,1023.75,730.00,716.43,629.50,573.25,
82,938.43,934.51,594.17,741.83,810.50,478.11,563.57,837.50,924.83,775.83,951.00,784.75,586.85,1004.67,954.24,1033.83,829.52,813.42,889.00,691.25,664.87,653.71,597.75,785.14,885.96,953.71,603.91,772.50,709.67,717.38,826.00,669.25,763.50,323.25,811.38,946.62,1101.38,823.12,683.88,1055.50,757.00,736.93,659.13,599.88,
83,961.76,961.18,614.83,764.33,836.33,507.61,587.40,862.00,951.50,795.17,970.75,810.25,611.85,1034.67,983.90,1057.33,854.68,838.05,912.62,713.50,685.37,674.34,632.12,806.88,914.33,979.46,631.41,803.00,732.00,745.38,857.38,701.75,794.38,346.38,828.62,982.50,1124.38,845.00,708.25,1085.12,785.25,756.93,682.25,625.25,
84,989.93,988.34,635.33,789.67,864.33,539.77,613.07,886.67,978.17,818.83,997.00,836.75,639.60,1064.92,1011.57,1087.67,883.02,862.90,937.50,735.12,702.12,693.34,668.00,828.51,946.58,1006.46,660.16,833.67,755.83,775.62,889.88,732.75,824.62,372.12,852.88,1016.88,1147.75,864.62,727.62,1115.12,815.25,781.56,702.88,654.25,
85,1021.09,1018.01,658.50,812.67,889.33,572.61,640.57,906.17,1005.83,843.17,1027.00,862.00,670.10,1091.42,1035.24,1121.33,909.52,888.47,970.25,757.38,720.12,712.09,703.75,852.26,976.08,1034.71,690.41,863.83,784.00,807.88,921.88,766.75,852.75,400.62,877.75,1050.12,1167.12,882.00,749.75,1144.62,840.00,809.43,726.75,683.38,
86,1053.26,1047.01,682.17,838.59,909.50,605.44,665.90,931.83,1033.00,870.50,1062.25,887.75,701.85,1118.17,1061.57,1149.17,936.35,916.83,1002.50,777.62,738.00,733.34,739.00,877.13,1003.08,1062.96,723.78,896.83,804.83,841.88,957.00,799.50,876.38,430.12,903.50,1080.00,1192.00,899.25,773.38,1178.88,863.88,835.31,754.63,712.75,
87,1084.93,1080.34,709.33,861.26,929.33,634.94,689.24,956.33,1063.67,897.00,1095.25,913.75,732.10,1142.92,1086.74,1173.50,962.18,946.29,1034.62,796.12,755.62,758.71,770.50,903.13,1030.96,1093.46,754.01,924.17,827.83,870.38,992.12,834.50,900.50,463.38,928.25,1113.25,1218.62,917.75,797.75,1212.88,891.62,860.43,784.75,740.00,
88,1116.76,1111.01,733.67,888.42,949.00,662.27,714.24,978.17,1090.33,927.00,1132.00,941.75,762.35,1172.67,1111.90,1202.00,984.85,976.54,1070.00,815.62,774.37,781.59,795.25,934.76,1059.83,1123.59,777.26,947.17,849.00,895.50,1025.88,871.38,925.88,498.50,955.38,1145.12,1245.62,939.25,824.38,1243.50,920.38,877.06,812.38,766.00,
89,1145.56,1145.34,755.83,920.42,969.33,686.94,739.57,1002.00,1119.83,959.33,1163.45,970.25,792.60,1206.42,1135.24,1228.67,1013.68,1006.38,1106.75,834.38,796.75,804.09,823.21,966.38,1089.21,1153.84,802.13,969.17,868.67,917.75,1063.38,909.12,952.00,534.88,983.38,1175.25,1275.50,966.25,849.12,1270.75,955.88,893.31,842.25,787.12,
90,1170.39,1183.01,779.33,960.09,991.17,710.27,768.74,1033.17,1147.17,992.83,1198.95,996.50,821.60,1241.42,1159.24,1253.33,1045.85,1031.04,1139.38,856.88,819.87,827.96,852.96,996.88,1120.96,1184.96,829.13,995.33,888.67,940.62,1100.75,944.62,976.12,569.50,1012.88,1208.25,1305.00,989.25,872.12,1303.12,987.12,919.43,873.75,806.88,
91,1194.56,1214.01,804.83,992.92,1013.17,736.44,796.90,1064.33,1172.83,1021.67,1234.70,1021.25,853.10,1275.67,1186.07,1278.33,1077.18,1052.88,1168.38,880.38,846.00,855.59,883.09,1026.88,1150.58,1213.59,853.63,1022.50,914.33,964.12,1134.50,979.75,1004.00,604.12,1040.12,1239.00,1334.00,1012.38,896.25,1335.38,1019.25,951.06,905.79,827.00,
92,1218.22,1243.51,831.83,1025.59,1036.67,761.27,819.90,1096.50,1197.83,1047.67,1269.95,1049.44,884.10,1310.42,1212.90,1302.50,1108.35,1071.38,1196.62,900.62,870.87,884.59,911.09,1054.88,1180.46,1240.46,879.57,1050.33,941.17,992.50,1166.50,1014.75,1026.62,637.88,1062.00,1263.88,1363.38,1039.50,921.50,1361.62,1048.50,981.18,940.16,844.75,
93,1242.22,1268.51,857.83,1055.42,1063.83,788.77,844.90,1125.50,1222.00,1071.67,1307.20,1077.94,912.10,1347.67,1239.24,1328.00,1142.52,1097.54,1224.25,922.50,898.50,913.09,937.21,1080.13,1208.08,1264.34,906.57,1081.50,970.33,1024.38,1200.62,1044.62,1053.38,670.75,1083.38,1285.62,1393.88,1069.38,949.12,1389.12,1076.00,1009.31,975.16,863.25,
94,1273.72,1293.51,876.50,1079.92,1092.33,824.27,870.07,1154.17,1251.83,1105.33,1347.45,1106.44,940.85,1383.67,1266.74,1357.17,1170.85,1130.71,1251.38,944.75,928.12,941.84,965.26,1108.76,1236.21,1289.46,931.96,1115.17,999.33,1060.50,1233.25,1074.62,1081.25,700.88,1108.88,1310.38,1422.75,1103.00,980.00,1417.50,1104.38,1038.68,1009.41,884.88,
95,1312.39,1321.51,899.17,1104.42,1120.83,859.61,898.57,1185.83,1284.33,1139.17,1384.20,1135.19,971.10,1420.17,1295.90,1386.83,1197.52,1172.88,1277.62,967.62,957.62,971.71,993.64,1139.13,1268.33,1317.21,945.34,1150.17,1026.33,1097.50,1261.50,1103.12,1112.38,728.50,1134.38,1336.25,1451.25,1135.88,1008.50,1444.75,1133.38,1067.43,1047.66,911.25,
96,1349.39,1345.84,926.83,1131.09,1150.33,889.21,928.74,1219.33,1316.50,1169.50,1423.70,1168.69,1001.10,1456.42,1325.74,1416.00,1221.68,1214.04,1305.53,994.50,990.75,1001.71,1021.26,1172.38,1304.71,1346.59,959.71,1189.17,1051.67,1133.50,1288.50,1130.62,1145.25,753.25,1164.12,1365.12,1477.00,1166.50,1037.12,1472.00,1161.38,1097.43,1082.79,941.88,
97,1386.56,1372.51,958.17,1153.42,1181.00,913.37,963.57,1252.17,1346.67,1196.17,1459.70,1196.94,1030.10,1487.42,1355.40,1443.67,1250.18,1252.71,1339.90,1023.62,1023.87,1032.34,1050.39,1203.88,1345.96,1375.84,979.21,1222.50,1078.00,1167.88,1317.38,1159.25,1175.12,779.88,1195.00,1391.12,1502.50,1195.88,1067.00,1502.50,1189.38,1128.31,1118.16,974.00,
98,1419.22,1399.84,987.42,1177.42,1210.17,938.54,994.57,1281.67,1377.33,1223.50,1492.45,1224.44,1059.10,1514.67,1386.49,1473.17,1278.68,1287.38,1378.53,1055.88,1059.37,1062.46,1081.14,1230.33,1383.71,1407.21,1004.96,1250.83,1105.50,1200.25,1348.12,1188.62,1205.88,809.88,1225.25,1417.62,1528.75,1231.50,1095.00,1533.75,1217.75,1159.06,1153.66,1009.00,
99,1445.89,1425.01,1016.09,1201.09,1240.50,962.21,1026.24,1311.83,1410.83,1253.33,1521.20,1249.19,1087.85,1541.17,1417.66,1507.33,1307.35,1318.54,1414.40,1093.00,1093.37,1090.46,1111.89,1259.58,1415.21,1439.21,1034.09,1273.67,1133.50,1230.75,1376.25,1218.50,1242.50,840.88,1258.12,1442.00,1556.38,1272.12,1124.25,1565.00,1248.88,1187.06,1183.91,1042.62,
100,1475.56,1450.51,1044.75,1223.76,1272.12,988.37,1053.40,1340.83,1448.17,1282.83,1549.20,1275.19,1120.60,1568.92,1452.16,1539.00,1335.68,1346.21,1441.03,1132.75,1128.37,1119.34,1142.64,1293.08,1447.71,1475.59,1065.84,1302.50,1160.00,1264.88,1403.88,1246.38,1275.38,874.00,1287.25,1467.00,1587.62,1317.25,1153.38,1596.00,1281.25,1217.18,1209.29,1078.25,
101,1507.06,1478.01,1076.59,1249.59,1303.12,1015.71,1079.40,1366.17,1487.33,1313.00,1579.45,1301.19,1156.10,1598.67,1485.49,1577.50,1360.68,1373.38,1467.40,1169.50,1161.87,1151.84,1171.26,1329.45,1480.21,1512.84,1100.46,1335.67,1187.83,1298.38,1432.38,1274.12,1308.38,905.38,1313.75,1493.88,1618.62,1358.12,1179.62,1626.75,1312.12,1247.31,1235.66,1109.38,
102,1534.89,1508.84,1107.42,1276.26,1335.29,1042.71,1108.07,1394.67,1523.00,1346.17,1611.70,1333.44,1191.60,1627.42,1520.99,1618.00,1386.52,1404.88,1493.28,1206.12,1195.62,1185.96,1197.76,1369.08,1511.46,1548.50,1131.96,1365.67,1216.17,1331.50,1458.38,1302.25,1343.88,935.00,1339.62,1519.00,1649.88,1388.50,1201.50,1661.25,1345.38,1278.31,1265.66,1135.25,
103,1564.72,1540.18,1136.09,1307.09,1368.45,1068.87,1138.24,1423.83,1558.50,1375.50,1645.95,1364.69,1228.60,1656.17,1558.16,1658.17,1412.52,1439.88,1522.40,1246.00,1229.99,1217.46,1226.51,1403.70,1543.58,1584.50,1163.91,1394.33,1244.50,1365.25,1483.75,1330.88,1369.62,963.75,1363.00,1545.00,1677.12,1414.88,1220.88,1694.38,1376.75,1310.93,1293.79,1161.62,
104,1596.12,1575.07,1162.75,1339.09,1399.29,1095.87,1170.96,1450.17,1595.33,1406.83,1677.70,1395.44,1264.10,1689.67,1597.49,1695.67,1440.68,1472.71,1549.78,1288.12,1265.49,1246.96,1258.14,1433.08,1578.71,1621.38,1198.66,1421.17,1275.83,1394.38,1510.75,1360.38,1394.25,994.50,1390.00,1571.38,1705.75,1438.50,1244.00,1729.00,1411.38,1343.18,1323.54,1186.62,
105,1627.16,1608.45,1191.25,1370.59,1430.95,1123.04,1208.30,1476.50,1634.33,1440.00,1707.70,1425.69,1300.85,1726.42,1638.66,1733.33,1471.85,1504.71,1578.90,1327.75,1296.49,1274.96,1289.76,1462.95,1614.14,1660.50,1236.16,1451.00,1305.83,1426.75,1540.38,1388.88,1422.00,1029.00,1420.00,1604.62,1733.75,1463.75,1271.25,1763.62,1444.25,1375.93,1355.66,1211.62,
106,1658.83,1642.45,1214.42,1400.26,1457.79,1149.04,1248.46,1504.50,1669.67,1470.17,1739.20,1454.44,1336.35,1762.67,1679.99,1767.33,1503.02,1533.38,1607.90,1367.62,1324.24,1305.59,1323.76,1494.45,1651.77,1698.50,1272.91,1481.67,1336.67,1459.88,1569.00,1415.38,1450.75,1065.60,1449.62,1642.50,1763.62,1490.25,1298.50,1798.88,1479.25,1413.43,1388.66,1236.50,
107,1692.16,1677.62,1237.25,1430.42,1484.29,1172.87,1288.30,1532.17,1701.00,1501.50,1767.95,1483.19,1365.10,1795.17,1713.66,1796.67,1537.68,1562.38,1637.03,1406.88,1349.99,1337.46,1359.51,1528.59,1687.77,1737.88,1309.03,1515.00,1368.00,1491.62,1597.38,1442.38,1478.88,1109.47,1481.12,1682.38,1798.50,1519.38,1327.12,1834.00,1516.25,1450.43,1422.79,1269.12,
108,1719.33,1714.12,1263.75,1460.92,1516.79,1197.87,1326.96,1560.50,1734.33,1530.83,1797.20,1515.44,1397.10,1829.67,1743.66,1827.67,1574.02,1591.71,1666.78,1441.00,1378.99,1372.71,1394.39,1561.84,1727.39,1776.75,1343.78,1547.83,1400.00,1523.12,1624.88,1470.88,1511.12,1155.72,1512.62,1720.38,1836.88,1549.88,1357.62,1866.62,1552.75,1484.06,1456.66,1301.75,
109,1745.53,1749.45,1289.75,1492.59,1551.29,1224.21,1363.80,1589.00,1770.50,1562.50,1827.45,1545.94,1428.64,1864.17,1775.99,1860.50,1611.18,1626.21,1699.78,1475.88,1409.62,1408.59,1425.51,1594.96,1767.77,1812.88,1379.53,1581.33,1433.67,1553.00,1655.50,1501.62,1544.50,1198.22,1536.50,1758.50,1875.25,1580.00,1389.75,1900.62,1588.75,1517.31,1491.41,1335.88,
110,1775.73,1782.28,1319.42,1527.76,1590.12,1252.71,1398.30,1619.50,1802.33,1593.17,1858.20,1582.94,1459.14,1899.92,1803.49,1896.83,1647.18,1662.21,1731.53,1509.75,1439.99,1447.84,1455.05,1627.26,1810.14,1839.38,1412.41,1619.17,1466.50,1583.75,1684.75,1534.12,1579.62,1238.47,1559.88,1795.00,1908.25,1613.00,1423.62,1936.38,1620.62,1552.56,1524.91,1368.50,
111,1800.73,1813.28,1345.42,1561.92,1627.62,1280.04,1431.13,1654.50,1832.83,1629.00,1890.95,1625.19,1490.39,1932.92,1834.08,1935.33,1683.68,1694.71,1762.65,1542.62,1466.62,1486.84,1482.55,1660.13,1853.52,1867.75,1443.16,1659.67,1499.67,1613.75,1714.50,1566.88,1615.75,1277.97,1588.75,1835.12,1940.88,1645.75,1458.88,1974.38,1651.25,1584.18,1559.16,1401.25,
112,1831.16,1844.62,1374.09,1598.92,1664.45,1309.46,1463.72,1696.50,1864.00,1668.00,1923.95,1669.69,1523.64,1965.92,1863.58,1972.67,1721.68,1732.04,1790.78,1573.62,1496.37,1524.46,1511.86,1693.38,1898.14,1898.88,1471.78,1699.33,1536.83,1643.75,1747.12,1601.12,1653.62,1314.60,1618.88,1873.38,1970.62,1680.25,1498.12,2015.25,1682.25,1619.43,1595.16,1435.88,
113,1862.99,1877.45,1404.09,1637.76,1702.45,1337.46,1496.39,1737.83,1894.33,1702.50,1955.70,1711.94,1555.14,1996.42,1896.08,2009.33,1762.35,1769.54,1816.90,1603.12,1528.49,1563.46,1539.86,1727.13,1939.89,1929.88,1498.78,1733.00,1572.50,1674.38,1779.75,1633.00,1691.88,1349.47,1648.38,1910.88,2003.12,1713.62,1534.25,2055.12,1707.38,1653.81,1631.66,1473.12,
114,1894.99,1910.95,1438.09,1678.09,1738.45,1368.30,1523.05,1773.17,1926.50,1737.00,1988.20,1754.44,1585.14,2029.42,1929.08,2040.69,1801.18,1810.54,1845.65,1635.50,1564.12,1602.09,1570.61,1761.63,1982.02,1960.63,1523.53,1765.00,1603.50,1701.50,1814.12,1664.12,1734.38,1386.85,1679.88,1948.25,2036.00,1749.25,1566.12,2093.38,1732.88,1691.81,1666.41,1512.12,
115,1929.16,1943.95,1476.25,1720.76,1773.79,1398.30,1552.39,1808.67,1957.83,1769.01,2021.20,1794.69,1615.90,2064.93,1960.74,2065.69,1838.02,1850.21,1876.28,1671.00,1601.49,1638.59,1605.99,1795.63,2025.14,1992.13,1550.78,1798.17,1634.67,1726.25,1847.38,1697.12,1772.25,1428.97,1710.00,1986.62,2070.75,1786.12,1597.25,2132.25,1759.62,1731.93,1701.79,1550.25,
116,1964.32,1979.09,1514.92,1765.42,1812.79,1424.13,1581.22,1841.00,1992.50,1796.34,2057.95,1836.94,1646.40,2099.68,1992.38,2092.85,1873.18,1891.04,1904.78,1706.62,1641.37,1674.21,1639.99,1828.01,2068.52,2025.05,1579.03,1829.83,1664.50,1752.12,1883.00,1736.75,1807.62,1473.97,1738.38,2025.75,2108.38,1818.50,1630.25,2168.12,1787.88,1768.56,1739.04,1586.88,
117,1999.16,2008.92,1555.42,1808.09,1850.79,1452.13,1613.39,1870.67,2026.17,1830.84,2094.19,1877.19,1676.15,2132.93,2021.38,2120.85,1908.02,1936.21,1937.28,1742.38,1679.87,1710.21,1672.35,1858.38,2113.89,2059.05,1606.28,1860.83,1697.33,1778.50,1917.25,1773.38,1838.38,1520.97,1764.25,2060.88,2143.38,1850.62,1662.75,2205.88,1815.75,1803.56,1777.29,1619.50,
118,2036.32,2035.42,1596.75,1845.59,1882.79,1484.80,1650.39,1901.33,2057.17,1866.51,2131.69,1916.69,1710.15,2165.93,2048.55,2153.85,1941.85,1981.21,1973.53,1779.00,1717.74,1742.09,1707.10,1888.88,2157.52,2093.67,1636.78,1892.00,1728.33,1805.75,1949.88,1809.25,1867.38,1564.22,1790.12,2092.62,2178.00,1884.00,1694.88,2242.88,1846.00,1837.43,1816.66,1654.12,
119,2068.49,2060.26,1634.25,1882.59,1918.13,1518.30,1690.22,1936.00,2091.50,1902.17,2170.86,1954.86,1751.15,2200.43,2077.22,2191.19,1974.35,2024.71,2013.40,1812.62,1753.24,1778.46,1741.60,1921.63,2197.64,2131.05,1669.53,1926.67,1756.50,1835.00,1983.75,1841.38,1895.38,1605.97,1821.50,2124.12,2213.62,1918.93,1726.75,2286.75,1876.00,1871.43,1855.79,1688.12,
120,2097.99,2084.92,1667.42,1918.42,1955.46,1556.80,1728.55,1976.33,2129.67,1940.01,2210.11,1995.86,1793.90,2237.93,2106.22,2227.85,2001.18,2065.88,2052.40,1845.62,1784.99,1813.59,1776.23,1956.38,2238.27,2167.30,1702.41,1964.50,1784.00,1866.91,2014.62,1873.38,1927.62,1646.85,1856.00,2157.88,2249.50,1953.72,1758.38,2332.00,1906.00,1906.56,1894.04,1722.12,
121,2126.82,2107.59,1701.42,1956.59,1992.63,1596.80,1769.05,2013.94,2167.00,1980.51,2252.61,2037.86,1834.65,2273.09,2139.88,2266.19,2028.85,2108.88,2092.76,1879.12,1818.12,1847.09,1811.23,1995.88,2273.27,2204.92,1732.41,2002.83,1811.50,1898.91,2047.38,1906.62,1961.38,1684.22,1890.75,2192.38,2285.88,1989.32,1791.25,2376.75,1934.75,1941.18,1931.66,1754.00,
