# Cumulative DD25 averaged for Gakona River at Gakona
# Sites: TALKEETNA_AP, NENANA_MUN_AP, GULKANA_AP, CHICKEN
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
29,70.25,118.50,80.50,45.50,181.75,37.75,39.50,99.25,78.50,39.25,93.75,44.25,101.00,50.50,99.25,39.00,51.50,19.00,97.67,44.67,70.33,58.62,17.17,52.17,31.25,74.62,16.75,0.00,49.62,19.38,37.50,21.12,12.12,15.75,34.25,87.88,96.00,8.33,29.88,202.12,28.12,6.50,61.38,22.83,75.12
30,81.00,122.75,80.50,49.50,192.75,37.75,39.50,108.00,85.25,41.00,101.25,44.25,105.75,61.00,111.75,53.50,54.50,19.00,97.67,47.67,75.67,58.75,17.17,52.17,31.25,78.88,20.38,0.00,56.38,19.38,42.50,24.75,17.50,18.38,34.38,92.25,109.25,16.67,31.00,213.38,28.12,6.50,65.00,24.50,80.00
31,94.50,127.25,80.50,53.00,204.75,37.75,39.50,111.25,92.50,43.50,103.75,44.25,111.25,72.00,127.75,65.50,54.50,23.50,104.33,53.83,80.67,58.75,17.17,52.17,31.25,79.75,23.62,0.00,66.88,19.38,47.00,26.25,21.38,20.50,35.38,97.88,120.88,26.83,33.12,223.88,28.38,6.50,68.88,25.33,83.62
32,108.50,127.50,80.50,57.00,215.00,37.75,40.25,113.25,95.00,46.25,105.75,48.50,115.00,83.25,141.50,76.00,54.50,27.75,107.33,58.00,85.33,58.75,17.17,52.17,31.88,79.75,25.00,0.12,78.38,19.38,51.12,28.12,23.00,20.62,35.38,104.38,130.88,36.17,34.62,232.12,31.12,6.50,70.75,26.33,84.00
33,123.75,127.50,80.50,60.75,221.75,37.75,40.25,122.25,96.75,47.50,115.75,51.00,115.50,89.75,152.75,87.00,54.50,28.75,115.67,58.17,91.17,66.12,17.67,52.67,36.25,80.62,26.25,0.12,89.38,19.75,53.75,34.88,23.62,22.62,35.50,109.00,141.75,40.83,34.62,235.62,36.00,6.62,72.75,26.33,84.25
34,135.75,127.50,80.50,71.75,229.00,37.75,40.25,130.75,99.00,50.50,128.75,59.50,115.50,93.25,163.50,103.50,60.00,31.75,122.00,58.17,97.17,71.62,20.55,53.67,41.62,82.50,31.50,2.88,100.00,20.75,56.43,38.88,24.38,23.38,37.12,113.25,151.38,50.17,34.62,238.38,40.25,10.88,73.50,28.83,87.00
35,146.50,127.50,81.25,79.00,241.00,37.75,40.25,140.50,101.25,55.50,136.25,63.25,115.50,98.25,172.50,116.50,69.50,40.75,130.17,61.33,100.67,74.62,25.05,53.67,50.75,87.50,35.88,8.00,105.12,20.75,62.56,43.88,33.88,23.62,40.38,118.38,161.12,60.67,36.75,242.12,45.25,10.88,76.62,33.00,93.00
36,155.50,127.50,86.25,87.75,248.00,37.75,40.25,147.75,101.25,56.75,146.00,69.50,115.50,102.25,181.00,125.50,77.75,54.25,140.00,63.17,102.00,77.00,27.88,54.00,61.88,93.62,41.12,18.00,107.12,21.00,67.81,46.25,41.62,23.62,46.50,126.00,172.50,71.67,38.50,249.50,45.25,10.88,80.00,33.33,96.75
37,167.25,128.00,95.00,91.50,252.50,40.75,40.25,153.50,102.50,58.25,156.75,77.50,116.25,106.00,187.00,136.00,80.25,65.25,148.50,63.17,104.33,80.88,30.38,57.83,74.12,101.38,46.50,27.62,107.12,21.62,69.43,48.38,48.75,24.75,51.12,138.50,182.25,78.17,41.88,258.25,45.25,10.88,81.75,33.33,100.00
38,178.75,128.50,98.75,94.75,258.25,44.25,40.25,162.00,109.00,60.75,164.75,81.75,119.00,117.75,196.50,149.00,81.75,79.00,157.67,63.17,106.00,86.50,30.38,61.67,87.12,106.25,50.12,41.50,107.12,21.62,69.81,53.88,55.25,24.75,52.25,147.50,191.75,84.00,46.62,269.00,45.75,10.88,83.62,33.33,102.00
39,189.00,129.00,102.50,97.25,268.75,44.25,40.25,170.00,118.25,62.25,172.00,87.50,122.00,129.25,206.25,163.50,84.25,89.25,165.00,63.17,108.33,90.00,32.55,67.17,98.88,113.75,57.12,54.62,108.88,24.88,70.43,55.50,59.88,24.75,52.25,157.38,206.00,90.17,55.00,281.38,45.75,10.88,84.75,33.33,105.23
40,197.00,131.00,104.75,98.25,274.00,44.25,40.25,179.00,124.25,75.00,180.75,95.75,127.00,141.75,215.25,177.50,89.50,97.75,174.00,68.67,110.17,98.00,32.88,74.50,108.00,120.50,63.88,65.50,108.88,31.75,72.43,57.50,64.62,24.75,52.25,166.62,223.00,97.67,63.12,293.62,47.00,10.88,86.00,33.33,108.85
41,208.00,132.75,107.00,98.25,281.25,44.25,40.25,188.75,136.00,87.00,191.25,102.25,127.00,153.00,225.50,190.50,94.75,107.25,183.00,74.00,113.00,109.75,32.88,82.33,116.25,126.00,67.88,74.12,108.88,38.88,79.56,59.88,71.75,24.75,52.62,175.12,237.00,107.00,74.38,307.25,49.00,10.88,88.12,33.33,112.77
42,218.75,135.75,111.00,104.75,288.50,44.25,42.50,197.75,149.50,97.50,199.25,111.50,127.00,164.00,237.00,202.00,99.75,116.25,192.50,78.83,120.50,119.00,33.05,93.00,126.50,130.88,70.88,83.50,108.88,44.62,87.43,61.38,80.88,24.75,53.75,181.12,249.50,118.67,85.50,319.62,56.62,19.25,94.50,37.17,117.01
43,229.25,137.50,113.00,115.00,300.25,44.25,45.75,204.25,162.25,106.25,208.00,120.00,127.00,176.00,245.00,211.50,105.00,128.75,196.17,83.83,128.50,127.00,34.05,105.17,134.00,134.75,75.00,91.12,108.88,50.25,95.31,63.75,92.00,24.75,61.00,187.00,260.00,130.17,96.75,332.38,67.38,28.50,98.75,38.17,121.91
44,235.25,138.00,114.50,128.50,311.00,44.25,52.75,217.00,174.50,114.75,217.75,133.25,130.75,189.00,251.50,224.00,113.00,139.00,207.17,91.50,136.83,133.50,34.22,115.83,142.38,138.38,78.25,98.00,113.25,55.38,101.56,66.75,104.25,24.75,71.12,190.88,270.75,138.67,105.75,343.75,77.88,38.00,102.25,42.83,127.82
45,238.75,140.50,122.75,139.75,321.00,51.00,58.25,229.00,185.25,124.25,227.25,148.75,141.00,202.00,253.00,235.00,128.25,147.75,222.67,99.33,147.00,142.50,34.88,122.00,151.62,142.62,78.75,109.12,116.62,61.62,109.31,71.25,118.00,25.12,81.50,199.75,280.88,147.17,110.12,353.62,91.75,50.88,105.62,47.67,134.33
46,248.00,141.50,130.50,150.50,327.75,55.00,63.00,235.50,197.75,137.50,238.75,161.75,154.50,217.50,253.00,248.50,141.50,153.50,237.50,107.83,154.33,152.12,36.38,134.50,159.62,147.50,79.12,119.12,116.62,70.00,114.81,77.38,134.50,25.12,95.00,209.25,292.75,154.50,115.62,363.50,107.62,62.00,109.62,51.67,140.88
47,255.75,144.25,137.25,159.50,336.75,62.00,71.75,244.50,210.75,148.50,253.50,173.00,161.50,233.25,253.00,261.50,156.00,156.00,252.67,121.67,163.33,160.62,40.88,146.17,169.88,151.38,84.62,129.38,116.62,77.88,126.56,82.12,149.00,26.38,107.12,220.62,305.75,163.67,119.50,373.75,122.00,74.38,114.38,59.00,148.17
48,266.75,149.75,142.00,170.75,342.50,67.75,77.50,252.75,219.25,157.50,268.00,186.75,175.25,246.75,262.00,273.00,173.00,158.25,268.17,137.17,170.17,168.25,48.88,155.83,179.50,156.00,88.62,143.50,121.00,86.12,140.93,89.88,164.50,27.50,120.50,236.75,318.75,170.50,128.00,384.00,139.12,92.00,119.12,66.17,157.12
49,278.00,159.75,146.75,183.25,348.75,68.50,82.75,259.75,231.50,169.75,285.50,200.50,187.25,258.25,274.25,289.00,190.50,161.25,280.50,155.67,179.50,174.50,58.55,166.33,189.88,162.12,93.62,156.62,127.00,93.25,157.43,97.75,179.88,30.12,132.50,254.38,333.88,178.17,135.12,393.25,156.00,109.12,123.50,71.50,166.78
50,293.25,173.00,159.25,195.75,364.00,71.75,91.75,268.25,240.50,184.25,301.00,215.25,199.25,271.75,291.50,304.50,205.25,165.00,294.17,171.50,193.67,182.00,69.72,179.17,201.75,171.88,98.00,171.25,138.50,100.50,172.31,104.12,194.62,32.00,145.75,268.25,348.50,186.33,141.38,400.38,173.75,125.75,127.00,78.83,177.48
51,308.00,184.25,171.00,208.25,380.25,78.25,102.25,277.50,253.00,199.25,313.50,228.50,209.50,282.50,310.25,321.50,219.25,169.00,303.67,187.00,206.83,193.38,75.72,192.57,212.88,184.88,107.50,184.50,152.25,109.88,185.81,110.75,209.50,33.88,160.38,277.25,364.75,194.17,148.00,415.25,189.25,137.25,132.00,88.00,188.46
52,322.50,195.00,181.25,224.00,388.50,83.50,108.00,291.00,264.25,216.00,326.75,241.75,221.25,296.00,327.25,342.00,233.50,180.75,314.50,197.33,215.67,205.38,78.72,207.73,226.50,203.75,118.50,201.75,167.75,116.25,197.18,122.62,224.75,40.88,175.00,286.00,383.38,204.17,155.62,428.38,203.25,150.38,143.50,96.50,200.59
53,333.50,206.75,188.75,240.75,393.75,90.25,114.00,304.25,277.00,231.50,339.00,255.00,232.00,310.00,344.00,356.50,247.00,197.25,327.33,211.50,226.83,217.12,79.38,227.23,240.12,221.75,129.12,218.38,184.62,128.12,206.93,137.00,238.00,47.12,188.88,295.50,402.00,217.33,168.50,437.12,216.38,167.12,156.75,99.67,213.15
54,346.00,217.25,199.50,259.50,401.75,98.00,119.50,315.75,288.50,245.75,353.50,271.00,243.25,324.50,360.75,368.00,264.50,215.50,340.50,223.67,235.50,227.62,81.05,245.73,252.62,239.88,143.62,235.62,197.00,139.12,215.31,150.75,252.75,55.50,202.75,307.62,424.25,233.67,182.00,443.88,228.25,183.50,170.38,102.50,225.91
55,359.75,227.00,213.75,280.75,411.75,104.00,126.00,327.25,304.00,261.00,371.50,288.75,257.25,343.25,378.50,379.50,280.50,236.25,354.00,233.67,245.50,238.88,83.05,265.56,268.12,259.75,152.62,251.12,206.75,149.00,227.43,165.25,269.38,58.12,217.38,321.50,445.38,252.50,196.38,454.25,236.50,201.25,186.12,109.50,238.66
56,376.50,237.00,224.75,299.00,421.25,113.75,134.75,339.00,323.00,283.50,385.75,305.00,269.00,360.75,397.25,395.00,295.75,255.25,368.00,240.67,256.00,250.75,94.22,290.73,283.00,280.12,159.75,266.62,219.98,165.25,244.43,180.62,285.75,60.00,233.12,337.38,463.88,272.17,208.50,464.75,246.25,219.38,200.50,116.83,251.88
57,393.00,247.00,241.50,316.75,436.25,124.75,148.00,347.50,341.50,305.50,402.00,318.75,281.25,379.75,416.50,411.50,311.50,271.00,379.67,248.00,269.67,262.75,108.38,316.90,297.25,302.88,168.00,282.12,234.36,183.50,265.31,195.12,299.62,62.00,249.25,353.25,482.00,289.50,219.12,475.00,255.62,232.75,215.38,127.50,265.47
58,408.75,260.00,257.00,330.50,455.75,134.00,161.50,358.00,357.75,326.50,418.50,332.75,294.75,397.75,430.50,427.50,325.25,284.50,391.67,259.17,283.00,272.50,124.38,340.73,311.38,327.62,176.75,295.38,248.98,202.75,287.43,209.75,316.12,63.38,264.75,370.25,498.75,304.83,228.25,487.75,266.38,245.38,228.50,138.67,279.38
59,425.00,276.25,269.25,345.75,472.75,144.75,175.00,377.75,372.50,343.25,434.00,347.50,307.25,416.25,445.75,447.00,338.25,299.50,403.83,269.67,297.33,281.38,144.38,363.90,329.13,353.00,184.00,308.38,263.73,224.75,310.31,224.38,330.62,65.12,280.38,385.00,516.38,319.33,240.25,503.12,277.38,258.23,242.25,149.33,294.04
60,442.25,292.50,279.00,365.75,491.25,154.75,189.25,396.50,388.00,361.00,452.25,364.00,318.50,431.50,462.00,469.00,353.50,316.75,417.00,281.83,309.83,289.38,163.55,382.40,351.76,377.12,192.12,323.88,275.48,247.75,329.18,240.00,345.88,68.88,298.88,398.50,531.38,334.17,254.75,524.00,286.75,270.48,257.14,163.33,309.05
61,460.00,308.25,287.50,382.75,507.25,164.50,206.25,414.00,398.25,380.25,469.50,378.00,328.75,449.75,477.25,491.00,368.75,331.00,430.83,289.83,325.17,299.12,179.88,400.56,377.26,397.75,202.25,339.12,286.98,269.45,343.93,255.12,355.62,74.12,320.12,413.38,550.00,350.00,269.88,546.12,298.75,281.48,273.76,177.67,324.26
62,478.25,324.00,296.50,398.50,522.00,174.00,223.25,431.75,409.75,402.25,486.75,392.25,336.00,467.75,494.25,515.00,381.75,346.00,444.17,296.00,339.67,306.00,187.22,418.40,396.38,416.50,216.25,356.88,306.73,294.95,359.93,268.88,359.38,81.75,345.38,429.62,566.75,366.50,280.25,565.50,312.38,294.10,290.26,191.17,339.20
63,494.25,339.75,308.00,412.75,536.00,188.25,238.75,448.75,426.00,423.50,500.25,411.25,343.25,482.75,510.75,537.50,396.00,363.25,457.50,306.17,355.67,312.12,194.55,433.40,415.51,435.62,231.25,375.75,324.86,318.95,377.81,281.88,367.00,91.88,371.50,446.50,585.50,387.33,291.50,581.25,330.62,311.85,306.64,200.17,354.79
64,509.50,359.00,319.25,428.50,551.00,202.50,253.00,467.00,439.25,443.00,516.75,430.25,349.75,499.00,524.25,557.50,416.50,380.25,471.83,315.33,370.50,320.00,201.88,447.23,437.51,454.88,248.66,396.50,342.86,341.70,394.31,296.00,378.12,100.25,395.62,463.50,602.38,403.83,306.50,595.75,349.88,333.10,322.89,211.33,370.55
65,529.75,377.50,331.00,444.75,565.00,215.00,268.50,484.50,456.00,458.25,533.75,451.50,358.50,517.25,541.75,575.00,437.25,401.00,487.50,324.33,383.17,328.75,207.72,462.06,459.26,471.74,265.53,412.62,360.98,359.58,408.93,311.62,392.38,106.88,416.62,482.38,619.00,419.67,322.25,608.25,368.12,350.48,339.76,223.17,386.12
66,550.25,398.50,347.75,461.00,578.75,229.25,281.75,502.00,472.25,475.00,550.25,472.00,369.00,534.50,558.00,593.50,458.00,421.00,501.83,335.83,396.67,340.75,218.22,479.06,483.13,491.82,281.16,429.88,377.36,373.70,426.81,325.62,408.12,114.12,436.12,501.38,640.50,436.67,336.88,624.62,388.75,370.73,356.01,236.83,402.68
67,570.00,423.75,367.75,480.25,594.00,245.00,297.00,521.25,491.50,495.50,569.75,492.75,382.50,551.50,574.25,615.50,481.50,440.25,517.67,349.33,413.17,353.75,233.88,496.56,506.63,515.70,295.53,445.88,394.61,389.58,443.31,339.75,425.00,123.00,457.38,523.25,661.50,456.00,351.38,646.50,410.12,390.98,371.89,250.50,420.18
68,589.50,454.00,387.00,499.25,616.00,259.00,310.00,539.25,510.75,514.50,591.00,509.50,397.25,569.50,588.00,640.00,503.00,460.50,530.00,364.67,429.83,366.25,250.88,516.23,526.51,541.70,311.16,461.88,409.86,406.45,461.68,352.75,440.12,133.88,478.38,546.62,680.50,477.33,369.75,669.62,435.00,410.23,386.39,266.17,438.20
69,607.25,481.25,404.00,520.75,636.25,268.75,322.75,557.25,535.25,534.00,612.00,530.00,408.50,586.75,606.25,671.50,522.25,478.25,547.67,380.00,442.50,378.50,268.05,537.90,545.46,569.57,326.28,478.62,427.61,425.20,479.56,367.62,453.75,148.38,499.62,571.12,700.50,497.33,392.88,691.50,463.50,432.23,400.89,281.67,456.76
70,626.25,505.00,420.25,541.25,654.75,276.00,334.50,575.50,561.25,552.75,634.75,545.75,419.25,605.00,628.00,703.00,543.75,497.00,562.83,395.33,457.67,390.75,283.72,558.06,563.08,596.45,342.16,495.62,447.36,442.83,498.56,381.38,469.12,169.25,523.38,592.75,722.50,516.83,420.88,715.38,494.88,453.85,412.64,298.67,476.21
71,643.25,528.25,437.00,561.50,669.50,284.75,352.00,593.50,584.25,569.75,657.75,560.25,430.25,623.75,646.75,730.00,567.00,519.50,576.83,413.33,471.83,403.38,299.72,576.40,584.83,623.32,360.28,512.38,468.86,460.95,518.43,395.00,486.50,189.38,546.62,613.88,747.88,538.50,443.75,736.38,522.75,476.98,426.14,318.00,495.82
72,661.25,552.25,451.50,584.50,683.75,297.00,370.50,612.50,609.00,584.25,680.75,577.00,445.50,644.50,669.25,755.50,597.00,541.75,587.50,434.00,486.67,416.12,317.26,593.94,611.08,651.32,378.28,528.62,491.86,478.95,540.56,410.12,503.62,207.38,570.38,638.75,779.38,561.17,463.38,756.25,549.00,497.48,440.14,339.83,516.37
73,682.50,577.50,466.00,606.75,700.00,310.00,387.75,631.25,631.00,602.25,704.25,594.25,462.50,668.00,688.00,780.50,627.25,561.75,600.17,455.67,499.83,432.12,335.60,609.44,634.08,681.32,397.78,544.00,511.48,498.95,558.68,424.38,519.75,218.75,593.88,663.50,812.38,582.00,480.50,776.88,575.38,516.48,456.89,361.00,536.49
