# Cumulative DD25 averaged for Kuskokwim River at McGrath
# Sites: MCKINLEY_PARK, NENANA_MUN_AP, MCGRATH_AP, NORTH_POLE
#
julian_day,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
60,,8.17,0.00,0.00,,0.00,0.00,0.00,,0.83,0.00,0.00,,2.00,0.00,1.67,,0.00,0.00,0.00,,0.00,0.00,5.17,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.50,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,1.38
61,0.00,11.33,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.83,0.00,0.00,0.00,2.50,0.00,2.67,5.33,0.00,0.00,0.00,0.00,0.00,0.00,15.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75
62,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,9.83,0.83,3.50,0.00,0.00,2.50,0.00,2.83,7.83,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.62,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.50,1.50,0.25,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,8.00
63,0.00,12.00,0.00,0.00,0.00,1.00,0.00,0.00,12.00,0.83,5.17,0.00,0.00,2.50,0.00,3.17,9.00,0.00,0.00,0.00,0.17,0.00,0.00,25.17,2.25,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.50,8.12,0.25,0.00,0.00,0.00,0.00,0.00,4.38,0.00,0.00,12.25
64,1.00,12.00,0.00,0.00,0.50,1.00,0.00,0.00,13.17,0.83,5.17,0.00,0.00,2.50,0.00,3.17,10.50,0.00,0.00,0.00,0.83,0.38,0.00,25.17,2.25,0.00,0.00,0.00,0.00,0.75,1.12,0.00,0.00,0.00,0.50,13.38,0.25,0.00,0.12,0.00,0.00,0.00,4.50,0.00,0.00,21.25
65,2.00,13.00,0.00,0.00,6.17,1.00,0.00,0.00,13.17,0.83,5.17,2.00,0.00,2.50,0.00,3.17,10.50,0.00,0.00,0.00,1.17,1.12,0.00,25.17,2.25,1.00,0.00,0.00,5.67,0.75,1.50,0.00,0.00,0.00,0.50,14.25,0.25,0.00,1.12,0.00,0.00,0.00,4.50,0.00,0.00,26.12
66,2.67,13.00,0.00,0.00,15.33,1.00,0.00,0.00,13.17,0.83,5.17,2.67,0.00,2.50,0.00,3.17,10.50,0.00,0.00,0.00,1.50,1.62,0.00,25.17,2.25,3.00,0.00,0.00,10.17,0.75,1.50,0.00,0.12,1.00,0.50,16.12,0.25,0.00,1.88,0.88,0.00,0.00,4.50,0.67,0.00,27.00
67,4.50,13.00,1.67,0.00,22.50,1.00,0.00,0.00,14.33,0.83,5.17,2.67,0.00,2.50,0.00,3.17,10.50,0.00,0.00,0.00,1.67,1.62,0.00,25.17,2.25,4.75,0.00,0.00,17.00,0.75,1.50,0.00,0.12,4.88,0.50,16.12,0.25,0.00,1.88,4.50,0.00,0.00,5.50,5.00,0.00,27.00
68,6.67,17.33,2.83,0.00,28.50,2.83,0.00,0.00,15.50,0.83,5.17,2.67,0.00,2.50,0.00,3.17,10.50,0.00,0.00,0.00,1.67,2.88,0.00,25.17,2.25,7.00,0.00,0.00,21.83,0.75,1.50,0.00,0.12,7.62,0.50,16.12,0.25,0.00,1.88,11.62,0.00,0.00,6.38,7.33,0.00,27.50
69,6.83,18.50,2.83,0.00,37.67,6.50,0.00,0.17,16.33,0.83,5.17,2.67,2.00,2.50,1.33,3.17,10.50,0.00,0.00,0.00,1.67,3.62,0.00,25.17,2.25,10.62,0.00,0.00,23.33,0.75,1.50,0.00,0.12,8.12,0.50,16.12,0.25,0.00,1.88,19.12,0.00,0.00,6.38,7.33,0.00,27.50
70,6.83,21.17,2.83,0.00,46.17,9.67,0.00,0.17,28.67,0.83,5.17,2.67,11.17,2.50,2.00,3.17,10.50,0.00,0.00,0.00,1.67,4.12,0.00,25.17,3.62,15.75,0.00,0.00,25.33,0.75,1.50,0.00,0.12,8.12,0.50,16.12,0.25,0.00,1.88,24.25,0.00,0.00,6.38,7.33,0.00,27.50
71,6.83,32.83,2.83,0.00,46.17,11.33,0.00,0.17,41.67,0.83,5.17,2.67,16.33,2.50,2.33,3.17,10.50,0.00,0.00,0.00,1.67,6.75,0.00,25.17,4.38,20.12,0.00,0.00,26.00,0.75,1.50,0.00,0.12,8.12,1.38,16.12,0.25,0.00,1.88,28.25,0.00,0.00,6.38,7.33,0.00,27.50
72,6.83,38.00,2.83,0.00,49.00,11.33,0.00,0.17,51.00,0.83,5.17,2.67,17.67,2.50,2.33,3.17,10.50,0.00,0.33,0.00,1.67,7.62,0.00,25.17,4.38,25.50,0.00,0.00,26.00,0.75,1.50,0.00,0.12,8.12,6.62,16.12,0.50,0.00,1.88,29.25,0.00,0.00,6.38,7.33,0.00,27.50
