# Cumulative DD25 averaged for Kuskokwim River at Kalskag
# Sites: MCKINLEY_PARK, BETHEL_AP, MCGRATH_AP, NORTH_POLE
#
julian_day,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
60,,8.00,0.00,0.00,,0.00,0.00,0.00,,0.62,0.00,0.00,,1.50,0.00,3.25,,0.00,0.00,0.00,,0.00,0.25,6.50,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,1.50,0.00,,0.00,0.00,2.12,,0.00,0.00,0.00,,1.38
61,0.00,10.38,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.62,0.00,0.00,0.00,1.88,0.00,5.62,6.25,0.00,0.00,0.00,0.25,0.00,0.25,17.62,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12,2.38,1.88,0.00,1.12,3.00,0.00,0.00,0.12,0.00,0.00,2.75
62,0.00,10.88,0.00,0.00,0.00,0.62,0.00,0.00,7.38,0.62,2.62,0.50,0.00,1.88,0.00,7.12,9.62,0.00,0.00,0.00,0.25,0.00,0.25,24.38,5.88,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,2.12,5.00,3.62,0.00,1.12,3.38,0.00,0.00,1.75,0.00,0.00,7.38
63,2.12,10.88,0.25,0.00,0.00,2.88,0.00,0.00,9.00,0.62,3.88,0.50,0.00,1.88,0.00,7.38,12.50,0.00,0.00,0.00,0.38,2.00,0.25,26.00,8.25,0.00,0.00,0.00,0.00,0.50,1.12,0.00,0.00,1.38,2.12,10.25,3.88,0.00,2.25,6.25,0.00,0.00,5.75,0.00,0.00,10.50
64,4.50,10.88,1.12,0.00,0.38,4.50,0.00,0.00,9.88,0.62,3.88,0.50,0.00,1.88,0.00,7.38,15.00,0.00,2.00,0.00,2.25,3.38,0.25,26.00,8.62,0.00,0.00,0.00,1.83,1.88,1.12,0.00,0.00,3.38,2.12,14.38,3.88,0.00,3.62,7.88,0.00,0.00,5.88,2.38,0.38,19.00
65,6.38,12.25,2.38,0.50,5.88,4.50,0.00,0.00,9.88,0.62,3.88,3.50,0.00,1.88,0.00,7.38,15.88,0.00,3.75,0.00,4.75,6.00,0.25,26.00,8.62,2.00,0.00,0.00,10.17,1.88,1.50,0.00,0.00,4.62,2.12,16.62,3.88,0.00,6.12,9.00,0.00,0.00,5.88,5.62,0.50,24.25
66,7.88,12.25,4.75,0.50,15.12,4.50,0.00,0.00,9.88,0.88,3.88,4.00,0.00,1.88,0.00,7.38,16.00,0.00,6.00,0.00,7.25,6.50,0.25,26.00,8.62,4.38,0.00,0.00,15.83,1.88,1.50,0.00,0.00,8.62,2.12,17.75,3.88,0.00,7.62,11.25,0.00,1.75,6.50,8.88,0.50,25.12
67,9.50,12.25,7.12,0.50,22.75,5.88,0.00,1.75,10.75,1.38,3.88,4.00,0.00,1.88,0.00,7.38,16.88,0.00,7.88,0.00,9.62,7.38,0.25,26.12,8.62,6.12,0.00,0.00,20.33,4.25,1.50,0.00,0.00,13.25,2.12,17.75,3.88,0.00,7.62,15.00,0.00,2.00,10.12,12.75,0.50,25.12
68,11.62,16.38,9.50,0.50,28.25,7.25,0.00,4.38,11.62,2.62,3.88,4.00,0.00,1.88,0.00,7.38,17.50,0.00,8.12,0.00,12.25,9.00,0.25,26.12,8.62,9.75,0.00,0.00,25.50,6.00,1.50,0.00,0.00,16.00,2.12,17.75,3.88,0.00,7.62,21.50,0.00,2.00,13.00,14.50,0.50,26.12
69,12.12,17.38,10.00,0.50,37.88,10.00,0.00,6.00,12.25,2.62,3.88,4.00,1.50,1.88,2.75,7.38,17.50,0.00,8.12,0.00,14.38,9.75,0.25,26.12,8.62,13.25,0.00,0.00,26.67,7.38,1.50,0.00,0.00,16.50,2.12,17.75,3.88,0.00,7.62,29.25,0.00,2.00,14.00,14.50,0.50,26.38
70,12.12,19.38,10.00,0.50,46.12,12.38,0.00,6.00,22.12,2.62,3.88,4.62,8.38,1.88,5.12,7.38,17.50,0.00,8.12,0.00,14.38,10.62,0.25,26.12,10.62,19.38,0.00,0.00,28.67,7.38,1.50,0.00,0.00,16.50,2.12,17.75,3.88,0.00,7.62,35.25,0.00,2.00,14.00,14.50,0.50,26.38
71,12.12,29.00,10.00,0.50,47.50,13.62,0.00,6.00,31.88,2.62,3.88,5.75,12.25,1.88,5.38,7.38,17.50,0.00,9.00,0.00,14.38,13.25,0.25,26.12,12.88,25.38,0.00,0.00,29.33,7.38,1.50,0.00,0.00,16.50,3.00,17.75,3.88,0.00,7.62,39.50,0.00,2.00,14.00,14.50,0.50,26.38
72,12.12,35.62,10.00,0.50,51.38,13.62,0.00,6.00,38.88,2.62,3.88,5.75,13.25,1.88,5.38,7.38,18.00,0.00,11.62,0.00,15.25,14.12,0.25,26.12,12.88,32.88,0.00,0.00,29.33,7.38,1.50,0.00,0.00,16.50,6.75,17.75,4.12,0.00,7.62,43.12,0.00,2.00,14.00,14.50,0.50,26.38
73,12.12,42.50,10.00,0.50,55.12,13.62,0.25,6.00,40.38,2.62,3.88,5.75,13.25,1.88,5.38,7.38,20.75,0.00,13.62,0.00,15.25,15.38,1.25,26.12,13.62,39.62,0.00,0.00,29.33,7.38,1.50,0.00,0.00,16.50,10.50,17.75,4.12,0.00,9.50,45.25,0.00,2.00,14.00,14.50,0.50,26.38
74,12.12,46.75,10.00,0.50,58.62,13.62,1.50,6.38,40.38,2.62,4.12,5.75,13.25,1.88,5.38,7.38,24.75,0.00,16.62,0.00,16.25,18.50,3.75,26.12,13.62,43.00,0.00,0.00,29.33,7.38,1.50,0.00,0.00,16.50,11.62,17.75,4.12,0.00,9.50,49.00,0.75,2.00,14.00,14.50,0.50,26.38
75,12.12,51.12,10.00,0.50,61.00,13.62,4.25,6.38,40.38,2.62,4.38,5.75,14.00,2.50,5.38,7.38,26.62,0.00,24.50,0.00,18.00,18.50,6.62,26.12,14.50,44.75,0.00,0.00,29.33,7.38,1.50,0.00,0.00,16.50,11.62,17.75,4.12,0.00,9.50,56.00,2.75,2.00,14.00,14.50,0.50,26.38
76,12.12,61.00,11.50,1.50,62.75,13.62,7.75,6.38,40.38,2.62,5.50,5.75,16.12,4.38,5.38,7.38,26.62,0.00,35.50,0.00,22.38,18.50,12.38,26.12,14.50,46.62,0.00,0.00,29.33,7.38,1.50,0.00,0.00,16.62,12.50,20.62,4.12,0.00,13.38,63.88,4.00,2.00,14.00,14.50,0.50,26.38
77,12.12,76.88,19.38,2.12,63.50,15.12,8.50,6.38,40.38,2.62,5.50,5.75,16.88,7.25,5.38,7.38,26.62,0.00,46.62,0.00,24.12,18.50,14.50,26.12,14.50,48.12,0.00,0.00,29.33,7.38,1.50,0.00,0.00,16.62,12.50,22.00,4.12,0.00,18.38,71.12,5.62,2.00,14.00,14.50,0.50,26.38
78,12.12,89.50,27.88,3.00,63.50,17.00,8.50,6.38,40.38,2.62,5.50,5.75,18.25,13.00,5.38,7.38,26.62,0.00,59.25,0.62,24.62,18.50,17.38,26.12,14.50,49.25,0.00,0.00,29.33,7.38,2.62,2.25,0.00,16.62,12.50,25.00,4.12,0.00,21.50,74.88,7.88,2.00,14.00,15.00,0.50,26.38
79,12.88,95.38,37.38,4.62,63.50,17.00,8.50,6.38,40.38,2.62,5.50,5.75,24.50,16.75,5.38,7.38,26.62,0.00,72.38,3.12,25.38,18.50,19.50,26.12,14.50,49.25,0.00,0.00,29.33,7.38,2.62,4.62,0.00,16.62,12.50,29.38,4.12,0.00,21.88,76.50,13.00,2.00,14.00,15.88,2.62,26.38
80,15.88,98.50,45.12,6.75,63.50,17.25,8.50,8.12,40.38,2.62,5.50,5.75,26.12,18.00,5.38,7.38,27.00,0.00,83.12,5.12,27.75,18.50,22.00,26.12,14.50,49.25,0.00,0.00,29.33,7.38,2.62,8.50,0.00,16.62,12.50,32.00,4.12,0.00,22.38,86.00,20.50,2.00,14.00,16.62,6.75,26.38
81,21.00,99.25,47.88,9.00,63.50,17.25,8.50,16.75,40.38,2.62,6.50,7.12,26.12,20.12,5.38,7.38,29.25,0.00,89.12,6.75,29.38,18.50,22.75,26.12,14.50,49.25,0.00,0.00,29.33,7.38,2.62,10.88,0.00,16.62,12.50,32.38,5.62,0.00,22.38,102.50,24.12,2.00,14.00,16.62,15.88,26.38
82,22.88,99.25,49.25,10.12,63.50,17.25,8.50,23.12,40.38,2.75,7.38,11.38,26.25,21.25,5.38,7.38,30.75,0.00,97.62,10.25,33.12,18.50,24.25,26.12,14.50,49.25,0.00,0.00,29.33,7.38,2.62,12.12,0.00,16.62,12.50,33.38,8.62,0.00,22.38,116.25,24.12,2.00,14.00,17.38,22.62,26.38
83,24.25,100.25,49.25,10.75,63.50,17.25,8.50,31.88,40.38,4.62,7.38,18.75,31.75,21.25,9.00,7.38,32.38,0.00,109.00,17.00,36.25,18.50,27.25,26.12,14.50,49.88,0.00,0.00,29.33,7.38,2.62,13.38,0.00,16.62,12.50,35.38,12.00,0.00,22.38,129.62,26.25,3.38,14.00,17.38,29.75,26.38
84,27.75,101.38,49.25,10.75,63.50,17.25,8.50,40.00,40.38,5.38,10.12,24.75,41.12,21.25,13.12,7.38,34.75,0.00,116.00,27.25,37.38,18.50,31.00,26.12,14.50,53.38,0.00,0.00,29.33,7.38,3.12,13.38,0.00,16.62,13.88,39.25,15.50,0.00,22.62,143.12,32.75,3.75,17.25,17.38,42.75,26.38
85,33.38,104.25,49.25,10.75,63.50,17.25,8.50,43.00,40.38,5.88,18.88,28.38,45.38,22.00,13.12,7.38,39.88,0.00,117.88,29.12,37.38,18.50,32.88,26.12,14.50,53.62,0.00,0.00,29.33,8.25,3.12,13.38,0.00,16.62,15.12,45.75,23.38,0.00,24.88,154.62,39.50,3.75,19.75,21.00,51.25,26.38
86,36.12,110.38,49.25,10.75,63.50,17.25,8.50,49.25,40.38,5.88,27.25,31.38,47.38,26.12,14.12,7.38,45.88,0.00,117.88,29.12,37.38,18.50,33.12,26.12,14.50,53.62,0.00,0.00,29.33,8.88,3.12,13.38,0.00,16.62,15.12,58.00,30.00,0.00,26.88,163.12,40.62,3.75,21.00,24.62,59.62,26.38
87,40.00,116.12,50.38,10.75,66.12,17.25,8.50,52.75,40.38,5.88,36.62,33.00,47.38,32.75,20.50,8.75,47.38,0.00,118.50,29.12,37.38,18.50,33.12,26.12,14.50,53.62,0.00,0.00,29.33,8.88,6.25,13.38,1.12,17.12,15.12,66.12,33.38,0.00,27.12,172.38,41.88,3.75,25.50,24.75,64.75,26.38
88,41.25,122.50,50.38,10.75,71.75,17.25,8.50,59.75,40.38,5.88,46.25,33.00,47.38,40.38,28.38,14.25,49.88,0.00,120.38,29.12,37.38,18.50,33.12,26.12,14.50,53.62,0.00,0.00,29.33,9.38,7.88,15.50,4.75,18.25,15.12,71.75,38.12,0.00,27.62,182.75,41.88,8.50,31.12,26.12,69.38,26.38
89,41.50,126.88,50.38,10.75,76.50,17.25,8.50,68.75,40.38,5.88,51.25,33.00,47.38,47.62,37.50,19.50,52.12,0.00,120.50,29.12,37.38,18.50,33.12,26.12,14.50,53.62,1.75,0.17,29.33,9.38,7.88,16.75,5.38,20.38,15.12,77.38,43.75,0.00,27.88,191.50,41.88,10.88,34.75,27.88,74.62,26.38
90,51.00,131.88,50.38,10.75,82.62,17.25,8.50,75.88,40.75,5.88,54.88,33.00,47.38,59.88,47.62,26.62,54.25,0.00,121.75,29.12,41.50,18.50,33.12,26.12,14.50,53.88,4.25,1.50,33.83,9.38,8.88,16.75,5.62,24.00,15.12,81.75,49.25,1.38,28.12,203.00,41.88,10.88,37.38,27.88,81.38,26.38
91,59.12,136.38,50.38,10.75,88.00,17.25,8.50,78.88,41.25,7.50,57.00,34.00,47.38,72.50,61.38,35.38,55.38,0.00,124.50,32.38,42.12,18.50,33.12,28.00,14.50,53.88,5.25,4.83,42.67,9.38,11.00,16.75,5.75,27.25,15.25,86.12,60.00,10.00,32.00,215.25,41.88,10.88,37.50,27.88,86.50,26.38
92,69.62,141.12,50.38,11.50,95.62,17.25,8.50,84.12,41.25,7.50,60.25,34.62,47.38,82.00,75.62,39.25,55.50,0.00,131.38,33.25,45.12,20.12,33.12,29.00,14.50,53.88,6.25,10.50,51.50,9.38,13.62,16.88,6.38,27.25,16.25,88.62,72.25,17.50,33.00,225.62,41.88,10.88,38.25,27.88,88.38,26.38
93,80.88,143.62,50.38,13.38,102.00,17.25,8.50,88.38,41.25,7.50,67.75,34.62,47.38,89.75,83.75,44.12,55.50,1.75,141.00,34.00,47.00,28.62,33.12,29.88,14.50,53.88,6.25,13.83,59.50,9.38,16.12,23.25,6.38,29.38,19.25,89.12,82.00,22.00,33.00,229.25,43.75,13.75,38.88,28.25,88.38,26.38
94,90.75,144.25,51.38,22.38,111.00,17.25,8.50,89.38,41.25,8.00,76.00,35.00,47.38,94.62,92.25,52.38,55.50,6.88,149.88,34.12,48.12,33.00,33.12,31.25,14.50,53.88,8.12,18.83,69.83,9.38,17.75,26.88,6.38,29.38,24.25,92.12,93.12,29.50,33.00,229.88,48.00,13.75,38.88,29.88,89.25,26.49
95,102.38,146.00,59.62,32.38,116.88,17.25,8.50,90.38,41.25,9.50,79.62,35.00,48.12,99.12,99.75,61.75,55.88,16.38,154.62,37.00,50.62,36.50,33.25,33.00,15.62,53.88,9.75,26.17,76.50,9.38,20.25,29.25,6.38,29.38,27.12,95.75,102.88,37.25,34.00,232.38,53.62,13.75,38.88,29.88,94.12,26.83
96,107.62,148.88,71.62,35.75,124.50,17.25,8.50,93.75,41.25,11.12,87.25,35.25,50.50,103.88,106.75,68.88,57.75,30.12,162.38,37.00,51.50,39.88,34.50,33.00,22.12,58.12,9.75,37.83,79.50,11.12,23.62,29.25,10.62,29.38,29.12,101.75,113.12,45.75,35.75,236.88,55.75,14.25,39.25,29.88,98.62,27.64
97,109.12,150.75,79.88,36.50,128.88,17.25,8.50,97.38,41.25,16.25,97.50,36.62,55.00,108.75,109.12,73.75,62.50,45.88,169.62,37.00,51.50,46.12,35.50,33.00,37.38,63.00,10.12,54.50,79.50,13.50,25.12,32.25,15.12,29.38,30.00,113.25,124.88,52.25,36.25,246.75,55.75,14.25,41.12,29.88,100.62,28.70
