# Cumulative DD25 averaged for Kuskokwim River at Akiak
# Sites: MCKINLEY_PARK, BETHEL_AP, CHICKEN, MCGRATH_AP
#
julian_day,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
60,,8.33,0.00,0.00,,0.00,0.00,0.00,,0.83,0.00,0.00,,2.00,0.00,4.33,,0.00,0.00,0.00,,0.00,0.25,6.50,,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,1.50,0.00,,0.00,0.00,2.12,,0.00,0.00,0.00,,1.38
61,0.00,11.50,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.83,0.00,0.00,0.00,2.50,0.00,6.83,7.50,0.00,0.00,0.00,0.25,0.00,0.25,15.88,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12,2.38,1.88,0.00,1.12,3.00,0.00,0.00,0.12,0.00,0.00,2.75
62,0.00,11.50,0.00,0.00,0.00,0.83,0.00,0.00,6.67,0.83,2.50,0.67,0.00,2.50,0.00,8.67,11.17,0.00,0.00,0.00,0.25,0.00,0.25,20.00,5.88,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,2.12,5.00,3.62,0.00,1.12,3.38,0.00,0.00,1.75,0.00,0.00,6.88
63,2.83,11.50,0.33,0.00,0.00,3.83,0.00,0.00,8.83,0.83,4.17,0.67,0.00,2.50,0.00,8.67,15.00,0.00,0.00,0.00,0.25,2.00,0.25,21.38,8.25,0.00,0.00,0.00,0.00,0.50,1.12,0.00,0.00,1.38,2.12,8.88,3.88,0.00,2.25,6.25,0.00,0.00,5.75,0.00,0.00,9.25
64,6.00,11.50,1.50,0.00,0.50,6.00,0.00,0.00,10.00,0.83,4.17,0.67,0.00,2.50,0.00,8.67,18.33,0.00,2.00,0.00,2.12,3.38,0.25,21.38,8.62,0.00,0.00,0.00,1.38,1.88,1.12,0.00,0.00,3.38,2.12,12.12,3.88,0.00,3.62,7.88,0.00,0.00,5.88,2.38,0.38,16.25
65,8.50,13.33,3.17,0.67,7.17,6.00,0.00,0.00,10.00,0.83,4.17,4.67,0.00,2.50,0.00,8.67,19.50,0.00,3.75,0.00,4.62,6.00,0.25,21.38,8.62,2.00,0.00,0.00,7.62,1.88,1.50,0.00,0.00,4.62,2.12,14.38,3.88,0.00,6.12,9.00,0.00,0.00,5.88,5.62,0.50,20.88
66,10.50,13.33,6.33,0.67,18.00,6.00,0.00,0.00,10.00,1.17,4.17,5.33,0.00,2.50,0.00,8.67,19.67,0.00,6.00,0.00,7.12,6.50,0.25,21.38,8.62,3.38,0.00,0.00,11.88,1.88,1.50,0.00,0.00,8.62,2.12,15.00,3.88,0.00,7.62,11.12,0.00,1.75,6.50,8.38,0.50,20.88
67,12.67,13.33,9.50,0.67,26.17,7.83,0.00,2.33,10.17,1.83,4.17,5.33,0.00,2.50,0.00,8.67,20.83,0.00,7.88,0.00,9.38,7.38,0.25,21.50,8.62,5.12,0.00,0.00,15.25,4.25,1.50,0.00,0.00,12.00,2.12,15.00,3.88,0.00,7.62,14.25,0.00,2.00,10.12,12.25,0.50,20.88
68,14.67,16.33,12.67,0.67,33.50,9.67,0.00,5.83,11.33,3.50,4.17,5.33,0.00,2.50,0.00,8.67,21.67,0.00,8.12,0.00,12.00,8.62,0.25,21.50,8.62,8.75,0.00,0.00,20.38,6.00,1.50,0.00,0.00,13.62,2.12,15.00,3.88,0.00,7.62,19.38,0.00,2.00,13.00,14.00,0.50,21.38
69,15.33,17.67,13.33,0.67,44.67,11.00,0.00,8.00,12.17,3.50,4.17,5.33,2.00,2.50,3.67,8.67,21.67,0.00,8.12,0.00,14.12,9.38,0.25,21.50,8.62,10.75,0.00,0.00,21.25,7.38,1.50,0.00,0.00,14.12,2.12,15.00,3.88,0.00,7.62,25.00,0.00,2.00,14.00,14.00,0.50,21.62
