# Cumulative DD25 averaged for Chisana River at Northway
# Sites: ANCHORAGE_MERRILL_FIELD, NENANA_MUN_AP, GULKANA_AP, CHICKEN
#
d_since_march1,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1996,1997
0,0.00,0.00,0.50,0.00,0.33,4.67,1.75,0.25,0.00,0.00,0.00,0.00,1.38,0.00,0.00,0.00,0.88,0.12,2.25,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
1,0.00,0.00,0.50,0.00,1.50,5.83,3.62,0.25,0.00,0.00,0.50,0.00,3.50,0.00,0.00,0.12,0.88,0.62,4.12,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,10.00,0.00,0.00,5.00,0.00,0.00,0.00
2,0.00,0.00,3.33,0.00,1.50,14.17,5.75,1.00,0.00,0.00,1.50,0.00,6.38,0.00,0.00,0.12,0.88,3.75,4.88,0.00,0.00,0.62,0.00,0.00,3.62,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,11.50,0.00,24.50,0.00,0.00,5.00,0.00,0.00,0.00
3,0.00,0.00,6.83,0.00,1.50,16.83,7.25,1.50,0.00,0.00,7.88,0.00,6.50,0.00,0.00,0.50,2.88,9.25,4.88,0.00,0.00,0.62,0.00,0.00,9.75,0.00,0.00,0.00,3.50,0.00,0.00,12.00,0.00,0.00,0.00,11.50,0.00,28.00,0.00,0.00,5.00,0.00,0.00,0.00
4,0.00,0.00,7.83,3.25,1.50,19.17,7.50,3.25,0.38,0.00,14.88,0.62,8.38,0.00,0.00,1.00,4.12,15.25,6.00,0.00,0.00,0.62,0.00,0.00,12.88,0.00,0.00,0.00,3.50,0.00,0.00,20.00,0.00,0.00,0.00,11.50,0.00,28.00,0.00,0.00,5.00,0.00,3.50,0.00
5,0.00,0.00,8.33,4.88,1.50,20.17,7.50,4.62,1.25,0.00,21.38,0.62,8.75,0.00,0.12,1.75,4.12,20.88,7.88,0.00,0.00,1.88,0.00,0.00,12.88,0.00,0.75,0.00,3.50,0.00,0.00,30.00,0.00,0.00,0.00,11.50,0.00,28.00,0.00,0.00,5.00,0.00,3.50,0.00
6,0.00,0.00,8.33,7.75,1.50,20.67,7.50,7.38,1.25,0.00,29.25,0.62,8.75,0.00,0.12,3.38,4.12,27.50,9.38,0.00,0.00,3.38,0.00,0.00,12.88,0.00,1.75,0.00,3.50,0.00,0.00,39.00,0.00,0.00,0.00,12.00,0.00,28.00,5.00,0.00,9.00,0.00,3.50,0.00
7,0.00,0.00,8.33,10.38,1.50,20.83,7.50,12.38,1.25,0.00,35.88,0.62,8.75,0.00,0.12,7.25,4.12,28.12,11.12,0.00,0.00,7.38,0.00,0.00,13.00,1.17,1.75,4.50,3.50,0.00,0.00,45.00,2.50,0.00,0.00,12.00,0.00,28.00,7.00,0.00,9.00,1.50,3.50,0.00
8,0.00,0.00,8.33,14.88,1.50,20.83,7.50,18.38,1.25,0.00,41.25,0.75,8.75,0.00,0.12,11.50,4.12,28.12,13.12,0.00,1.62,15.25,0.00,0.00,14.50,3.67,1.75,5.50,3.50,0.00,0.00,52.00,2.50,0.00,0.00,12.00,0.00,28.00,7.00,11.50,9.00,9.00,3.50,0.00
9,0.17,0.00,8.33,20.25,1.50,20.83,11.50,23.50,1.25,0.00,44.12,1.50,8.75,0.00,0.12,13.38,4.88,28.12,14.75,0.00,2.12,22.88,0.00,0.38,17.00,5.67,1.75,5.50,3.50,0.00,0.00,65.50,11.00,0.00,0.00,22.50,0.00,28.00,7.00,21.00,9.00,13.50,3.50,0.00
10,0.17,0.00,8.33,26.50,1.50,20.83,12.75,30.88,1.25,0.00,45.75,3.38,8.75,0.00,0.12,14.25,10.12,28.12,14.75,0.00,2.12,28.75,0.00,0.38,20.12,5.67,1.75,5.50,9.00,0.00,0.00,75.00,16.50,0.00,0.00,30.50,0.00,28.00,7.00,32.50,9.00,15.50,3.50,0.00
11,1.50,1.67,10.83,32.75,1.50,20.83,14.00,37.50,1.25,0.00,47.00,4.50,8.75,0.00,0.12,14.25,13.62,28.12,17.62,0.00,2.75,32.88,0.00,0.38,22.50,5.67,2.38,5.50,16.00,0.00,0.00,78.50,19.50,0.00,0.00,32.50,0.00,28.00,7.00,38.00,9.00,17.50,3.50,0.00
12,2.17,4.17,13.83,36.75,1.50,20.83,14.62,44.62,1.25,0.00,47.62,5.25,8.75,0.00,0.12,14.25,19.50,28.12,19.88,0.00,5.38,35.12,0.00,0.38,22.75,5.67,3.00,5.50,16.00,0.00,0.00,79.00,19.50,0.00,0.00,38.50,0.00,28.00,7.00,38.00,9.00,17.50,3.50,0.00
13,5.17,7.83,17.17,40.75,1.50,20.83,16.88,51.00,1.25,0.00,47.62,5.25,8.75,0.00,0.12,14.25,25.38,28.12,21.50,0.00,8.12,38.25,0.00,0.38,22.75,5.67,3.00,5.50,17.50,0.00,0.00,79.50,19.50,0.00,0.00,42.00,0.00,28.00,7.00,38.00,9.00,24.50,3.50,0.00
