# Cumulative DD25 averaged for Yukon River at Stevens Village
# Sites: TALKEETNA_AP, EAGLE, BETTLES_AP, KENAI_AP
#
julian_day,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
60,,4.00,0.00,2.25,,0.00,0.00,0.00,,0.00,0.00,1.50,,1.62,0.00,0.25,,0.00,0.00,0.00,,0.75,0.88,5.50,,0.00,0.00,0.00,,0.00,4.75,0.00,,0.00,2.88,0.38,,0.00,0.00,0.00,,0.00,1.17,0.00,,4.62
61,0.00,4.88,0.00,2.25,0.00,0.00,0.00,0.00,4.62,0.00,3.25,1.50,0.00,3.50,0.00,0.25,0.00,0.00,0.00,0.00,0.50,0.75,0.88,12.50,4.00,0.00,0.00,0.00,0.00,0.00,10.38,0.00,0.00,0.00,4.50,0.75,2.88,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,12.25
62,1.25,5.50,0.00,2.25,0.00,0.00,0.00,0.00,6.12,0.00,7.88,1.50,0.00,3.88,0.00,0.25,0.00,0.00,0.00,0.00,0.50,0.75,0.88,19.88,8.88,0.88,0.00,0.00,0.88,0.00,14.88,0.00,0.00,0.62,4.50,4.62,5.50,0.00,0.00,0.00,0.00,0.00,6.83,0.00,0.00,19.25
63,3.88,5.50,0.00,2.75,2.00,0.00,0.00,0.00,10.38,0.00,9.50,1.50,0.00,5.00,0.00,0.25,0.00,0.00,0.00,0.00,4.75,1.62,0.88,24.62,13.50,5.25,0.00,0.00,1.50,0.00,15.00,0.00,0.00,1.38,6.25,9.88,6.38,0.00,0.00,0.00,0.00,0.00,13.17,0.00,0.00,25.12
64,8.50,8.25,0.33,3.75,7.12,0.00,0.00,0.00,12.38,0.00,10.12,1.50,0.00,6.62,0.00,0.25,0.00,0.00,0.00,0.00,8.25,5.38,0.88,28.50,14.88,9.62,1.62,0.00,5.75,1.17,16.75,0.00,0.00,1.62,7.00,15.12,7.38,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,32.25
65,12.12,10.62,2.50,4.75,15.00,1.38,0.00,0.00,13.38,0.00,10.12,4.25,0.00,6.75,0.00,0.25,2.25,0.62,0.00,0.00,9.88,9.25,0.88,31.88,14.88,12.12,2.62,0.00,11.25,2.17,17.12,0.62,0.00,1.88,7.00,19.50,8.25,0.00,0.00,2.00,0.00,0.00,18.83,0.00,0.25,36.62
66,15.38,13.12,5.67,5.12,21.12,1.38,0.00,0.00,16.00,0.00,10.12,6.12,0.00,8.12,1.75,0.25,2.25,1.50,0.62,0.00,10.50,11.75,1.00,33.88,14.88,17.50,2.62,0.00,18.62,2.17,17.75,0.62,0.00,6.62,7.00,25.12,11.62,0.00,0.00,5.38,0.00,0.00,20.00,0.00,1.00,39.88
67,17.75,15.50,7.67,5.12,26.25,1.62,0.00,1.12,19.75,0.00,10.12,6.12,0.00,9.38,7.50,0.25,2.25,1.75,0.62,0.00,10.50,15.12,1.00,34.88,14.88,24.00,2.62,0.00,26.50,2.17,17.75,2.00,0.00,10.62,7.00,27.38,14.25,0.00,0.00,10.25,0.00,0.00,22.33,0.38,3.50,41.00
68,21.00,20.00,9.33,5.12,32.88,4.88,0.00,1.12,21.88,0.00,10.12,6.12,4.00,9.50,13.00,0.25,2.25,1.75,0.62,0.00,10.50,20.00,1.00,34.88,14.88,28.88,2.62,0.00,34.00,2.50,17.75,2.00,0.00,15.50,7.00,27.38,18.25,0.00,2.38,15.62,0.00,0.38,25.67,0.38,3.50,43.88
69,21.38,24.62,9.33,5.12,41.50,8.25,1.38,2.12,24.25,0.00,10.12,6.12,9.75,9.75,17.00,0.25,2.25,1.75,0.62,0.00,10.50,24.88,1.00,34.88,14.88,36.12,2.62,0.00,42.38,6.00,18.50,2.38,0.00,16.75,7.38,27.38,21.75,0.00,2.38,22.00,0.00,2.25,30.67,1.00,3.50,48.12
70,21.38,32.88,9.33,7.25,49.62,11.38,2.50,2.12,32.25,0.00,10.12,6.12,17.25,13.12,20.25,0.25,5.38,2.38,0.62,1.75,10.50,30.12,1.00,34.88,19.00,42.62,2.62,0.00,47.12,10.33,18.50,2.38,0.00,16.75,12.50,27.38,25.00,0.25,2.38,26.88,0.00,2.25,37.17,1.00,3.50,50.88
71,21.38,42.62,9.33,12.38,56.25,14.50,5.25,2.12,41.62,0.00,12.75,6.12,24.38,16.88,23.00,0.25,7.38,3.75,3.75,4.12,11.00,35.12,1.00,34.88,24.00,47.38,2.62,0.00,48.50,13.17,18.50,2.38,0.00,17.12,15.25,27.38,29.88,0.25,3.00,30.75,0.00,2.25,42.17,1.00,3.50,52.12
72,21.38,49.00,9.33,17.75,61.12,14.50,10.38,2.12,48.25,0.00,14.62,6.12,29.12,17.62,24.62,0.25,8.62,3.75,5.50,5.12,14.12,39.25,1.00,34.88,28.25,56.50,2.62,0.00,50.75,14.17,18.50,2.38,0.00,17.12,20.12,27.38,34.75,0.25,7.50,35.00,0.00,2.25,43.00,1.00,6.62,54.12
73,21.38,54.88,9.33,23.50,64.62,14.50,13.75,2.12,51.50,0.00,15.50,6.88,30.62,17.62,29.25,0.25,11.00,3.75,10.00,7.00,18.25,43.88,1.00,34.88,31.62,63.12,2.62,0.00,51.12,14.17,19.25,2.38,0.00,17.12,24.62,27.38,37.00,0.25,8.25,40.38,0.00,2.25,43.00,1.00,7.50,56.00
74,21.38,59.25,9.50,28.62,70.38,14.50,15.12,3.50,53.75,0.00,15.50,6.88,32.00,17.62,29.75,0.25,14.62,3.75,15.38,8.38,22.38,49.50,1.00,37.38,34.75,65.50,2.62,0.00,51.12,14.17,20.50,2.38,0.75,17.12,24.62,27.38,38.25,0.25,9.62,44.00,0.00,2.25,43.00,1.00,7.50,56.88
75,21.38,62.50,10.17,33.50,75.38,14.50,19.75,5.12,55.25,0.00,15.50,6.88,35.50,17.62,29.75,0.25,19.00,3.75,20.88,8.38,26.75,53.50,3.62,43.25,35.75,67.88,2.62,0.00,51.62,14.17,21.88,3.12,1.25,17.12,24.62,29.38,40.88,0.25,14.00,52.25,0.00,2.25,46.83,1.00,8.25,56.88
