# Cumulative DD25 averaged for Yukon River at Marshall
# Sites: NOME_AP, BETHEL_AP, CHICKEN, MCGRATH_AP
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
66,356.00,354.83,159.83,249.50,178.50,61.67,160.67,259.50,306.17,255.00,338.33,338.67,162.83,421.50,293.17,360.17,307.50,363.00,377.12,174.12,228.88,167.62,180.50,331.80,415.51,281.38,130.29,355.12,212.00,241.12,223.75,206.12,220.62,65.38,356.75,331.38,524.12,341.25,271.75,396.75,316.62,272.38,296.50,148.41
67,375.17,377.17,176.00,263.67,185.33,69.67,172.50,273.33,321.33,262.83,353.50,357.00,168.17,429.83,308.00,381.17,320.00,377.67,388.50,179.12,241.00,174.12,192.38,347.42,436.63,300.88,139.54,365.12,228.75,252.12,239.00,213.25,232.62,69.62,369.88,349.62,544.75,364.00,282.00,414.75,336.50,292.50,305.75,158.66
68,396.67,401.83,191.67,281.33,194.50,77.67,179.50,286.33,343.67,264.50,370.00,372.67,170.50,434.50,323.17,402.17,334.00,394.00,402.50,186.25,251.38,180.75,204.75,362.67,450.13,320.75,149.54,377.50,245.00,263.38,254.38,223.12,243.75,76.12,382.50,364.38,563.62,383.88,296.88,432.88,360.12,310.38,315.62,171.41
69,418.83,421.67,205.50,301.17,202.83,82.83,187.67,298.33,364.17,272.67,388.50,392.50,175.17,442.67,341.00,428.50,352.17,411.67,418.25,196.50,257.75,186.00,217.38,378.55,462.83,345.38,160.66,392.50,262.25,275.00,267.12,235.00,254.50,87.62,399.25,383.88,582.25,402.75,315.88,451.50,383.50,330.12,326.75,185.53
70,434.83,441.17,218.50,322.67,209.00,86.67,194.50,309.67,381.50,284.67,407.50,408.83,183.00,454.83,358.67,459.00,370.50,431.00,429.88,209.62,267.50,193.12,230.38,390.80,476.58,370.38,175.29,407.00,279.12,288.00,280.62,244.00,266.25,101.75,417.12,405.62,603.12,421.38,335.12,473.75,408.00,352.12,336.25,201.03
71,449.50,460.33,232.17,344.83,214.00,92.33,206.17,321.83,399.67,293.67,426.00,423.17,191.50,469.83,383.67,488.33,391.00,449.00,440.38,224.62,277.75,202.25,242.00,403.30,492.71,395.62,189.16,421.88,297.75,303.00,298.12,252.75,275.12,114.62,436.25,424.88,623.62,441.75,355.75,490.38,431.62,372.75,349.69,215.41
72,467.67,481.17,244.83,367.33,223.83,96.50,217.17,331.83,417.00,303.00,444.50,437.17,200.67,486.33,410.67,511.83,417.17,464.00,451.75,242.62,290.25,213.25,256.03,417.71,512.83,423.12,200.04,432.50,321.38,318.00,318.75,265.25,284.12,124.12,454.88,443.62,645.25,464.00,372.50,506.00,452.75,392.62,363.53,229.66
73,487.17,501.50,255.83,391.33,237.83,101.33,225.17,342.33,437.00,313.67,463.50,451.00,210.33,508.00,434.00,533.50,445.83,478.83,463.12,259.38,305.50,228.50,272.28,427.96,530.83,449.38,212.54,442.62,339.62,334.62,335.12,279.12,295.38,130.25,471.75,463.75,672.25,484.62,385.50,522.88,476.75,413.25,377.87,244.91
74,504.33,524.00,265.33,416.17,254.17,106.33,234.83,354.67,455.83,325.17,480.33,466.50,216.67,527.17,456.67,550.50,473.83,493.00,475.88,280.75,317.75,245.00,289.28,438.58,552.83,474.25,226.41,459.00,356.62,351.75,349.38,296.00,305.38,132.88,491.50,485.25,701.25,503.75,400.88,542.12,500.88,437.00,391.24,259.91
75,520.33,547.83,276.33,439.83,273.50,112.67,248.67,372.00,472.17,332.50,501.67,482.17,219.17,548.33,479.50,571.50,500.67,507.67,491.38,302.38,332.00,263.62,308.66,448.58,574.33,495.88,244.41,480.00,373.25,368.75,367.75,314.25,317.00,136.25,511.88,510.25,730.75,524.50,414.38,564.12,524.75,458.38,407.86,274.78
76,541.33,571.00,292.50,466.17,294.67,121.83,265.00,391.17,490.67,338.33,525.00,497.50,223.50,578.83,503.00,592.83,523.00,525.00,505.88,322.25,350.25,281.50,324.78,460.71,596.33,513.25,262.79,504.88,389.25,383.25,384.62,334.00,334.38,142.00,534.62,532.75,759.75,547.88,428.00,588.12,550.50,475.75,423.08,289.03
77,564.00,593.33,311.67,490.00,320.17,133.33,277.50,411.50,512.33,346.67,549.33,514.50,235.00,604.83,525.17,611.00,540.50,540.33,523.88,342.88,371.39,297.50,344.03,474.71,615.71,532.38,279.41,529.00,404.38,398.00,404.00,355.12,352.88,146.00,553.62,556.25,782.50,571.25,445.88,612.12,574.12,491.41,439.49,304.03
78,588.67,618.00,327.50,510.50,345.17,141.67,287.00,429.83,534.67,358.00,572.17,530.83,247.33,631.33,547.17,629.50,552.83,556.17,543.38,362.62,390.01,312.25,367.03,490.96,634.83,548.38,293.79,548.25,419.38,412.38,427.12,376.62,373.38,150.62,570.25,579.50,799.38,591.75,470.50,631.88,596.75,507.25,454.87,321.78
79,615.33,642.67,342.67,531.17,365.33,147.17,293.50,448.50,558.00,369.33,592.83,545.00,261.00,656.00,566.17,651.67,565.83,575.33,563.50,381.75,407.01,324.38,392.41,509.71,654.46,569.12,309.79,568.25,435.62,429.12,455.88,400.75,392.75,156.25,586.12,605.50,817.75,611.25,495.50,655.50,621.25,526.38,475.49,346.28
80,635.67,664.50,357.50,549.83,383.50,155.33,299.00,468.50,576.83,383.00,606.17,559.67,276.83,679.67,586.83,677.17,574.17,594.17,581.88,403.62,423.01,338.75,421.78,530.21,675.33,590.38,325.79,588.12,456.25,449.38,482.50,425.50,411.50,165.62,602.88,630.38,841.25,630.88,519.12,680.62,642.00,547.88,502.12,372.03
81,652.83,684.17,370.50,570.00,404.67,168.83,309.00,489.00,597.00,396.33,617.50,577.17,296.00,702.83,611.33,698.83,588.00,610.83,602.12,424.38,434.01,354.62,453.53,548.46,698.08,610.38,342.79,609.25,479.12,471.88,505.62,451.12,433.00,180.25,620.50,653.25,860.00,650.25,544.00,704.00,664.50,565.88,531.74,395.66
82,667.83,705.67,383.67,594.33,422.33,186.50,325.83,506.17,618.50,407.33,631.33,599.83,313.00,727.00,635.50,721.67,604.67,626.83,628.38,442.88,445.14,368.50,486.28,563.58,725.58,629.88,358.91,632.12,501.38,495.12,527.00,475.12,455.25,196.25,641.75,680.50,879.25,671.62,563.75,730.50,688.38,581.50,562.74,419.16
83,686.67,728.67,399.17,616.00,441.83,209.50,345.83,521.33,643.83,418.83,645.33,623.83,330.67,754.17,663.83,745.17,626.33,644.50,647.00,459.75,455.26,380.38,515.41,580.44,754.08,648.75,380.41,659.12,524.50,518.25,547.75,499.25,476.75,212.50,657.88,707.88,896.62,689.00,588.12,757.25,714.25,602.25,590.24,441.16
84,711.33,754.50,412.17,634.33,457.67,235.50,366.33,536.00,671.33,431.17,665.50,649.67,349.67,780.50,688.83,767.50,651.17,669.67,665.12,474.88,467.01,392.88,545.53,597.32,783.58,669.00,406.04,688.12,544.38,542.25,569.50,527.00,500.00,232.25,674.75,733.38,914.88,704.25,607.88,782.75,740.75,629.25,611.62,465.91
85,735.33,777.67,427.67,649.83,471.33,260.83,384.83,552.83,698.50,448.67,691.17,675.67,368.67,804.50,709.33,788.50,676.00,700.83,687.00,490.12,479.64,404.38,578.16,612.44,812.96,695.38,433.04,718.12,564.75,566.12,594.25,556.12,525.25,256.12,693.62,760.38,931.50,718.25,629.00,807.75,764.12,659.62,633.87,490.16
86,758.83,805.50,448.50,666.67,484.17,284.00,402.67,573.17,725.67,467.83,719.33,697.33,389.17,826.50,730.83,809.00,698.33,732.50,710.62,502.50,493.64,413.88,611.41,628.82,836.83,724.12,460.04,749.88,580.62,591.75,623.00,585.75,546.88,281.62,712.25,784.75,953.75,733.00,647.75,833.75,786.38,686.38,656.62,514.41
87,781.17,837.50,469.17,685.50,497.67,309.67,420.00,591.50,751.33,490.17,749.83,717.33,410.83,850.33,758.83,828.83,718.67,765.33,735.12,514.62,507.01,429.25,642.91,647.07,859.21,752.00,487.16,776.50,597.88,612.50,653.12,617.50,567.25,308.38,733.75,811.50,979.75,748.25,665.50,859.38,811.12,714.50,680.62,537.66
88,804.83,866.00,485.67,709.00,512.33,330.83,440.33,609.00,778.33,509.17,786.17,739.33,431.50,876.67,783.17,852.67,741.50,797.50,759.62,528.25,521.01,448.88,669.91,667.19,882.08,780.00,510.29,799.62,614.25,629.75,685.38,648.88,588.38,338.75,757.12,837.25,1009.00,768.00,685.50,885.12,833.38,738.50,703.12,559.03
89,827.67,900.00,501.67,736.17,525.83,347.50,467.17,626.33,806.83,532.17,816.33,762.67,453.50,905.83,801.83,877.50,763.17,828.17,789.25,545.38,537.89,469.88,693.38,692.44,907.58,808.12,535.29,820.88,633.12,644.75,719.12,676.75,612.38,369.75,778.75,865.00,1042.25,791.75,706.62,909.88,864.88,757.12,727.24,575.03
90,849.00,939.17,519.17,762.67,541.00,364.00,492.83,646.33,832.00,553.67,846.17,782.00,475.33,938.50,819.00,899.67,786.67,854.00,818.62,562.25,556.39,489.38,715.62,720.07,933.21,838.00,562.04,845.25,652.62,661.88,754.25,704.50,636.75,400.88,802.12,898.38,1072.75,814.50,727.00,939.12,899.25,779.38,756.49,593.16
91,866.00,971.17,539.33,787.33,559.67,379.67,519.00,668.83,858.33,575.83,879.00,799.83,497.67,973.67,841.50,922.17,813.00,876.00,841.38,578.12,579.14,512.25,737.50,747.57,959.71,867.00,587.79,872.38,678.38,681.25,784.50,734.38,662.38,432.25,824.50,931.62,1102.12,837.62,749.88,970.62,932.88,807.62,788.24,609.28
92,885.50,1001.83,556.50,808.83,581.00,394.33,542.50,687.50,881.17,596.67,915.17,817.17,521.67,1008.50,864.50,947.67,838.83,901.00,863.75,592.75,601.26,534.88,763.12,772.44,987.08,892.50,611.10,898.00,704.00,704.50,808.38,759.25,683.00,465.62,842.25,961.88,1132.00,864.50,772.12,997.00,963.62,837.00,817.62,622.78
93,905.83,1032.00,572.33,834.33,607.83,412.17,565.67,706.33,902.67,618.83,946.67,838.83,547.00,1044.50,888.33,972.00,864.00,926.00,886.88,610.12,625.89,562.62,787.50,793.69,1014.96,915.38,630.48,924.12,730.12,730.00,829.75,786.88,701.50,494.38,860.25,989.00,1160.75,893.25,799.38,1022.38,992.38,860.38,846.49,638.66
94,930.67,1061.33,593.33,859.33,635.67,438.00,595.00,730.17,924.00,646.33,978.50,866.00,573.67,1081.00,911.83,994.50,889.33,952.67,912.88,626.88,652.89,593.25,812.68,818.82,1041.58,937.50,648.60,952.25,754.88,760.00,851.50,812.38,723.88,521.38,881.25,1015.75,1188.50,925.75,823.88,1051.62,1020.38,880.62,878.37,655.16
95,955.17,1090.00,615.00,880.33,667.50,464.00,622.17,760.33,950.33,670.33,1012.33,893.67,602.33,1115.00,934.00,1016.67,914.17,985.00,941.50,642.00,681.51,623.12,837.30,845.82,1072.58,959.25,662.85,979.50,777.62,793.50,874.88,835.62,753.75,545.38,903.38,1038.38,1213.62,959.62,853.12,1077.38,1044.62,899.38,913.12,676.41
96,974.83,1117.83,634.17,899.50,696.67,487.83,645.17,794.33,978.50,690.17,1039.67,918.33,629.00,1151.17,961.33,1038.50,939.83,1021.00,967.52,660.88,708.26,651.88,859.68,876.19,1110.21,982.25,677.35,1011.50,802.50,822.38,902.00,859.62,785.50,565.62,933.62,1061.38,1241.50,996.38,885.88,1100.12,1067.38,918.00,948.49,704.03
97,992.17,1144.50,651.00,920.50,721.67,508.17,669.50,822.83,1000.17,711.50,1064.33,949.00,657.33,1185.33,989.50,1063.00,962.33,1053.50,997.15,684.38,734.76,683.38,884.30,905.07,1148.58,1009.75,694.48,1045.00,824.00,848.25,928.12,883.38,818.12,588.75,961.00,1082.12,1268.88,1028.50,918.25,1123.88,1094.12,937.25,984.37,732.03
98,1010.83,1170.83,670.67,944.00,742.67,527.00,701.33,849.00,1022.83,735.17,1092.17,979.33,683.67,1211.00,1019.83,1089.50,981.00,1087.00,1028.90,708.25,763.76,710.62,910.55,932.77,1184.58,1038.50,714.10,1073.50,844.38,875.12,955.75,910.88,848.00,612.00,984.00,1102.62,1295.25,1064.25,944.88,1148.50,1122.75,956.00,1022.24,762.78
99,1032.33,1199.83,691.33,965.83,765.50,547.17,732.17,879.17,1051.00,761.17,1115.83,1011.83,706.33,1235.00,1052.50,1114.83,1000.17,1117.00,1061.03,731.88,792.64,733.75,940.30,961.64,1212.08,1066.12,737.23,1096.62,865.50,901.50,980.38,936.62,878.25,631.88,1005.62,1122.50,1322.12,1102.62,972.25,1176.38,1153.25,977.38,1053.99,794.28
100,1055.17,1229.33,715.00,986.33,794.00,570.67,759.50,906.00,1080.83,786.67,1139.00,1044.33,728.50,1258.83,1085.00,1138.17,1016.83,1146.00,1084.15,759.62,824.01,755.38,968.30,991.02,1240.33,1095.25,764.98,1122.25,885.50,927.88,1003.62,961.00,904.62,654.25,1025.50,1145.62,1349.25,1139.25,999.38,1206.25,1180.75,1001.25,1085.37,824.66
101,1077.17,1254.33,744.83,1009.50,820.33,592.83,783.00,929.83,1108.33,812.17,1164.33,1074.17,753.00,1282.17,1117.83,1162.83,1029.33,1174.17,1106.90,791.38,855.26,779.12,996.18,1018.64,1268.33,1127.12,792.35,1152.88,906.88,957.62,1024.62,987.00,930.00,677.50,1044.75,1166.62,1378.38,1174.50,1028.88,1235.62,1203.88,1025.88,1115.37,853.16
102,1096.00,1277.83,772.50,1037.33,845.50,614.83,812.00,953.83,1133.83,835.33,1191.83,1098.83,778.50,1306.67,1153.00,1187.33,1044.50,1200.83,1130.53,820.62,883.51,802.38,1023.55,1053.39,1297.58,1157.04,819.48,1184.75,930.00,991.62,1047.38,1014.75,961.25,699.88,1065.50,1188.25,1406.00,1205.75,1054.25,1266.25,1229.62,1051.12,1141.24,879.28
103,1117.50,1303.83,797.50,1067.17,870.50,633.67,842.00,975.17,1162.00,860.67,1218.17,1122.67,809.83,1328.17,1190.50,1211.50,1062.67,1227.83,1155.65,849.00,915.51,825.75,1049.80,1088.14,1328.33,1188.54,845.55,1216.00,955.75,1022.25,1069.75,1042.62,987.25,729.62,1087.00,1210.25,1431.00,1231.12,1078.38,1296.85,1258.00,1077.62,1163.37,902.66
104,1139.00,1329.83,820.50,1094.33,896.17,652.83,876.17,990.50,1194.00,890.83,1245.33,1145.50,842.50,1351.33,1224.83,1235.50,1087.17,1255.67,1177.28,881.00,948.01,846.00,1077.80,1121.89,1358.08,1220.29,874.42,1240.38,987.25,1048.50,1093.12,1068.12,1011.50,761.62,1113.25,1234.50,1453.62,1258.75,1103.88,1329.03,1289.12,1104.75,1183.62,921.78
105,1160.67,1356.67,843.67,1119.50,920.83,672.83,915.50,1008.83,1228.33,925.33,1271.00,1165.50,873.00,1376.67,1255.17,1260.17,1111.83,1284.00,1200.65,914.50,977.64,864.12,1108.05,1154.52,1386.27,1255.42,903.67,1266.75,1016.00,1074.38,1118.38,1091.38,1037.88,790.00,1139.62,1261.62,1478.00,1285.75,1130.38,1366.03,1324.12,1131.12,1205.62,941.91
106,1186.00,1383.50,867.00,1143.83,947.17,693.33,955.17,1030.33,1262.83,956.17,1295.67,1185.67,897.83,1402.67,1281.67,1286.33,1140.83,1312.83,1225.65,948.00,1002.89,887.50,1140.93,1184.02,1417.02,1290.29,939.67,1291.25,1040.38,1100.12,1141.62,1115.50,1067.50,822.12,1163.00,1294.00,1503.00,1314.25,1157.12,1397.78,1358.88,1158.88,1232.87,966.78
107,1211.83,1414.00,892.67,1169.17,974.33,714.33,993.33,1054.83,1293.00,984.17,1321.67,1207.17,925.67,1430.17,1310.17,1310.50,1174.33,1337.33,1254.65,982.75,1026.01,914.75,1176.68,1214.90,1447.14,1324.42,975.05,1314.88,1066.38,1128.62,1166.12,1140.88,1098.88,858.75,1189.12,1325.62,1536.75,1345.09,1183.12,1433.03,1395.00,1190.50,1262.37,997.41
108,1233.17,1447.00,920.67,1193.17,1006.67,736.50,1024.67,1081.83,1324.83,1010.17,1346.50,1233.33,954.83,1461.83,1336.17,1333.17,1210.00,1363.50,1285.53,1016.50,1052.51,945.25,1215.18,1247.52,1476.39,1358.92,1008.80,1339.00,1094.25,1155.38,1188.00,1169.50,1129.12,901.75,1217.50,1360.62,1567.88,1372.71,1209.25,1468.53,1430.38,1220.88,1294.87,1022.91
109,1254.50,1481.17,952.33,1219.50,1037.33,759.83,1050.67,1107.67,1355.33,1036.50,1371.33,1262.17,982.00,1493.50,1362.50,1357.67,1240.67,1392.17,1319.53,1045.88,1080.01,979.50,1249.80,1282.02,1508.89,1387.54,1040.92,1365.50,1121.88,1183.25,1214.88,1199.50,1156.12,941.88,1242.62,1397.88,1596.75,1397.96,1239.12,1503.78,1465.00,1252.38,1326.74,1050.53
110,1277.67,1507.33,986.33,1249.17,1066.00,782.67,1077.17,1131.00,1385.33,1065.00,1396.50,1297.17,1006.83,1525.17,1387.50,1386.50,1268.67,1418.17,1348.28,1077.75,1107.89,1015.25,1277.18,1312.94,1542.52,1413.17,1069.80,1395.88,1148.38,1212.00,1239.25,1232.00,1185.12,981.88,1267.00,1437.00,1626.00,1423.96,1269.00,1535.90,1499.50,1288.50,1357.37,1076.41
111,1296.17,1532.67,1021.17,1280.00,1096.00,805.50,1107.17,1158.33,1414.00,1096.67,1420.17,1334.67,1033.67,1557.00,1411.67,1417.33,1296.33,1444.33,1374.53,1111.75,1132.26,1047.88,1304.18,1343.07,1576.77,1439.42,1097.55,1427.75,1177.00,1240.50,1267.38,1261.50,1212.88,1015.00,1293.25,1476.25,1655.00,1453.46,1298.88,1567.15,1532.88,1319.75,1388.62,1105.53
112,1314.17,1557.83,1052.00,1315.67,1126.50,824.83,1135.33,1194.50,1439.67,1128.50,1442.33,1371.00,1066.67,1589.83,1436.67,1442.50,1325.67,1468.83,1399.78,1142.12,1159.89,1081.88,1334.62,1373.44,1611.89,1468.79,1124.42,1456.62,1209.88,1269.38,1301.62,1286.75,1240.38,1046.25,1326.88,1513.88,1682.75,1481.84,1330.00,1600.78,1566.25,1354.38,1417.62,1134.91
113,1335.00,1582.17,1080.17,1352.17,1153.83,846.00,1163.67,1227.00,1461.50,1157.33,1464.50,1403.67,1095.67,1622.67,1461.00,1469.83,1356.83,1497.67,1427.15,1171.25,1188.64,1116.00,1361.37,1405.44,1646.02,1500.17,1151.92,1483.88,1243.25,1294.50,1333.38,1311.50,1269.62,1076.88,1356.00,1549.00,1712.25,1511.21,1361.62,1634.15,1595.25,1386.25,1444.37,1165.78
114,1358.00,1610.00,1111.83,1386.67,1183.67,870.67,1189.17,1256.33,1483.67,1183.00,1487.50,1435.00,1121.17,1653.33,1486.83,1493.83,1392.83,1531.83,1453.65,1200.12,1222.01,1148.12,1387.37,1438.82,1677.39,1530.04,1175.55,1510.88,1271.25,1321.88,1365.12,1337.75,1302.75,1110.50,1382.25,1583.12,1740.88,1541.59,1389.25,1668.15,1622.88,1420.75,1470.87,1199.53
115,1383.50,1640.50,1145.33,1420.17,1215.17,894.67,1213.67,1291.00,1508.50,1207.00,1517.33,1469.00,1149.33,1681.00,1511.83,1516.17,1424.33,1569.50,1476.53,1229.88,1255.64,1175.25,1412.74,1470.44,1707.52,1559.79,1199.55,1539.88,1301.12,1346.62,1393.62,1367.38,1332.50,1145.88,1410.75,1619.00,1772.50,1571.09,1417.38,1702.90,1646.88,1455.88,1502.62,1233.28
116,1410.50,1670.67,1186.17,1454.50,1250.50,915.67,1237.83,1325.33,1533.67,1232.00,1548.67,1503.00,1180.00,1710.67,1535.00,1539.50,1452.83,1606.50,1503.65,1263.75,1289.01,1199.62,1441.49,1499.32,1738.27,1594.46,1224.80,1569.50,1330.62,1370.00,1424.75,1399.38,1359.25,1184.38,1441.50,1652.25,1809.12,1600.84,1448.62,1738.03,1670.88,1485.38,1535.87,1266.41
117,1434.83,1696.33,1225.17,1487.33,1288.17,939.33,1262.00,1354.83,1561.33,1259.17,1576.17,1539.33,1208.67,1739.50,1559.17,1564.50,1480.50,1640.33,1533.28,1296.88,1322.39,1225.00,1470.49,1530.07,1773.39,1627.09,1252.67,1595.88,1360.50,1395.12,1455.00,1432.38,1386.25,1221.75,1468.62,1680.88,1843.25,1629.21,1478.25,1774.40,1693.38,1516.12,1569.12,1294.78
118,1458.17,1721.17,1260.50,1519.17,1322.00,966.50,1291.50,1383.33,1588.50,1285.00,1601.67,1579.17,1238.33,1767.33,1581.00,1592.67,1506.83,1671.50,1564.40,1330.50,1355.89,1249.50,1501.74,1556.82,1812.39,1661.84,1280.05,1623.50,1391.75,1419.12,1483.50,1462.00,1413.00,1255.38,1496.50,1712.25,1874.25,1660.09,1510.25,1810.28,1716.75,1544.38,1600.74,1325.03
119,1480.17,1746.50,1292.33,1551.33,1352.50,993.17,1323.00,1413.83,1619.17,1311.33,1630.00,1618.33,1269.83,1796.50,1603.33,1622.33,1531.50,1703.50,1596.15,1362.62,1384.14,1279.62,1533.37,1585.32,1854.14,1698.09,1305.17,1651.62,1417.50,1442.25,1512.00,1490.50,1440.25,1290.75,1523.88,1740.25,1907.12,1688.90,1541.50,1849.53,1742.50,1575.12,1633.99,1353.28
120,1505.50,1766.50,1320.67,1579.67,1384.67,1019.83,1357.33,1447.67,1652.67,1344.33,1666.00,1653.00,1300.17,1827.00,1626.33,1653.00,1557.67,1739.00,1628.78,1396.88,1410.89,1308.25,1562.99,1612.32,1894.27,1730.96,1331.17,1682.62,1441.88,1468.03,1540.50,1518.75,1469.12,1325.50,1550.75,1770.38,1941.88,1718.43,1571.88,1886.65,1768.50,1606.62,1669.37,1385.28
121,1534.17,1787.33,1351.33,1609.00,1417.83,1046.67,1393.17,1475.67,1689.83,1383.33,1707.00,1688.33,1326.00,1857.17,1656.33,1683.67,1581.33,1773.00,1662.51,1429.50,1439.89,1336.25,1591.24,1642.32,1934.02,1762.34,1356.55,1713.75,1468.12,1495.91,1570.50,1546.50,1498.12,1354.12,1580.12,1800.00,1976.38,1748.04,1604.38,1921.65,1793.88,1637.62,1705.87,1413.66
