location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2025-04-19,28,2025-05-16,2025-05-17,0.36,0.00,0.00,0.03,0.14
Umiat,Colville River,2025-04-19,33,2025-05-21,2025-05-24,0.45,0.00,0.00,0.00,0.02
Colville Village,Colville River,2025-04-19,44,2025-06-01,2025-06-01,0.37,0.00,0.00,0.00,0.00
Kobuk,Kobuk River,2025-04-19,25,2025-05-13,2025-05-16,0.42,0.00,0.00,0.03,0.20
Shungnak,Kobuk River,2025-04-19,24,2025-05-12,2025-05-17,0.43,0.00,0.00,0.04,0.23
Ambler,Kobuk River,2025-04-19,28,2025-05-16,2025-05-18,0.42,0.00,0.00,0.01,0.11
Allakaket,Koyukuk River,2025-04-19,20,2025-05-08,2025-05-10,0.43,0.00,0.01,0.13,0.39
Bettles,Koyukuk River,2025-04-19,20,2025-05-08,2025-05-10,0.43,0.00,0.01,0.14,0.40
Hughes,Koyukuk River,2025-04-19,21,2025-05-09,2025-05-11,0.43,0.00,0.01,0.11,0.36
Nikolai,Kuskokwim River,2025-04-19,1,2025-04-19,2025-04-23,0.88,0.27,0.56,0.16,0.00
Sleetmute,Kuskokwim River,2025-04-19,13,2025-05-01,2025-05-04,0.50,0.01,0.08,0.43,0.41
Red Devil,Kuskokwim River,2025-04-19,14,2025-05-02,2025-05-05,0.48,0.00,0.06,0.37,0.45
Stony River,Kuskokwim River,2025-04-19,14,2025-05-02,2025-05-05,0.49,0.01,0.07,0.39,0.43
Crooked Creek,Kuskokwim River,2025-04-19,17,2025-05-05,2025-05-06,0.48,0.00,0.02,0.23,0.49
McGrath,Kuskokwim River,2025-04-19,15,2025-05-03,2025-05-06,0.49,0.00,0.05,0.34,0.47
Aniak,Kuskokwim River,2025-04-19,18,2025-05-06,2025-05-07,0.46,0.00,0.02,0.20,0.46
Kalskag,Kuskokwim River,2025-04-19,18,2025-05-06,2025-05-07,0.53,0.00,0.01,0.16,0.53
Akiak,Kuskokwim River,2025-04-19,20,2025-05-08,2025-05-09,0.48,0.00,0.01,0.11,0.43
Tuluksak,Kuskokwim River,2025-04-19,21,2025-05-09,2025-05-09,0.51,0.00,0.00,0.07,0.41
Bethel,Kuskokwim River,2025-04-19,21,2025-05-09,2025-05-10,0.43,0.00,0.01,0.09,0.35
Napakiak,Kuskokwim River,2025-04-19,22,2025-05-10,2025-05-10,0.44,0.00,0.01,0.08,0.34
Sunshine,Susitna River,2025-04-19,11,2025-04-29,2025-05-02,0.60,0.00,0.10,0.60,0.28
Fairbanks D-S of Chena R,Tanana River,2025-04-19,9,2025-04-27,2025-04-30,0.66,0.01,0.23,0.66,0.10
Nenana,Tanana River,2025-04-19,9,2025-04-27,2025-05-01,0.58,0.02,0.22,0.60,0.15
Manley Hot Springs,Tanana River,2025-04-19,14,2025-05-02,2025-05-04,0.52,0.01,0.07,0.42,0.43
Dawson,Yukon River,2025-04-19,13,2025-05-01,2025-05-05,0.63,0.00,0.04,0.50,0.44
Eagle,Yukon River,2025-04-19,14,2025-05-02,2025-05-05,0.55,0.00,0.04,0.38,0.50
Circle,Yukon River,2025-04-19,20,2025-05-08,2025-05-09,0.50,0.00,0.00,0.10,0.43
Tanana,Yukon River,2025-04-19,19,2025-05-07,2025-05-10,0.53,0.00,0.01,0.14,0.51
Beaver,Yukon River,2025-04-19,19,2025-05-07,2025-05-11,0.58,0.00,0.00,0.07,0.53
Fort Yukon,Yukon River,2025-04-19,21,2025-05-09,2025-05-11,0.50,0.00,0.00,0.08,0.41
Ruby,Yukon River,2025-04-19,22,2025-05-10,2025-05-11,0.49,0.00,0.00,0.06,0.36
Galena,Yukon River,2025-04-19,22,2025-05-10,2025-05-12,0.51,0.00,0.00,0.04,0.34
Rampart,Yukon River,2025-04-19,22,2025-05-10,2025-05-12,0.59,0.00,0.00,0.03,0.36
Stevens Village,Yukon River,2025-04-19,20,2025-05-08,2025-05-12,0.60,0.00,0.00,0.05,0.49
Nulato,Yukon River,2025-04-19,21,2025-05-09,2025-05-13,0.47,0.00,0.00,0.08,0.38
Holy Cross,Yukon River,2025-04-19,23,2025-05-11,2025-05-14,0.49,0.00,0.00,0.02,0.26
Kaltag,Yukon River,2025-04-19,25,2025-05-13,2025-05-14,0.47,0.00,0.00,0.02,0.21
Marshall,Yukon River,2025-04-19,28,2025-05-16,2025-05-15,0.50,0.00,0.00,0.00,0.08
Pilot Station,Yukon River,2025-04-19,26,2025-05-14,2025-05-15,0.44,0.00,0.00,0.02,0.17
Russian Mission,Yukon River,2025-04-19,23,2025-05-11,2025-05-15,0.48,0.00,0.00,0.03,0.27
Anvik,Yukon River,2025-04-19,22,2025-05-10,2025-05-16,0.48,0.00,0.00,0.05,0.32
Mountain Village,Yukon River,2025-04-19,26,2025-05-14,2025-05-17,0.43,0.00,0.00,0.02,0.15
Emmonak,Yukon River,2025-04-19,33,2025-05-21,2025-05-21,0.41,0.00,0.00,0.00,0.03
Alakanuk,Yukon River,2025-04-19,34,2025-05-22,2025-05-22,0.42,0.00,0.00,0.00,0.01
