location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2025-04-24,22,2025-05-15,2025-05-17,0.37,0.00,0.01,0.10,0.29
Umiat,Colville River,2025-04-24,28,2025-05-21,2025-05-24,0.44,0.00,0.00,0.01,0.09
Colville Village,Colville River,2025-04-24,39,2025-06-01,2025-06-01,0.37,0.00,0.00,0.00,0.01
Kobuk,Kobuk River,2025-04-24,20,2025-05-13,2025-05-16,0.44,0.00,0.01,0.12,0.39
Shungnak,Kobuk River,2025-04-24,20,2025-05-13,2025-05-17,0.45,0.00,0.01,0.12,0.41
Ambler,Kobuk River,2025-04-24,23,2025-05-16,2025-05-18,0.43,0.00,0.00,0.06,0.30
Allakaket,Koyukuk River,2025-04-24,15,2025-05-08,2025-05-10,0.45,0.01,0.06,0.32,0.43
Bettles,Koyukuk River,2025-04-24,15,2025-05-08,2025-05-10,0.45,0.01,0.07,0.34,0.42
Hughes,Koyukuk River,2025-04-24,16,2025-05-09,2025-05-11,0.44,0.00,0.05,0.28,0.44
Nikolai,Kuskokwim River,2025-04-24,-3,2025-04-20,2025-04-23,0.97,0.52,0.45,0.03,0.00
Sleetmute,Kuskokwim River,2025-04-24,8,2025-05-01,2025-05-04,0.53,0.04,0.28,0.53,0.15
Red Devil,Kuskokwim River,2025-04-24,9,2025-05-02,2025-05-05,0.54,0.03,0.24,0.55,0.17
Stony River,Kuskokwim River,2025-04-24,9,2025-05-02,2025-05-05,0.53,0.04,0.26,0.53,0.17
Crooked Creek,Kuskokwim River,2025-04-24,12,2025-05-05,2025-05-06,0.53,0.01,0.12,0.51,0.32
McGrath,Kuskokwim River,2025-04-24,10,2025-05-03,2025-05-06,0.54,0.02,0.20,0.55,0.21
Aniak,Kuskokwim River,2025-04-24,13,2025-05-06,2025-05-07,0.50,0.01,0.10,0.45,0.38
Kalskag,Kuskokwim River,2025-04-24,13,2025-05-06,2025-05-07,0.58,0.00,0.05,0.47,0.43
Akiak,Kuskokwim River,2025-04-24,15,2025-05-08,2025-05-09,0.52,0.00,0.04,0.35,0.48
Tuluksak,Kuskokwim River,2025-04-24,16,2025-05-09,2025-05-09,0.59,0.00,0.02,0.30,0.57
Bethel,Kuskokwim River,2025-04-24,16,2025-05-09,2025-05-10,0.46,0.00,0.05,0.29,0.45
Napakiak,Kuskokwim River,2025-04-24,17,2025-05-10,2025-05-10,0.44,0.00,0.04,0.26,0.44
Sunshine,Susitna River,2025-04-24,6,2025-04-29,2025-05-02,0.64,0.06,0.43,0.48,0.03
Fairbanks D-S of Chena R,Tanana River,2025-04-24,4,2025-04-27,2025-04-30,0.78,0.14,0.63,0.22,0.00
Nenana,Tanana River,2025-04-24,5,2025-04-28,2025-05-01,0.71,0.13,0.54,0.32,0.01
Manley Hot Springs,Tanana River,2025-04-24,9,2025-05-02,2025-05-04,0.53,0.03,0.24,0.54,0.18
Dawson,Yukon River,2025-04-24,8,2025-05-01,2025-05-05,0.67,0.02,0.29,0.63,0.06
Eagle,Yukon River,2025-04-24,10,2025-05-03,2025-05-05,0.60,0.02,0.19,0.61,0.18
Circle,Yukon River,2025-04-24,15,2025-05-08,2025-05-09,0.51,0.00,0.04,0.32,0.49
Tanana,Yukon River,2025-04-24,14,2025-05-07,2025-05-10,0.54,0.00,0.05,0.41,0.46
Beaver,Yukon River,2025-04-24,14,2025-05-07,2025-05-11,0.61,0.00,0.02,0.41,0.52
Fort Yukon,Yukon River,2025-04-24,16,2025-05-09,2025-05-11,0.51,0.00,0.03,0.29,0.51
Ruby,Yukon River,2025-04-24,17,2025-05-10,2025-05-11,0.52,0.00,0.02,0.25,0.52
Galena,Yukon River,2025-04-24,17,2025-05-10,2025-05-12,0.55,0.00,0.01,0.23,0.56
Rampart,Yukon River,2025-04-24,17,2025-05-10,2025-05-12,0.60,0.00,0.01,0.21,0.61
Stevens Village,Yukon River,2025-04-24,15,2025-05-08,2025-05-12,0.63,0.00,0.01,0.34,0.58
Nulato,Yukon River,2025-04-24,17,2025-05-10,2025-05-13,0.48,0.00,0.03,0.25,0.49
Holy Cross,Yukon River,2025-04-24,18,2025-05-11,2025-05-14,0.54,0.00,0.00,0.14,0.54
Kaltag,Yukon River,2025-04-24,20,2025-05-13,2025-05-14,0.49,0.00,0.01,0.12,0.44
Marshall,Yukon River,2025-04-24,22,2025-05-15,2025-05-15,0.57,0.00,0.00,0.02,0.32
Pilot Station,Yukon River,2025-04-24,20,2025-05-13,2025-05-15,0.48,0.00,0.00,0.10,0.42
Russian Mission,Yukon River,2025-04-24,18,2025-05-11,2025-05-15,0.51,0.00,0.01,0.16,0.51
Anvik,Yukon River,2025-04-24,18,2025-05-11,2025-05-16,0.51,0.00,0.01,0.18,0.51
Mountain Village,Yukon River,2025-04-24,21,2025-05-14,2025-05-17,0.47,0.00,0.00,0.07,0.36
Emmonak,Yukon River,2025-04-24,27,2025-05-20,2025-05-21,0.44,0.00,0.00,0.01,0.11
Alakanuk,Yukon River,2025-04-24,29,2025-05-22,2025-05-22,0.45,0.00,0.00,0.00,0.08
