location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2025-05-05,9,2025-05-13,2025-05-17,0.46,0.05,0.24,0.47,0.22
Umiat,Colville River,2025-05-05,17,2025-05-21,2025-05-24,0.45,0.00,0.03,0.23,0.46
Colville Village,Colville River,2025-05-05,27,2025-05-31,2025-06-01,0.37,0.00,0.00,0.02,0.14
Kobuk,Kobuk River,2025-05-05,8,2025-05-12,2025-05-16,0.53,0.05,0.29,0.52,0.14
Shungnak,Kobuk River,2025-05-05,8,2025-05-12,2025-05-17,0.57,0.04,0.29,0.55,0.12
Ambler,Kobuk River,2025-05-05,10,2025-05-14,2025-05-18,0.47,0.03,0.19,0.48,0.26
Allakaket,Koyukuk River,2025-05-05,3,2025-05-07,2025-05-10,0.66,0.18,0.50,0.30,0.02
Bettles,Koyukuk River,2025-05-05,3,2025-05-07,2025-05-10,0.68,0.18,0.51,0.29,0.02
Hughes,Koyukuk River,2025-05-05,5,2025-05-09,2025-05-11,0.65,0.13,0.48,0.36,0.03
Nikolai,Kuskokwim River,2025-05-05,-14,2025-04-20,2025-04-23,2.56,0.87,0.13,0.00,0.00
Sleetmute,Kuskokwim River,2025-05-05,-3,2025-05-01,2025-05-04,1.37,0.58,0.41,0.02,0.00
Red Devil,Kuskokwim River,2025-05-05,-3,2025-05-01,2025-05-05,1.49,0.66,0.34,0.00,0.00
Stony River,Kuskokwim River,2025-05-05,-3,2025-05-01,2025-05-05,1.42,0.61,0.38,0.01,0.00
Crooked Creek,Kuskokwim River,2025-05-05,-1,2025-05-03,2025-05-06,1.18,0.46,0.51,0.03,0.00
McGrath,Kuskokwim River,2025-05-05,-2,2025-05-02,2025-05-06,1.39,0.61,0.38,0.01,0.00
Aniak,Kuskokwim River,2025-05-05,0,2025-05-04,2025-05-07,1.08,0.39,0.55,0.06,0.00
Kalskag,Kuskokwim River,2025-05-05,1,2025-05-05,2025-05-07,1.12,0.42,0.55,0.02,0.00
Akiak,Kuskokwim River,2025-05-05,2,2025-05-06,2025-05-09,0.91,0.27,0.62,0.11,0.00
Tuluksak,Kuskokwim River,2025-05-05,2,2025-05-06,2025-05-09,0.96,0.28,0.66,0.06,0.00
Bethel,Kuskokwim River,2025-05-05,3,2025-05-07,2025-05-10,0.71,0.19,0.54,0.26,0.01
Napakiak,Kuskokwim River,2025-05-05,5,2025-05-09,2025-05-10,0.62,0.13,0.46,0.37,0.04
Sunshine,Susitna River,2025-05-05,-4,2025-04-30,2025-05-02,1.47,0.63,0.36,0.01,0.00
Fairbanks D-S of Chena R,Tanana River,2025-05-05,-7,2025-04-27,2025-04-30,2.75,0.91,0.09,0.00,0.00
Nenana,Tanana River,2025-05-05,-7,2025-04-27,2025-05-01,2.42,0.88,0.12,0.00,0.00
Manley Hot Springs,Tanana River,2025-05-05,-1,2025-05-03,2025-05-04,1.19,0.47,0.49,0.04,0.00
Dawson,Yukon River,2025-05-05,-3,2025-05-01,2025-05-05,1.66,0.75,0.25,0.00,0.00
Eagle,Yukon River,2025-05-05,-1,2025-05-03,2025-05-05,1.33,0.58,0.41,0.01,0.00
Circle,Yukon River,2025-05-05,4,2025-05-08,2025-05-09,0.70,0.16,0.55,0.29,0.01
Tanana,Yukon River,2025-05-05,3,2025-05-07,2025-05-10,0.79,0.21,0.59,0.19,0.00
Beaver,Yukon River,2025-05-05,3,2025-05-07,2025-05-11,0.86,0.24,0.63,0.13,0.00
Fort Yukon,Yukon River,2025-05-05,5,2025-05-09,2025-05-11,0.70,0.13,0.53,0.33,0.01
Ruby,Yukon River,2025-05-05,5,2025-05-09,2025-05-11,0.74,0.12,0.57,0.31,0.00
Galena,Yukon River,2025-05-05,5,2025-05-09,2025-05-12,0.76,0.10,0.60,0.30,0.00
Rampart,Yukon River,2025-05-05,5,2025-05-09,2025-05-12,0.70,0.10,0.54,0.36,0.01
Stevens Village,Yukon River,2025-05-05,4,2025-05-08,2025-05-12,0.79,0.14,0.64,0.21,0.00
Nulato,Yukon River,2025-05-05,6,2025-05-10,2025-05-13,0.67,0.09,0.48,0.40,0.02
Holy Cross,Yukon River,2025-05-05,6,2025-05-10,2025-05-14,0.72,0.04,0.48,0.47,0.01
Kaltag,Yukon River,2025-05-05,7,2025-05-11,2025-05-14,0.64,0.04,0.36,0.56,0.05
Marshall,Yukon River,2025-05-05,8,2025-05-12,2025-05-15,0.77,0.01,0.27,0.70,0.02
Pilot Station,Yukon River,2025-05-05,7,2025-05-11,2025-05-15,0.69,0.04,0.40,0.53,0.03
Russian Mission,Yukon River,2025-05-05,6,2025-05-10,2025-05-15,0.64,0.07,0.43,0.47,0.03
Anvik,Yukon River,2025-05-05,6,2025-05-10,2025-05-16,0.66,0.07,0.45,0.46,0.02
Mountain Village,Yukon River,2025-05-05,9,2025-05-13,2025-05-17,0.60,0.03,0.27,0.58,0.12
Emmonak,Yukon River,2025-05-05,14,2025-05-18,2025-05-21,0.60,0.00,0.03,0.42,0.49
Alakanuk,Yukon River,2025-05-05,15,2025-05-19,2025-05-22,0.58,0.00,0.02,0.33,0.55
