location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2025-04-20,27,2025-05-16,2025-05-17,0.36,0.00,0.00,0.03,0.17
Umiat,Colville River,2025-04-20,32,2025-05-21,2025-05-24,0.44,0.00,0.00,0.00,0.03
Colville Village,Colville River,2025-04-20,43,2025-06-01,2025-06-01,0.37,0.00,0.00,0.00,0.00
Kobuk,Kobuk River,2025-04-20,24,2025-05-13,2025-05-16,0.42,0.00,0.00,0.04,0.23
Shungnak,Kobuk River,2025-04-20,23,2025-05-12,2025-05-17,0.44,0.00,0.00,0.05,0.28
Ambler,Kobuk River,2025-04-20,27,2025-05-16,2025-05-18,0.42,0.00,0.00,0.02,0.14
Allakaket,Koyukuk River,2025-04-20,19,2025-05-08,2025-05-10,0.44,0.00,0.02,0.16,0.42
Bettles,Koyukuk River,2025-04-20,19,2025-05-08,2025-05-10,0.43,0.00,0.02,0.18,0.42
Hughes,Koyukuk River,2025-04-20,20,2025-05-09,2025-05-11,0.43,0.00,0.01,0.14,0.40
Nikolai,Kuskokwim River,2025-04-20,1,2025-04-20,2025-04-23,0.96,0.32,0.56,0.12,0.00
Sleetmute,Kuskokwim River,2025-04-20,12,2025-05-01,2025-05-04,0.50,0.01,0.11,0.47,0.36
Red Devil,Kuskokwim River,2025-04-20,14,2025-05-03,2025-05-05,0.50,0.01,0.08,0.42,0.42
Stony River,Kuskokwim River,2025-04-20,13,2025-05-02,2025-05-05,0.50,0.01,0.09,0.44,0.39
Crooked Creek,Kuskokwim River,2025-04-20,16,2025-05-05,2025-05-06,0.48,0.00,0.03,0.28,0.48
McGrath,Kuskokwim River,2025-04-20,14,2025-05-03,2025-05-06,0.51,0.00,0.06,0.40,0.44
Aniak,Kuskokwim River,2025-04-20,17,2025-05-06,2025-05-07,0.47,0.00,0.03,0.24,0.47
Kalskag,Kuskokwim River,2025-04-20,17,2025-05-06,2025-05-07,0.54,0.00,0.01,0.21,0.55
Akiak,Kuskokwim River,2025-04-20,19,2025-05-08,2025-05-09,0.49,0.00,0.01,0.15,0.47
Tuluksak,Kuskokwim River,2025-04-20,20,2025-05-09,2025-05-09,0.52,0.00,0.00,0.09,0.45
Bethel,Kuskokwim River,2025-04-20,20,2025-05-09,2025-05-10,0.43,0.00,0.01,0.12,0.39
Napakiak,Kuskokwim River,2025-04-20,21,2025-05-10,2025-05-10,0.44,0.00,0.01,0.11,0.37
Sunshine,Susitna River,2025-04-20,10,2025-04-29,2025-05-02,0.61,0.01,0.15,0.64,0.20
Fairbanks D-S of Chena R,Tanana River,2025-04-20,8,2025-04-27,2025-04-30,0.68,0.02,0.31,0.61,0.05
Nenana,Tanana River,2025-04-20,8,2025-04-27,2025-05-01,0.61,0.03,0.29,0.59,0.09
Manley Hot Springs,Tanana River,2025-04-20,13,2025-05-02,2025-05-04,0.52,0.01,0.09,0.46,0.39
Dawson,Yukon River,2025-04-20,12,2025-05-01,2025-05-05,0.64,0.00,0.06,0.58,0.34
Eagle,Yukon River,2025-04-20,13,2025-05-02,2025-05-05,0.55,0.00,0.05,0.45,0.44
Circle,Yukon River,2025-04-20,19,2025-05-08,2025-05-09,0.50,0.00,0.01,0.13,0.47
Tanana,Yukon River,2025-04-20,18,2025-05-07,2025-05-10,0.53,0.00,0.01,0.19,0.53
Beaver,Yukon River,2025-04-20,18,2025-05-07,2025-05-11,0.58,0.00,0.00,0.11,0.58
Fort Yukon,Yukon River,2025-04-20,20,2025-05-09,2025-05-11,0.50,0.00,0.01,0.11,0.45
Ruby,Yukon River,2025-04-20,20,2025-05-09,2025-05-11,0.48,0.00,0.00,0.09,0.41
Galena,Yukon River,2025-04-20,21,2025-05-10,2025-05-12,0.52,0.00,0.00,0.06,0.41
Rampart,Yukon River,2025-04-20,21,2025-05-10,2025-05-12,0.59,0.00,0.00,0.04,0.44
Stevens Village,Yukon River,2025-04-20,19,2025-05-08,2025-05-12,0.61,0.00,0.00,0.08,0.57
Nulato,Yukon River,2025-04-20,20,2025-05-09,2025-05-13,0.47,0.00,0.01,0.11,0.42
Holy Cross,Yukon River,2025-04-20,22,2025-05-11,2025-05-14,0.50,0.00,0.00,0.04,0.31
Kaltag,Yukon River,2025-04-20,24,2025-05-13,2025-05-14,0.47,0.00,0.00,0.03,0.25
Marshall,Yukon River,2025-04-20,27,2025-05-16,2025-05-15,0.51,0.00,0.00,0.00,0.09
Pilot Station,Yukon River,2025-04-20,25,2025-05-14,2025-05-15,0.45,0.00,0.00,0.03,0.21
Russian Mission,Yukon River,2025-04-20,22,2025-05-11,2025-05-15,0.49,0.00,0.00,0.05,0.33
Anvik,Yukon River,2025-04-20,21,2025-05-10,2025-05-16,0.48,0.00,0.00,0.06,0.36
Mountain Village,Yukon River,2025-04-20,26,2025-05-15,2025-05-17,0.45,0.00,0.00,0.02,0.17
Emmonak,Yukon River,2025-04-20,32,2025-05-21,2025-05-21,0.41,0.00,0.00,0.00,0.03
Alakanuk,Yukon River,2025-04-20,33,2025-05-22,2025-05-22,0.42,0.00,0.00,0.00,0.02
