location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2025-04-26,20,2025-05-15,2025-05-17,0.38,0.00,0.02,0.14,0.35
Umiat,Colville River,2025-04-26,26,2025-05-21,2025-05-24,0.44,0.00,0.00,0.02,0.15
Colville Village,Colville River,2025-04-26,37,2025-06-01,2025-06-01,0.37,0.00,0.00,0.00,0.01
Kobuk,Kobuk River,2025-04-26,18,2025-05-13,2025-05-16,0.45,0.00,0.02,0.19,0.45
Shungnak,Kobuk River,2025-04-26,18,2025-05-13,2025-05-17,0.47,0.00,0.02,0.18,0.47
Ambler,Kobuk River,2025-04-26,21,2025-05-16,2025-05-18,0.44,0.00,0.01,0.11,0.37
Allakaket,Koyukuk River,2025-04-26,13,2025-05-08,2025-05-10,0.46,0.01,0.10,0.41,0.38
Bettles,Koyukuk River,2025-04-26,13,2025-05-08,2025-05-10,0.46,0.01,0.11,0.42,0.36
Hughes,Koyukuk River,2025-04-26,14,2025-05-09,2025-05-11,0.45,0.01,0.07,0.36,0.42
Nikolai,Kuskokwim River,2025-04-26,-5,2025-04-20,2025-04-23,1.47,0.62,0.37,0.01,0.00
Sleetmute,Kuskokwim River,2025-04-26,6,2025-05-01,2025-05-04,0.58,0.08,0.39,0.47,0.06
Red Devil,Kuskokwim River,2025-04-26,7,2025-05-02,2025-05-05,0.60,0.06,0.36,0.51,0.07
Stony River,Kuskokwim River,2025-04-26,7,2025-05-02,2025-05-05,0.58,0.07,0.37,0.48,0.07
Crooked Creek,Kuskokwim River,2025-04-26,10,2025-05-05,2025-05-06,0.57,0.02,0.21,0.58,0.19
McGrath,Kuskokwim River,2025-04-26,8,2025-05-03,2025-05-06,0.58,0.04,0.31,0.54,0.11
Aniak,Kuskokwim River,2025-04-26,11,2025-05-06,2025-05-07,0.54,0.02,0.16,0.54,0.27
Kalskag,Kuskokwim River,2025-04-26,11,2025-05-06,2025-05-07,0.63,0.00,0.10,0.63,0.25
Akiak,Kuskokwim River,2025-04-26,13,2025-05-08,2025-05-09,0.55,0.00,0.07,0.47,0.40
Tuluksak,Kuskokwim River,2025-04-26,13,2025-05-08,2025-05-09,0.61,0.00,0.03,0.47,0.46
Bethel,Kuskokwim River,2025-04-26,14,2025-05-09,2025-05-10,0.48,0.01,0.08,0.39,0.42
Napakiak,Kuskokwim River,2025-04-26,15,2025-05-10,2025-05-10,0.47,0.01,0.06,0.34,0.44
Sunshine,Susitna River,2025-04-26,5,2025-04-30,2025-05-02,0.72,0.13,0.55,0.31,0.01
Fairbanks D-S of Chena R,Tanana River,2025-04-26,2,2025-04-27,2025-04-30,0.91,0.26,0.64,0.10,0.00
Nenana,Tanana River,2025-04-26,3,2025-04-28,2025-05-01,0.81,0.22,0.60,0.17,0.00
Manley Hot Springs,Tanana River,2025-04-26,8,2025-05-03,2025-05-04,0.57,0.05,0.32,0.52,0.11
Dawson,Yukon River,2025-04-26,6,2025-05-01,2025-05-05,0.70,0.05,0.47,0.47,0.01
Eagle,Yukon River,2025-04-26,8,2025-05-03,2025-05-05,0.63,0.03,0.30,0.59,0.08
Circle,Yukon River,2025-04-26,13,2025-05-08,2025-05-09,0.52,0.00,0.07,0.43,0.43
Tanana,Yukon River,2025-04-26,12,2025-05-07,2025-05-10,0.55,0.01,0.08,0.51,0.37
Beaver,Yukon River,2025-04-26,12,2025-05-07,2025-05-11,0.62,0.00,0.06,0.56,0.36
Fort Yukon,Yukon River,2025-04-26,14,2025-05-09,2025-05-11,0.52,0.00,0.05,0.39,0.46
Ruby,Yukon River,2025-04-26,15,2025-05-10,2025-05-11,0.54,0.00,0.04,0.36,0.50
Galena,Yukon River,2025-04-26,15,2025-05-10,2025-05-12,0.58,0.00,0.02,0.35,0.53
Rampart,Yukon River,2025-04-26,15,2025-05-10,2025-05-12,0.61,0.00,0.02,0.36,0.54
Stevens Village,Yukon River,2025-04-26,13,2025-05-08,2025-05-12,0.64,0.00,0.03,0.50,0.44
Nulato,Yukon River,2025-04-26,15,2025-05-10,2025-05-13,0.50,0.00,0.04,0.33,0.47
Holy Cross,Yukon River,2025-04-26,16,2025-05-11,2025-05-14,0.57,0.00,0.01,0.24,0.58
Kaltag,Yukon River,2025-04-26,18,2025-05-13,2025-05-14,0.51,0.00,0.01,0.19,0.51
Marshall,Yukon River,2025-04-26,20,2025-05-15,2025-05-15,0.61,0.00,0.00,0.05,0.51
Pilot Station,Yukon River,2025-04-26,18,2025-05-13,2025-05-15,0.52,0.00,0.01,0.16,0.52
Russian Mission,Yukon River,2025-04-26,16,2025-05-11,2025-05-15,0.53,0.00,0.02,0.26,0.54
Anvik,Yukon River,2025-04-26,16,2025-05-11,2025-05-16,0.53,0.00,0.02,0.28,0.53
Mountain Village,Yukon River,2025-04-26,19,2025-05-14,2025-05-17,0.50,0.00,0.01,0.13,0.47
Emmonak,Yukon River,2025-04-26,25,2025-05-20,2025-05-21,0.47,0.00,0.00,0.02,0.17
Alakanuk,Yukon River,2025-04-26,26,2025-05-21,2025-05-22,0.47,0.00,0.00,0.01,0.13
