location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2025-04-12,36,2025-05-17,2025-05-17,0.35,0.00,0.00,0.00,0.02
Umiat,Colville River,2025-04-12,41,2025-05-22,2025-05-24,0.43,0.00,0.00,0.00,0.00
Colville Village,Colville River,2025-04-12,51,2025-06-01,2025-06-01,0.38,0.00,0.00,0.00,0.00
Kobuk,Kobuk River,2025-04-12,34,2025-05-15,2025-05-16,0.41,0.00,0.00,0.00,0.02
Shungnak,Kobuk River,2025-04-12,34,2025-05-15,2025-05-17,0.41,0.00,0.00,0.00,0.02
Ambler,Kobuk River,2025-04-12,36,2025-05-17,2025-05-18,0.42,0.00,0.00,0.00,0.01
Allakaket,Koyukuk River,2025-04-12,28,2025-05-09,2025-05-10,0.43,0.00,0.00,0.01,0.10
Bettles,Koyukuk River,2025-04-12,28,2025-05-09,2025-05-10,0.42,0.00,0.00,0.01,0.11
Hughes,Koyukuk River,2025-04-12,29,2025-05-10,2025-05-11,0.40,0.00,0.00,0.01,0.08
Nikolai,Kuskokwim River,2025-04-12,11,2025-04-22,2025-04-23,0.51,0.02,0.16,0.51,0.28
Sleetmute,Kuskokwim River,2025-04-12,22,2025-05-03,2025-05-04,0.43,0.00,0.00,0.07,0.31
Red Devil,Kuskokwim River,2025-04-12,23,2025-05-04,2025-05-05,0.42,0.00,0.00,0.05,0.27
Stony River,Kuskokwim River,2025-04-12,23,2025-05-04,2025-05-05,0.45,0.00,0.00,0.06,0.30
Crooked Creek,Kuskokwim River,2025-04-12,25,2025-05-06,2025-05-06,0.42,0.00,0.00,0.03,0.20
McGrath,Kuskokwim River,2025-04-12,24,2025-05-05,2025-05-06,0.44,0.00,0.00,0.04,0.23
Aniak,Kuskokwim River,2025-04-12,26,2025-05-07,2025-05-07,0.40,0.00,0.00,0.03,0.18
Kalskag,Kuskokwim River,2025-04-12,26,2025-05-07,2025-05-07,0.46,0.00,0.00,0.01,0.14
Akiak,Kuskokwim River,2025-04-12,28,2025-05-09,2025-05-09,0.43,0.00,0.00,0.01,0.11
Tuluksak,Kuskokwim River,2025-04-12,29,2025-05-10,2025-05-09,0.43,0.00,0.00,0.01,0.08
Bethel,Kuskokwim River,2025-04-12,30,2025-05-11,2025-05-10,0.37,0.00,0.00,0.01,0.09
Napakiak,Kuskokwim River,2025-04-12,31,2025-05-12,2025-05-10,0.41,0.00,0.00,0.00,0.05
Sunshine,Susitna River,2025-04-12,20,2025-05-01,2025-05-02,0.54,0.00,0.00,0.09,0.48
Fairbanks D-S of Chena R,Tanana River,2025-04-12,17,2025-04-28,2025-04-30,0.52,0.00,0.01,0.19,0.54
Nenana,Tanana River,2025-04-12,19,2025-04-30,2025-05-01,0.49,0.00,0.01,0.15,0.47
Manley Hot Springs,Tanana River,2025-04-12,23,2025-05-04,2025-05-04,0.45,0.00,0.00,0.06,0.30
Dawson,Yukon River,2025-04-12,22,2025-05-03,2025-05-05,0.58,0.00,0.00,0.03,0.37
Eagle,Yukon River,2025-04-12,23,2025-05-04,2025-05-05,0.50,0.00,0.00,0.03,0.28
Circle,Yukon River,2025-04-12,28,2025-05-09,2025-05-09,0.47,0.00,0.00,0.00,0.08
Tanana,Yukon River,2025-04-12,27,2025-05-08,2025-05-10,0.47,0.00,0.00,0.00,0.09
Beaver,Yukon River,2025-04-12,27,2025-05-08,2025-05-11,0.57,0.00,0.00,0.00,0.06
Fort Yukon,Yukon River,2025-04-12,29,2025-05-10,2025-05-11,0.47,0.00,0.00,0.00,0.06
Ruby,Yukon River,2025-04-12,30,2025-05-11,2025-05-11,0.46,0.00,0.00,0.00,0.05
Galena,Yukon River,2025-04-12,30,2025-05-11,2025-05-12,0.46,0.00,0.00,0.00,0.03
Rampart,Yukon River,2025-04-12,29,2025-05-10,2025-05-12,0.56,0.00,0.00,0.00,0.02
Stevens Village,Yukon River,2025-04-12,28,2025-05-09,2025-05-12,0.56,0.00,0.00,0.00,0.04
Nulato,Yukon River,2025-04-12,30,2025-05-11,2025-05-13,0.45,0.00,0.00,0.00,0.05
Holy Cross,Yukon River,2025-04-12,32,2025-05-13,2025-05-14,0.45,0.00,0.00,0.00,0.02
Kaltag,Yukon River,2025-04-12,33,2025-05-14,2025-05-14,0.44,0.00,0.00,0.00,0.02
Marshall,Yukon River,2025-04-12,35,2025-05-16,2025-05-15,0.42,0.00,0.00,0.00,0.01
Pilot Station,Yukon River,2025-04-12,33,2025-05-14,2025-05-15,0.37,0.00,0.00,0.00,0.03
Russian Mission,Yukon River,2025-04-12,32,2025-05-13,2025-05-15,0.43,0.00,0.00,0.00,0.03
Anvik,Yukon River,2025-04-12,32,2025-05-13,2025-05-16,0.44,0.00,0.00,0.00,0.03
Mountain Village,Yukon River,2025-04-12,34,2025-05-15,2025-05-17,0.40,0.00,0.00,0.00,0.02
Emmonak,Yukon River,2025-04-12,41,2025-05-22,2025-05-21,0.37,0.00,0.00,0.00,0.00
Alakanuk,Yukon River,2025-04-12,42,2025-05-23,2025-05-22,0.39,0.00,0.00,0.00,0.00
