location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2025-05-09,5,2025-05-13,2025-05-17,0.56,0.12,0.41,0.40,0.07
Umiat,Colville River,2025-05-09,13,2025-05-21,2025-05-24,0.46,0.01,0.10,0.40,0.39
Colville Village,Colville River,2025-05-09,23,2025-05-31,2025-06-01,0.38,0.00,0.01,0.07,0.27
Kobuk,Kobuk River,2025-05-09,4,2025-05-12,2025-05-16,0.64,0.15,0.49,0.33,0.02
Shungnak,Kobuk River,2025-05-09,5,2025-05-13,2025-05-17,0.68,0.13,0.51,0.34,0.02
Ambler,Kobuk River,2025-05-09,6,2025-05-14,2025-05-18,0.53,0.09,0.37,0.44,0.09
Allakaket,Koyukuk River,2025-05-09,0,2025-05-08,2025-05-10,1.00,0.35,0.54,0.11,0.00
Bettles,Koyukuk River,2025-05-09,-1,2025-05-07,2025-05-10,1.03,0.37,0.53,0.10,0.00
Hughes,Koyukuk River,2025-05-09,1,2025-05-09,2025-05-11,0.96,0.32,0.56,0.12,0.00
Nikolai,Kuskokwim River,2025-05-09,-18,2025-04-20,2025-04-23,2.99,0.91,0.09,0.00,0.00
Sleetmute,Kuskokwim River,2025-05-09,-7,2025-05-01,2025-05-04,1.93,0.79,0.21,0.00,0.00
Red Devil,Kuskokwim River,2025-05-09,-7,2025-05-01,2025-05-05,2.39,0.88,0.12,0.00,0.00
Stony River,Kuskokwim River,2025-05-09,-7,2025-05-01,2025-05-05,2.08,0.82,0.18,0.00,0.00
Crooked Creek,Kuskokwim River,2025-05-09,-4,2025-05-04,2025-05-06,1.66,0.72,0.28,0.00,0.00
McGrath,Kuskokwim River,2025-05-09,-6,2025-05-02,2025-05-06,2.30,0.87,0.13,0.00,0.00
Aniak,Kuskokwim River,2025-05-09,-4,2025-05-04,2025-05-07,1.48,0.64,0.35,0.01,0.00
Kalskag,Kuskokwim River,2025-05-09,-3,2025-05-05,2025-05-07,1.63,0.73,0.27,0.00,0.00
Akiak,Kuskokwim River,2025-05-09,-2,2025-05-06,2025-05-09,1.36,0.59,0.40,0.01,0.00
Tuluksak,Kuskokwim River,2025-05-09,-2,2025-05-06,2025-05-09,1.44,0.65,0.35,0.00,0.00
Bethel,Kuskokwim River,2025-05-09,-1,2025-05-07,2025-05-10,1.04,0.37,0.54,0.10,0.00
Napakiak,Kuskokwim River,2025-05-09,1,2025-05-09,2025-05-10,0.87,0.27,0.54,0.18,0.01
Sunshine,Susitna River,2025-05-09,-8,2025-04-30,2025-05-02,1.82,0.75,0.25,0.00,0.00
Fairbanks D-S of Chena R,Tanana River,2025-05-09,-10,2025-04-28,2025-04-30,4.00,0.96,0.04,0.00,0.00
Nenana,Tanana River,2025-05-09,-10,2025-04-28,2025-05-01,4.01,0.96,0.04,0.00,0.00
Manley Hot Springs,Tanana River,2025-05-09,-5,2025-05-03,2025-05-04,1.65,0.71,0.29,0.00,0.00
Dawson,Yukon River,2025-05-09,-6,2025-05-02,2025-05-05,2.51,0.89,0.11,0.00,0.00
Eagle,Yukon River,2025-05-09,-5,2025-05-03,2025-05-05,1.92,0.80,0.20,0.00,0.00
Circle,Yukon River,2025-05-09,0,2025-05-08,2025-05-09,1.04,0.37,0.55,0.08,0.00
Tanana,Yukon River,2025-05-09,-1,2025-05-07,2025-05-10,1.16,0.44,0.51,0.04,0.00
Beaver,Yukon River,2025-05-09,-1,2025-05-07,2025-05-11,1.30,0.56,0.43,0.01,0.00
Fort Yukon,Yukon River,2025-05-09,1,2025-05-09,2025-05-11,1.00,0.34,0.57,0.09,0.00
Ruby,Yukon River,2025-05-09,1,2025-05-09,2025-05-11,1.10,0.41,0.56,0.04,0.00
Galena,Yukon River,2025-05-09,1,2025-05-09,2025-05-12,1.09,0.40,0.57,0.03,0.00
Rampart,Yukon River,2025-05-09,1,2025-05-09,2025-05-12,0.96,0.31,0.59,0.09,0.00
Stevens Village,Yukon River,2025-05-09,0,2025-05-08,2025-05-12,1.15,0.45,0.53,0.02,0.00
Nulato,Yukon River,2025-05-09,2,2025-05-10,2025-05-13,0.92,0.28,0.59,0.12,0.00
Holy Cross,Yukon River,2025-05-09,3,2025-05-11,2025-05-14,0.92,0.25,0.67,0.08,0.00
Kaltag,Yukon River,2025-05-09,3,2025-05-11,2025-05-14,0.80,0.20,0.63,0.16,0.00
Marshall,Yukon River,2025-05-09,4,2025-05-12,2025-05-15,0.83,0.13,0.70,0.17,0.00
Pilot Station,Yukon River,2025-05-09,3,2025-05-11,2025-05-15,0.79,0.20,0.63,0.17,0.00
Russian Mission,Yukon River,2025-05-09,3,2025-05-11,2025-05-15,0.82,0.23,0.60,0.17,0.00
Anvik,Yukon River,2025-05-09,2,2025-05-10,2025-05-16,0.88,0.25,0.62,0.13,0.00
Mountain Village,Yukon River,2025-05-09,4,2025-05-12,2025-05-17,0.67,0.14,0.53,0.32,0.01
Emmonak,Yukon River,2025-05-09,10,2025-05-18,2025-05-21,0.67,0.01,0.16,0.68,0.15
Alakanuk,Yukon River,2025-05-09,11,2025-05-19,2025-05-22,0.65,0.00,0.11,0.65,0.23
