location
Yukon River at Dawson
Yukon River at Eagle
Yukon River at Circle
Yukon River at Fort Yukon
Kuskokwim River at Nikolai
Kuskokwim River at McGrath
Kuskokwim River at Crooked Creek
Kuskokwim River at Sleetmute
Kuskokwim River at Stony River
Kuskokwim River at Red Devil
Kuskokwim River at Akiak
Kuskokwim River at Kalskag
Kuskokwim River at Bethel
Tanana River at Nenana
