,hucmask,t2m,year,month,objid,huc6
2436,5,256.92108,2001,1,5,190503
2437,5,259.29086,2001,2,5,190503
2438,5,254.50034,2001,3,5,190503
2439,5,264.92697,2001,4,5,190503
2440,5,269.45688,2001,5,5,190503
2441,5,282.7,2001,6,5,190503
2442,5,283.88394,2001,7,5,190503
2443,5,282.16852,2001,8,5,190503
2444,5,278.49222,2001,9,5,190503
2445,5,260.7634,2001,10,5,190503
2446,5,253.04732,2001,11,5,190503
2447,5,248.14252,2001,12,5,190503
2448,5,251.60419,2002,1,5,190503
2449,5,253.01987,2002,2,5,190503
2450,5,260.65912,2002,3,5,190503
2451,5,263.37262,2002,4,5,190503
2452,5,276.85016,2002,5,5,190503
2453,5,283.3104,2002,6,5,190503
2454,5,285.01996,2002,7,5,190503
2455,5,281.59717,2002,8,5,190503
2456,5,277.8741,2002,9,5,190503
2457,5,269.37057,2002,10,5,190503
2458,5,261.61038,2002,11,5,190503
2459,5,256.94897,2002,12,5,190503
2460,5,253.00711,2003,1,5,190503
2461,5,257.42233,2003,2,5,190503
2462,5,254.92154,2003,3,5,190503
2463,5,267.96045,2003,4,5,190503
2464,5,274.91446,2003,5,5,190503
2465,5,285.98883,2003,6,5,190503
2466,5,283.11743,2003,7,5,190503
2467,5,282.4246,2003,8,5,190503
2468,5,274.0425,2003,9,5,190503
2469,5,269.43005,2003,10,5,190503
2470,5,257.4554,2003,11,5,190503
2471,5,250.24008,2003,12,5,190503
2472,5,249.03342,2004,1,5,190503
2473,5,251.672,2004,2,5,190503
2474,5,254.5453,2004,3,5,190503
2475,5,269.72003,2004,4,5,190503
2476,5,278.89505,2004,5,5,190503
2477,5,288.48352,2004,6,5,190503
2478,5,289.03033,2004,7,5,190503
2479,5,286.21576,2004,8,5,190503
2480,5,274.42203,2004,9,5,190503
2481,5,269.1594,2004,10,5,190503
2482,5,259.09665,2004,11,5,190503
2483,5,253.1011,2004,12,5,190503
2484,5,250.66985,2005,1,5,190503
2485,5,251.76996,2005,2,5,190503
2486,5,259.15915,2005,3,5,190503
2487,5,261.5175,2005,4,5,190503
2488,5,278.88766,2005,5,5,190503
2489,5,286.57034,2005,6,5,190503
2490,5,286.54672,2005,7,5,190503
2491,5,285.29126,2005,8,5,190503
2492,5,278.74362,2005,9,5,190503
2493,5,267.788,2005,10,5,190503
2494,5,250.51482,2005,11,5,190503
2495,5,254.34575,2005,12,5,190503
2496,5,243.56969,2006,1,5,190503
2497,5,257.27667,2006,2,5,190503
2498,5,252.3818,2006,3,5,190503
2499,5,260.47308,2006,4,5,190503
2500,5,276.46994,2006,5,5,190503
2501,5,282.32092,2006,6,5,190503
2502,5,284.27774,2006,7,5,190503
2503,5,281.42188,2006,8,5,190503
2504,5,280.087,2006,9,5,190503
2505,5,271.09625,2006,10,5,190503
2506,5,255.82385,2006,11,5,190503
2507,5,254.51773,2006,12,5,190503
2508,5,252.2484,2007,1,5,190503
2509,5,251.54723,2007,2,5,190503
2510,5,247.98074,2007,3,5,190503
2511,5,268.96616,2007,4,5,190503
2512,5,276.5616,2007,5,5,190503
2513,5,286.64026,2007,6,5,190503
2514,5,289.1671,2007,7,5,190503
2515,5,286.35938,2007,8,5,190503
2516,5,278.93637,2007,9,5,190503
2517,5,266.3168,2007,10,5,190503
2518,5,260.2681,2007,11,5,190503
2519,5,252.99094,2007,12,5,190503
2520,5,247.99425,2008,1,5,190503
2521,5,248.19937,2008,2,5,190503
2522,5,255.49556,2008,3,5,190503
2523,5,263.95386,2008,4,5,190503
2524,5,276.5771,2008,5,5,190503
2525,5,283.8851,2008,6,5,190503
2526,5,285.50476,2008,7,5,190503
2527,5,282.20078,2008,8,5,190503
2528,5,277.625,2008,9,5,190503
2529,5,262.13992,2008,10,5,190503
2530,5,253.77464,2008,11,5,190503
2531,5,253.2447,2008,12,5,190503
2532,5,246.3642,2009,1,5,190503
2533,5,251.17163,2009,2,5,190503
2534,5,253.06267,2009,3,5,190503
2535,5,263.51443,2009,4,5,190503
2536,5,276.01285,2009,5,5,190503
2537,5,284.96793,2009,6,5,190503
2538,5,289.01636,2009,7,5,190503
2539,5,282.36768,2009,8,5,190503
2540,5,277.23495,2009,9,5,190503
2541,5,269.38864,2009,10,5,190503
2542,5,251.36443,2009,11,5,190503
2543,5,255.62582,2009,12,5,190503
2544,5,244.76736,2010,1,5,190503
2545,5,253.23967,2010,2,5,190503
2546,5,253.30626,2010,3,5,190503
2547,5,266.4056,2010,4,5,190503
2548,5,277.46744,2010,5,5,190503
2549,5,286.1017,2010,6,5,190503
2550,5,285.90192,2010,7,5,190503
2551,5,284.86096,2010,8,5,190503
2552,5,278.5846,2010,9,5,190503
2553,5,267.4797,2010,10,5,190503
2554,5,259.2104,2010,11,5,190503
2555,5,246.57317,2010,12,5,190503
2556,5,252.75447,2011,1,5,190503
2557,5,253.05704,2011,2,5,190503
2558,5,256.44348,2011,3,5,190503
2559,5,263.67255,2011,4,5,190503
2560,5,276.8799,2011,5,5,190503
2561,5,285.3667,2011,6,5,190503
2562,5,285.08328,2011,7,5,190503
2563,5,282.5622,2011,8,5,190503
2564,5,278.07712,2011,9,5,190503
2565,5,268.0682,2011,10,5,190503
2566,5,248.69963,2011,11,5,190503
2567,5,252.43907,2011,12,5,190503
2568,5,235.80354,2012,1,5,190503
2569,5,253.33548,2012,2,5,190503
2570,5,248.3871,2012,3,5,190503
2571,5,266.71133,2012,4,5,190503
2572,5,274.60135,2012,5,5,190503
2573,5,286.28113,2012,6,5,190503
2574,5,285.64026,2012,7,5,190503
2575,5,282.5209,2012,8,5,190503
2576,5,276.02612,2012,9,5,190503
2577,5,267.87296,2012,10,5,190503
2578,5,251.26997,2012,11,5,190503
2579,5,247.0806,2012,12,5,190503
2580,5,254.15758,2013,1,5,190503
2581,5,249.7287,2013,2,5,190503
2582,5,255.28604,2013,3,5,190503
2583,5,260.6672,2013,4,5,190503
2584,5,271.13654,2013,5,5,190503
2585,5,286.8707,2013,6,5,190503
2586,5,286.30344,2013,7,5,190503
2587,5,283.9791,2013,8,5,190503
2588,5,275.9821,2013,9,5,190503
2589,5,273.05054,2013,10,5,190503
2590,5,257.3844,2013,11,5,190503
2591,5,254.08574,2013,12,5,190503
2592,5,259.98923,2014,1,5,190503
2593,5,255.10094,2014,2,5,190503
2594,5,260.157,2014,3,5,190503
2595,5,267.84647,2014,4,5,190503
2596,5,277.17197,2014,5,5,190503
2597,5,282.89246,2014,6,5,190503
2598,5,285.14847,2014,7,5,190503
2599,5,285.61472,2014,8,5,190503
2600,5,278.2211,2014,9,5,190503
2601,5,266.99734,2014,10,5,190503
2602,5,259.791,2014,11,5,190503
2603,5,255.4077,2014,12,5,190503
2604,5,251.40652,2015,1,5,190503
2605,5,257.99268,2015,2,5,190503
2606,5,254.60596,2015,3,5,190503
2607,5,267.18118,2015,4,5,190503
2608,5,281.29947,2015,5,5,190503
2609,5,284.56192,2015,6,5,190503
2610,5,287.9027,2015,7,5,190503
2611,5,282.2229,2015,8,5,190503
2612,5,275.2366,2015,9,5,190503
2613,5,269.75613,2015,10,5,190503
2614,5,259.31598,2015,11,5,190503
2615,5,249.98674,2015,12,5,190503
2616,5,259.03625,2016,1,5,190503
2617,5,259.2522,2016,2,5,190503
2618,5,257.71286,2016,3,5,190503
2619,5,271.0794,2016,4,5,190503
2620,5,280.75183,2016,5,5,190503
2621,5,286.1475,2016,6,5,190503
2622,5,288.20053,2016,7,5,190503
2623,5,285.2424,2016,8,5,190503
2624,5,277.64944,2016,9,5,190503
2625,5,270.9614,2016,10,5,190503
2626,5,255.45851,2016,11,5,190503
2627,5,252.8168,2016,12,5,190503
2628,5,250.47469,2017,1,5,190503
2629,5,251.99823,2017,2,5,190503
2630,5,249.94374,2017,3,5,190503
2631,5,270.2867,2017,4,5,190503
2632,5,278.1524,2017,5,5,190503
2633,5,286.41058,2017,6,5,190503
2634,5,288.95496,2017,7,5,190503
2635,5,282.2332,2017,8,5,190503
2636,5,278.12848,2017,9,5,190503
2637,5,269.94733,2017,10,5,190503
2638,5,259.95618,2017,11,5,190503
2639,5,262.67386,2017,12,5,190503
2640,5,251.21065,2018,1,5,190503
2641,5,258.16205,2018,2,5,190503
2642,5,261.19333,2018,3,5,190503
2643,5,267.17386,2018,4,5,190503
2644,5,276.96347,2018,5,5,190503
2645,5,284.6532,2018,6,5,190503
2646,5,287.37384,2018,7,5,190503
2647,5,283.19754,2018,8,5,190503
2648,5,279.70227,2018,9,5,190503
2649,5,271.7692,2018,10,5,190503
2650,5,261.0373,2018,11,5,190503
2651,5,253.85324,2018,12,5,190503
2652,5,253.21425,2019,1,5,190503
2653,5,261.2919,2019,2,5,190503
2654,5,266.01114,2019,3,5,190503
2655,5,268.37466,2019,4,5,190503
2656,5,279.69528,2019,5,5,190503
2657,5,287.55286,2019,6,5,190503
2658,5,288.93015,2019,7,5,190503
2659,5,283.65555,2019,8,5,190503
2660,5,279.012,2019,9,5,190503
2661,5,269.3454,2019,10,5,190503
2662,5,257.9189,2019,11,5,190503
2663,5,250.87408,2019,12,5,190503
2664,5,246.3605,2020,1,5,190503
2665,5,245.46443,2020,2,5,190503
2666,5,256.4626,2020,3,5,190503
2667,5,267.30408,2020,4,5,190503
2668,5,280.4346,2020,5,5,190503
2669,5,285.55994,2020,6,5,190503
2670,5,286.0669,2020,7,5,190503
2671,5,285.19495,2020,8,5,190503
2672,5,277.7631,2020,9,5,190503
2673,5,269.96002,2020,10,5,190503
2674,5,259.20126,2020,11,5,190503
2675,5,254.43694,2020,12,5,190503
2676,5,254.4948,2021,1,5,190503
2677,5,244.38194,2021,2,5,190503
2678,5,253.68007,2021,3,5,190503
2679,5,264.37296,2021,4,5,190503
2680,5,277.37155,2021,5,5,190503
2681,5,285.36588,2021,6,5,190503
2682,5,285.68063,2021,7,5,190503
2683,5,282.5827,2021,8,5,190503
2684,5,276.38696,2021,9,5,190503
2685,5,268.1778,2021,10,5,190503
2686,5,249.65236,2021,11,5,190503
2687,5,252.404,2021,12,5,190503
2688,5,247.04616,2022,1,5,190503
2689,5,248.40167,2022,2,5,190503
2690,5,258.2284,2022,3,5,190503
2691,5,266.30072,2022,4,5,190503
2692,5,276.47522,2022,5,5,190503
2693,5,285.77975,2022,6,5,190503
2694,5,286.19376,2022,7,5,190503
2695,5,282.5385,2022,8,5,190503
2696,5,278.85275,2022,9,5,190503
2697,5,267.85306,2022,10,5,190503
2698,5,259.2265,2022,11,5,190503
2699,5,254.49179,2022,12,5,190503
2700,5,254.07193,2023,1,5,190503
2701,5,250.57114,2023,2,5,190503
2702,5,256.70535,2023,3,5,190503
2703,5,257.3284,2023,4,5,190503
2704,5,276.60272,2023,5,5,190503
2705,5,283.83392,2023,6,5,190503
2706,5,287.46783,2023,7,5,190503
2707,5,285.58743,2023,8,5,190503
2708,5,277.25824,2023,9,5,190503
2709,5,268.32953,2023,10,5,190503
2710,5,261.4895,2023,11,5,190503
2711,5,251.48634,2023,12,5,190503
2712,5,250.12192,2024,1,5,190503
2713,5,257.547,2024,2,5,190503
2714,5,256.72687,2024,3,5,190503
2715,6,266.37766,1979,1,6,190103
2716,6,257.78433,1979,2,6,190103
2717,6,270.4205,1979,3,6,190103
2718,6,271.73468,1979,4,6,190103
2719,6,275.24936,1979,5,6,190103
2720,6,277.22305,1979,6,6,190103
2721,6,280.01706,1979,7,6,190103
2722,6,281.11853,1979,8,6,190103
2723,6,278.93555,1979,9,6,190103
2724,6,275.5115,1979,10,6,190103
2725,6,272.75912,1979,11,6,190103
2726,6,266.63602,1979,12,6,190103
2727,6,263.2499,1980,1,6,190103
2728,6,270.345,1980,2,6,190103
2729,6,268.9662,1980,3,6,190103
2730,6,272.94543,1980,4,6,190103
2731,6,275.68002,1980,5,6,190103
2732,6,278.6239,1980,6,6,190103
2733,6,279.41885,1980,7,6,190103
2734,6,279.4183,1980,8,6,190103
2735,6,277.52274,1980,9,6,190103
2736,6,275.52887,1980,10,6,190103
2737,6,272.35342,1980,11,6,190103
2738,6,262.807,1980,12,6,190103
2739,6,273.25266,1981,1,6,190103
2740,6,269.56836,1981,2,6,190103
2741,6,271.6732,1981,3,6,190103
2742,6,270.37558,1981,4,6,190103
2743,6,276.71716,1981,5,6,190103
2744,6,278.02304,1981,6,6,190103
2745,6,279.66666,1981,7,6,190103
2746,6,280.3137,1981,8,6,190103
2747,6,277.54974,1981,9,6,190103
2748,6,274.89978,1981,10,6,190103
2749,6,271.51718,1981,11,6,190103
2750,6,266.61386,1981,12,6,190103
2751,6,260.3083,1982,1,6,190103
2752,6,263.95593,1982,2,6,190103
2753,6,267.81073,1982,3,6,190103
2754,6,270.16312,1982,4,6,190103
2755,6,273.94217,1982,5,6,190103
2756,6,278.5228,1982,6,6,190103
2757,6,280.1247,1982,7,6,190103
2758,6,279.5129,1982,8,6,190103
2759,6,278.39496,1982,9,6,190103
2760,6,273.54645,1982,10,6,190103
2761,6,268.23688,1982,11,6,190103
2762,6,269.11453,1982,12,6,190103
2763,6,267.71387,1983,1,6,190103
2764,6,269.5226,1983,2,6,190103
2765,6,269.40814,1983,3,6,190103
2766,6,273.33716,1983,4,6,190103
2767,6,276.0708,1983,5,6,190103
2768,6,278.79282,1983,6,6,190103
2769,6,279.96808,1983,7,6,190103
2770,6,279.75357,1983,8,6,190103
2771,6,276.29742,1983,9,6,190103
2772,6,273.90225,1983,10,6,190103
2773,6,269.7646,1983,11,6,190103
2774,6,265.4653,1983,12,6,190103
2775,6,269.62762,1984,1,6,190103
2776,6,270.37128,1984,2,6,190103
2777,6,272.81262,1984,3,6,190103
2778,6,272.57297,1984,4,6,190103
2779,6,275.56183,1984,5,6,190103
2780,6,277.95868,1984,6,6,190103
2781,6,279.27753,1984,7,6,190103
2782,6,280.12732,1984,8,6,190103
2783,6,277.40704,1984,9,6,190103
2784,6,272.12408,1984,10,6,190103
2785,6,268.3097,1984,11,6,190103
2786,6,266.6148,1984,12,6,190103
2787,6,272.33124,1985,1,6,190103
2788,6,265.2428,1985,2,6,190103
2789,6,268.76987,1985,3,6,190103
2790,6,270.69724,1985,4,6,190103
2791,6,274.55154,1985,5,6,190103
2792,6,276.79965,1985,6,6,190103
2793,6,279.50153,1985,7,6,190103
2794,6,279.28995,1985,8,6,190103
2795,6,277.88086,1985,9,6,190103
2796,6,271.74045,1985,10,6,190103
2797,6,264.2553,1985,11,6,190103
2798,6,271.4242,1985,12,6,190103
2799,6,270.52005,1986,1,6,190103
2800,6,267.0156,1986,2,6,190103
2801,6,269.94305,1986,3,6,190103
2802,6,269.59637,1986,4,6,190103
2803,6,274.7097,1986,5,6,190103
2804,6,277.9738,1986,6,6,190103
2805,6,279.51477,1986,7,6,190103
2806,6,279.26526,1986,8,6,190103
2807,6,278.29678,1986,9,6,190103
2808,6,275.7492,1986,10,6,190103
2809,6,268.63156,1986,11,6,190103
2810,6,271.55124,1986,12,6,190103
2811,6,269.8622,1987,1,6,190103
2812,6,270.12054,1987,2,6,190103
2813,6,267.27487,1987,3,6,190103
2814,6,272.2676,1987,4,6,190103
2815,6,275.33615,1987,5,6,190103
2816,6,277.25607,1987,6,6,190103
2817,6,279.71475,1987,7,6,190103
2818,6,280.10193,1987,8,6,190103
2819,6,278.00253,1987,9,6,190103
2820,6,275.09354,1987,10,6,190103
2821,6,272.36548,1987,11,6,190103
2822,6,270.4667,1987,12,6,190103
2823,6,267.29764,1988,1,6,190103
2824,6,268.73953,1988,2,6,190103
2825,6,271.01282,1988,3,6,190103
2826,6,272.64975,1988,4,6,190103
2827,6,275.78662,1988,5,6,190103
2828,6,277.95242,1988,6,6,190103
2829,6,279.18573,1988,7,6,190103
2830,6,279.73734,1988,8,6,190103
2831,6,276.96848,1988,9,6,190103
2832,6,274.76,1988,10,6,190103
2833,6,270.617,1988,11,6,190103
2834,6,269.00427,1988,12,6,190103
2835,6,264.59958,1989,1,6,190103
2836,6,267.01126,1989,2,6,190103
2837,6,266.60086,1989,3,6,190103
2838,6,273.33493,1989,4,6,190103
2839,6,276.2525,1989,5,6,190103
2840,6,278.3601,1989,6,6,190103
2841,6,280.82196,1989,7,6,190103
2842,6,280.76343,1989,8,6,190103
2843,6,279.1089,1989,9,6,190103
2844,6,273.61597,1989,10,6,190103
2845,6,268.67947,1989,11,6,190103
2846,6,272.11807,1989,12,6,190103
2847,6,266.0944,1990,1,6,190103
2848,6,264.44235,1990,2,6,190103
2849,6,270.3701,1990,3,6,190103
2850,6,273.14877,1990,4,6,190103
2851,6,276.06436,1990,5,6,190103
2852,6,278.72217,1990,6,6,190103
2853,6,280.68594,1990,7,6,190103
2854,6,280.8988,1990,8,6,190103
2855,6,278.73654,1990,9,6,190103
2856,6,272.20685,1990,10,6,190103
2857,6,264.75772,1990,11,6,190103
2858,6,265.92615,1990,12,6,190103
2859,6,266.8369,1991,1,6,190103
2860,6,270.62952,1991,2,6,190103
2861,6,267.99835,1991,3,6,190103
2862,6,272.76767,1991,4,6,190103
2863,6,275.4261,1991,5,6,190103
2864,6,277.89758,1991,6,6,190103
2865,6,279.37375,1991,7,6,190103
2866,6,279.746,1991,8,6,190103
2867,6,278.33633,1991,9,6,190103
2868,6,272.5522,1991,10,6,190103
2869,6,271.47113,1991,11,6,190103
2870,6,269.61862,1991,12,6,190103
2871,6,270.54398,1992,1,6,190103
2872,6,268.39923,1992,2,6,190103
2873,6,269.85886,1992,3,6,190103
2874,6,271.79788,1992,4,6,190103
2875,6,275.0623,1992,5,6,190103
2876,6,278.8262,1992,6,6,190103
2877,6,279.8805,1992,7,6,190103
2878,6,279.79016,1992,8,6,190103
2879,6,275.5025,1992,9,6,190103
2880,6,272.37054,1992,10,6,190103
2881,6,271.9699,1992,11,6,190103
2882,6,266.35202,1992,12,6,190103
2883,6,266.3947,1993,1,6,190103
2884,6,268.87714,1993,2,6,190103
2885,6,269.62558,1993,3,6,190103
2886,6,273.6179,1993,4,6,190103
2887,6,277.25595,1993,5,6,190103
2888,6,278.8224,1993,6,6,190103
2889,6,280.59747,1993,7,6,190103
2890,6,280.452,1993,8,6,190103
2891,6,278.30646,1993,9,6,190103
2892,6,275.99884,1993,10,6,190103
2893,6,270.82614,1993,11,6,190103
2894,6,270.7394,1993,12,6,190103
2895,6,268.56793,1994,1,6,190103
2896,6,261.32617,1994,2,6,190103
2897,6,270.75595,1994,3,6,190103
2898,6,273.27243,1994,4,6,190103
2899,6,275.53284,1994,5,6,190103
2900,6,278.2214,1994,6,6,190103
2901,6,279.9753,1994,7,6,190103
2902,6,281.44183,1994,8,6,190103
2903,6,277.81967,1994,9,6,190103
2904,6,274.20477,1994,10,6,190103
2905,6,266.85574,1994,11,6,190103
2906,6,267.08652,1994,12,6,190103
2907,6,269.73022,1995,1,6,190103
2908,6,266.7296,1995,2,6,190103
2909,6,266.76062,1995,3,6,190103
2910,6,273.07013,1995,4,6,190103
2911,6,276.6125,1995,5,6,190103
2912,6,278.21475,1995,6,6,190103
2913,6,279.73755,1995,7,6,190103
2914,6,279.34842,1995,8,6,190103
2915,6,280.09454,1995,9,6,190103
2916,6,274.09613,1995,10,6,190103
2917,6,267.7231,1995,11,6,190103
2918,6,266.5214,1995,12,6,190103
2919,6,262.49725,1996,1,6,190103
2920,6,268.09576,1996,2,6,190103
2921,6,268.57727,1996,3,6,190103
2922,6,271.7302,1996,4,6,190103
2923,6,275.61075,1996,5,6,190103
2924,6,278.0099,1996,6,6,190103
2925,6,279.82376,1996,7,6,190103
2926,6,279.57718,1996,8,6,190103
2927,6,276.79,1996,9,6,190103
2928,6,272.45465,1996,10,6,190103
2929,6,267.76572,1996,11,6,190103
2930,6,265.4855,1996,12,6,190103
2931,6,265.49408,1997,1,6,190103
2932,6,270.8719,1997,2,6,190103
2933,6,266.8215,1997,3,6,190103
2934,6,272.6317,1997,4,6,190103
2935,6,276.5684,1997,5,6,190103
2936,6,279.39862,1997,6,6,190103
2937,6,280.7076,1997,7,6,190103
2938,6,281.0162,1997,8,6,190103
2939,6,279.05435,1997,9,6,190103
2940,6,272.44324,1997,10,6,190103
2941,6,272.7831,1997,11,6,190103
2942,6,270.92056,1997,12,6,190103
2943,6,266.58652,1998,1,6,190103
2944,6,271.66272,1998,2,6,190103
2945,6,269.83047,1998,3,6,190103
2946,6,272.91718,1998,4,6,190103
2947,6,276.4849,1998,5,6,190103
2948,6,278.8704,1998,6,6,190103
2949,6,280.10254,1998,7,6,190103
2950,6,279.58215,1998,8,6,190103
2951,6,277.71036,1998,9,6,190103
2952,6,274.14786,1998,10,6,190103
2953,6,270.19888,1998,11,6,190103
2954,6,267.2969,1998,12,6,190103
2955,6,266.04822,1999,1,6,190103
2956,6,265.95407,1999,2,6,190103
2957,6,268.67276,1999,3,6,190103
2958,6,271.61243,1999,4,6,190103
2959,6,274.2414,1999,5,6,190103
2960,6,278.6113,1999,6,6,190103
2961,6,279.87463,1999,7,6,190103
2962,6,280.55136,1999,8,6,190103
2963,6,277.52106,1999,9,6,190103
2964,6,274.4314,1999,10,6,190103
2965,6,270.6258,1999,11,6,190103
2966,6,270.19046,1999,12,6,190103
2967,6,266.0954,2000,1,6,190103
2968,6,269.90387,2000,2,6,190103
2969,6,270.36304,2000,3,6,190103
2970,6,271.66315,2000,4,6,190103
2971,6,275.17258,2000,5,6,190103
2972,6,278.48712,2000,6,6,190103
2973,6,279.68213,2000,7,6,190103
2974,6,279.57687,2000,8,6,190103
2975,6,277.524,2000,9,6,190103
2976,6,273.5643,2000,10,6,190103
2977,6,272.06494,2000,11,6,190103
2978,6,269.29608,2000,12,6,190103
2979,6,271.3158,2001,1,6,190103
2980,6,268.20718,2001,2,6,190103
2981,6,268.23718,2001,3,6,190103
2982,6,271.29996,2001,4,6,190103
2983,6,274.0751,2001,5,6,190103
2984,6,278.21133,2001,6,6,190103
2985,6,279.51105,2001,7,6,190103
2986,6,280.2182,2001,8,6,190103
2987,6,277.7377,2001,9,6,190103
2988,6,273.48672,2001,10,6,190103
2989,6,269.4453,2001,11,6,190103
2990,6,267.32837,2001,12,6,190103
2991,6,268.89407,2002,1,6,190103
2992,6,267.98706,2002,2,6,190103
2993,6,264.9875,2002,3,6,190103
2994,6,269.0628,2002,4,6,190103
2995,6,274.99304,2002,5,6,190103
2996,6,278.4003,2002,6,6,190103
2997,6,279.65918,2002,7,6,190103
2998,6,279.9585,2002,8,6,190103
2999,6,277.9118,2002,9,6,190103
3000,6,276.3113,2002,10,6,190103
3001,6,273.42694,2002,11,6,190103
3002,6,270.54483,2002,12,6,190103
3003,6,270.06058,2003,1,6,190103
3004,6,270.01276,2003,2,6,190103
3005,6,267.24786,2003,3,6,190103
3006,6,272.37027,2003,4,6,190103
3007,6,275.1461,2003,5,6,190103
3008,6,278.2157,2003,6,6,190103
3009,6,280.55188,2003,7,6,190103
3010,6,280.1142,2003,8,6,190103
3011,6,277.83154,2003,9,6,190103
3012,6,274.96555,2003,10,6,190103
3013,6,268.6345,2003,11,6,190103
3014,6,269.40063,2003,12,6,190103
3015,6,264.94138,2004,1,6,190103
3016,6,271.0634,2004,2,6,190103
3017,6,269.22794,2004,3,6,190103
3018,6,273.20703,2004,4,6,190103
3019,6,277.3141,2004,5,6,190103
3020,6,280.43988,2004,6,6,190103
3021,6,281.20404,2004,7,6,190103
3022,6,282.1523,2004,8,6,190103
3023,6,277.7969,2004,9,6,190103
3024,6,274.04788,2004,10,6,190103
3025,6,271.48642,2004,11,6,190103
3026,6,270.01096,2004,12,6,190103
3027,6,267.12936,2005,1,6,190103
3028,6,269.374,2005,2,6,190103
3029,6,271.47006,2005,3,6,190103
3030,6,273.9796,2005,4,6,190103
3031,6,277.6375,2005,5,6,190103
3032,6,279.2381,2005,6,6,190103
3033,6,280.4475,2005,7,6,190103
3034,6,281.39722,2005,8,6,190103
3035,6,278.50098,2005,9,6,190103
3036,6,274.0393,2005,10,6,190103
3037,6,270.6513,2005,11,6,190103
3038,6,271.1565,2005,12,6,190103
3039,6,267.8722,2006,1,6,190103
3040,6,268.2902,2006,2,6,190103
3041,6,265.84332,2006,3,6,190103
3042,6,272.0338,2006,4,6,190103
3043,6,275.4337,2006,5,6,190103
3044,6,278.6341,2006,6,6,190103
3045,6,279.85516,2006,7,6,190103
3046,6,279.62518,2006,8,6,190103
3047,6,278.48843,2006,9,6,190103
3048,6,274.36993,2006,10,6,190103
3049,6,262.2984,2006,11,6,190103
3050,6,270.54456,2006,12,6,190103
3051,6,268.93002,2007,1,6,190103
3052,6,266.30804,2007,2,6,190103
3053,6,265.86185,2007,3,6,190103
3054,6,272.114,2007,4,6,190103
3055,6,275.44452,2007,5,6,190103
3056,6,278.5449,2007,6,6,190103
3057,6,280.1086,2007,7,6,190103
3058,6,280.53104,2007,8,6,190103
3059,6,278.20758,2007,9,6,190103
3060,6,273.64044,2007,10,6,190103
3061,6,270.42477,2007,11,6,190103
3062,6,267.0902,2007,12,6,190103
3063,6,266.3799,2008,1,6,190103
3064,6,266.65665,2008,2,6,190103
3065,6,269.65634,2008,3,6,190103
3066,6,271.74963,2008,4,6,190103
3067,6,275.83118,2008,5,6,190103
3068,6,277.50894,2008,6,6,190103
3069,6,279.46106,2008,7,6,190103
3070,6,279.47308,2008,8,6,190103
3071,6,277.86194,2008,9,6,190103
3072,6,273.22458,2008,10,6,190103
3073,6,270.54846,2008,11,6,190103
3074,6,265.88123,2008,12,6,190103
3075,6,266.62207,2009,1,6,190103
3076,6,266.6744,2009,2,6,190103
3077,6,266.83646,2009,3,6,190103
3078,6,271.9386,2009,4,6,190103
3079,6,276.08414,2009,5,6,190103
3080,6,279.3057,2009,6,6,190103
3081,6,281.6393,2009,7,6,190103
3082,6,280.603,2009,8,6,190103
3083,6,278.14215,2009,9,6,190103
3084,6,274.47913,2009,10,6,190103
3085,6,270.11072,2009,11,6,190103
3086,6,268.8049,2009,12,6,190103
3087,6,269.5963,2010,1,6,190103
3088,6,272.23334,2010,2,6,190103
3089,6,270.7781,2010,3,6,190103
3090,6,272.49866,2010,4,6,190103
3091,6,276.68427,2010,5,6,190103
3092,6,278.5663,2010,6,6,190103
3093,6,279.59003,2010,7,6,190103
3094,6,280.53925,2010,8,6,190103
3095,6,278.51294,2010,9,6,190103
3096,6,274.0825,2010,10,6,190103
3097,6,270.22797,2010,11,6,190103
3098,6,266.01553,2010,12,6,190103
3099,6,266.90213,2011,1,6,190103
3100,6,265.67252,2011,2,6,190103
3101,6,265.80872,2011,3,6,190103
3102,6,271.9894,2011,4,6,190103
3103,6,276.2243,2011,5,6,190103
3104,6,278.94437,2011,6,6,190103
3105,6,280.35684,2011,7,6,190103
3106,6,279.54044,2011,8,6,190103
3107,6,277.618,2011,9,6,190103
3108,6,273.86325,2011,10,6,190103
3109,6,267.44806,2011,11,6,190103
3110,6,270.4027,2011,12,6,190103
3111,6,265.04697,2012,1,6,190103
3112,6,270.5819,2012,2,6,190103
3113,6,268.89865,2012,3,6,190103
3114,6,273.21924,2012,4,6,190103
3115,6,274.84897,2012,5,6,190103
3116,6,278.42935,2012,6,6,190103
3117,6,279.62375,2012,7,6,190103
3118,6,280.1386,2012,8,6,190103
3119,6,278.28317,2012,9,6,190103
3120,6,271.70853,2012,10,6,190103
3121,6,268.62308,2012,11,6,190103
3122,6,265.1223,2012,12,6,190103
3123,6,269.84875,2013,1,6,190103
3124,6,270.7102,2013,2,6,190103
3125,6,267.4343,2013,3,6,190103
3126,6,270.41605,2013,4,6,190103
3127,6,276.5705,2013,5,6,190103
3128,6,280.2024,2013,6,6,190103
3129,6,281.05914,2013,7,6,190103
3130,6,281.6474,2013,8,6,190103
3131,6,279.3477,2013,9,6,190103
3132,6,276.21814,2013,10,6,190103
3133,6,268.64105,2013,11,6,190103
3134,6,268.3089,2013,12,6,190103
3135,6,272.62537,2014,1,6,190103
