,hucmask,sd,year,month,objid,huc6
3965,8,0.033588175,1992,9,8,190205
3966,8,0.08210468,1992,10,8,190205
3967,8,0.17026137,1992,11,8,190205
3968,8,0.21220765,1992,12,8,190205
3969,8,0.24446853,1993,1,8,190205
3970,8,0.28312826,1993,2,8,190205
3971,8,0.30553815,1993,3,8,190205
3972,8,0.16977623,1993,4,8,190205
3973,8,3.886673e-05,1993,5,8,190205
3974,8,0.0,1993,6,8,190205
3975,8,0.0,1993,7,8,190205
3976,8,2.1592627e-05,1993,8,8,190205
3977,8,0.052266598,1993,9,8,190205
3978,8,0.08991726,1993,10,8,190205
3979,8,0.15240343,1993,11,8,190205
3980,8,0.19397256,1993,12,8,190205
3981,8,0.22586492,1994,1,8,190205
3982,8,0.23520055,1994,2,8,190205
3983,8,0.26702377,1994,3,8,190205
3984,8,0.20727856,1994,4,8,190205
3985,8,0.03570289,1994,5,8,190205
3986,8,4.606427e-05,1994,6,8,190205
3987,8,0.0,1994,7,8,190205
3988,8,0.00010076559,1994,8,8,190205
3989,8,0.012934577,1994,9,8,190205
3990,8,0.04922769,1994,10,8,190205
3991,8,0.13789394,1994,11,8,190205
3992,8,0.19661851,1994,12,8,190205
3993,8,0.2347802,1995,1,8,190205
3994,8,0.25777882,1995,2,8,190205
3995,8,0.26272807,1995,3,8,190205
3996,8,0.18240125,1995,4,8,190205
3997,8,0.022214076,1995,5,8,190205
3998,8,2.0153118e-05,1995,6,8,190205
3999,8,0.0,1995,7,8,190205
4000,8,0.00011372566,1995,8,8,190205
4001,8,0.001108444,1995,9,8,190205
4002,8,0.034788784,1995,10,8,190205
4003,8,0.04705394,1995,11,8,190205
4004,8,0.063069224,1995,12,8,190205
4005,8,0.0767941,1996,1,8,190205
4006,8,0.1560441,1996,2,8,190205
4007,8,0.16978626,1996,3,8,190205
4008,8,0.10750022,1996,4,8,190205
4009,8,0.00240841,1996,5,8,190205
4010,8,0.0013834216,1996,6,8,190205
4011,8,2.3032135e-05,1996,7,8,190205
4012,8,0.00060316303,1996,8,8,190205
4013,8,0.034408707,1996,9,8,190205
4014,8,0.09472399,1996,10,8,190205
4015,8,0.12391715,1996,11,8,190205
4016,8,0.14083932,1996,12,8,190205
4017,8,0.16804728,1997,1,8,190205
4018,8,0.20761254,1997,2,8,190205
4019,8,0.1982179,1997,3,8,190205
4020,8,0.14084505,1997,4,8,190205
4021,8,0.01585547,1997,5,8,190205
4022,8,0.0,1997,6,8,190205
4023,8,0.0,1997,7,8,190205
4024,8,0.00020153567,1997,8,8,190205
4025,8,0.0049463534,1997,9,8,190205
4026,8,0.050092887,1997,10,8,190205
4027,8,0.09913918,1997,11,8,190205
4028,8,0.15245096,1997,12,8,190205
4029,8,0.1706932,1998,1,8,190205
4030,8,0.18961352,1998,2,8,190205
4031,8,0.19764921,1998,3,8,190205
4032,8,0.19748512,1998,4,8,190205
4033,8,0.07232563,1998,5,8,190205
4034,8,1.72741e-05,1998,6,8,190205
4035,8,0.0,1998,7,8,190205
4036,8,0.002758206,1998,8,8,190205
4037,8,0.020267751,1998,9,8,190205
4038,8,0.05569424,1998,10,8,190205
4039,8,0.07519475,1998,11,8,190205
4040,8,0.11070615,1998,12,8,190205
4041,8,0.1503002,1999,1,8,190205
4042,8,0.16343056,1999,2,8,190205
4043,8,0.18823296,1999,3,8,190205
4044,8,0.1884518,1999,4,8,190205
4045,8,0.035920255,1999,5,8,190205
4046,8,0.0,1999,6,8,190205
4047,8,3.886673e-05,1999,7,8,190205
4048,8,6.6217384e-05,1999,8,8,190205
4049,8,0.021502908,1999,9,8,190205
4050,8,0.08763555,1999,10,8,190205
4051,8,0.10657026,1999,11,8,190205
4052,8,0.21967614,1999,12,8,190205
4053,8,0.2624488,2000,1,8,190205
4054,8,0.28394887,2000,2,8,190205
4055,8,0.31707636,2000,3,8,190205
4056,8,0.28897008,2000,4,8,190205
4057,8,0.06372421,2000,5,8,190205
4058,8,0.0,2000,6,8,190205
4059,8,6.333837e-05,2000,7,8,190205
4060,8,0.000601719,2000,8,8,190205
4061,8,0.014545436,2000,9,8,190205
4062,8,0.055268154,2000,10,8,190205
4063,8,0.12443678,2000,11,8,190205
4064,8,0.16479242,2000,12,8,190205
4065,8,0.23634072,2001,1,8,190205
4066,8,0.27163327,2001,2,8,190205
4067,8,0.3142605,2001,3,8,190205
4068,8,0.2693487,2001,4,8,190205
4069,8,0.09710217,2001,5,8,190205
4070,8,0.0,2001,6,8,190205
4071,8,0.0,2001,7,8,190205
4072,8,9.788657e-05,2001,8,8,190205
4073,8,0.001963548,2001,9,8,190205
4074,8,0.048135046,2001,10,8,190205
4075,8,0.063871026,2001,11,8,190205
4076,8,0.09312608,2001,12,8,190205
4077,8,0.16907656,2002,1,8,190205
4078,8,0.1958181,2002,2,8,190205
4079,8,0.20570795,2002,3,8,190205
4080,8,0.2129548,2002,4,8,190205
4081,8,0.0043187053,2002,5,8,190205
4082,8,0.0,2002,6,8,190205
4083,8,4.318525e-06,2002,7,8,190205
4084,8,6.7656896e-05,2002,8,8,190205
4085,8,0.012727283,2002,9,8,190205
4086,8,0.07675377,2002,10,8,190205
4087,8,0.12650836,2002,11,8,190205
4088,8,0.14927812,2002,12,8,190205
4089,8,0.16912696,2003,1,8,190205
4090,8,0.24237968,2003,2,8,190205
4091,8,0.25302964,2003,3,8,190205
4092,8,0.16624346,2003,4,8,190205
4093,8,0.02251926,2003,5,8,190205
4094,8,4.318525e-06,2003,6,8,190205
4095,8,4.8943286e-05,2003,7,8,190205
4096,8,0.00014107183,2003,8,8,190205
4097,8,0.0036420957,2003,9,8,190205
4098,8,0.023650758,2003,10,8,190205
4099,8,0.09211982,2003,11,8,190205
4100,8,0.13860655,2003,12,8,190205
4101,8,0.15666026,2004,1,8,190205
4102,8,0.20334704,2004,2,8,190205
4103,8,0.23361842,2004,3,8,190205
4104,8,0.14916584,2004,4,8,190205
4105,8,0.00044914012,2004,5,8,190205
4106,8,0.0,2004,6,8,190205
4107,8,0.0,2004,7,8,190205
4108,8,1.8713608e-05,2004,8,8,190205
4109,8,0.023824984,2004,9,8,190205
4110,8,0.017135242,2004,10,8,190205
4111,8,0.10744694,2004,11,8,190205
4112,8,0.17414242,2004,12,8,190205
4113,8,0.21260498,2005,1,8,190205
4114,8,0.24743693,2005,2,8,190205
4115,8,0.28402224,2005,3,8,190205
4116,8,0.15146914,2005,4,8,190205
4117,8,0.0013862916,2005,5,8,190205
4118,8,0.0,2005,6,8,190205
4119,8,0.00011084215,2005,7,8,190205
4120,8,0.0001022051,2005,8,8,190205
4121,8,0.0043316744,2005,9,8,190205
4122,8,0.010873089,2005,10,8,190205
4123,8,0.036140524,2005,11,8,190205
4124,8,0.09946018,2005,12,8,190205
4125,8,0.112684146,2006,1,8,190205
4126,8,0.164647,2006,2,8,190205
4127,8,0.17926587,2006,3,8,190205
4128,8,0.19323695,2006,4,8,190205
4129,8,0.01028576,2006,5,8,190205
4130,8,3.3108692e-05,2006,6,8,190205
4131,8,0.0001540274,2006,7,8,190205
4132,8,0.001456841,2006,8,8,190205
4133,8,0.0047721774,2006,9,8,190205
4134,8,0.014578527,2006,10,8,190205
4135,8,0.017680852,2006,11,8,190205
4136,8,0.07483341,2006,12,8,190205
4137,8,0.13220045,2007,1,8,190205
4138,8,0.13572884,2007,2,8,190205
4139,8,0.14494789,2007,3,8,190205
4140,8,0.045031305,2007,4,8,190205
4141,8,0.0065227007,2007,5,8,190205
4142,8,0.0,2007,6,8,190205
4143,8,0.0,2007,7,8,190205
4144,8,0.0,2007,8,8,190205
4145,8,0.00532498,2007,9,8,190205
4146,8,0.012982103,2007,10,8,190205
4147,8,0.040175647,2007,11,8,190205
4148,8,0.058167443,2007,12,8,190205
4149,8,0.099582575,2008,1,8,190205
4150,8,0.13032325,2008,2,8,190205
4151,8,0.1653567,2008,3,8,190205
4152,8,0.18282878,2008,4,8,190205
4153,8,0.01922409,2008,5,8,190205
4154,8,0.0002403979,2008,6,8,190205
4155,8,0.00031525682,2008,7,8,190205
4156,8,3.3108692e-05,2008,8,8,190205
4157,8,0.0032246204,2008,9,8,190205
4158,8,0.009488182,2008,10,8,190205
4159,8,0.048752636,2008,11,8,190205
4160,8,0.08244301,2008,12,8,190205
4161,8,0.14263016,2009,1,8,190205
4162,8,0.1788441,2009,2,8,190205
4163,8,0.21379982,2009,3,8,190205
4164,8,0.17206657,2009,4,8,190205
4165,8,0.0034448875,2009,5,8,190205
4166,8,6.045935e-05,2009,6,8,190205
4167,8,0.0,2009,7,8,190205
4168,8,7.3419425e-05,2009,8,8,190205
4169,8,0.0027725787,2009,9,8,190205
4170,8,0.004012054,2009,10,8,190205
4171,8,0.034572814,2009,11,8,190205
4172,8,0.08717345,2009,12,8,190205
4173,8,0.11122443,2010,1,8,190205
4174,8,0.14518398,2010,2,8,190205
4175,8,0.17293608,2010,3,8,190205
4176,8,0.12129711,2010,4,8,190205
4177,8,0.005778443,2010,5,8,190205
4178,8,0.0,2010,6,8,190205
4179,8,0.0,2010,7,8,190205
4180,8,0.00017562002,2010,8,8,190205
4181,8,0.0029122334,2010,9,8,190205
4182,8,0.010650001,2010,10,8,190205
4183,8,0.06972867,2010,11,8,190205
4184,8,0.09777879,2010,12,8,190205
4185,8,0.14003317,2011,1,8,190205
4186,8,0.17152242,2011,2,8,190205
4187,8,0.18452609,2011,3,8,190205
4188,8,0.14462686,2011,4,8,190205
4189,8,0.0007082651,2011,5,8,190205
4190,8,0.0,2011,6,8,190205
4191,8,1.72741e-05,2011,7,8,190205
4192,8,0.00012667674,2011,8,8,190205
4193,8,0.002512041,2011,9,8,190205
4194,8,0.009440678,2011,10,8,190205
4195,8,0.039789867,2011,11,8,190205
4196,8,0.1363061,2011,12,8,190205
4197,8,0.1695286,2012,1,8,190205
4198,8,0.23134825,2012,2,8,190205
4199,8,0.23757298,2012,3,8,190205
4200,8,0.11962144,2012,4,8,190205
4201,8,0.016258545,2012,5,8,190205
4202,8,6.045935e-05,2012,6,8,190205
4203,8,4.318525e-06,2012,7,8,190205
4204,8,0.00019578214,2012,8,8,190205
4205,8,0.012075114,2012,9,8,190205
4206,8,0.022385385,2012,10,8,190205
4207,8,0.03250992,2012,11,8,190205
4208,8,0.069632195,2012,12,8,190205
4209,8,0.13648891,2013,1,8,190205
4210,8,0.19251283,2013,2,8,190205
4211,8,0.22151452,2013,3,8,190205
4212,8,0.21519046,2013,4,8,190205
4213,8,0.028938329,2013,5,8,190205
4214,8,0.0,2013,6,8,190205
4215,8,0.0,2013,7,8,190205
4216,8,0.00041459192,2013,8,8,190205
4217,8,0.0033988098,2013,9,8,190205
4218,8,0.030518977,2013,10,8,190205
4219,8,0.085661896,2013,11,8,190205
4220,8,0.11156559,2013,12,8,190205
4221,8,0.18244301,2014,1,8,190205
4222,8,0.1887944,2014,2,8,190205
4223,8,0.21449514,2014,3,8,190205
4224,8,0.11859791,2014,4,8,190205
4225,8,0.0035744254,2014,5,8,190205
4226,8,0.00012811625,2014,6,8,190205
4227,8,0.0,2014,7,8,190205
4228,8,0.0003569981,2014,8,8,190205
4229,8,0.0008954102,2014,9,8,190205
4230,8,0.004668506,2014,10,8,190205
4231,8,0.009973337,2014,11,8,190205
4232,8,0.0694278,2014,12,8,190205
4233,8,0.11958973,2015,1,8,190205
4234,8,0.13260205,2015,2,8,190205
4235,8,0.14329523,2015,3,8,190205
4236,8,0.1162125,2015,4,8,190205
4237,8,1.0076559e-05,2015,5,8,190205
4238,8,0.0,2015,6,8,190205
4239,8,0.0,2015,7,8,190205
4240,8,0.00087813614,2015,8,8,190205
4241,8,0.022490483,2015,9,8,190205
4242,8,0.015737385,2015,10,8,190205
4243,8,0.11763054,2015,11,8,190205
4244,8,0.1503938,2015,12,8,190205
4245,8,0.1600634,2016,1,8,190205
4246,8,0.16426119,2016,2,8,190205
4247,8,0.19096963,2016,3,8,190205
4248,8,0.06971427,2016,4,8,190205
4249,8,0.0034708213,2016,5,8,190205
4250,8,0.0,2016,6,8,190205
4251,8,0.0,2016,7,8,190205
4252,8,0.0,2016,8,8,190205
4253,8,0.0033772218,2016,9,8,190205
4254,8,0.007678693,2016,10,8,190205
4255,8,0.012593377,2016,11,8,190205
4256,8,0.047826983,2016,12,8,190205
4257,8,0.09306848,2017,1,8,190205
4258,8,0.13650331,2017,2,8,190205
4259,8,0.1402491,2017,3,8,190205
4260,8,0.048417203,2017,4,8,190205
4261,8,0.009735818,2017,5,8,190205
4262,8,0.0,2017,6,8,190205
4263,8,0.0,2017,7,8,190205
4264,8,0.00014539035,2017,8,8,190205
4265,8,0.0016007964,2017,9,8,190205
4266,8,0.04238969,2017,10,8,190205
4267,8,0.049430672,2017,11,8,190205
4268,8,0.13083427,2017,12,8,190205
4269,8,0.16393153,2018,1,8,190205
4270,8,0.19750957,2018,2,8,190205
4271,8,0.23530422,2018,3,8,190205
4272,8,0.19631618,2018,4,8,190205
4273,8,0.03257036,2018,5,8,190205
4274,8,0.0,2018,6,8,190205
4275,8,0.0,2018,7,8,190205
4276,8,0.0006852285,2018,8,8,190205
4277,8,0.0019938047,2018,9,8,190205
4278,8,0.010831338,2018,10,8,190205
4279,8,0.03057944,2018,11,8,190205
4280,8,0.10943359,2018,12,8,190205
4281,8,0.15368609,2019,1,8,190205
4282,8,0.18882753,2019,2,8,190205
4283,8,0.1901174,2019,3,8,190205
4284,8,0.124628276,2019,4,8,190205
4285,8,0.014764264,2019,5,8,190205
4286,8,0.0,2019,6,8,190205
4287,8,0.0,2019,7,8,190205
4288,8,5.7580337e-06,2019,8,8,190205
4289,8,0.004596544,2019,9,8,190205
4290,8,0.031703737,2019,10,8,190205
4291,8,0.11533582,2019,11,8,190205
4292,8,0.15148643,2019,12,8,190205
4293,8,0.16730013,2020,1,8,190205
4294,8,0.21298072,2020,2,8,190205
4295,8,0.24633564,2020,3,8,190205
4296,8,0.16635582,2020,4,8,190205
4297,8,0.0032246339,2020,5,8,190205
4298,8,0.00013099526,2020,6,8,190205
4299,8,0.0,2020,7,8,190205
4300,8,0.00066651485,2020,8,8,190205
4301,8,0.00162525,2020,9,8,190205
4302,8,0.009967606,2020,10,8,190205
4303,8,0.04323187,2020,11,8,190205
4304,8,0.10564749,2020,12,8,190205
4305,8,0.14476645,2021,1,8,190205
4306,8,0.17527826,2021,2,8,190205
4307,8,0.21028583,2021,3,8,190205
4308,8,0.12039303,2021,4,8,190205
4309,8,0.008338006,2021,5,8,190205
4310,8,0.0,2021,6,8,190205
4311,8,0.0,2021,7,8,190205
4312,8,0.00016986649,2021,8,8,190205
4313,8,0.0047836932,2021,9,8,190205
4314,8,0.022918027,2021,10,8,190205
4315,8,0.03563527,2021,11,8,190205
4316,8,0.113794036,2021,12,8,190205
4317,8,0.17214721,2022,1,8,190205
4318,8,0.25434977,2022,2,8,190205
4319,8,0.29615355,2022,3,8,190205
4320,8,0.20968552,2022,4,8,190205
4321,8,0.005676247,2022,5,8,190205
4322,8,0.0,2022,6,8,190205
4323,8,0.0,2022,7,8,190205
4324,8,2.5911151e-05,2022,8,8,190205
4325,8,0.005098955,2022,9,8,190205
4326,8,0.01585977,2022,10,8,190205
4327,8,0.05562372,2022,11,8,190205
4328,8,0.108957075,2022,12,8,190205
4329,8,0.15120715,2023,1,8,190205
4330,8,0.19670345,2023,2,8,190205
4331,8,0.2152538,2023,3,8,190205
4332,8,0.22491476,2023,4,8,190205
4333,8,0.024264025,2023,5,8,190205
4334,8,1.5834592e-05,2023,6,8,190205
4335,8,0.0,2023,7,8,190205
4336,8,0.0001367533,2023,8,8,190205
4337,8,0.0038422053,2023,9,8,190205
4338,8,0.009614908,2023,10,8,190205
4339,8,0.08779245,2023,11,8,190205
4340,8,0.15356803,2023,12,8,190205
4341,8,0.17882393,2024,1,8,190205
4342,8,0.22274101,2024,2,8,190205
4343,8,0.25326,2024,3,8,190205
4344,9,0.2199808,1979,1,9,190204
4345,9,0.23055568,1979,2,9,190204
4346,9,0.29144102,1979,3,9,190204
4347,9,0.23479772,1979,4,9,190204
4348,9,0.059023667,1979,5,9,190204
4349,9,0.0036470413,1979,6,9,190204
4350,9,0.0,1979,7,9,190204
4351,9,0.0015869618,1979,8,9,190204
4352,9,0.010010242,1979,9,9,190204
4353,9,0.071414426,1979,10,9,190204
4354,9,0.16107908,1979,11,9,190204
4355,9,0.1816947,1979,12,9,190204
4356,9,0.21683732,1980,1,9,190204
4357,9,0.25663406,1980,2,9,190204
4358,9,0.28506246,1980,3,9,190204
4359,9,0.23874989,1980,4,9,190204
4360,9,0.09178586,1980,5,9,190204
4361,9,0.00492878,1980,6,9,190204
4362,9,4.5776367e-05,1980,7,9,190204
4363,9,0.00045776367,1980,8,9,190204
4364,9,0.0060885428,1980,9,9,190204
4365,9,0.051836442,1980,10,9,190204
4366,9,0.09259462,1980,11,9,190204
4367,9,0.12123656,1980,12,9,190204
4368,9,0.21470109,1981,1,9,190204
4369,9,0.2547419,1981,2,9,190204
4370,9,0.2715884,1981,3,9,190204
4371,9,0.2239941,1981,4,9,190204
4372,9,0.0071261884,1981,5,9,190204
4373,9,0.0055850027,1981,6,9,190204
4374,9,0.0,1981,7,9,190204
4375,9,0.0,1981,8,9,190204
4376,9,0.022065163,1981,9,9,190204
4377,9,0.063509986,1981,10,9,190204
4378,9,0.13403936,1981,11,9,190204
4379,9,0.1783835,1981,12,9,190204
4380,9,0.18381587,1982,1,9,190204
4381,9,0.19594708,1982,2,9,190204
4382,9,0.22335315,1982,3,9,190204
4383,9,0.22181186,1982,4,9,190204
4384,9,0.120946646,1982,5,9,190204
4385,9,0.004196358,1982,6,9,190204
4386,9,0.0,1982,7,9,190204
4387,9,0.0022126199,1982,8,9,190204
4388,9,0.012985801,1982,9,9,190204
4389,9,0.08537684,1982,10,9,190204
4390,9,0.14461413,1982,11,9,190204
4391,9,0.20960435,1982,12,9,190204
4392,9,0.23377533,1983,1,9,190204
4393,9,0.26647648,1983,2,9,190204
4394,9,0.25376526,1983,3,9,190204
4395,9,0.22745796,1983,4,9,190204
4396,9,0.05537667,1983,5,9,190204
4397,9,0.0,1983,6,9,190204
4398,9,1.5258789e-05,1983,7,9,190204
4399,9,0.0015869618,1983,8,9,190204
4400,9,0.019623708,1983,9,9,190204
4401,9,0.08053966,1983,10,9,190204
4402,9,0.1091969,1983,11,9,190204
4403,9,0.12354083,1983,12,9,190204
4404,9,0.18486866,1984,1,9,190204
4405,9,0.22207132,1984,2,9,190204
4406,9,0.20481281,1984,3,9,190204
4407,9,0.18024507,1984,4,9,190204
4408,9,0.04608369,1984,5,9,190204
4409,9,6.1035156e-05,1984,6,9,190204
4410,9,0.0,1984,7,9,190204
4411,9,0.0028383255,1984,8,9,190204
4412,9,0.010010242,1984,9,9,190204
4413,9,0.03329625,1984,10,9,190204
4414,9,0.056612633,1984,11,9,190204
4415,9,0.12236591,1984,12,9,190204
4416,9,0.19170494,1985,1,9,190204
4417,9,0.23357692,1985,2,9,190204
4418,9,0.26591176,1985,3,9,190204
4419,9,0.27274808,1985,4,9,190204
4420,9,0.10680113,1985,5,9,190204
4421,9,0.029206658,1985,6,9,190204
4422,9,0.0,1985,7,9,190204
4423,9,0.00012207031,1985,8,9,190204
4424,9,0.018143559,1985,9,9,190204
4425,9,0.032060243,1985,10,9,190204
4426,9,0.046907615,1985,11,9,190204
4427,9,0.09837794,1985,12,9,190204
4428,9,0.16245255,1986,1,9,190204
4429,9,0.18331222,1986,2,9,190204
4430,9,0.2064456,1986,3,9,190204
4431,9,0.18908028,1986,4,9,190204
4432,9,0.080005504,1986,5,9,190204
4433,9,0.0,1986,6,9,190204
4434,9,0.0,1986,7,9,190204
4435,9,4.5776367e-05,1986,8,9,190204
4436,9,0.006058073,1986,9,9,190204
4437,9,0.051088713,1986,10,9,190204
4438,9,0.09056501,1986,11,9,190204
4439,9,0.15071806,1986,12,9,190204
4440,9,0.2134345,1987,1,9,190204
4441,9,0.24276313,1987,2,9,190204
4442,9,0.24641022,1987,3,9,190204
4443,9,0.17876497,1987,4,9,190204
4444,9,0.07095661,1987,5,9,190204
4445,9,0.00045776367,1987,6,9,190204
4446,9,0.0,1987,7,9,190204
4447,9,0.00035095215,1987,8,9,190204
4448,9,0.028962517,1987,9,9,190204
4449,9,0.08066173,1987,10,9,190204
4450,9,0.12851544,1987,11,9,190204
4451,9,0.18106914,1987,12,9,190204
4452,9,0.2010285,1988,1,9,190204
4453,9,0.22118625,1988,2,9,190204
4454,9,0.27798215,1988,3,9,190204
4455,9,0.26818547,1988,4,9,190204
4456,9,0.103245735,1988,5,9,190204
4457,9,0.00010681152,1988,6,9,190204
4458,9,0.0,1988,7,9,190204
4459,9,0.0018158436,1988,8,9,190204
4460,9,0.009369326,1988,9,9,190204
4461,9,0.052095987,1988,10,9,190204
4462,9,0.09068718,1988,11,9,190204
4463,9,0.17653699,1988,12,9,190204
4464,9,0.197473,1989,1,9,190204
4465,9,0.22043863,1989,2,9,190204
4466,9,0.22848034,1989,3,9,190204
4467,9,0.15256438,1989,4,9,190204
4468,9,0.04452715,1989,5,9,190204
4469,9,0.0,1989,6,9,190204
4470,9,0.0,1989,7,9,190204
4471,9,6.1035156e-05,1989,8,9,190204
4472,9,0.013092613,1989,9,9,190204
4473,9,0.09329657,1989,10,9,190204
4474,9,0.13884611,1989,11,9,190204
4475,9,0.22365832,1989,12,9,190204
4476,9,0.24109998,1990,1,9,190204
4477,9,0.24590659,1990,2,9,190204
4478,9,0.26823124,1990,3,9,190204
4479,9,0.17327146,1990,4,9,190204
4480,9,0.00022888184,1990,5,9,190204
4481,9,0.0,1990,6,9,190204
4482,9,0.0,1990,7,9,190204
4483,9,0.0005645752,1990,8,9,190204
4484,9,0.0204782,1990,9,9,190204
4485,9,0.055102013,1990,10,9,190204
4486,9,0.084247634,1990,11,9,190204
4487,9,0.15892763,1990,12,9,190204
4488,9,0.19970088,1991,1,9,190204
4489,9,0.22086582,1991,2,9,190204
4490,9,0.25855678,1991,3,9,190204
4491,9,0.21291561,1991,4,9,190204
4492,9,0.060381792,1991,5,9,190204
4493,9,0.0,1991,6,9,190204
4494,9,0.0,1991,7,9,190204
4495,9,0.0017242909,1991,8,9,190204
4496,9,0.013504649,1991,9,9,190204
4497,9,0.050432585,1991,10,9,190204
4498,9,0.081226304,1991,11,9,190204
4499,9,0.16666417,1991,12,9,190204
4500,9,0.22637454,1992,1,9,190204
4501,9,0.2469596,1992,2,9,190204
4502,9,0.2798285,1992,3,9,190204
4503,9,0.23553014,1992,4,9,190204
4504,9,0.11331697,1992,5,9,190204
4505,9,0.0,1992,6,9,190204
4506,9,0.0,1992,7,9,190204
4507,9,0.0017700673,1992,8,9,190204
4508,9,0.024628878,1992,9,9,190204
4509,9,0.07316937,1992,10,9,190204
4510,9,0.16107917,1992,11,9,190204
4511,9,0.19062147,1992,12,9,190204
4512,9,0.21964507,1993,1,9,190204
4513,9,0.23606424,1993,2,9,190204
4514,9,0.25010306,1993,3,9,190204
4515,9,0.14507198,1993,4,9,190204
4516,9,0.0002746582,1993,5,9,190204
4517,9,0.0,1993,6,9,190204
4518,9,0.0,1993,7,9,190204
4519,9,7.6293945e-05,1993,8,9,190204
4520,9,0.045412205,1993,9,9,190204
4521,9,0.08111949,1993,10,9,190204
4522,9,0.124242686,1993,11,9,190204
4523,9,0.17623186,1993,12,9,190204
4524,9,0.20815463,1994,1,9,190204
4525,9,0.21438055,1994,2,9,190204
4526,9,0.24535732,1994,3,9,190204
4527,9,0.18322067,1994,4,9,190204
4528,9,0.081226304,1994,5,9,190204
4529,9,9.1552734e-05,1994,6,9,190204
4530,9,0.0,1994,7,9,190204
4531,9,0.00015258789,1994,8,9,190204
4532,9,0.017288972,1994,9,9,190204
4533,9,0.055620767,1994,10,9,190204
4534,9,0.13664874,1994,11,9,190204
4535,9,0.19368872,1994,12,9,190204
4536,9,0.23202057,1995,1,9,190204
4537,9,0.26168498,1995,2,9,190204
4538,9,0.23249349,1995,3,9,190204
4539,9,0.14516354,1995,4,9,190204
4540,9,0.018570805,1995,5,9,190204
4541,9,0.0,1995,6,9,190204
4542,9,0.0,1995,7,9,190204
4543,9,0.00038146973,1995,8,9,190204
4544,9,0.0011901855,1995,9,9,190204
4545,9,0.027146626,1995,10,9,190204
4546,9,0.04167371,1995,11,9,190204
4547,9,0.060244463,1995,12,9,190204
4548,9,0.065661624,1996,1,9,190204
4549,9,0.14787969,1996,2,9,190204
4550,9,0.15898857,1996,3,9,190204
4551,9,0.107930325,1996,4,9,190204
4552,9,0.010727406,1996,5,9,190204
4553,9,0.0013885975,1996,6,9,190204
4554,9,4.5776367e-05,1996,7,9,190204
4555,9,0.00064086914,1996,8,9,190204
4556,9,0.02926774,1996,9,9,190204
4557,9,0.08606348,1996,10,9,190204
4558,9,0.11241665,1996,11,9,190204
4559,9,0.12717262,1996,12,9,190204
4560,9,0.15112996,1997,1,9,190204
4561,9,0.18935505,1997,2,9,190204
4562,9,0.18949232,1997,3,9,190204
4563,9,0.14150123,1997,4,9,190204
4564,9,0.02844367,1997,5,9,190204
4565,9,0.0,1997,6,9,190204
4566,9,0.0,1997,7,9,190204
4567,9,0.0002593994,1997,8,9,190204
4568,9,0.007690811,1997,9,9,190204
4569,9,0.040636063,1997,10,9,190204
4570,9,0.09209094,1997,11,9,190204
4571,9,0.1614759,1997,12,9,190204
4572,9,0.181771,1998,1,9,190204
4573,9,0.20664401,1998,2,9,190204
4574,9,0.21087083,1998,3,9,190204
4575,9,0.20275278,1998,4,9,190204
4576,9,0.114415646,1998,5,9,190204
4577,9,0.0,1998,6,9,190204
4578,9,0.0,1998,7,9,190204
4579,9,0.00593586,1998,8,9,190204
4580,9,0.01947112,1998,9,9,190204
4581,9,0.051439714,1998,10,9,190204
4582,9,0.079379894,1998,11,9,190204
4583,9,0.12108402,1998,12,9,190204
4584,9,0.15557046,1999,1,9,190204
4585,9,0.1744465,1999,2,9,190204
4586,9,0.19963984,1999,3,9,190204
4587,9,0.19301729,1999,4,9,190204
4588,9,0.08401875,1999,5,9,190204
4589,9,0.0,1999,6,9,190204
4590,9,1.5258789e-05,1999,7,9,190204
4591,9,0.00019836426,1999,8,9,190204
4592,9,0.0202188,1999,9,9,190204
4593,9,0.07767077,1999,10,9,190204
4594,9,0.1033525,1999,11,9,190204
4595,9,0.17229494,1999,12,9,190204
4596,9,0.21019945,2000,1,9,190204
4597,9,0.23865834,2000,2,9,190204
4598,9,0.26755986,2000,3,9,190204
4599,9,0.24419756,2000,4,9,190204
4600,9,0.094929315,2000,5,9,190204
4601,9,0.0,2000,6,9,190204
4602,9,0.0,2000,7,9,190204
4603,9,0.0005493164,2000,8,9,190204
4604,9,0.022858715,2000,9,9,190204
4605,9,0.059267856,2000,10,9,190204
4606,9,0.11052451,2000,11,9,190204
4607,9,0.16722874,2000,12,9,190204
4608,9,0.2568172,2001,1,9,190204
4609,9,0.27836353,2001,2,9,190204
4610,9,0.31262112,2001,3,9,190204
4611,9,0.2743656,2001,4,9,190204
4612,9,0.13202505,2001,5,9,190204
4613,9,0.0,2001,6,9,190204
4614,9,0.0,2001,7,9,190204
4615,9,0.00016784668,2001,8,9,190204
4616,9,0.0017700195,2001,9,9,190204
4617,9,0.041017484,2001,10,9,190204
4618,9,0.065890506,2001,11,9,190204
4619,9,0.12286935,2001,12,9,190204
4620,9,0.20327158,2002,1,9,190204
4621,9,0.2345841,2002,2,9,190204
4622,9,0.25141534,2002,3,9,190204
4623,9,0.23842946,2002,4,9,190204
4624,9,0.016831208,2002,5,9,190204
4625,9,0.0,2002,6,9,190204
4626,9,0.0,2002,7,9,190204
4627,9,0.0001373291,2002,8,9,190204
4628,9,0.0133673195,2002,9,9,190204
4629,9,0.07747245,2002,10,9,190204
