,hucmask,sd,year,month,objid,huc6
10135,19,0.11397266,2009,2,19,190601
10136,19,0.12807588,2009,3,19,190601
10137,19,0.13526037,2009,4,19,190601
10138,19,0.0031084819,2009,5,19,190601
10139,19,0.0,2009,6,19,190601
10140,19,0.0,2009,7,19,190601
10141,19,0.00019348774,2009,8,19,190601
10142,19,0.0008919362,2009,9,19,190601
10143,19,0.006692198,2009,10,19,190601
10144,19,0.025702078,2009,11,19,190601
10145,19,0.046487994,2009,12,19,190601
10146,19,0.050895903,2010,1,19,190601
10147,19,0.06126605,2010,2,19,190601
10148,19,0.06729751,2010,3,19,190601
10149,19,0.075328425,2010,4,19,190601
10150,19,0.004787062,2010,5,19,190601
10151,19,0.0,2010,6,19,190601
10152,19,0.0,2010,7,19,190601
10153,19,0.0,2010,8,19,190601
10154,19,0.0014173666,2010,9,19,190601
10155,19,0.018010926,2010,10,19,190601
10156,19,0.06337091,2010,11,19,190601
10157,19,0.094251744,2010,12,19,190601
10158,19,0.108095385,2011,1,19,190601
10159,19,0.1528482,2011,2,19,190601
10160,19,0.16072644,2011,3,19,190601
10161,19,0.16422984,2011,4,19,190601
10162,19,0.00023753372,2011,5,19,190601
10163,19,7.865355e-06,2011,6,19,190601
10164,19,0.0,2011,7,19,190601
10165,19,0.0,2011,8,19,190601
10166,19,0.00043259453,2011,9,19,190601
10167,19,0.013318249,2011,10,19,190601
10168,19,0.02774863,2011,11,19,190601
10169,19,0.06570386,2011,12,19,190601
10170,19,0.0759891,2012,1,19,190601
10171,19,0.087611526,2012,2,19,190601
10172,19,0.09106771,2012,3,19,190601
10173,19,0.088245474,2012,4,19,190601
10174,19,0.0010398147,2012,5,19,190601
10175,19,0.0,2012,6,19,190601
10176,19,3.9326776e-05,2012,7,19,190601
10177,19,0.010615541,2012,8,19,190601
10178,19,0.0065285447,2012,9,19,190601
10179,19,0.0172448,2012,10,19,190601
10180,19,0.026881872,2012,11,19,190601
10181,19,0.03543192,2012,12,19,190601
10182,19,0.06032851,2013,1,19,190601
10183,19,0.06926395,2013,2,19,190601
10184,19,0.08094923,2013,3,19,190601
10185,19,0.09303097,2013,4,19,190601
10186,19,0.01457201,2013,5,19,190601
10187,19,0.0,2013,6,19,190601
10188,19,0.0,2013,7,19,190601
10189,19,0.0005946208,2013,8,19,190601
10190,19,0.009954865,2013,9,19,190601
10191,19,0.035938475,2013,10,19,190601
10192,19,0.07375523,2013,11,19,190601
10193,19,0.1093476,2013,12,19,190601
10194,19,0.1272374,2014,1,19,190601
10195,19,0.13722843,2014,2,19,190601
10196,19,0.1437082,2014,3,19,190601
10197,19,0.13777745,2014,4,19,190601
10198,19,0.00895745,2014,5,19,190601
10199,19,0.0,2014,6,19,190601
10200,19,0.0,2014,7,19,190601
10201,19,0.0021472764,2014,8,19,190601
10202,19,0.011128411,2014,9,19,190601
10203,19,0.029199103,2014,10,19,190601
10204,19,0.03602656,2014,11,19,190601
10205,19,0.05360485,2014,12,19,190601
10206,19,0.09281703,2015,1,19,190601
10207,19,0.12731607,2015,2,19,190601
10208,19,0.14402282,2015,3,19,190601
10209,19,0.15626816,2015,4,19,190601
10210,19,0.0,2015,5,19,190601
10211,19,0.0,2015,6,19,190601
10212,19,0.0,2015,7,19,190601
10213,19,0.0013135389,2015,8,19,190601
10214,19,0.0045149005,2015,9,19,190601
10215,19,0.009350777,2015,10,19,190601
10216,19,0.03929239,2015,11,19,190601
10217,19,0.049546145,2015,12,19,190601
10218,19,0.06109456,2016,1,19,190601
10219,19,0.06729278,2016,2,19,190601
10220,19,0.071441144,2016,3,19,190601
10221,19,0.067701794,2016,4,19,190601
10222,19,0.0,2016,5,19,190601
10223,19,0.0,2016,6,19,190601
10224,19,1.2584568e-05,2016,7,19,190601
10225,19,0.0,2016,8,19,190601
10226,19,0.0002847357,2016,9,19,190601
10227,19,0.0035426347,2016,10,19,190601
10228,19,0.013346534,2016,11,19,190601
10229,19,0.03002033,2016,12,19,190601
10230,19,0.05639876,2017,1,19,190601
10231,19,0.08548462,2017,2,19,190601
10232,19,0.09451915,2017,3,19,190601
10233,19,0.07600328,2017,4,19,190601
10234,19,0.0026333553,2017,5,19,190601
10235,19,0.0,2017,6,19,190601
10236,19,0.0,2017,7,19,190601
10237,19,0.0006308064,2017,8,19,190601
10238,19,0.0027026148,2017,9,19,190601
10239,19,0.013484989,2017,10,19,190601
10240,19,0.056519907,2017,11,19,190601
10241,19,0.089206725,2017,12,19,190601
10242,19,0.10057104,2018,1,19,190601
10243,19,0.1271053,2018,2,19,190601
10244,19,0.15378107,2018,3,19,190601
10245,19,0.1484717,2018,4,19,190601
10246,19,0.0028521006,2018,5,19,190601
10247,19,0.0,2018,6,19,190601
10248,19,0.0,2018,7,19,190601
10249,19,1.730378e-05,2018,8,19,190601
10250,19,3.146142e-06,2018,9,19,190601
10251,19,0.014515434,2018,10,19,190601
10252,19,0.02954519,2018,11,19,190601
10253,19,0.04936052,2018,12,19,190601
10254,19,0.064517766,2019,1,19,190601
10255,19,0.09750026,2019,2,19,190601
10256,19,0.12563597,2019,3,19,190601
10257,19,0.11974609,2019,4,19,190601
10258,19,4.8765203e-05,2019,5,19,190601
10259,19,0.0,2019,6,19,190601
10260,19,0.0,2019,7,19,190601
10261,19,0.0,2019,8,19,190601
10262,19,0.002395856,2019,9,19,190601
10263,19,0.0072962623,2019,10,19,190601
10264,19,0.024676329,2019,11,19,190601
10265,19,0.03717492,2019,12,19,190601
10266,19,0.043333787,2020,1,19,190601
10267,19,0.05689117,2020,2,19,190601
10268,19,0.088626176,2020,3,19,190601
10269,19,0.11668633,2020,4,19,190601
10270,19,0.0,2020,5,19,190601
10271,19,0.0,2020,6,19,190601
10272,19,0.0,2020,7,19,190601
10273,19,0.00040113312,2020,8,19,190601
10274,19,0.0023203387,2020,9,19,190601
10275,19,0.008498147,2020,10,19,190601
10276,19,0.042926356,2020,11,19,190601
10277,19,0.05782562,2020,12,19,190601
10278,19,0.0720342,2021,1,19,190601
10279,19,0.07802161,2021,2,19,190601
10280,19,0.10278446,2021,3,19,190601
10281,19,0.09586108,2021,4,19,190601
10282,19,0.0012395849,2021,5,19,190601
10283,19,0.000758235,2021,6,19,190601
10284,19,0.0,2021,7,19,190601
10285,19,0.00026427594,2021,8,19,190601
10286,19,0.013340257,2021,9,19,190601
10287,19,0.02519077,2021,10,19,190601
10288,19,0.037605993,2021,11,19,190601
10289,19,0.07646895,2021,12,19,190601
10290,19,0.08950082,2022,1,19,190601
10291,19,0.1046691,2022,2,19,190601
10292,19,0.11480797,2022,3,19,190601
10293,19,0.111798555,2022,4,19,190601
10294,19,0.0042820713,2022,5,19,190601
10295,19,0.0,2022,6,19,190601
10296,19,0.0,2022,7,19,190601
10297,19,0.0,2022,8,19,190601
10298,19,0.0007110281,2022,9,19,190601
10299,19,0.013274163,2022,10,19,190601
10300,19,0.047700852,2022,11,19,190601
10301,19,0.06407415,2022,12,19,190601
10302,19,0.08422293,2023,1,19,190601
10303,19,0.09642898,2023,2,19,190601
10304,19,0.11532559,2023,3,19,190601
10305,19,0.11666431,2023,4,19,190601
10306,19,0.010025516,2023,5,19,190601
10307,19,0.0,2023,6,19,190601
10308,19,0.0,2023,7,19,190601
10309,19,1.8876852e-05,2023,8,19,190601
10310,19,0.0011751185,2023,9,19,190601
10311,19,0.032677326,2023,10,19,190601
10312,19,0.06193466,2023,11,19,190601
10313,19,0.076030016,2023,12,19,190601
10314,19,0.08684694,2024,1,19,190601
10315,19,0.10769897,2024,2,19,190601
10316,19,0.122996196,2024,3,19,190601
10317,20,0.090066195,1979,1,20,190801
10318,20,0.092140906,1979,2,20,190801
10319,20,0.108545445,1979,3,20,190801
10320,20,0.060016148,1979,4,20,190801
10321,20,0.0023194368,1979,5,20,190801
10322,20,3.521259e-06,1979,6,20,190801
10323,20,0.0,1979,7,20,190801
10324,20,0.00016550468,1979,8,20,190801
10325,20,0.004031418,1979,9,20,190801
10326,20,0.03593435,1979,10,20,190801
10327,20,0.058714412,1979,11,20,190801
10328,20,0.07181175,1979,12,20,190801
10329,20,0.08258025,1980,1,20,190801
10330,20,0.0931181,1980,2,20,190801
10331,20,0.09722115,1980,3,20,190801
10332,20,0.09573627,1980,4,20,190801
10333,20,0.014958981,1980,5,20,190801
10334,20,0.0,1980,6,20,190801
10335,20,0.001998399,1980,7,20,190801
10336,20,0.0007723441,1980,8,20,190801
10337,20,0.013575051,1980,9,20,190801
10338,20,0.02582847,1980,10,20,190801
10339,20,0.048802786,1980,11,20,190801
10340,20,0.060295537,1980,12,20,190801
10341,20,0.07167381,1981,1,20,190801
10342,20,0.0840657,1981,2,20,190801
10343,20,0.08626895,1981,3,20,190801
10344,20,0.061167073,1981,4,20,190801
10345,20,0.0011356372,1981,5,20,190801
10346,20,0.001050542,1981,6,20,190801
10347,20,4.049448e-05,1981,7,20,190801
10348,20,0.00047831167,1981,8,20,190801
10349,20,0.034620285,1981,9,20,190801
10350,20,0.051706195,1981,10,20,190801
10351,20,0.068446435,1981,11,20,190801
10352,20,0.07868908,1981,12,20,190801
10353,20,0.080337696,1982,1,20,190801
10354,20,0.09141432,1982,2,20,190801
10355,20,0.0959681,1982,3,20,190801
10356,20,0.09217553,1982,4,20,190801
10357,20,0.00884521,1982,5,20,190801
10358,20,0.0,1982,6,20,190801
10359,20,4.695012e-06,1982,7,20,190801
10360,20,0.00080169534,1982,8,20,190801
10361,20,0.0051494725,1982,9,20,190801
10362,20,0.03240882,1982,10,20,190801
10363,20,0.048953615,1982,11,20,190801
10364,20,0.06346481,1982,12,20,190801
10365,20,0.07362705,1983,1,20,190801
10366,20,0.081314884,1983,2,20,190801
10367,20,0.08337726,1983,3,20,190801
10368,20,0.040376022,1983,4,20,190801
10369,20,0.0073327506,1983,5,20,190801
10370,20,0.0,1983,6,20,190801
10371,20,7.042518e-06,1983,7,20,190801
10372,20,0.0010781233,1983,8,20,190801
10373,20,0.012968822,1983,9,20,190801
10374,20,0.037033632,1983,10,20,190801
10375,20,0.045757353,1983,11,20,190801
10376,20,0.050519474,1983,12,20,190801
10377,20,0.067842506,1984,1,20,190801
10378,20,0.082388334,1984,2,20,190801
10379,20,0.08903384,1984,3,20,190801
10380,20,0.08579531,1984,4,20,190801
10381,20,0.0056559765,1984,5,20,190801
10382,20,2.7583195e-05,1984,6,20,190801
10383,20,3.521259e-06,1984,7,20,190801
10384,20,0.006971823,1984,8,20,190801
10385,20,0.00089147093,1984,9,20,190801
10386,20,0.021097412,1984,10,20,190801
10387,20,0.031534925,1984,11,20,190801
10388,20,0.047876064,1984,12,20,190801
10389,20,0.07289753,1985,1,20,190801
10390,20,0.08740518,1985,2,20,190801
10391,20,0.09922598,1985,3,20,190801
10392,20,0.10723724,1985,4,20,190801
10393,20,0.005325541,1985,5,20,190801
10394,20,1.173753e-06,1985,6,20,190801
10395,20,0.0,1985,7,20,190801
10396,20,1.2911283e-05,1985,8,20,190801
10397,20,0.0065586567,1985,9,20,190801
10398,20,0.017561922,1985,10,20,190801
10399,20,0.028078083,1985,11,20,190801
10400,20,0.045910526,1985,12,20,190801
10401,20,0.057709064,1986,1,20,190801
10402,20,0.071483664,1986,2,20,190801
10403,20,0.078035876,1986,3,20,190801
10404,20,0.078143254,1986,4,20,190801
10405,20,0.021940788,1986,5,20,190801
10406,20,0.0,1986,6,20,190801
10407,20,1.5258789e-05,1986,7,20,190801
10408,20,0.0006473541,1986,8,20,190801
10409,20,0.0057574897,1986,9,20,190801
10410,20,0.023437431,1986,10,20,190801
10411,20,0.03699018,1986,11,20,190801
10412,20,0.062326804,1986,12,20,190801
10413,20,0.08130197,1987,1,20,190801
10414,20,0.09001985,1987,2,20,190801
10415,20,0.09102873,1987,3,20,190801
10416,20,0.07322502,1987,4,20,190801
10417,20,0.0009184929,1987,5,20,190801
10418,20,2.347506e-06,1987,6,20,190801
10419,20,0.000114444585,1987,7,20,190801
10420,20,0.0026739102,1987,8,20,190801
10421,20,0.010324803,1987,9,20,190801
10422,20,0.03318469,1987,10,20,190801
10423,20,0.05977436,1987,11,20,190801
10424,20,0.07779699,1987,12,20,190801
10425,20,0.085128576,1988,1,20,190801
10426,20,0.096582584,1988,2,20,190801
10427,20,0.10057295,1988,3,20,190801
10428,20,0.050181422,1988,4,20,190801
10429,20,0.005810899,1988,5,20,190801
10430,20,0.0,1988,6,20,190801
10431,20,3.521259e-06,1988,7,20,190801
10432,20,0.0019948573,1988,8,20,190801
10433,20,0.0071701854,1988,9,20,190801
10434,20,0.020677222,1988,10,20,190801
10435,20,0.035095084,1988,11,20,190801
10436,20,0.05339177,1988,12,20,190801
10437,20,0.06362736,1989,1,20,190801
10438,20,0.07953598,1989,2,20,190801
10439,20,0.08134424,1989,3,20,190801
10440,20,0.035157867,1989,4,20,190801
10441,20,0.0025712086,1989,5,20,190801
10442,20,0.0,1989,6,20,190801
10443,20,3.521259e-06,1989,7,20,190801
10444,20,0.0,1989,8,20,190801
10445,20,0.0010247176,1989,9,20,190801
10446,20,0.03283257,1989,10,20,190801
10447,20,0.04923825,1989,11,20,190801
10448,20,0.067833126,1989,12,20,190801
10449,20,0.085372165,1990,1,20,190801
10450,20,0.09684142,1990,2,20,190801
10451,20,0.112123206,1990,3,20,190801
10452,20,0.09010024,1990,4,20,190801
10453,20,0.0002324031,1990,5,20,190801
10454,20,0.0,1990,6,20,190801
10455,20,5.868765e-07,1990,7,20,190801
10456,20,0.00017313407,1990,8,20,190801
10457,20,0.0049423054,1990,9,20,190801
10458,20,0.022497775,1990,10,20,190801
10459,20,0.03851906,1990,11,20,190801
10460,20,0.061827924,1990,12,20,190801
10461,20,0.08623782,1991,1,20,190801
10462,20,0.09340863,1991,2,20,190801
10463,20,0.113146186,1991,3,20,190801
10464,20,0.04059377,1991,4,20,190801
10465,20,0.0011016057,1991,5,20,190801
10466,20,0.0,1991,6,20,190801
10467,20,0.0,1991,7,20,190801
10468,20,9.1552734e-05,1991,8,20,190801
10469,20,0.006121419,1991,9,20,190801
10470,20,0.03141811,1991,10,20,190801
10471,20,0.04339035,1991,11,20,190801
10472,20,0.056300465,1991,12,20,190801
10473,20,0.07437948,1992,1,20,190801
10474,20,0.09567582,1992,2,20,190801
10475,20,0.10744149,1992,3,20,190801
10476,20,0.10263592,1992,4,20,190801
10477,20,0.008005933,1992,5,20,190801
10478,20,0.0,1992,6,20,190801
10479,20,0.0,1992,7,20,190801
10480,20,0.00044076258,1992,8,20,190801
10481,20,0.011895957,1992,9,20,190801
10482,20,0.030695667,1992,10,20,190801
10483,20,0.05597356,1992,11,20,190801
10484,20,0.0701555,1992,12,20,190801
10485,20,0.10794798,1993,1,20,190801
10486,20,0.12086984,1993,2,20,190801
10487,20,0.12894619,1993,3,20,190801
10488,20,0.08081954,1993,4,20,190801
10489,20,0.0020136412,1993,5,20,190801
10490,20,0.0,1993,6,20,190801
10491,20,0.0,1993,7,20,190801
10492,20,0.0007330381,1993,8,20,190801
10493,20,0.012932433,1993,9,20,190801
10494,20,0.032671757,1993,10,20,190801
10495,20,0.052926965,1993,11,20,190801
10496,20,0.06756666,1993,12,20,190801
10497,20,0.07397919,1994,1,20,190801
10498,20,0.07908053,1994,2,20,190801
10499,20,0.10409025,1994,3,20,190801
10500,20,0.050055817,1994,4,20,190801
10501,20,0.0021328009,1994,5,20,190801
10502,20,1.2911283e-05,1994,6,20,190801
10503,20,0.0,1994,7,20,190801
10504,20,0.0009807,1994,8,20,190801
10505,20,0.016584706,1994,9,20,190801
10506,20,0.039310228,1994,10,20,190801
10507,20,0.06276405,1994,11,20,190801
10508,20,0.082632475,1994,12,20,190801
10509,20,0.09141138,1995,1,20,190801
10510,20,0.0966947,1995,2,20,190801
10511,20,0.10998512,1995,3,20,190801
10512,20,0.028198952,1995,4,20,190801
10513,20,4.695012e-05,1995,5,20,190801
10514,20,1.173753e-06,1995,6,20,190801
10515,20,0.0,1995,7,20,190801
10516,20,0.0016169053,1995,8,20,190801
10517,20,0.0010945302,1995,9,20,190801
10518,20,0.017545495,1995,10,20,190801
10519,20,0.03812233,1995,11,20,190801
10520,20,0.043484278,1995,12,20,190801
10521,20,0.049384996,1996,1,20,190801
10522,20,0.074534975,1996,2,20,190801
10523,20,0.08468723,1996,3,20,190801
10524,20,0.06832611,1996,4,20,190801
10525,20,0.0018528498,1996,5,20,190801
10526,20,3.521259e-06,1996,6,20,190801
10527,20,0.00010094826,1996,7,20,190801
10528,20,0.002112251,1996,8,20,190801
10529,20,0.035022866,1996,9,20,190801
10530,20,0.066611774,1996,10,20,190801
10531,20,0.08179439,1996,11,20,190801
10532,20,0.09260281,1996,12,20,190801
10533,20,0.098246455,1997,1,20,190801
10534,20,0.11602966,1997,2,20,190801
10535,20,0.11809435,1997,3,20,190801
10536,20,0.054196417,1997,4,20,190801
10537,20,0.009164509,1997,5,20,190801
10538,20,0.0,1997,6,20,190801
10539,20,0.0,1997,7,20,190801
10540,20,6.3382664e-05,1997,8,20,190801
10541,20,0.0024743483,1997,9,20,190801
10542,20,0.03420004,1997,10,20,190801
10543,20,0.04534417,1997,11,20,190801
10544,20,0.070345074,1997,12,20,190801
10545,20,0.07460246,1998,1,20,190801
10546,20,0.08278919,1998,2,20,190801
10547,20,0.08195402,1998,3,20,190801
10548,20,0.025164649,1998,4,20,190801
10549,20,0.00012559707,1998,5,20,190801
10550,20,0.0,1998,6,20,190801
10551,20,0.0,1998,7,20,190801
10552,20,4.8123875e-05,1998,8,20,190801
10553,20,0.0036458198,1998,9,20,190801
10554,20,0.019901885,1998,10,20,190801
10555,20,0.025599021,1998,11,20,190801
10556,20,0.038393505,1998,12,20,190801
10557,20,0.050552346,1999,1,20,190801
10558,20,0.056276422,1999,2,20,190801
10559,20,0.06180329,1999,3,20,190801
10560,20,0.03622897,1999,4,20,190801
10561,20,0.00055403344,1999,5,20,190801
10562,20,0.0,1999,6,20,190801
10563,20,9.624775e-05,1999,7,20,190801
10564,20,0.0002775926,1999,8,20,190801
10565,20,0.00526919,1999,9,20,190801
10566,20,0.037497256,1999,10,20,190801
10567,20,0.05698658,1999,11,20,190801
10568,20,0.09153171,1999,12,20,190801
10569,20,0.11383284,2000,1,20,190801
10570,20,0.1250709,2000,2,20,190801
10571,20,0.13706307,2000,3,20,190801
10572,20,0.11698453,2000,4,20,190801
10573,20,0.04464222,2000,5,20,190801
10574,20,4.871075e-05,2000,6,20,190801
10575,20,0.0,2000,7,20,190801
10576,20,0.00020834665,2000,8,20,190801
10577,20,0.010925196,2000,9,20,190801
10578,20,0.027521078,2000,10,20,190801
10579,20,0.04487582,2000,11,20,190801
10580,20,0.054849647,2000,12,20,190801
10581,20,0.075522155,2001,1,20,190801
10582,20,0.08782659,2001,2,20,190801
10583,20,0.10013981,2001,3,20,190801
10584,20,0.08990481,2001,4,20,190801
10585,20,0.025536753,2001,5,20,190801
10586,20,0.0,2001,6,20,190801
10587,20,0.000160806,2001,7,20,190801
10588,20,0.0,2001,8,20,190801
10589,20,0.0006901778,2001,9,20,190801
10590,20,0.02061617,2001,10,20,190801
10591,20,0.028078632,2001,11,20,190801
10592,20,0.03768334,2001,12,20,190801
10593,20,0.05901844,2002,1,20,190801
10594,20,0.06984034,2002,2,20,190801
10595,20,0.06945298,2002,3,20,190801
10596,20,0.073517285,2002,4,20,190801
10597,20,0.0009214346,2002,5,20,190801
10598,20,0.00031750018,2002,6,20,190801
10599,20,2.9343826e-06,2002,7,20,190801
10600,20,0.0004172912,2002,8,20,190801
10601,20,0.0010270742,2002,9,20,190801
10602,20,0.019155953,2002,10,20,190801
10603,20,0.027110254,2002,11,20,190801
10604,20,0.04279172,2002,12,20,190801
10605,20,0.048818648,2003,1,20,190801
10606,20,0.0698597,2003,2,20,190801
10607,20,0.07871785,2003,3,20,190801
10608,20,0.019005697,2003,4,20,190801
10609,20,0.003430449,2003,5,20,190801
10610,20,0.0,2003,6,20,190801
10611,20,0.00048359725,2003,7,20,190801
10612,20,3.697322e-05,2003,8,20,190801
10613,20,0.0035114086,2003,9,20,190801
10614,20,0.009939807,2003,10,20,190801
10615,20,0.041825097,2003,11,20,190801
10616,20,0.06454413,2003,12,20,190801
10617,20,0.07405897,2004,1,20,190801
10618,20,0.08523834,2004,2,20,190801
10619,20,0.09745884,2004,3,20,190801
10620,20,0.059911106,2004,4,20,190801
10621,20,0.0010505548,2004,5,20,190801
10622,20,0.0,2004,6,20,190801
10623,20,0.0,2004,7,20,190801
10624,20,0.00022770808,2004,8,20,190801
10625,20,0.0008891344,2004,9,20,190801
10626,20,0.010625294,2004,10,20,190801
10627,20,0.031365294,2004,11,20,190801
10628,20,0.044798367,2004,12,20,190801
10629,20,0.05681284,2005,1,20,190801
10630,20,0.06990315,2005,2,20,190801
10631,20,0.07888102,2005,3,20,190801
10632,20,0.031663433,2005,4,20,190801
10633,20,0.0004137626,2005,5,20,190801
10634,20,0.0,2005,6,20,190801
10635,20,9.74215e-05,2005,7,20,190801
10636,20,0.0035795157,2005,8,20,190801
10637,20,0.002490172,2005,9,20,190801
10638,20,0.007072183,2005,10,20,190801
10639,20,0.03475174,2005,11,20,190801
10640,20,0.060532067,2005,12,20,190801
10641,20,0.064200796,2006,1,20,190801
10642,20,0.0781145,2006,2,20,190801
10643,20,0.08408272,2006,3,20,190801
10644,20,0.07629041,2006,4,20,190801
10645,20,0.0016973056,2006,5,20,190801
10646,20,1.2324406e-05,2006,6,20,190801
10647,20,0.0,2006,7,20,190801
10648,20,0.00015259339,2006,8,20,190801
10649,20,0.000539345,2006,9,20,190801
10650,20,0.0064671203,2006,10,20,190801
10651,20,0.006705952,2006,11,20,190801
10652,20,0.014363859,2006,12,20,190801
10653,20,0.02532842,2007,1,20,190801
10654,20,0.024902327,2007,2,20,190801
10655,20,0.026076704,2007,3,20,190801
10656,20,0.008799419,2007,4,20,190801
10657,20,0.0013768562,2007,5,20,190801
10658,20,0.0,2007,6,20,190801
10659,20,5.75139e-05,2007,7,20,190801
10660,20,4.8123875e-05,2007,8,20,190801
10661,20,0.00015376532,2007,9,20,190801
10662,20,0.0061766296,2007,10,20,190801
10663,20,0.016321776,2007,11,20,190801
10664,20,0.020984737,2007,12,20,190801
10665,20,0.024058921,2008,1,20,190801
10666,20,0.025804969,2008,2,20,190801
10667,20,0.03365951,2008,3,20,190801
10668,20,0.022749536,2008,4,20,190801
10669,20,0.00215568,2008,5,20,190801
10670,20,0.0,2008,6,20,190801
10671,20,0.00034450018,2008,7,20,190801
10672,20,0.00011209341,2008,8,20,190801
10673,20,0.0017342494,2008,9,20,190801
10674,20,0.02020592,2008,10,20,190801
10675,20,0.032066073,2008,11,20,190801
10676,20,0.038222693,2008,12,20,190801
10677,20,0.051018927,2009,1,20,190801
10678,20,0.057912707,2009,2,20,190801
10679,20,0.06277403,2009,3,20,190801
10680,20,0.023784239,2009,4,20,190801
10681,20,0.0016644258,2009,5,20,190801
10682,20,2.6409443e-05,2009,6,20,190801
10683,20,0.0,2009,7,20,190801
10684,20,0.000614467,2009,8,20,190801
10685,20,0.0020007316,2009,9,20,190801
10686,20,0.019354314,2009,10,20,190801
10687,20,0.031638794,2009,11,20,190801
10688,20,0.040905412,2009,12,20,190801
10689,20,0.047410663,2010,1,20,190801
10690,20,0.05409548,2010,2,20,190801
10691,20,0.05761749,2010,3,20,190801
10692,20,0.013785175,2010,4,20,190801
10693,20,5.868765e-06,2010,5,20,190801
10694,20,0.0,2010,6,20,190801
10695,20,0.0,2010,7,20,190801
10696,20,3.1691332e-05,2010,8,20,190801
10697,20,0.002623435,2010,9,20,190801
10698,20,0.011676502,2010,10,20,190801
10699,20,0.049931403,2010,11,20,190801
10700,20,0.04783676,2010,12,20,190801
10701,20,0.05649123,2011,1,20,190801
10702,20,0.06884729,2011,2,20,190801
10703,20,0.07440585,2011,3,20,190801
10704,20,0.056550495,2011,4,20,190801
10705,20,0.0003926204,2011,5,20,190801
10706,20,0.0007782221,2011,6,20,190801
10707,20,0.0001748892,2011,7,20,190801
10708,20,0.0,2011,8,20,190801
10709,20,0.0011121512,2011,9,20,190801
10710,20,0.014373838,2011,10,20,190801
10711,20,0.019823845,2011,11,20,190801
10712,20,0.044497274,2011,12,20,190801
10713,20,0.05841744,2012,1,20,190801
10714,20,0.065617576,2012,2,20,190801
10715,20,0.07030049,2012,3,20,190801
10716,20,0.040104274,2012,4,20,190801
10717,20,0.0030724397,2012,5,20,190801
10718,20,3.0517578e-05,2012,6,20,190801
10719,20,0.0,2012,7,20,190801
10720,20,0.0001895666,2012,8,20,190801
10721,20,0.0021897133,2012,9,20,190801
10722,20,0.008846996,2012,10,20,190801
10723,20,0.012780435,2012,11,20,190801
10724,20,0.022123914,2012,12,20,190801
10725,20,0.03555049,2013,1,20,190801
10726,20,0.047515728,2013,2,20,190801
10727,20,0.051947426,2013,3,20,190801
10728,20,0.053502716,2013,4,20,190801
10729,20,0.0030066986,2013,5,20,190801
10730,20,0.0,2013,6,20,190801
10731,20,0.0,2013,7,20,190801
10732,20,0.00038382458,2013,8,20,190801
10733,20,0.004745696,2013,9,20,190801
10734,20,0.009043593,2013,10,20,190801
10735,20,0.041634947,2013,11,20,190801
10736,20,0.054413583,2013,12,20,190801
10737,20,0.0831472,2014,1,20,190801
10738,20,0.09189558,2014,2,20,190801
10739,20,0.09182749,2014,3,20,190801
10740,20,0.049309283,2014,4,20,190801
10741,20,0.0046306667,2014,5,20,190801
10742,20,1.4085036e-05,2014,6,20,190801
10743,20,3.521259e-06,2014,7,20,190801
10744,20,0.00047597152,2014,8,20,190801
10745,20,0.0018604499,2014,9,20,190801
10746,20,0.030291855,2014,10,20,190801
10747,20,0.032176994,2014,11,20,190801
10748,20,0.04994023,2014,12,20,190801
10749,20,0.07226247,2015,1,20,190801
10750,20,0.08012231,2015,2,20,190801
10751,20,0.087887034,2015,3,20,190801
10752,20,0.05192042,2015,4,20,190801
10753,20,0.0020711753,2015,5,20,190801
10754,20,0.0,2015,6,20,190801
10755,20,2.6996318e-05,2015,7,20,190801
10756,20,0.003591233,2015,8,20,190801
10757,20,0.01460389,2015,9,20,190801
10758,20,0.017488578,2015,10,20,190801
10759,20,0.032165255,2015,11,20,190801
10760,20,0.03401576,2015,12,20,190801
10761,20,0.03963889,2016,1,20,190801
10762,20,0.041835066,2016,2,20,190801
10763,20,0.047757536,2016,3,20,190801
10764,20,0.018829606,2016,4,20,190801
10765,20,0.000839857,2016,5,20,190801
10766,20,2.1127555e-05,2016,6,20,190801
10767,20,0.00010446585,2016,7,20,190801
10768,20,3.697322e-05,2016,8,20,190801
10769,20,0.003182169,2016,9,20,190801
10770,20,0.00891156,2016,10,20,190801
10771,20,0.010340089,2016,11,20,190801
10772,20,0.025363624,2016,12,20,190801
10773,20,0.047062624,2017,1,20,190801
10774,20,0.06826803,2017,2,20,190801
10775,20,0.071216054,2017,3,20,190801
10776,20,0.04782737,2017,4,20,190801
10777,20,0.0012999846,2017,5,20,190801
10778,20,0.0,2017,6,20,190801
10779,20,0.0,2017,7,20,190801
10780,20,0.005187629,2017,8,20,190801
10781,20,0.0041117556,2017,9,20,190801
10782,20,0.020479431,2017,10,20,190801
10783,20,0.03694909,2017,11,20,190801
10784,20,0.047670055,2017,12,20,190801
10785,20,0.060755663,2018,1,20,190801
10786,20,0.068894826,2018,2,20,190801
10787,20,0.07622057,2018,3,20,190801
10788,20,0.045414586,2018,4,20,190801
10789,20,0.0019244542,2018,5,20,190801
10790,20,1.173753e-06,2018,6,20,190801
10791,20,0.0,2018,7,20,190801
10792,20,0.0016784961,2018,8,20,190801
10793,20,0.0018041097,2018,9,20,190801
10794,20,0.018359518,2018,10,20,190801
10795,20,0.028623287,2018,11,20,190801
10796,20,0.037650466,2018,12,20,190801
