# ALYESKA
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 1980, 1981, 1989, 2012
#
d_since_march1,1982,1983,1984,1985,1986,1987,1988,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
0,0.00,6.00,5.00,0.00,0.00,0.00,12.50,0.00,9.50,0.00,10.50,0.00,1.50,8.00,6.50,0.00,0.00,10.00,3.00,7.00,11.00,8.00,1.00,0.00,0.00,0.00,0.00,5.00,0.00,8.00,9.00,10.00,12.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00
1,0.00,7.50,12.00,0.00,0.00,0.00,24.00,5.50,15.50,0.00,17.50,1.50,4.50,8.50,6.50,0.00,0.00,16.00,7.50,13.00,23.00,18.50,3.50,0.00,0.00,1.50,0.00,16.50,0.00,17.00,17.50,15.00,23.00,0.00,0.00,0.50,2.50,0.00,18.00,0.00,0.00
2,0.00,7.50,17.00,0.00,0.00,0.00,31.50,15.50,18.00,0.00,20.00,1.50,5.00,8.50,6.50,0.00,0.50,22.00,9.50,15.50,34.00,29.00,5.50,0.00,0.00,11.00,0.00,26.50,0.00,26.00,22.50,26.50,29.50,0.00,0.00,7.00,2.50,0.00,28.00,0.00,0.00
3,0.00,7.55,28.00,0.00,0.00,0.00,40.00,24.50,21.00,0.00,20.00,1.50,5.00,8.50,6.50,0.00,0.50,29.00,14.50,15.50,46.00,39.50,12.50,0.00,0.00,21.00,0.00,36.00,0.00,35.50,28.50,37.50,35.00,0.00,2.50,14.50,2.50,0.00,38.50,0.00,0.00
4,0.00,15.05,41.50,0.50,0.00,0.00,43.50,24.50,22.00,0.00,27.50,1.50,5.00,9.00,7.50,0.00,0.50,39.50,24.00,15.50,53.00,46.00,22.00,0.00,0.00,32.00,0.00,40.50,0.00,44.00,36.50,51.00,37.50,0.00,2.50,18.50,2.50,0.00,50.00,0.00,0.00
5,2.50,20.55,56.50,4.00,0.00,0.00,49.50,24.50,24.50,0.00,36.00,1.50,5.00,13.50,16.00,0.00,0.50,46.50,33.50,15.50,56.00,46.00,33.00,7.50,0.00,44.00,5.00,49.00,0.00,50.50,41.50,66.00,46.50,0.00,2.50,26.00,2.50,3.50,59.50,0.00,5.00
6,9.50,25.05,70.50,9.00,0.00,0.00,59.50,24.50,32.00,0.00,43.50,2.50,5.00,15.50,22.00,4.50,0.50,53.00,42.50,15.50,57.50,46.00,45.00,9.00,0.00,55.50,5.00,49.00,0.00,57.50,41.50,79.50,56.50,0.00,2.50,35.00,2.50,3.50,63.00,0.00,8.50
7,14.00,25.05,84.50,10.00,0.00,3.50,69.50,25.00,36.00,10.00,52.00,14.50,5.00,17.00,26.50,12.00,0.50,58.00,54.50,15.50,60.00,46.00,59.00,9.00,0.00,66.00,5.00,49.00,2.50,68.50,41.50,89.50,68.50,0.00,2.50,43.00,2.50,3.50,68.50,4.00,14.00
8,15.50,25.05,102.50,19.50,0.00,10.00,79.00,26.00,36.00,22.00,60.00,28.00,5.00,17.00,27.50,17.50,0.50,63.00,64.50,15.50,61.50,46.00,72.00,9.00,0.00,77.50,5.00,51.00,3.50,79.00,41.50,89.50,78.00,0.00,8.00,53.00,8.00,3.50,79.00,12.00,14.00
9,19.50,25.55,119.00,29.00,0.00,13.50,88.50,26.00,36.00,34.00,61.50,39.00,5.00,17.00,27.50,20.00,0.50,64.50,75.00,15.50,61.50,46.00,86.00,9.00,0.00,89.00,11.00,51.00,3.50,88.50,41.50,89.50,91.00,0.00,13.50,63.50,8.00,11.00,88.00,19.00,14.00
10,21.50,27.55,134.00,39.50,5.50,18.50,101.00,26.00,36.00,46.50,68.00,48.00,5.00,19.00,27.50,23.50,0.50,69.00,88.50,15.50,61.50,55.00,100.50,9.00,0.00,97.50,19.00,51.00,3.50,95.00,52.50,89.50,101.50,0.00,18.50,75.50,8.00,13.00,98.00,23.00,14.00
11,21.50,35.05,145.50,42.00,7.50,22.50,111.50,31.50,36.00,58.50,78.50,58.00,5.00,26.50,27.50,30.00,0.94,78.50,100.50,15.50,61.50,65.50,112.50,9.00,0.00,102.00,30.00,51.00,3.50,95.00,65.00,89.50,112.50,0.00,18.50,84.50,8.00,13.00,109.50,23.00,14.00
12,21.50,45.05,155.00,49.50,20.50,27.00,123.50,40.00,36.00,66.50,88.00,69.00,5.00,35.00,27.50,42.50,12.94,90.00,110.50,15.50,61.50,71.50,124.00,9.00,0.00,104.00,38.50,51.00,3.50,95.00,75.50,89.50,123.50,0.00,25.50,94.00,8.00,13.00,120.50,23.00,22.00
13,21.50,45.69,164.50,50.50,30.50,28.00,132.50,40.64,37.00,72.50,93.00,79.50,5.00,45.50,28.00,54.50,22.94,100.50,121.50,15.50,61.50,79.00,133.00,9.00,0.00,106.00,41.00,51.00,3.50,95.00,87.50,89.50,135.50,0.00,37.00,106.00,8.00,13.00,126.00,23.00,24.00
14,21.50,58.69,176.00,53.00,41.50,28.00,140.00,43.64,41.00,81.00,94.50,90.00,5.00,57.00,28.00,66.50,28.44,113.50,133.00,15.50,61.50,87.50,140.50,9.00,0.00,106.00,41.00,51.50,3.50,95.00,91.00,89.50,146.00,0.00,43.50,118.50,8.00,13.00,126.00,23.00,24.00
15,23.00,68.69,187.50,53.00,54.00,38.00,150.00,46.14,41.00,90.00,96.50,90.74,5.00,66.00,28.00,77.50,33.94,126.00,145.00,15.50,65.50,95.00,151.00,9.00,0.00,109.50,41.00,62.00,3.50,95.00,91.00,89.50,158.50,0.00,50.50,131.00,8.00,13.00,126.00,24.00,27.00
16,25.36,77.19,196.50,56.00,62.50,45.00,161.50,47.64,41.00,97.00,100.00,90.74,5.00,74.00,28.00,89.50,33.94,137.50,154.00,23.50,79.50,95.00,157.50,9.00,0.00,113.00,41.00,68.50,13.50,95.00,91.00,100.50,171.00,0.00,62.00,145.00,8.50,13.00,139.00,28.00,34.00
17,35.36,83.69,208.00,60.00,70.50,48.50,171.50,50.14,45.50,103.50,100.00,90.74,6.00,82.00,28.00,101.50,33.94,149.00,162.00,30.50,87.00,95.00,163.00,9.00,0.00,115.50,41.00,77.00,18.00,95.00,97.50,114.50,177.50,0.00,73.00,159.00,13.50,13.00,145.50,33.00,46.00
18,46.86,88.69,211.50,67.00,76.00,56.50,179.50,50.14,45.50,113.50,103.50,90.74,6.00,88.00,35.00,114.00,36.44,157.00,162.00,39.50,94.50,95.00,172.00,10.50,0.00,115.50,41.00,88.00,21.00,95.00,103.00,128.00,181.50,0.00,85.00,172.50,17.00,13.00,155.00,40.00,54.00
19,57.86,95.19,214.48,75.00,79.00,66.50,187.50,50.14,45.50,124.50,108.50,90.74,6.00,90.50,43.50,130.00,44.94,165.00,162.00,45.50,100.00,95.00,179.50,15.00,0.00,119.50,41.00,101.50,24.00,95.00,103.50,140.50,186.00,0.00,96.50,186.00,25.00,13.00,165.00,49.50,62.50
20,69.86,106.19,222.98,84.50,85.00,75.00,194.00,50.14,45.50,135.00,117.50,93.82,6.00,92.50,49.50,142.00,53.94,176.00,162.00,50.50,100.00,95.00,184.50,21.50,0.00,125.00,41.00,112.50,29.50,95.00,107.50,151.50,199.00,0.00,104.00,206.50,37.00,13.00,174.00,57.50,70.50
21,77.86,115.69,230.48,93.50,93.00,86.00,201.50,57.64,45.50,144.50,126.00,93.82,6.00,97.50,55.00,154.00,63.94,189.00,162.00,51.00,100.00,95.00,191.50,33.50,0.00,133.50,41.00,118.00,37.00,95.00,113.00,164.50,219.00,0.00,105.50,223.00,45.00,13.00,179.00,66.00,80.50
22,86.36,124.69,234.98,101.50,100.00,100.00,210.00,64.14,50.00,154.00,136.50,98.32,6.00,105.00,59.50,165.00,72.94,201.00,162.00,52.00,100.00,102.00,199.00,44.00,0.00,141.00,42.00,126.00,45.50,97.50,116.00,178.00,235.00,0.00,105.50,238.00,51.00,13.00,182.50,73.50,92.50
23,92.86,130.21,239.98,112.50,108.00,112.00,216.50,71.14,55.00,163.50,138.50,106.82,6.00,113.00,59.50,180.00,85.44,211.00,166.50,55.50,100.00,113.00,204.00,51.00,0.00,143.50,48.50,132.50,55.50,101.00,119.50,191.00,255.50,0.00,107.00,252.50,59.00,13.00,188.50,77.00,106.00
24,96.86,141.71,246.48,121.50,116.50,119.50,222.00,84.14,61.50,174.00,138.50,117.32,6.00,120.00,59.50,191.00,95.94,220.50,170.00,61.50,102.00,122.50,211.50,58.00,0.00,152.00,56.00,143.00,64.00,101.00,123.50,205.50,273.50,0.00,110.50,267.50,70.00,15.00,202.00,83.50,119.50
25,97.36,153.21,256.98,123.50,123.50,129.00,222.00,97.64,73.00,184.50,138.50,128.32,6.00,129.00,59.50,203.00,106.94,229.00,183.50,71.00,112.50,125.50,217.50,66.50,0.00,158.00,63.50,150.50,73.00,101.00,128.00,224.50,287.00,0.00,117.00,282.00,82.50,21.00,214.00,83.50,132.00
26,97.36,165.21,269.98,123.50,123.50,139.00,223.50,112.14,84.50,189.50,143.00,138.32,6.50,140.50,59.50,210.00,119.94,230.50,198.00,79.00,121.50,125.50,228.00,75.00,0.00,160.50,75.50,157.00,80.50,101.00,132.50,238.00,297.50,0.00,126.00,294.50,92.50,22.50,224.50,85.00,145.50
27,100.36,179.71,278.98,123.50,123.50,148.00,226.50,124.64,91.50,191.50,152.00,145.32,18.50,150.00,65.61,217.00,130.44,230.50,209.00,83.50,129.00,128.50,233.50,84.50,0.00,164.50,81.00,165.00,88.00,101.00,138.50,252.50,308.00,1.00,134.50,312.50,94.00,25.00,234.00,93.00,155.50
28,100.36,190.21,284.98,125.00,123.50,160.00,233.00,134.64,99.50,191.50,163.50,159.32,30.00,158.50,74.61,221.00,136.94,233.00,217.50,87.00,135.50,129.00,236.50,93.50,0.00,166.00,84.50,178.00,93.50,103.00,143.00,266.50,317.50,9.00,144.00,329.00,94.00,28.50,245.00,99.50,168.00
29,100.36,201.71,293.48,128.50,123.50,171.00,242.00,146.64,105.00,191.50,173.00,171.82,42.00,167.00,77.61,231.00,143.94,246.00,228.50,87.00,140.50,129.00,236.50,97.50,0.00,169.50,91.00,192.00,106.00,112.00,146.50,278.00,334.50,13.50,149.50,343.50,94.00,34.50,256.50,107.00,177.00
30,100.36,210.71,301.98,128.50,123.50,180.50,252.50,158.14,109.00,191.50,188.50,186.32,57.50,176.00,82.11,235.50,148.94,257.50,231.50,87.00,141.50,129.00,240.50,104.00,0.00,177.50,92.50,205.00,120.00,124.00,150.50,290.50,350.50,20.50,153.50,357.50,94.00,41.00,268.00,115.00,187.50
31,100.36,224.71,314.98,128.50,123.50,187.00,261.00,166.14,111.00,201.50,203.00,200.82,71.50,179.50,89.61,242.80,156.94,265.00,234.00,87.00,141.50,129.00,252.00,115.00,2.50,188.50,92.50,215.50,129.50,132.00,155.50,305.00,373.50,32.50,157.00,374.00,94.00,44.00,281.50,119.50,198.00
32,100.36,236.21,327.98,128.50,131.52,197.00,269.00,173.64,119.50,214.00,216.50,214.82,86.00,180.50,100.11,252.30,166.94,270.50,237.00,87.00,141.50,129.00,257.00,127.50,9.50,200.50,92.50,226.50,139.00,137.00,163.00,317.00,391.50,44.50,164.00,389.50,100.00,44.00,293.50,125.50,209.00
33,100.36,248.21,338.48,128.50,134.52,208.50,277.50,181.14,131.00,216.50,228.00,227.32,99.50,180.50,109.11,260.30,166.94,284.00,247.50,87.00,141.50,133.50,261.50,136.50,19.50,214.50,93.50,239.50,149.00,144.50,171.50,331.00,406.50,56.50,171.00,403.50,109.00,44.00,306.50,131.50,210.50
34,100.36,261.71,346.48,138.04,136.02,220.00,283.00,190.64,143.50,216.50,237.50,240.82,112.00,181.50,118.61,271.80,169.94,298.50,258.50,89.00,143.50,144.00,268.50,144.50,28.50,229.00,99.00,252.00,162.00,152.50,180.00,343.50,421.50,69.00,177.00,417.50,117.00,51.50,317.00,137.00,216.50
35,102.36,272.21,357.98,138.04,139.52,231.00,287.00,200.64,156.00,217.00,248.00,254.32,128.00,190.50,132.11,282.80,173.44,308.50,267.50,91.50,147.50,153.50,276.50,158.00,40.00,241.50,100.50,262.50,174.50,157.50,191.00,356.50,438.50,81.50,181.00,429.00,130.00,61.50,329.00,145.00,226.00
36,110.86,278.21,366.48,138.04,139.52,241.00,291.00,208.64,168.00,219.00,261.00,269.32,138.50,201.00,145.61,295.30,185.44,318.00,273.00,96.50,151.50,167.00,289.00,169.00,53.00,247.00,104.00,270.50,180.50,162.00,204.50,368.00,455.00,95.50,189.00,444.50,141.00,61.50,341.50,151.50,
37,123.86,289.21,376.48,140.04,139.52,251.00,294.50,219.64,177.81,224.50,272.50,280.82,150.50,207.50,162.11,307.80,189.94,328.00,277.50,105.00,156.00,181.00,301.50,178.50,68.00,247.50,116.00,279.50,188.50,167.00,218.00,381.50,469.50,109.50,194.00,458.50,141.00,61.50,353.00,151.50,
38,137.86,293.21,384.98,148.54,139.52,261.50,297.50,232.14,190.31,230.00,283.50,293.32,163.50,214.00,177.61,315.30,189.94,339.50,289.50,112.50,164.00,194.00,315.50,191.00,82.50,248.50,122.00,280.50,198.00,168.00,225.50,397.00,485.00,123.50,205.50,475.00,141.00,61.50,363.00,152.00,
39,147.36,293.71,394.48,150.54,139.52,272.00,303.50,244.64,199.31,235.50,295.00,305.82,180.50,222.00,191.61,327.30,189.94,351.00,300.50,119.50,174.50,207.50,327.00,203.50,97.00,252.50,127.50,283.00,209.00,168.00,225.50,411.50,501.00,137.00,222.50,491.00,144.50,61.50,369.50,152.00,
40,153.86,298.71,405.98,150.54,139.52,285.50,312.00,259.14,211.81,242.50,308.00,316.82,192.00,229.50,207.11,337.80,197.44,362.00,312.00,125.50,188.50,221.50,341.50,216.00,111.50,252.50,135.00,287.50,221.50,168.00,225.50,423.50,518.50,150.00,238.00,505.50,147.00,61.50,373.00,152.00,
41,160.86,303.21,412.98,150.54,143.52,300.00,322.50,272.64,223.81,248.50,318.50,329.82,204.00,241.50,224.61,348.30,205.94,370.00,324.50,126.50,203.50,232.50,355.50,226.50,124.50,252.50,144.00,295.50,234.00,168.00,225.50,436.00,535.50,162.00,254.00,519.00,153.50,61.50,379.00,152.50,
42,164.36,310.21,419.48,150.54,148.52,313.00,332.00,285.14,233.31,248.50,328.50,342.82,219.00,254.00,243.11,356.80,218.44,382.50,336.50,126.50,224.00,244.50,370.00,234.50,137.00,252.50,153.00,307.00,245.50,168.00,232.50,449.50,552.00,175.00,268.00,532.00,163.50,64.50,387.50,158.00,
43,168.36,321.71,433.48,150.54,157.02,326.50,341.00,300.14,243.31,248.50,341.00,353.32,232.50,268.00,259.61,366.80,230.94,399.00,347.00,126.50,240.50,258.50,382.00,245.50,148.00,252.50,164.00,318.50,256.50,168.00,245.00,460.00,570.00,189.00,286.50,544.50,176.50,77.50,402.00,170.50,
44,171.86,330.21,443.98,150.54,168.02,338.50,350.50,315.14,256.81,248.50,353.00,363.32,245.00,282.00,274.11,377.30,240.94,415.50,358.00,126.50,250.50,273.50,396.00,257.00,158.50,254.00,174.50,332.00,266.00,168.00,256.50,468.50,588.00,204.00,303.00,558.00,188.00,90.50,413.00,179.50,
45,176.36,344.71,457.98,150.54,178.52,347.00,361.00,330.14,268.81,260.50,366.00,371.32,258.50,294.21,287.61,387.30,251.44,429.50,365.50,133.00,263.00,286.50,409.50,267.00,171.50,268.50,185.00,342.50,278.50,169.50,271.50,476.50,610.00,221.00,319.00,572.00,204.50,102.00,425.50,190.00,
46,185.36,352.21,466.98,160.54,188.52,353.50,373.00,345.14,280.31,274.50,380.50,371.32,269.00,306.71,301.61,400.80,265.94,445.00,380.50,138.50,274.00,301.50,420.50,270.00,184.50,274.50,196.50,349.50,290.50,172.00,286.50,488.50,629.00,237.50,335.00,587.00,219.00,114.00,439.00,203.50,
47,197.86,360.21,475.48,169.04,202.52,358.00,386.00,361.14,290.81,288.00,397.50,371.32,283.00,320.21,308.61,415.30,278.94,463.00,391.50,145.00,285.00,312.50,432.50,275.00,199.50,278.50,209.00,358.50,305.50,172.50,302.00,503.00,646.00,248.50,350.00,601.00,236.50,128.50,449.50,217.00,
48,201.36,371.71,480.98,182.04,213.52,364.50,401.00,376.64,303.81,303.00,413.50,375.32,296.50,335.21,314.11,429.80,295.94,477.50,403.50,154.00,299.00,326.50,445.00,282.50,214.50,286.50,224.50,372.50,318.00,173.00,319.00,516.00,663.50,259.00,362.50,614.50,255.00,144.50,461.50,224.50,
49,207.36,382.21,486.48,193.04,221.02,372.00,414.00,391.64,317.81,315.50,427.00,385.82,307.50,351.21,321.61,443.80,313.44,489.50,417.00,164.00,313.50,340.50,456.00,294.00,229.50,297.50,238.50,386.00,332.00,175.50,332.00,531.50,680.50,272.00,375.50,625.50,275.00,168.50,472.50,231.50,
50,217.86,392.71,495.98,203.04,232.02,382.50,427.50,407.14,331.31,330.00,437.50,398.32,322.00,365.21,328.61,458.30,328.44,500.00,433.00,174.50,328.50,353.50,470.50,304.00,244.50,310.50,252.50,396.00,347.50,181.00,348.50,546.50,697.00,286.00,392.50,636.50,292.50,191.50,483.00,242.00,
51,228.36,403.21,509.48,210.54,241.02,394.00,442.00,421.64,344.31,344.00,449.50,412.82,336.00,381.21,336.11,472.30,342.94,513.00,449.00,186.50,342.50,366.50,487.00,314.50,259.00,326.00,264.50,409.50,360.00,190.50,364.00,556.00,712.50,301.50,407.50,647.50,306.00,209.50,495.50,255.50,
52,238.86,417.21,515.48,221.54,250.02,409.50,452.50,438.14,354.31,357.50,464.50,429.82,350.00,397.21,346.61,486.30,356.94,526.50,463.50,195.50,355.00,380.00,504.00,324.50,273.50,342.50,278.00,423.50,364.50,201.00,382.50,567.00,731.50,318.00,422.00,658.50,320.50,229.50,506.50,272.50,
53,250.36,433.71,517.48,231.54,257.02,422.00,466.00,454.14,365.81,373.00,482.50,447.32,364.00,415.21,362.11,499.30,369.44,538.50,478.00,202.00,370.50,392.50,519.00,337.00,294.00,357.50,292.50,437.00,379.21,215.50,401.00,579.50,751.00,338.00,438.00,668.50,339.50,248.00,520.00,287.50,
54,260.36,447.21,532.89,246.04,266.02,433.50,480.00,471.14,379.31,388.00,500.00,463.82,380.50,429.21,380.61,514.80,387.94,549.00,491.50,210.50,391.00,408.00,539.00,351.50,308.00,374.50,305.50,448.50,394.71,226.00,417.00,593.50,771.50,359.00,454.50,678.50,358.00,266.50,535.00,298.00,
55,271.86,467.71,544.89,260.04,275.52,448.50,492.50,486.64,399.31,400.50,518.00,484.32,393.00,444.71,403.11,531.80,403.44,560.50,505.50,220.50,412.50,422.50,555.50,362.50,322.50,394.50,319.00,461.00,411.71,238.50,433.00,609.00,791.50,377.00,466.50,689.00,374.00,285.00,553.00,309.00,
56,282.36,485.71,560.09,270.04,286.02,462.00,506.50,502.64,414.81,415.00,537.50,506.82,406.00,456.71,421.61,548.80,414.44,572.00,520.50,231.50,432.00,437.00,577.50,375.00,334.50,404.00,332.50,478.00,428.71,248.50,446.50,627.00,810.00,394.00,480.50,702.50,391.00,304.00,570.50,320.00,
57,294.86,503.21,574.09,283.54,296.52,473.50,518.50,519.14,429.81,431.00,556.50,526.32,423.00,471.71,441.11,564.30,422.94,587.50,537.50,247.00,456.50,454.00,603.00,388.00,350.50,418.50,348.50,493.50,442.21,255.50,462.50,647.50,826.50,413.50,497.50,717.50,408.50,324.00,589.00,334.50,
