# DUTCH_HARBOR
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 1980, 1981, 1982, 1983, 1984, 1986, 1987, 1988, 1989, 1990, 2001, 2008, 2009, 2018, 2019, 2021
#
d_since_march1,1985,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2002,2003,2004,2005,2006,2007,2010,2011,2012,2013,2014,2015,2016,2017,2020,2022,2023,2024
94,931.20,1241.95,1105.64,1257.31,946.06,1126.89,1419.80,1288.96,1328.58,1168.64,1121.26,1441.22,1364.22,1333.78,1307.41,1299.00,1045.79,950.79,1202.50,920.50,1112.50,1327.50,1403.88,1489.50,1275.00,1505.25,1208.72,1301.40,
95,948.70,1259.45,1124.14,1278.81,961.06,1144.89,1442.30,1313.96,1352.08,1186.14,1138.26,1461.22,1387.22,1358.28,1331.91,1321.50,1065.79,970.79,1221.50,937.50,1134.00,1346.50,1425.38,1511.50,1296.50,1530.25,1229.72,1321.90,
96,966.20,1277.45,1143.64,1297.81,977.56,1161.89,1468.30,1335.46,1375.08,1208.14,1157.26,1480.22,1410.22,1380.28,1352.41,1341.00,1083.29,989.79,1241.00,955.50,1154.50,1365.00,1446.38,1535.00,1318.00,1551.25,1251.22,1343.40,
97,983.70,1298.44,1164.14,1315.81,996.06,1180.39,1497.80,1356.96,1398.08,1232.14,1178.26,1500.72,1432.72,1403.78,1373.41,1365.00,1102.29,1005.79,1260.50,971.50,1174.00,1385.50,1464.38,1557.50,1341.50,1572.25,1271.22,1365.40,
98,999.20,1315.94,1184.14,1333.81,1016.56,1201.89,1523.80,1376.96,1420.58,1253.75,1200.26,1520.72,1455.22,1425.78,1395.91,1389.00,1122.79,1026.79,1280.50,990.50,1194.00,1406.50,1485.38,1580.50,1371.00,1591.75,1291.72,1385.90,
99,1015.70,1334.94,1201.64,1352.81,1035.56,1219.39,1547.80,1399.46,1441.58,1274.75,1221.26,1542.72,1476.22,1447.78,1416.41,1412.50,1144.79,1045.29,1298.50,1012.00,1214.00,1430.00,1507.38,1607.50,1395.50,1611.75,1311.22,1407.13,
100,1037.20,1353.44,1225.14,1373.81,1056.06,1238.89,1570.80,1420.96,1461.58,1298.25,1238.76,1566.22,1498.22,1468.28,1437.91,1433.00,1167.29,1064.29,1318.00,1030.50,1237.50,1452.00,1531.38,1633.50,1419.50,1631.25,1334.72,1428.13,
101,1054.20,1375.44,1248.14,1392.81,1074.56,1258.39,1593.80,1442.96,1483.08,1317.75,1255.26,1588.72,1520.72,1490.78,1460.41,1454.50,1187.79,1083.29,1337.50,1049.50,1260.00,1472.00,1553.38,1659.00,1440.00,1652.25,1356.72,1447.63,
102,1074.20,1398.94,1272.14,1410.81,1094.56,1276.39,1612.30,1464.46,1505.58,1336.25,1273.76,1612.22,1543.22,1507.78,1482.91,1477.50,1206.79,1100.29,1359.50,1067.50,1283.00,1493.00,1579.88,1680.50,1460.50,1678.25,1377.61,1468.13,
103,1092.70,1423.44,1297.14,1432.81,1115.06,1297.88,1633.80,1484.96,1529.08,1354.25,1293.26,1634.22,1564.72,1527.78,1503.91,1497.50,1227.79,1119.29,1380.50,1089.00,1304.00,1515.00,1602.38,1702.50,1482.00,1703.25,1398.61,1492.13,
104,1110.70,1443.44,1318.14,1454.81,1138.56,1325.38,1657.80,1505.96,1553.08,1371.25,1311.26,1661.72,1587.22,1549.28,1526.91,1518.50,1249.29,1143.79,1401.50,1108.00,1326.50,1538.00,1628.38,1728.50,1503.00,1726.75,1418.11,1515.63,
105,1127.20,1465.94,1340.14,1473.81,1160.06,1349.88,1682.30,1528.96,1574.08,1388.75,1331.26,1685.22,1609.22,1571.28,1549.41,1540.00,1275.79,1168.29,1421.50,1129.50,1356.50,1560.50,1651.88,1754.50,1528.00,1751.25,1438.61,1538.63,
106,1147.20,1485.94,1361.14,1494.31,1181.06,1373.88,1705.80,1550.96,1597.08,1408.25,1351.76,1704.22,1634.22,1593.78,1572.41,1561.00,1300.29,1191.79,1442.50,1149.00,1383.00,1584.00,1672.38,1778.50,1552.50,1775.25,1458.11,1560.13,
107,1166.70,1509.44,1379.64,1513.81,1204.56,1395.88,1726.30,1572.46,1621.08,1428.75,1374.76,1728.22,1659.72,1614.78,1596.91,1583.00,1321.79,1215.29,1464.50,1169.50,1410.00,1605.50,1695.88,1802.50,1575.50,1798.25,1483.11,1580.13,
108,1184.20,1533.44,1402.64,1532.81,1227.06,1417.38,1751.30,1595.46,1646.08,1450.25,1394.76,1754.22,1677.72,1636.28,1620.91,1605.00,1345.79,1238.29,1488.00,1190.50,1432.50,1624.00,1719.38,1829.50,1597.00,1821.75,1507.11,1600.63,
109,1206.20,1555.44,1424.14,1553.31,1249.86,1438.88,1775.30,1617.96,1666.58,1474.75,1413.26,1781.22,1700.22,1658.78,1644.41,1627.50,1369.79,1260.29,1512.50,1212.50,1456.00,1648.50,1742.38,1854.50,1621.00,1846.25,1528.61,1625.13,
110,1224.70,1572.44,1443.64,1574.81,1276.36,1456.88,1802.30,1640.96,1687.58,1496.25,1432.26,1805.72,1724.22,1676.78,1666.91,1649.50,1391.29,1283.29,1534.00,1236.50,1479.50,1673.50,1766.88,1881.50,1645.00,1870.75,1552.11,1652.63,
111,1247.70,1590.94,1463.64,1597.31,1298.36,1476.88,1826.80,1666.96,1708.58,1519.75,1453.26,1832.22,1746.72,1699.78,1691.91,1672.00,1411.29,1306.79,1555.50,1257.50,1503.50,1695.50,1791.38,1908.00,1670.00,1894.75,1572.11,1677.13,
112,1270.20,1609.94,1482.14,1622.31,1327.36,1498.38,1851.30,1690.96,1729.08,1538.75,1476.76,1852.72,1768.72,1725.78,1715.41,1694.50,1431.79,1327.29,1576.50,1276.00,1526.50,1719.00,1814.88,1936.00,1693.00,1918.75,1591.61,1703.13,
113,1291.20,1632.94,1505.64,1648.81,1353.86,1518.88,1877.30,1715.46,1749.08,1559.25,1497.76,1879.72,1791.22,1756.28,1740.91,1717.50,1458.29,1349.29,1598.50,1297.00,1550.50,1741.00,1840.38,1969.50,1716.00,1944.25,1612.61,1732.63,
114,1310.70,1656.44,1531.64,1671.31,1379.36,1540.38,1899.30,1737.46,1769.08,1583.75,1520.26,1901.72,1809.72,1780.28,1765.41,1739.00,1487.29,1372.79,1622.00,1318.50,1573.50,1762.00,1865.38,1999.00,1736.50,1966.25,1639.11,1758.63,
115,1328.20,1678.94,1557.14,1695.31,1402.36,1563.88,1927.80,1758.46,1791.08,1604.25,1546.26,1926.22,1831.22,1803.28,1790.41,1761.50,1511.29,1394.29,1644.50,1340.00,1595.50,1788.50,1888.38,2027.00,1762.00,1990.25,1664.61,1783.13,
116,1349.70,1701.94,1584.14,1721.31,1424.36,1585.88,1953.80,1781.96,1819.58,1624.75,1570.76,1950.22,1854.22,1826.28,1814.41,1784.50,1536.79,1415.29,1665.50,1363.50,1620.00,1810.50,1913.38,2055.50,1790.00,2013.75,1694.11,1806.63,
117,1372.20,1725.94,1609.64,1743.31,1447.36,1609.88,1978.30,1805.96,1847.08,1645.25,1592.26,1972.72,1878.22,1846.28,1836.41,1807.00,1559.79,1438.84,1690.50,1384.50,1643.00,1832.00,1938.88,2082.50,1817.00,2038.25,1717.61,1829.63,
118,1402.70,1748.44,1634.64,1766.81,1466.36,1632.38,1999.30,1829.28,1870.58,1664.75,1617.76,1995.72,1902.22,1869.60,1862.41,1831.50,1585.29,1462.34,1714.00,1404.50,1665.50,1854.00,1965.88,2104.50,1840.50,2064.75,1745.61,1852.13,
119,1439.20,1770.44,1655.64,1788.81,1488.86,1654.38,2020.80,1853.33,1894.08,1684.75,1643.26,2018.22,1926.27,1898.60,1889.91,1859.00,1610.29,1484.84,1737.00,1424.50,1686.00,1879.50,1989.38,2130.50,1867.00,2092.25,1772.11,1874.13,
120,1471.70,1792.94,1680.14,1810.31,1510.86,1680.38,2042.80,1883.33,1920.58,1706.25,1672.26,2039.72,1956.27,1924.10,1915.91,1888.00,1633.29,1508.84,1759.50,1446.50,1712.00,1906.00,2014.88,2158.50,1893.00,2114.25,1802.61,1897.13,
121,1505.20,1815.44,1705.64,1833.31,1534.86,1703.88,2064.80,1910.33,1943.08,1729.25,1702.26,2063.22,1980.85,1949.10,1943.41,1915.00,1656.79,1533.34,1782.00,1469.50,1741.50,1928.50,2039.38,2184.00,1918.00,2140.25,1833.61,1919.13,
