"ID","ALT_ID","STATION NAME","STATE","LATITUDE","LONGITUDE","ELEV(FT)","DOMAINS"
"CSXC1","","CAMP SIX","CA","41.8308","-123.8764","3698","co"
"CSZC1","","COLD SPRINGS","CA","41.7814","-120.3193","6379","co"
"CTGC1","","ROBLAR CANYON","CA","33.3722","-117.3597","915","co"
"CTGC9","","CMP TARGET RANGE","CA","33.3722","-117.3588","917","co"
"CTOC1","","CORRALITOS","CA","36.9909","-121.8048","327","co"
"CUUC1","","CHUCHUPATE","CA","34.8064","-119.0136","5280","co"
"CUVC1","","CUYAMA VALLEY","CA","34.9654","-119.8801","2535","co"
"CVBC1","","CATHEYS VALLEY","CA","37.3802","-120.0769","1234","co"
"CVEC1","","CONVERSE","CA","34.1942","-116.913","5618","co"
"CWNC1","","CATALINA ISLAND","CA","33.3508","-118.3522","1570","co oc"
"CYVC1","","COYOTE","CA","39.9881","-120.4775","5570","co"
"DBLC1","","DIABLO GRANDE","CA","37.3293","-121.2953","1861","co"
"DEMC1","","DEMOCRAT","CA","35.5319","-118.6305","2364","co"
"DENC1","","DESCANSO","CA","32.8574","-116.6223","3567","co"
"DEVC1","","DEATH VALLEY","CA","36.4622","-116.8669","-194","co"
"DEXC1","","DEXTER","CA","37.8389","-118.7718","7981","co"
"DGRC1","","MT. WASHINGTON","CA","34.1041","-118.2149","920","co"
"DKYC1","","DINKEY","CA","37.0665","-119.1572","5737","co"
"DLVC1","","DEL VALLE","CA","34.4297","-118.6671","1278","co"
"DNTC1","","DELNORTE","CA","34.0092","-119.6541","800","co oc"
"DOGC1","","DOG VALLEY","CA","39.5619","-120.0477","5976","co"
"DPMC1","","DOS PALMAS","CA","33.5054","-115.8396","-95","co"
"DPXC1","","DAVIS POINT  SAN PP","CA","38.057","-122.259","25","co"
"DRAC1","","SUMMIT","CA","40.5","-121.42","6962","co"
"DSCA3","","DESERT CENTER","CA","33.7133","-115.4004","905","co"
"DUCC1","","DUNCAN","CA","39.1439","-120.5088","7100","co"
"DUIC1","","DUTCH-INDY","CA","41.6435","-123.444","2296","co"
"DVOC1","","DEVORE","CA","34.1821","-117.3851","1605","co"
"DYLC1","","DOYLE","CA","40.0589","-120.0937","4320","co"
"E0673","","CUYAMA FIRE STATION","CA","34.9456","-119.6819","2160","co"
"ECKC1","","ALDER SPRINGS","CA","39.6516","-122.7245","4543","co"
"ECSC1","","EL CARISO","CA","33.6471","-117.412","2733","co"
"EDRC1","","CATHEDRAL CANYON","CA","33.7687","-116.4801","605","co"
"EELC1","","EEL RIVER (MNF)","CA","39.8253","-123.0825","1500","co"
"EMRC1","","EL MIRAGE","CA","34.6344","-117.5488","2880","co"
"EPKC1","","EAGLE PEAK","CA","39.9269","-122.6419","3713","co"
"EPTC1","","EEL POINT","CA","32.9255","-118.5419","81","co oc"
"EPWC1","","EL PORTAL","CA","37.6753","-119.7879","2073","co"
"ERCC1","","EEL RIVER CAMP","CA","40.1384","-123.8237","476","co"
"ESPC1","","BANNER ROAD","CA","38.2844","-120.4897","2803","co"
"FBZC1","","FALLBROOK","CA","33.3829","-117.2855","879","co"
"FCHC1","","FANCHER CREEK","CA","36.8837","-119.4757","916","co"
"FGMC1","","FIGUEROA","CA","34.7344","-120.0065","3183","co"
"FHCC1","","FISH CREEK MOUNTAINS","CA","32.9903","-116.0669","781","co"
"FHLC1","","FORT HUNTER LIGGET","CA","36.0117","-121.2416","1116","co"
"FLAC1","","BEAR FLAT","CA","41.2953","-120.314","5972","co"
"FMOC1","","FRIEND MTN.","CA","40.5055","-123.3431","4418","co"
"FMRC1","","FIVE MILE","CA","35.8711","-117.9183","4150","co"
"FNWC1","","FENCE MEADOW","CA","36.9621","-119.1755","5240","co"
"FRCC1","","FREMONT CANYON","CA","33.8111","-117.7083","1781","co"
"FSHC1","","SEEDORCHARD","CA","39.0914","-120.7316","4355","co"
"FTBRG","","FORT BRAGG","CA","39.4457","-123.8053","85","co oc"
"FTNC1","","FOUNTAIN SPRINGS","CA","35.8912","-118.9155","794","co"
"FTPC1","","SAN FRANCISCO WLON","CA","37.8063","-122.4659","11","co"
"FWSC1","","FAWNSKIN","CA","34.2661","-116.8988","6900","co"
"GARVL","","GARBERVILLE","CA","40.1001","-123.7949","535","co"
"GMTC1","","GRASS MOUNTAIN","CA","34.6408","-118.4141","4626","co"
"GNFC1","","GIANT FOREST","CA","36.5667","-118.7833","6400","co"
"GNSC1","","GREEN SPRING","CA","37.8342","-120.5031","1108","co"
"GNTC1","","APPLE VALLEY 2","CA","34.5926","-117.1683","3159","co"
"GORC1","","GORDON","CA","40.7561","-120.8921","6215","co"
"GOSC1","","GOOSE VALLEY","CA","33.0843","-116.8769","1835","co"
"GQEC1","","GASQUET 2","CA","41.8383","-123.9453","452","co"
"GRSC1","","GRASSHOPPER","CA","40.7817","-120.7843","6158","co"
"GVPC1","","GRAPEVINE PEAK","CA","34.9017","-118.9033","4647","co"
"GVTC1","","GAVIOTA","CA","34.4884","-120.2357","878","co oc"
"GZFC1","","STEELY FORK","CA","38.6261","-120.5278","4010","co"
"HDVC1","","HIDDEN VALLEY","CA","40.4419","-120.6269","4452","co"
"HDZC1","","HERNANDEZ","CA","36.3825","-120.8558","3733","co"
"HFLC1","","HART FLAT","CA","35.2511","-118.6002","2685","co"
"HGLC1","","HIGH GLADE LOOKOUT","CA","39.2089","-122.8099","4807","co"
"HHPC1","","HEAPS PEAK","CA","34.2348","-117.1388","6455","co"
"HLKC1","","HORSE LAKE","CA","40.6233","-120.4777","5100","co"
"HLLC1","","HELL HOLE","CA","39.0697","-120.4198","5240","co"
"HMDC1","","HOMEWOOD","CA","39.0835","-120.1711","7121","co"
"HMMC1","","SAGE","CA","33.6054","-116.939","2560","co"
"HMRC1","","HUMBUG SUMMIT","CA","40.1095","-121.3826","6714","co"
"HNGC1","","HENNINGER FLATS","CA","34.1951","-118.0936","2800","co"
"HOAC1","","HOOPA","CA","41.0492","-123.677","328","co"
"HPDC1","","HOPLAND UC","CA","39.0308","-123.0805","2682","co"
"HRVC1","","HARVEST OIL PLATFORM","CA","34.468","-120.673","30","co oc"
"HSEC1","","HOLLISTER","CA","36.8422","-121.3621","404","co"
"HSGC1","","HIGHLAND SPRINGS","CA","33.8782","-116.9531","2233","co"
"HSPC1","","SPRING VALLEY","CA","37.5625","-122.4363","1075","co oc"
"HSQC1","","HIGH SIERRA","CA","37.3147","-119.0393","7431","co"
"HTRC1","","HUNTER MOUNTAIN","CA","36.5625","-117.4736","6880","co"
"HTSC1","","HORSE THIEF SPRINGS","CA","35.7707","-115.9094","5046","co"
"HUMC1","","SUGARLOAF","CA","36.7267","-118.675","7950","co"
"HWKC1","","HAWKEYE","CA","38.7351","-122.837","2024","co"
"HYFC1","","HAYFORK","CA","40.5485","-123.1651","2325","co"
"ICAC1","","SANTA MONICA PIER","CA","34.008","-118.5","45","co"
"IDPC1","","OAK CREEK","CA","36.8436","-118.2655","4900","co"
"IDWC1","","INDIAN WELL","CA","41.7117","-121.5063","4777","co"
"IIWC1","","NAVY PIER SAN DIEGO","CA","32.714","-117.175","171","co"
"INRC1","","SAN CLEMENTE NRO","CA","32.996","-118.553","700","co oc"
"INTC1","","PANAMINT","CA","36.1203","-117.0877","6880","co"
"ISCC1","SCNC1 SCNC1","OP1 (SAN CLEMENTE IS","CA","32.8263","-118.3616","622","co oc"
"IWLC1","","INDIAN WELLS CANYON","CA","35.6849","-117.8896","3882","co"
"JBGC1","","JARBO GAP","CA","39.7359","-121.4889","2535","co"
"JPFC1","","JUNIPER FLAT","CA","33.78","-117.08","2119","co"
"JPRC1","","JUNIPER CREEK","CA","41.3327","-120.4728","4636","co"
"JSDC1","","JERSEYDALE","CA","37.5437","-119.8396","3762","co"
"JSNC1","","JOHNSONDALE","CA","35.9711","-118.5407","4684","co"
"JTAC1","","JUANITA LAKE","CA","41.8019","-122.1097","5173","co"
"JULC1","","JULIAN","CA","33.0757","-116.5925","4238","co"
"JWBC1","","JAWBONE","CA","35.2949","-118.2267","4545","co"
"K0O2","0O2","BAKER","CA","35.2863","-116.0814","922","co"
"K0O4","0O4","CORNING MUNI","CA","39.9461","-122.1711","296","co"
"K0O9","0O9","WARD FIELD","CA","41.8456","-123.9848","356","co"
"K0Q5","0Q5","SHELTER COVE","CA","40.0282","-124.0743","73","co"
"K1O2","1O2","LAMPSON FIELD","CA","38.9906","-122.9007","1380","co"
"K1O5","1O5","MONTAGUE/ROHRER","CA","41.7333","-122.55","2525","co"
"K1O6","1O6","DUNSMUIR MUNI-MOTT","CA","41.2629","-122.272","3261","co"
"K1Q2","1Q2","SPAULDING","CA","40.6503","-120.7685","5116","co"
"K1Q4","1Q4","NEW JERUSALEM","CA","37.6778","-121.3012","62","co"
"K1Q5","1Q5","GRAVELLY VALLEY","CA","39.4507","-122.9546","1900","co"
"K2O1","2O1","GANSNER FIELD","CA","39.9439","-120.9454","3419","co"
"K2O6","2O6","CHOWCHILLA","CA","37.1133","-120.247","243","co"
"K2O7","2O7","INDEPENDENCE","CA","36.8164","-118.2049","3908","co"
"K36S","36S","HAPPY CAMP","CA","41.7907","-123.3889","1209","co"
"K3A6","","NEWHALL","CA","34.37","-118.57","1401","co"
"K3O1","3O1","GUSTINE","CA","37.2606","-120.9643","79","co"
"K49X","49X","CHEMEHUEVI VALLEY","CA","34.5289","-114.432","638","co"
"K51Q","51Q","SAN FRANCISCO LS","CA","37.75","-122.6833","99999","oc"
"K87Q","87Q","SAN SIMEON (AMOS)","CA","35.6667","-121.2833","69","co"
"K89Q","89Q","POINT ARENA","CA","38.95","-123.7333","99999","oc"
"K95Q","95Q","POINT PINOS","CA","36.6333","-121.9333","99999","oc"
"K9L2","","EDWARDS AFB AUX N","CA","34.9915","-117.8631","2300","co"
"KA24","A24","CALIFORNIA PINES","CA","41.4123","-120.6839","4389","co"
"KA26","A26","ADIN","CA","41.1865","-120.9544","4234","co"
"KA28","A28","FORT BIDWELL","CA","41.8765","-120.1466","4616","co"
"KA30","A30","SCOTT VALLEY","CA","41.5578","-122.8549","2728","co"
"KA32","A32","BUTTE VALLEY","CA","41.8873","-121.9756","4243","co"
"KAAT","KO00 KS11 S11","ALTURAS","CA","41.4914","-120.5644","4366","co"
"KACV","ACV","ARCATA","CA","40.9792","-124.1058","200","co"
"KAJO","","CORONA_MUNI_ARPT","CA","33.8977","-117.6024","534","co"
"KAPC","APC","NAPA","CA","38.2167","-122.2833","33","co"
"KAPV","","APPLE VALLEY","CA","34.5753","-117.1862","3062","co"
"KAUN","","AUBURN MUNI AP","CA","38.9548","-121.0817","1532","co"
"KAVX","AVX","AVALON","CA","33.4044","-118.4133","1602","co oc"
"KBAB","BAB","BEALE AFB","CA","39.1333","-121.4333","112","co"
"KBAN","","USMC MTN WARFARE TRA","CA","38.3557","-119.5188","6748","co"
"KBFL","BFL","BAKERSFIELD","CA","35.4167","-119.05","492","co"
"KBIH","BIH","BISHOP       ASOS","CA","37.3667","-118.3667","4145","co"
"KBLH","BLH","BLYTHE","CA","33.6186","-114.7142","390","co"
"KBLU","BLU","BLUE CANYON  ASOS","CA","39.2833","-120.7","5286","co"
"KBNG","","BANNING MUNI","CA","33.9226","-116.851","2222","co"
"KBNY","BNY","BURNEY","CA","40.8833","-121.6667","3140","co"
"KBUO","BUO","BEAUMONT","CA","33.9333","-116.9667","2599","co"
"KBUR","BUR","BURBANK","CA","34.2","-118.3667","774","co"
"KBWC","","BRAWLEY MUNI","CA","32.9929","-115.5173","-128","co"
"KBYS","BYS","BICYCLE LAKE AAF","CA","35.2833","-116.6167","2350","co"
"KC80","","NEW COALINGA MUNI","CA","36.1621","-120.2948","625","co"
"KC83","","BYRON","CA","37.8284","-121.6258","79","co"
"KCCR","CCR","CONCORD","CA","37.9833","-122.05","59","co"
"KCEC","CEC","CRESCENT CITY","CA","41.7833","-124.2333","56","co"
"KCIC","CIC","CHICO","CA","39.7833","-121.85","236","co"
"KCLR","","CLIFF HATFIELD MEMOR","CA","33.1313","-115.5214","-182","co"
"KCMA","CMA","CAMARILLO   AWOS","CA","34.2139","-119.0943","75","co oc"
"KCNO","CNO","CHINO","CA","33.9667","-117.6333","692","co"
"KCPM","","COMPTON/WOODLEY","CA","33.8899","-118.2438","99","co"
"KCPU","","CALAVERAS CO-MAURY R","CA","38.1461","-120.6482","1328","co"
"KCQT","","USC CAMPUS","CA","34.0253","-118.2881","184","co"
"KCRQ","CRQ","CARLSBAD","CA","33.1333","-117.2833","328","co"
"KCVH","CVH","HOLLISTER MUNI ARPT","CA","36.8933","-121.4103","230","co"
"KCXL","","CALEXICO INTL","CA","32.6674","-115.5176","6","co"
"KCZZ","CZZ","CAMPO","CA","32.6167","-116.4667","2631","co"
"KD63","D63","DINSMORE","CA","40.492","-123.5982","2375","co"
"KD83","D83","BOONVILLE","CA","39.014","-123.3816","379","co"
"KD86","D86","SEQUOIA FIELD","CA","36.4479","-119.3187","313","co"
"KDAG","DAG","DAGGETT","CA","34.8536","-116.7858","1921","co"
"KDLO","","DELANO MUNI","CA","35.7456","-119.2365","316","co"
"KDVO","","GNOSS_FIELD_ARPT","CA","38.1433","-122.556","3","co"
"KDWA","","YOLO COUNTY","CA","38.5794","-121.8569","100","co"
"KE16","","SAN MARTIN","CA","37.0815","-121.5968","282","co"
"KE36","E36","GEORGETOWN","CA","38.9211","-120.8648","2625","co"
"KE45","E45","PINE MOUNTAIN LAKE","CA","37.8617","-120.1786","2933","co"
"KEDU","","UNIVERSITY_AIRPORT","CA","38.5315","-121.7865","69","co"
"KEDW","EDW","EDWARDS AFB","CA","34.9","-117.8667","2303","co"
"KEED","EED","NEEDLES","CA","34.7667","-114.6167","887","co"
"KEKA","EKA","EUREKA","CA","40.8","-124.1667","60","co"
"KELC1","","KONOCTI","CA","38.9119","-122.7063","2163","co"
"KEMT","EMT","EL MONTE","CA","34.0833","-118.0333","299","co"
"KF34","F34","FIREBAUGH","CA","36.86","-120.4645","157","co"
"KF62","F62","HAYFORK","CA","40.547","-123.1796","2334","co"
"KF70","","MURRIETA/TEMECUL","CA","33.5742","-117.1285","1352","co"
"KF72","F72","FRANKLIN FIELD","CA","38.304","-121.4293","23","co"
"KFAT","FAT","FRESNO       ASOS","CA","36.7667","-119.7167","327","co"
"KFCH","","FRESNO-CHANDLER","CA","36.73","-119.82","279","co"
"KFOT","","FORTUNA","CA","40.5529","-124.1333","394","co"
"KFUL","FUL","FULLERTON","CA","33.8667","-117.9667","95","co"
"KGOO","","GRASS VALLEY","CA","39.224","-121.003","3156","co"
"KGXA","","PALMDALE","CA","34.5666","-117.6704","3028","co"
"KH37","H37","HERLONG","CA","40.1387","-120.18","4062","co"
"KH47","H47","HYAMPOM","CA","40.6256","-123.4685","1277","co"
"KHAF","","HALF MOON BAY AP","CA","37.5136","-122.4996","66","co oc"
"KHES","","HEALDSBURG MUNI","CA","38.6529","-122.8986","280","co"
"KHHR","HHR","HAWTHORNE","CA","33.9167","-118.3333","62","co"
"KHJO","O18","HANFORD","CA","36.3175","-119.6294","249","co"
"KHMT","","HEMET-RYAN","CA","33.734","-117.0223","1515","co"
"KHNX","","HANFORD  WFO","CA","36.3139","-119.6322","240","co"
"KHWD","HWD","HAYWARD","CA","37.65","-122.1167","49","co"
"KIPL","IPL","IMPERIAL","CA","32.8344","-115.5753","-58","co"
"KIYK","","INYOKERN","CA","35.67","-117.83","2457","co"
"KIZA","","SANTA_YNEZ","CA","34.6","-120.07","673","co"
"KJAQ","","WESTOVER FIELD AMADO","CA","38.3768","-120.7939","1694","co"
"KKIC","","MESA DEL REY","CA","36.2286","-121.1213","374","co"
"KL04","L04","HOLTVILLE","CA","32.8449","-115.2685","59","co"
"KL05","L05","KERN VALLEY","CA","35.7282","-118.4197","2614","co"
"KL06","L06","FURNACE CREEK","CA","36.4605","-116.8798","-210","co"
"KL08","L08","BORREGO VALLEY","CA","33.259","-116.321","522","co"
"KL09","L09","STOVEPIPE WELLS","CA","36.6038","-117.1592","25","co"
"KL17","L17","TAFT-KERN COUNTY","CA","35.1417","-119.4378","858","co"
"KL18","","FALLBROOK AIRPAR","CA","33.3542","-117.2509","709","co"
"KL19","L19","WASCO-KERN COUNTY","CA","35.6199","-119.3537","312","co"
"KL22","L22","YUCCA VALLEY","CA","34.1298","-116.4069","3224","co"
"KL35","","BIG BEAR CITY ARPT","CA","34.2667","-116.85","6748","co"
"KL45","L45","BAKERSFIELD MUNI","CA","35.3249","-118.996","378","co"
"KL52","L52","OCEANO COUNTY","CA","35.1015","-120.6223","14","co oc"
"KL54","L54","AGUA CALIENTE SPRING","CA","32.9557","-116.2947","1220","co"
"KL61","L61","SHOSHONE","CA","35.9686","-116.2693","1568","co"
"KL62","L62","ELK HILLS-BUTTONWILL","CA","35.3534","-119.4797","326","co"
"KL71","L71","CALIFORNIA CITY MUNI","CA","35.1513","-118.0167","2454","co"
"KL72","L72","TRONA","CA","35.8127","-117.3269","1718","co"
"KL73","L73","POSO-KERN COUNTY","CA","35.5964","-119.1283","635","co"
"KL77","L77","CHIRIACO SUMMIT","CA","33.6648","-115.7104","1711","co"
"KL78","L78","JACUMBA","CA","32.6159","-116.1655","2844","co"
"KL84","L84","LOST HILLS-KERN COUN","CA","35.6248","-119.6861","274","co"
"KL90","L90","OCOTILLO","CA","33.1478","-116.1316","160","co"
"KLAX","LAX","LOS ANGELES","CA","33.9333","-118.4","104","co"
"KLGB","LGB","LONG BEACH","CA","33.8167","-118.15","40","co"
"KLHM","","LINCOLN_RGNL_ARPT","CA","38.91","-121.35","37","co"
"KLLR","","LITTLE RIVER","CA","39.2621","-123.7538","574","co"
"KLOX","","OXNARD  WFO","CA","34.2072","-119.1378","60","co oc"
"KLPC","","LOMPOC_(AWOS)","CA","34.67","-120.47","89","co oc"
"KLSN","","LOS BANOS MUNI","CA","37.0639","-120.8699","121","co"
"KLVK","LVK","LIVERMORE","CA","37.7","-121.8167","397","co"
"KM45","M45","ALPINE COUNTY","CA","38.7348","-119.7671","5872","co"
"KM90","M90","WILLIAM ROBERT JOHNS","CA","36.7586","-120.3714","162","co"
"KMAE","","MADERA","CA","36.98","-120.12","253","co"
"KMCC","MCC","MCCLELLAN AFB","CA","38.6667","-121.4","76","co"
"KMCE","MCE","MERCED","CA","37.2848","-120.5139","154","co"
"KMER","MER","CASTLE AFB","CA","37.3667","-120.5667","187","co"
"KMHR","MHR","MATHER AFB","CA","38.55","-121.3","95","co"
"KMHS","MHS","MT SHASTA      ASOS","CA","41.3167","-122.3167","3543","co"
"KMHV","MHV","MOJAVE","CA","35.0667","-118.15","2825","co"
"KMIT","","SHAFTER-MINTER FIELD","CA","35.5075","-119.1921","425","co"
"KMMH","MMH","MAMMOTH LAKES","CA","37.6333","-118.85","7111","co"
"KMOD","45738 MOD","MODESTO AP","CA","37.6242","-120.9506","73","co"
"KMPI","","MARIPOSA-YOSEMITE","CA","37.5109","-120.0395","2254","co"
"KMRY","MRY","MONTEREY","CA","36.5833","-121.85","220","co"
"KMTR","","MONTEREY WFO","CA","36.5928","-121.8556","52","co"
"KMWS","MWS","MT. WILSON","CA","34.2333","-118.0667","5706","co"
"KMYF","MYF","SAN DIEGO","CA","32.8167","-117.15","417","co"
"KMYV","MYV","MARYSVILLE","CA","39.1","-121.5667","72","co"
"KNC1","NC1","CUDDEBACK AFR","CA","35.3333","-117.3333","2835","co"
"KNFG","NFG OCS","CAMP PENDLETON","CA","33.3013","-117.3552","78","co"
"KNGZ","NGZ","ALAMEDA NAS","CA","37.7833","-122.3167","30","co"
"KNID","NID","CHINA LAKE NAS","CA","35.6855","-117.692","2283","co"
"KNJK","","EL_CENTRO_NAF","CA","32.8292","-115.6717","-42","co"
"KNKX","NKX","MIRAMAR NAS","CA","32.8683","-117.1425","478","co"
"KNLC","NLC","LEMOORE NAS","CA","36.3333","-119.95","240","co"
"KNNC1","","KNEELAND","CA","40.7199","-123.9282","2737","co"
"KNRC","NRC","CROWS LANDING NAS","CA","37.4","-121.1","165","co"
"KNRS","NRS","IMPERIAL BCH. NAS","CA","32.5667","-117.1167","26","co"
"KNSI","NSI","SAN NICOLAS I.NAS","CA","33.2398","-119.4582","506","co oc"
"KNTD","NTD","POINT MUGU NAS","CA","34.1203","-119.121","12","co oc"
"KNTK","NTK","SANTA ANA MCAS","CA","33.7","-117.8333","59","co"
"KNUC","NUC","SAN CLEM.ISL.NAS","CA","33.0227","-118.5885","184","co oc"
"KNUQ","NUQ","MOUNTAIN VIEW NAS","CA","37.4167","-122.05","39","co oc"
"KNWC1","","KEENWILD","CA","33.7083","-116.7169","4752","co"
"KNWF","NWF","LONG BEACH NAS","CA","33.75","-118.2333","13","co"
"KNXC1","","KNOXVILLE CREEK","CA","38.8619","-122.4172","2200","co"
"KNXF","","OCEANSIDE","CA","33.2856","-117.4565","89","co"
"KNXP","NXP","29 PALMS","CA","34.2962","-116.1622","2051","co"
"KNZY","NZY","NORTH ISLAND NAS","CA","32.6992","-117.2153","24","co"
"KO02","O02","NERVINO","CA","39.8185","-120.3528","4900","co"
"KO05","O05","ROGERS FIELD","CA","40.2824","-121.2412","4534","co"
"KO08","O08","COLUSA COUNTY","CA","39.179","-121.9933","49","co"
"KO09","O09","ROUND VALLEY","CA","39.7905","-123.2663","1434","co"
"KO15","O15","TURLOCK MUNI","CA","37.484","-120.6973","161","co"
"KO16","O16","GARBERVILLE","CA","40.0854","-123.8141","550","co"
"KO19","O19","KNEELAND","CA","40.719","-123.9272","2745","co"
"KO21","O21","HOOPA","CA","41.0415","-123.6678","356","co"
"KO22","","COLUMBIA ARPT","CA","38.0304","-120.4146","2119","co"
"KO24","O24","LEE VINING","CA","37.9577","-119.1058","6802","co"
"KO26","O26","LONE PINE/DEATH VALL","CA","36.5887","-118.0494","3710","co"
"KO27","O27","OAKDALE","CA","37.7563","-120.8002","237","co"
"KO28","O28","ELLS FIELD-WILLITS M","CA","39.4513","-123.3723","2066","co"
"KO32","O32","REEDLEY MUNI","CA","36.671","-119.451","386","co"
"KO33","O33","SAMOA FIELD","CA","40.7809","-124.2123","20","co"
"KO37","O37","HAIGH FIELD","CA","39.7204","-122.1464","218","co"
"KO39","O39","RAVENDALE","CA","40.8037","-120.3662","5306","co"
"KO42","O42","WOODLAKE","CA","36.3988","-119.1068","425","co"
"KO46","O46","WEED","CA","41.4808","-122.4545","2943","co"
"KO52","O52","SUTTER COUNTY","CA","39.1237","-121.6054","60","co"
"KO54","","WEAVERVILLE APT","CA","40.7473","-122.9223","2350","co"
"KO55","O55","SOUTHARD FIELD","CA","41.1395","-121.1241","4163","co"
"KO57","O57","BRYANT FIELD","CA","38.2647","-119.2227","6472","co"
"KO59","O59","CEDARVILLE","CA","41.5536","-120.1656","4623","co"
"KO60","O60","CLOVERDALE MUNI","CA","38.7763","-122.9926","276","co"
"KO61","O61","CAMERON PARK","CA","38.684","-120.9875","1287","co"
"KO69","","PETALUMA","CA","38.2578","-122.6053","89","co"
"KO79","O79","SIERRAVILLE DEARWATE","CA","39.5817","-120.354","4984","co"
"KO81","O81","TULELAKE MUNI","CA","41.8906","-121.3607","4044","co"
"KO85","O85","BENTON FIELD","CA","40.5737","-122.4073","723","co"
"KO86","","TRINITY CENTER","CA","40.9845","-122.6934","2392","co"
"KO87","O87","SHELTER COVE","CA","40.0167","-124.0667","69","co oc"
"KO88","O88","RIO VISTA MUNI","CA","38.1934","-121.7036","23","co"
"KO89","O89","FALL RIVER MILLS","CA","41.0174","-121.435","3328","co"
"KOAK","OAK","OAKLAND","CA","37.7214","-122.2208","7","co"
"KOAR","OAR","FORT ORD","CA","36.6833","-121.7667","135","co"
"KOKB","","OCEANSIDE","CA","33.2194","-117.3494","26","co"
"KONT","ONT","ONTARIO","CA","34.056","-117.6012","942","co"
"KOTC1","","SOCARBCV2","CA","38.5683","-121.4928","13","co"
"KOVE","","OROVILLE","CA","39.4947","-121.6203","190","co"
"KOXR","OXR","OXNARD","CA","34.2","-119.2","43","co oc"
"KPAO","PAO","PALO ALTO","CA","37.4667","-122.1167","2","co oc"
"KPES","PES","PESCADERO","CA","37.25","-122.3833","469","co oc"
"KPMD","PMD","PALMDALE","CA","34.6333","-118.0833","2539","co"
"KPOC","POC","LA VERNE","CA","34.1","-117.7833","1043","co"
"KPOM","POM","POMONA","CA","34.05","-117.75","863","co"
"KPRB","PRB","PASO ROBLES","CA","35.6697","-120.6283","810","co"
"KPSP","PSP","PALM SPRINGS","CA","33.8333","-116.5","479","co"
"KPTV","","PORTERVILLE_(AWOS)","CA","36.03","-119.07","443","co"
"KPVF","PVF","PLACERVILLE ARPT","CA","38.7242","-120.7533","2585","co"
"KRAL","RAL","RIVERSIDE","CA","33.95","-117.45","814","co"
"KRBL","RBL","RED BLUFF      ASOS","CA","40.15","-122.25","353","co"
"KRDD","RDD","REDDING","CA","40.5","-122.3","499","co"
"KREI","","REDLANDS MUNI","CA","34.0853","-117.1464","1574","co"
"KRHV","RHV","SAN JOSE","CA","37.3333","-121.8167","133","co"
"KRIV","RIV","MARCH AFB","CA","33.9","-117.25","1535","co"
"KRNC1","","RIVERKERN","CA","35.7772","-118.4337","3044","co"
"KRNM","KL39","RAMONA","CA","33.0375","-116.9158","1400","co"
"KRTC1","","KRN03","CA","34.8236","-118.963","4981","co"
"KS51","S51","ANDY MC BETH","CA","41.512","-123.9957","42","co"
"KSAC","SAC","SACRAMENTO","CA","38.5167","-121.5","25","co"
"KSAN","SAN","SAN DIEGO","CA","32.7333","-117.1667","28","co"
"KSBA","SBA","SANTA BARBARA","CA","34.4333","-119.8333","20","co oc"
"KSBD","SBD","SAN BERNARDINO","CA","34.1","-117.2333","1155","co"
"KSBP","SBP","SAN LUIS OBISPO","CA","35.2333","-120.6333","207","co"
"KSCK","SCK","STOCKTON","CA","37.9","-121.25","27","co"
"KSDB","SDB","SANDBURG       ASOS","CA","34.7436","-118.7244","4521","co"
"KSDM","SDM","SAN DIEGO/BROWN","CA","32.5667","-116.9833","525","co"
"KSEE","SEE","SANTEE","CA","32.8167","-116.9667","384","co"
"KSFO","SFO","SAN FRANCISCO","CA","37.6167","-122.3833","18","co oc"
"KSGX","","SAN DIEGO  WFO","CA","32.73","-117.17","30","co"
"KSIY","SIY O71","MONTAGUE/SSK AWOS","CA","41.7833","-122.4667","2634","co"
"KSJC","SJC","SAN JOSE","CA","37.3592","-121.9242","42","co"
"KSLI","SLI","LOS ALAMITOS","CA","33.7833","-118.05","35","co"
"KSMF","SMF","SACRAMENTO MET AP","CA","38.7","-121.6","33","co"
"KSMO","SMO","SANTA MONICA","CA","34.0136","-118.4556","174","co"
"KSMX","SMX","SANTA MARIA","CA","34.9","-120.45","238","co"
"KSNA","SNA","SANTA ANA","CA","33.6667","-117.8833","52","co"
"KSNS","SNS","SALINAS","CA","36.6667","-121.6","75","co"
"KSQL","SQL","SAN CARLOS","CA","37.5167","-122.25","2","co oc"
"KSRF","SRF","HAMILTON AFB","CA","38.0667","-122.5","3","co"
"KSTO","","SACRAMENTO  WFO","CA","38.6092","-121.3872","54","co"
"KSTS","STS","SANTA ROSA","CA","38.5","-122.8167","148","co"
"KSUU","SUU","TRAVIS AFB","CA","38.2667","-121.9333","62","co"
"KSVE","SVE","SUSANVILLE","CA","40.3833","-120.5667","4200","co"
"KSXC","SXC","SANTA CATALINA","CA","33.4","-118.4167","1581","co oc"
"KSZN","SZN","SANTA CRUZ IS","CA","34.05","-119.9","33","co oc"
"KT42","T42","RUTH","CA","40.2115","-123.2977","2781","co"
"KTCY","","TRACY MUNI","CA","37.6889","-121.4416","193","co"
"KTLC1","","KETTLEMAN HILLS","CA","36.0311","-120.0548","810","co"
"KTLR","","MEFFORD FIELD","CA","36.1566","-119.3266","265","co"
