"ID","ALT_ID","STATION NAME","STATE","LATITUDE","LONGITUDE","ELEV(FT)","DOMAINS"
"PILM4","","PASSAGE ISLAND","MI","48.2233","-88.3667","641","co oc"
"PNLM4","","PORT INLAND","MI","45.97","-85.8711","587","co"
"PRKM4","","MUNISING","MI","46.4258","-86.62","742","co"
"PSCM4","","PORT SANILAC","MI","43.4225","-82.5358","623","co"
"PTIM4","","POINT IROQUOIS","MI","46.4843","-84.6317","607","co oc"
"RACM4","","RACO","MI","46.358","-84.8039","750","co oc"
"RANM4","","RANDVILLE","MI","46","-88.06","1255","co"
"RCKM4","","ROCK CUT","MI","46.2646","-84.191","27","co oc"
"REXM4","","REXTON","MI","46.1532","-85.2707","862","co oc"
"ROAM4","","ROCK OF AGES","MI","47.8663","-89.3143","602","co oc"
"RSCM4","","ROSCOMMON","MI","44.4718","-84.5707","1176","co"
"RYDM4","","RUDYARD","MI","46.2408","-84.5111","700","co oc"
"SBDM4","","BEAR","MI","44.7612","-86.0586","617","co oc"
"SBLM4","","SAGINAW BAY LIGHT 1","MI","43.806","-83.719","591","co oc"
"SCKM4","","SILVER CREEK","MI","44.3764","-83.5997","704","co"
"SJOM4","","ST JOSEPH","MI","42.0989","-86.4942","597","co"
"SNYM4","","SENEY","MI","46.2403","-85.9428","900","co"
"SPCM4","","SPINCICH LAKE","MI","46.4578","-85.6272","896","co"
"SRLM4","","SPECTACLE REEF LIGHT","MI","45.773","-84.137","581","co oc"
"STDM4","","STANNARD ROCK","MI","47.1828","-87.226","600","co oc"
"STOM4","","STONINGTON","MI","45.9011","-86.9311","643","co"
"SVNM4","","SOUTH HAVEN","MI","42.4014","-86.288","577","co"
"SWPM4","","SOUTHWEST PIER","MI","46.5012","-84.3733","30","co"
"TBIM4","","THUNDER BAY ISLAND","MI","45.035","-83.194","577","co oc"
"TRLM4","","TROUT LAKE","MI","46.1899","-84.9811","867","co oc"
"WINM4","","WINDIGO","MI","47.9113","-89.1426","962","co oc"
"WKFM4","","WAKEFIELD","MI","46.4403","-89.8267","1200","co"
"WLLM4","","WELLSTON","MI","44.2222","-85.9416","796","co"
"WMTM4","","WATERSMEET","MI","46.2689","-89.17","1605","co"
"WNEM4","","WEST NEEBISH","MI","46.2831","-84.205","39","co oc"
"WSLM4","","WHITE SHOAL LIGHT","MI","45.842","-85.135","581","co oc"
"45027","","NORTH OF DULUTH","MN","46.864","-91.929","600","co"
"AGRM5","","AGASSIZ","MN","48.305","-95.8742","920","co"
"BDRM5","","BADOURA","MN","46.8616","-94.7294","1475","co"
"BIRM5","","BRAINERD","MN","46.3972","-94.1303","1220","co"
"BMJM5","","BEMIDJI","MN","47.5017","-94.9251","1377","co"
"BSTM5","","BIG STONE NWR","MN","45.2611","-96.3417","878","co"
"BTTM5","","BAUDETTE","MN","48.6703","-94.6172","1113","co"
"CASM5","","CASS LAKE","MN","47.3778","-94.615","1300","co"
"CAVM5","","CARLOS AVERY","MN","45.3028","-93.1011","900","co"
"CSCM5","","SHERBURNE","MN","45.5314","-93.7522","1002","co"
"CUTM5","","CUTFOOT","MN","47.5364","-94.0544","1300","co"
"CWZT","","DAUPHIN COASTAL STAT","MN","51.1003","-100.0569","1001","co"
"DMLM5","","DETROIT LAKES","MN","46.8489","-95.8464","1385","co"
"DULM5","","DULUTH","MN","46.775","-92.0933","610","co"
"EFFM5","","EFFIE","MN","47.7794","-93.6461","1340","co"
"ELOM5","","ELY","MN","47.8286","-91.8369","1455","co"
"FRNM5","","FERNBERG","MN","47.9461","-91.495","1609","co"
"GDMM5","","GRAND MARAIS","MN","47.748","-90.3417","608","co"
"GPTM5","","GRAND PORTAGE","MN","47.9503","-89.7799","1200","co"
"HCYM5","","HILL CITY","MN","46.961","-93.5984","1295","co"
"HIBM5","","HIBBING","MN","47.3919","-92.8347","1350","co"
"ISAM5","","ISABELLA","MN","47.6197","-91.3775","1990","co"
"ITCM5","","ITASCA","MN","47.24","-95.19","1480","co"
"JMRM5","","MORA","MN","45.89","-93.2697","1012","co"
"K04W","","HINCKLEY FIELD","MN","46.0229","-92.8952","1020","co"
"K04Y","04Y","HAWLEY MUNI","MN","46.8838","-96.3506","1210","co"
"K05Y","05Y","HENNING MUNI","MN","46.3039","-95.4395","1455","co"
"K06Y","06Y","HERMAN MUNI","MN","45.83","-96.1606","1068","co"
"K07Y","07Y","HILL CITY-QUADNA MOU","MN","46.9559","-93.5974","1289","co"
"K10D","10D","WINSTED MUNI","MN","44.95","-94.0669","1030","co"
"K12D","12D","TOWER MUNI","MN","47.8182","-92.2861","1370","co"
"K12Y","12Y","LE SUEUR MUNI","MN","44.4409","-93.9158","868","co"
"K13Y","13Y","LITTLEFORK MUNI/HANO","MN","48.4083","-93.5794","1145","co"
"K14Y","","LONG_PRAIRIE","MN","45.8986","-94.8739","1332","co"
"K16D","16D","PERHAM MUNI","MN","46.611","-95.6061","1376","co"
"K18Y","18Y","MILACA MUNI","MN","45.7725","-93.6322","1100","co"
"K1D6","1D6","HECTOR MUNI","MN","44.7312","-94.7137","1078","co"
"K21D","","LAKE_ELMO_ARPT","MN","44.9975","-92.8557","932","co"
"K23D","23D","KARLSTAD MUNI","MN","48.5776","-96.5413","1025","co"
"K23Y","23Y","MURDOCK MUNI","MN","45.2222","-95.4011","1082","co"
"K25D","25D","FOREST LAKE","MN","45.2474","-92.9929","930","co"
"K3G2","3G2","GRYGLA MUNI - MEL WI","MN","48.2941","-95.626","1177","co"
"K3N8","K2N8","MAHNOMEN","MN","47.2605","-95.9281","1257","co"
"K43Y","43Y","NORTHOME MUNI","MN","47.8881","-94.2583","1430","co"
"K47Y","47Y","PELICAN RAPIDS MUNI-","MN","46.6413","-96.1041","1389","co"
"K48Y","48Y","PINEY PINECREEK BORD","MN","48.999","-95.9821","1082","co"
"K52Y","52Y","REMER MUNI","MN","47.068","-93.9141","1350","co"
"K55Y","55Y","RUSHFORD MUNI-ROBERT","MN","43.8158","-91.8301","1211","co"
"K63Y","63Y","TYLER MUNI","MN","44.2916","-96.1503","1742","co"
"K68Y","68Y","WELLS MUNI","MN","43.7333","-93.7836","1119","co"
"K6D1","6D1","BROOTEN MUNI/JOHN O","MN","45.497","-95.1042","1305","co"
"K7Y3","7Y3","BACKUS MUNI","MN","46.8269","-94.5072","1355","co"
"K7Y4","7Y4","BAGLEY MUNI","MN","47.524","-95.3637","1500","co"
"K7Y9","7Y9","BIG FALLS MUNI","MN","48.2005","-93.7624","1232","co"
"K8Y5","8Y5","CLARISSA MUNI","MN","46.113","-94.9067","1308","co"
"K9MN","","ST MARY HOSPITAL","MN","44.0198","-92.4831","1165","co"
"K9Y0","9Y0","BOWSTRING","MN","47.5582","-93.87","1372","co"
"K9Y2","9Y2","EAST GULL LAKE","MN","46.3839","-94.3736","1236","co"
"KACQ","","WASECA MUNI AP","MN","44.0735","-93.5529","1125","co"
"KADC","","WADENA","MN","46.45","-95.21","1371","co"
"KAEL","AEL","ALBERT LEA","MN","43.6833","-93.3667","1264","co"
"KAIT","","AITKIN_NDB(AWOS)","MN","46.55","-93.68","1204","co"
"KANE","ANE","ANOKA COUNTY ARPT","MN","45.15","-93.2167","912","co"
"KAQP","","APPLETON_MUNICIPAL_A","MN","45.23","-96","1020","co"
"KAUM","","AUSTIN_MUNI","MN","43.67","-92.93","1230","co"
"KAXN","AXN","ALEXANDRIA     ASOS","MN","45.8667","-95.3833","1424","co"
"KBBB","","BENSON_MUNI","MN","45.32","-95.65","1040","co"
"KBDE","BDE","BAUDETTE     ASOS","MN","48.7167","-94.6","1084","co"
"KBDH","","WILLMAR_MUNI_ARPT","MN","45.1177","-95.1304","810","co"
"KBFW","","SILVER_BAY","MN","47.249","-91.4156","1089","co"
"KBJI","BJI","BEMIDJI","MN","47.5","-94.9333","1378","co"
"KBRD","BRD","BRAINERD     ASOS","MN","46.4","-94.1333","1227","co"
"KCBG","","CAMBRIDGE_MUNI","MN","45.57","-93.27","942","co"
"KCDD","K8Y8 8Y8","CRANE LAKE (AWOS)","MN","48.2667","-92.4833","1119","co"
"KCFE","K8Y2","BUFFALO MUNI ARPT","MN","45.1589","-93.8431","967","co"
"KCHU","","HOUSTON COUNTY","MN","43.5964","-91.5039","1179","co"
"KCKC","","GRAND_MARAIS","MN","47.84","-90.36","1798","co"
"KCKN","","CROOKSTON_MUNI_FLD","MN","47.85","-96.62","896","co"
"KCNB","K27D","MYERS_FLD_ARPT/CANBY","MN","44.7295","-96.266","1191","co"
"KCOQ","","CLOQUET_(AWOS)","MN","46.7","-92.5","1280","co"
"KCQM","","COOK","MN","47.83","-92.68","1325","co"
"KD00","D00","NORMAN COUNTY ADA/TW","MN","47.2605","-96.4003","954","co"
"KD14","D14","FERTILE MUNI","MN","47.5519","-96.2922","1135","co"
"KD32","D32","STARBUCK MUNI","MN","45.5992","-95.5362","1140","co"
"KD37","D37","WARREN MUNI","MN","48.1912","-96.7113","888","co"
"KD39","D39","SAUK CENTRE MUNI","MN","45.7066","-94.9334","1243","co"
"KD41","D41","STEPHEN MUNI","MN","48.4583","-96.8628","830","co"
"KD42","D42","SPRINGFIELD MUNI","MN","44.2311","-94.9989","1073","co"
"KD81","D81","RED LAKE FALLS MUNI","MN","47.8265","-96.2598","1060","co"
"KDLH","DLH","DULUTH","MN","46.8333","-92.1833","1417","co"
"KDNM5","","KELLIHER","MN","47.9411","-94.4642","1352","co"
"KDTL","DTL","DETROIT LAKES","MN","46.8333","-95.8833","1400","co"
"KDVP","K60Y","SLAYTON MUNI AP","MN","43.9868","-95.7826","1623","co"
"KDXX","","MADISON","MN","44.99","-96.18","1083","co"
"KDYT","","DULUTH","MN","46.72","-92.04","610","co"
"KELO","ELO","ELY","MN","47.8167","-91.8333","1457","co"
"KETH","","WHEATON_NDB_(AWOS)","MN","45.7805","-96.5435","1024","co"
"KEVM","","EVELETH_MUNI_(AWOS)","MN","47.4","-92.5","1381","co"
"KFBL","FBL","FARIBAULT/MUNI","MN","44.3333","-93.3167","1060","co"
"KFCM","FCM","MINNEAPOLIS FLYCD","MN","44.8333","-93.45","961","co"
"KFFM","FFM","FERGUS FALLS","MN","46.2833","-96.15","1185","co"
"KFGN","","FLAG_ISLAND","MN","49.32","-94.88","1076","co"
"KFKA","K49Y","PRESTON/FILLMORE CO","MN","43.6768","-92.1797","1276","co"
"KFOZ","K85D","BIGFORK","MN","47.78","-93.65","1348","co"
"KFRM","FRM","FAIRMONT","MN","43.65","-94.4167","1161","co"
"KFSE","","FOSSTON(AWOS)","MN","47.5928","-95.7235","1276","co"
"KGDB","K1G2","GRANITE FALLS MUNI A","MN","44.7531","-95.5558","1047","co"
"KGHW","","GLENWOOD_(ASOS)","MN","45.65","-95.32","1394","co"
"KGNA","","GRAND_MARAIS","MN","47.75","-90.35","607","co"
"KGPZ","GPZ","GRAND RAPIDS","MN","47.2167","-93.5167","1320","co"
"KGYL","KY29","GLENCOE","MN","44.76","-94.08","991","co"
"KHCD","","HUTCHINSON_(AWOS)","MN","44.87","-94.38","1060","co"
"KHCO","","HALLOCK","MN","48.7527","-96.943","820","co"
"KHIB","HIB","HIBBING","MN","47.3806","-92.8322","1347","co"
"KHZX","K17Y","ISEDOR IVERSON ARPT","MN","46.6186","-93.3097","1227","co"
"KILL","ILL","WILLMAR (AWOS)","MN","45.1167","-95.0833","1130","co"
"KINL","INL","INTERNATIONAL FLS","MN","48.5667","-93.3833","1183","co"
"KITM5","","KITTSON","MN","48.5921","-96.4875","1060","co"
"KJKJ","","MOORHEAD","MN","46.84","-96.66","919","co"
"KJMR","","MORA_MUNI_(AWOS)","MN","45.88","-93.27","1014","co"
"KJYG","","ST._JAMES","MN","43.98","-94.55","1066","co"
"KLJF","LJF 43F Y69","LITCHFIELD_MUNI","MN","45.1","-94.5","1138","co"
"KLVN","","AIRLAKE","MN","44.63","-93.23","958","co"
"KLXL","","LITTLE_FALLS_(AWOS)","MN","45.95","-94.35","1122","co"
"KLYV","KD19","LUVERNE/AANENSON_FLD","MN","43.6212","-96.2158","1431","co"
"KMGG","","MAPLE_LAKE","MN","45.24","-93.99","1027","co"
"KMIC","MIC","MINNEAPOLIS CRYS.","MN","45.0667","-93.35","925","co"
"KMJQ","","JACKSON_MUNI_(AWOS)","MN","43.65","-94.98","1447","co"
"KMKT","MKT","MANKATO","MN","44.2167","-93.9167","1020","co"
"KMML","MML","MARSHALL  (AWOS)","MN","44.45","-95.8167","1179","co"
"KMOX","","MORRIS_MUNI_(AWOS)","MN","45.57","-95.97","1129","co"
"KMPX","","CHANHASSEN  WFO","MN","44.8492","-93.5653","946","co"
"KMSP","MSP","MINNEAPOLIS","MN","44.8833","-93.2167","838","co"
"KMVE","","MONTEVIDEO(AWOS)","MN","44.97","-95.72","1033","co"
"KMWM","","WINDOM","MN","43.92","-95.09","1411","co"
"KMZH","","MOOSE LAKE","MN","46.4167","-92.8","1076","co"
"KNMM5","","KABNAM","MN","48.4392","-93.05","1200","co"
"KONA","","WINONA_MUNI_(AWOS)","MN","44.08","-91.7","656","co"
"KORB","","ORR","MN","48.02","-92.87","1302","co"
"KOTG","OTG","WORTHINGTON AWOS","MN","43.65","-95.5833","1574","co"
"KOVL","","OLIVIA RGNL AIRPORT","MN","44.78","-95.03","1076","co"
"KOWA","","OWATONNA_(AWOS)","MN","44.12","-93.25","1148","co"
"KP39","P39","PEQUOT L.(AMOS)","MN","46.5833","-94.3167","1280","co"
"KP61","P61 GRM","TOFTE_(RAMOS)","MN","47.58","-90.83","791","co"
"KPEX","K2P3","PAYNESVILLE MUNI AP","MN","45.3723","-94.7466","1180","co"
"KPKD","PKD","PARK RAPIDS  ASOS","MN","46.9","-95.0667","1443","co"
"KPNM","","PRINCETON","MN","45.55","-93.6","978","co"
"KPQN","","PIPESTONE_(AWOS)","MN","43.98","-96.32","1736","co"
"KPWC","","PINE_RIVER","MN","46.72","-94.38","1296","co"
"KRAD","D45","WARROAD (AMOS)","MN","48.9333","-95.35","1076","co"
"KRGK","","RED_WING","MN","44.58","-92.48","784","co"
"KROS","","RUSH_CITY","MN","45.7","-92.95","922","co"
"KROX","ROX","ROSEAU","MN","48.85","-95.7","1059","co"
"KRRT","","WARROAD","MN","48.95","-95.33","1073","co"
"KRST","RST","ROCHESTER","MN","43.9167","-92.5","1320","co"
"KRWF","RWF","REDWOOD FALLS","MN","44.5447","-95.0806","1025","co"
"KSAZ","","STAPLES","MN","46.39","-94.8","1286","co"
"KSBU","","BLUE EARTH MUNI","MN","43.5954","-94.0929","1107","co"
"KSGS","KD97","SOUTH ST PAUL MUNI","MN","44.8601","-93.032","820","co"
"KSTC","STC","ST CLOUD     ASOS","MN","45.55","-94.0667","1024","co"
"KSTP","STP","ST PAUL","MN","44.9333","-93.0667","761","co"
"KSYN","","STANTON AIRFIELD","MN","44.4755","-93.0163","920","co"
"KTKC","","TRACY_MUNI_ARPT","MN","44.2491","-95.6073","1340","co"
"KTOB","K87D","DODGE_CENTER","MN","44.02","-92.83","1306","co"
"KTVF","TVF","THIEF RIVER FALLS","MN","48.0667","-96.1833","1116","co"
"KTWM","","TWO_HARBORS","MN","47.05","-91.75","1076","co"
"KULM","","NEW_ULM_MUNI_(AWOS)","MN","44.32","-94.5","1010","co"
"KVVV","","ORTONVILLE","MN","45.31","-96.43","1099","co"
"KVWU","","WASKISH_MUNI_APRT","MN","48.15","-94.52","1181","co"
"KXVG","KD33","LONGVILLE","MN","46.99","-94.2","1335","co"
"KY49","","WALKER MUNI","MN","47.1595","-94.6453","1365","co"
"KY58","Y58","SLEEPY EYE MUNI","MN","44.25","-94.7169","1004","co"
"KY63","","ELBOW_LAKE","MN","45.9861","-95.992","1204","co"
"LFSM5","","LITCHFIELD","MN","45.0719","-94.5303","1076","co"
"LITM5","","LITTLEFORK","MN","48.3894","-93.5642","1131","co"
"LXLM5","","LITTLE FALLS","MN","45.9514","-94.3444","1150","co"
"MEAM5","","MEANDER","MN","48.12","-92.1589","1368","co"
"MZHM5","","MOOSE LAKE","MN","46.4203","-92.8008","1070","co"
"ORBM5","","ORR","MN","48.0173","-92.8546","1320","co"
"RLKM5","","RICE LAKE NWR","MN","46.5372","-93.2875","1185","co"
"RNRM5","","ROSEAU","MN","48.85","-95.6992","1047","co"
"RPPM5","","REDSTN","MN","44.0103","-96.3212","1660","co"
"SCXM5","","ST. CROIX","MN","45.9717","-92.6176","920","co"
"SEAM5","","SEAGULL","MN","48.1203","-90.8386","1430","co"
"SKIM5","","SKIBO","MN","47.4886","-91.9878","1590","co"
"SLVM5","","SILVER BAY","MN","47.2689","-91.2517","640","co"
"SNWM5","","SAGINAW","MN","46.8436","-92.4617","1330","co"
"ASLM7","","ASHLAND","MO","38.8119","-92.2569","798","co"
"ATAM7","","ATLANTA MO","MO","39.8694","-92.5206","840","co"
"BEVM7","","AVA","MO","36.6494","-92.8687","1100","co"
"BGSM7","","BIG SPRING","MO","36.9757","-90.9981","653","co"
"CBFM7","","COUNCIL BLUFF","MO","37.7222","-90.9339","1322","co"
"CHOM7","","CHILLICOTHE","MO","39.7769","-93.493","780","co"
"CITM7","","CLINTON","MO","38.3493","-93.7723","760","co"
"CMMM7","KH21","CAMDENTON","MO","37.9744","-92.69","1062","co"
"CRRM7","","CARR CREEK","MO","37.1805","-91.118","1400","co"
"CRWM7","","CASSVILLE","MO","36.6489","-93.7436","1487","co"
"DFSM7","","DONIPHAN","MO","36.6269","-90.8239","635","co"
"FMRM7","","FARMINGTON","MO","37.7617","-90.4283","946","co"
"K03B","03B","MANSFIELD MUNI","MO","37.1268","-92.6216","1520","co"
"K03D","03D","MEMPHIS MEMORIAL","MO","40.4473","-92.2269","813","co"
"K0H7","0H7","KAHOKA MUNI","MO","40.4217","-91.7067","700","co"
"K0R2","0R2","LINCOLN MUNI","MO","38.4023","-93.3323","940","co"
"K1BT","1BT","BONNE TERRE MUNI","MO","37.919","-90.5752","910","co"
"K1H3","1H3","STATE TECHNICAL COLL","MO","38.4716","-91.8172","953","co"
"K1H5","1H5","WILLOW SPRINGS MEMOR","MO","36.9896","-91.9541","1247","co"
"K1MO","1MO","MOUNTAIN GROVE MEMOR","MO","37.1209","-92.3101","1476","co"
"K2H2","2H2","JERRY SUMNERS SR AUR","MO","36.9623","-93.6953","1434","co"
"K2MO","2MO","MOUNT VERNON MUNI","MO","37.0684","-93.8849","1244","co"
"K34M","34M","CAMPBELL MUNI","MO","36.4861","-90.0157","284","co"
"K37M","37M","HORNERSVILLE MEMORIA","MO","36.042","-90.1491","248","co"
"K3EX","3EX","EXCELSIOR SPRINGS ME","MO","39.3373","-94.1974","1000","co"
"K3VS","3VS","ROY OTTEN MEMORIAL A","MO","38.4283","-92.8753","1027","co"
"K42M","42M","THAYER MEMORIAL","MO","36.5223","-91.5725","808","co"
"K63M","63M","HERMANN MUNI","MO","38.7052","-91.4906","508","co"
"K6K2","6K2","SHELBY COUNTY","MO","39.8126","-92.0502","760","co"
"K6M6","6M6","LEWIS COUNTY RGNL","MO","40.1292","-91.6783","675","co"
"K75K","75K","BETHANY MEMORIAL","MO","40.2768","-94.0074","1035","co"
"K87K","87K","EL DORADO SPRINGS ME","MO","37.8571","-93.9976","931","co"
"K8WC","8WC","WASHINGTON COUNTY","MO","37.9292","-90.7315","959","co"
"K94K","94K","CASSVILLE MUNI","MO","36.6974","-93.9005","1483","co"
"KAIZ","","KAISER_MEM_(AWOS)","MO","38.1","-92.55","869","co"
"KAOV","","AVA BILL MARTIN MEMO","MO","36.9719","-92.6819","1311","co"
"KBBG","","BRANSON","MO","36.5321","-93.2005","1302","co"
"KBUM","BUM","BUTLER","MO","38.2898","-94.3401","892","co"
"KCDJ","","CHILLICOTHE","MO","39.8233","-93.5792","769","co"
"KCGI","CGI","CAPE GIRARDEAU","MO","37.2333","-89.5833","341","co"
"KCHQ","","MISSISSIPPI COUNTY","MO","36.8421","-89.3597","313","co"
"KCHT","","CHILLICOTHE MUNI","MO","39.782","-93.4962","783","co"
"KCOU","COU","COLUMBIA     ASOS","MO","38.8167","-92.2167","898","co"
"KDMO","DMO","SEDALIA","MO","38.7074","-93.1759","909","co"
"KDXE","","DEXTER MUNI","MO","36.7754","-89.9413","304","co"
"KEAX","","PLEASANT HILL  WFO","MO","38.81","-94.2639","995","co"
"KEIW","","NEW MADRID","MO","36.5353","-89.5997","338","co"
"KEOS","","NEOSHO HUGH ROBINSON","MO","36.8108","-94.3917","1255","co"
"KEVU","","MARYVILLE","MO","40.3525","-94.915","1145","co"
"KEZZ","","CAMERON MEMORIAL","MO","39.7276","-94.2764","1040","co"
"KFAM","","FARMINGTON_AIRPORT","MO","37.77","-90.43","945","co"
"KFTT","","ELTON HENSLEY MEMORI","MO","38.8381","-92.0026","887","co"
"KFWB","","BRANSON WEST","MO","36.6985","-93.4022","1332","co"
"KFYG","","WASHINGTON","MO","38.5876","-90.9938","489","co"
"KGLY","","CLINTON MEMORIAL AP","MO","38.3566","-93.6842","823","co"
"KGPH","","MOSBY","MO","39.3325","-94.3096","771","co"
"KGVW","GVW","GRANDVIEW","MO","38.85","-94.55","1089","co"
"KH17","H17","BUFFALO MUNI","MO","37.6541","-93.087","1154","co"
"KH19","H19","BOWLING GREEN MUNI","MO","39.3699","-91.2193","886","co"
"KH27","H27","GAINESVILLE MEMORIAL","MO","36.6138","-92.3996","1070","co"
"KH57","H57","BISMARCK MEMORIAL","MO","37.7588","-90.6168","1038","co"
"KH79","H79","ELDON MODEL AIRPARK","MO","38.3616","-92.5713","917","co"
"KH88","H88","A PAUL VANCE FREDERI","MO","37.6056","-90.2875","880","co"
"KHAE","","HANNIBAL","MO","39.7245","-91.4436","768","co"
"KHFJ","","MONETT_MUNICIPAL","MO","36.9062","-94.0128","1315","co"
"KHIG","","HIGGINSVILLE INDUSTR","MO","39.0724","-93.6774","840","co"
"KIRK","IRK","KIRKSVILLE","MO","40.0972","-92.5433","965","co"
"KJEF","JEF","JEFFERSON CITY","MO","38.6","-92.1667","548","co"
"KJLN","JLN","JOPLIN","MO","37.1667","-94.5","981","co"
"KK15","K15","GRAND GLAIZE-OSAGE B","MO","38.1104","-92.6806","876","co"
"KK19","K19","ALBANY MUNI","MO","40.2622","-94.339","891","co"
"KK26","K26","CARROLLTON MEMORIAL","MO","39.3122","-93.5066","670","co"
"KK33","K33","SALEM MEMORIAL","MO","37.6152","-91.6044","1241","co"
"KK43","K43","UNIONVILLE MUNI","MO","40.5402","-93.0255","1045","co"
"KK52","K52","CPT BEN SMITH AIRFIE","MO","39.6344","-91.727","737","co"
"KK57","K57","GOULD PETERSON MUNI","MO","40.4459","-95.3673","913","co"
"KK89","K89","MACON-FOWER MEMORIAL","MO","39.7298","-92.4567","878","co"
"KLBO","","LEBANON","MO","37.6483","-92.6525","1321","co"
"KLLU","","LAMAR MUNI","MO","37.486","-94.312","1010","co"
"KLRY","","HARRISONVILLE","MO","38.611","-94.3421","915","co"
"KLSX","","ST CHARLES  WFO","MO","38.6989","-90.6828","608","co"
"KLXT","","LEES SUMMIT MUNI AP","MO","38.9557","-94.3713","1004","co"
"KM05","M05","CARUTHERSVILLE MEMOR","MO","36.1691","-89.6765","268","co"
"KM12","M12","STEELE MUNI","MO","36.0956","-89.8595","259","co"
"KM17","M17","BOLIVAR MUNI","MO","37.5961","-93.3477","1092","co"
"KM48","M48","HOUSTON MEMORIAL","MO","37.3302","-91.9732","1195","co"
"KM85","M85","GIDEON MEMORIAL","MO","36.4438","-89.9038","269","co"
"KMAW","","MALDEN AIRPORT","MO","36.6005","-89.9922","295","co"
"KMBY","","OMAR N BRADLEY","MO","39.4634","-92.4264","867","co"
"KMCI","MCI","KANSAS CITY  ASOS","MO","39.3167","-94.7167","1025","co"
"KMHL","","MARSHALL","MO","39.0958","-93.2028","778","co"
"KMKC","234359 MKC","KANSAS CITY DOWNTOWN","MO","39.1233","-94.5925","742","co"
"KMNF","","MOUNTAIN VIEW","MO","36.9928","-91.7145","1182","co"
"KMO1","MO1","RICHLAND MUNI","MO","37.8749","-92.4081","1110","co"
"KMO3","MO3","STOCKTON MUNI","MO","37.6603","-93.8168","1043","co"
"KMO5","MO5","BOLLINGER-CRASS MEMO","MO","37.0094","-91.0069","652","co"
"KMO8","MO8","NORTH CENTRAL MISSOU","MO","39.7714","-93.0128","845","co"
"KMYJ","","MEXICO MEMORIAL ARPT","MO","39.1575","-91.8183","823","co"
"KNVD","","NEVADA MUNI","MO","37.8525","-94.3046","892","co"
"KOZS","","CAMDENTON MEMORIAL-L","MO","37.974","-92.6912","1062","co"
"KP02","P02","POPLAR BLUF(AMOS)","MO","36.7667","-90.4667","374","co"
"KP35","P35","SPICKARD (AMOS)","MO","40.25","-93.7167","886","co"
"KPCD","","PERRYVILLE","MO","37.8687","-89.8621","528","co"
"KPLK","","M GRAHAM CLARK DOWNT","MO","36.6259","-93.2289","940","co"
"KPOF","","POPLAR_BLUFF","MO","36.77","-90.32","328","co"
"KPYN","","PIEDMONT","MO","37.1261","-90.7135","328","co"
"KRAW","","WARSAW MUNI","MO","38.3478","-93.3454","936","co"
"KRCM","","SKYHAVEN_ARPT","MO","38.7842","-93.8029","797","co"
"KSET","K3SZ","ST_CHARLES","MO","38.9306","-90.4325","438","co"
"KSGF","SGF","SPRINGFIELD","MO","37.2333","-93.3833","1270","co"
"KSIK","","SIKESTON","MO","36.8988","-89.5618","315","co"
"KSTJ","237435 STJ","ST JOSEPH 4 WNW","MO","39.7736","-94.9067","810","co"
"KSTL","STL","ST. LOUIS","MO","38.75","-90.3833","564","co"
"KSUS","SUS","SPIRIT OF ST LOUI","MO","38.65","-90.6333","463","co"
"KSZL","SZL","WHITEMAN AFB","MO","38.7167","-93.55","869","co"
"KTBN","TBN","FT LEONARD WOOD","MO","37.7416","-92.1407","1158","co"
"KTKX","","KENNETT MEMORIAL","MO","36.2259","-90.0366","262","co"
"KTRX","","TRENTON MUNI","MO","40.0835","-93.5906","758","co"
"KTVB","","CABOOL MEMORIAL","MO","37.1324","-92.084","1220","co"
"KUBX","","CUBA MUNI","MO","38.0688","-91.4289","1023","co"
"KUNO","","WEST PLAINS ARPT","MO","36.88","-91.91","1227","co"
"KUUV","","SULLIVAN RGNL","MO","38.2335","-91.1643","933","co"
"KVER","","JESSE VIERTEL MEM","MO","38.9467","-92.6827","715","co"
"KVIH","VIH","VICHY-ROLLA","MO","38.1333","-91.7667","1148","co"
"KX33","X33","DONIPHAN MUNI","MO","36.6939","-90.7845","635","co"
"MBGM7","","MBOT","MO","38.6128","-90.2608","510","co"
"MGRM7","","MOUNTAIN GROVE","MO","37.1538","-92.2688","1456","co"
"MRWM7","","MOUNTAIN VIEW","MO","36.9913","-91.7102","1182","co"
"MVVM7","","MT VERNON","MO","37.1889","-93.9297","1266","co"
"PMRM7","","PIEDMONT","MO","37.2405","-90.2736","840","co"
"RBRM7","","ROBY","MO","37.5216","-92.1165","1284","co"
"SINM7","","SINKIN","MO","37.5014","-91.2594","1333","co"
"WKTM7","","WAH KON TAH","MO","37.8967","-93.9917","945","co"
"PGRO","FYU","ROTA_INTL/ROTA_ISL","MP","14.18","145.25","607","gu oc"
"PGSN","","SAIPAN/ISLEY_(CGS)","MP","15.1189","145.7294","213","gu oc"
"TFFF","MFFF","LE LAMENTIN","MQ","14.6","-61","13","oc"
"220792","","BILOXI","MS","30.3833","-88.9833","10","co oc"
"42007","2007","BILOXI","MS","30.0903","-88.7686","16","co oc"
"BCCM6","","BOGUE CHITTO","MS","30.6619","-89.7956","126","co"
"BDEM6","","BUDE","MS","31.4106","-90.8467","447","co"
"BLCM6","","BLACK CREEK","MS","30.8489","-89.0342","275","co"
"CKWM6","","CAMP KELLER","MS","30.5242","-88.982","130","co"
"CYSM6","","COPIAH","MS","31.9497","-90.3805","150","co"
