# Data from NWS-APRFC_AK_BreakupDate.csv
# Only sites with more than 30 data points since 1980
# 
,id,siteID,year,breakup
1295,2245,Susitna River at Sunshine,2009,2009-05-04
1296,2241,Yentna River at Lake Creek,2008,2008-05-05
1297,2234,Susitna River at Sunshine,2008,2008-05-08
1298,2232,Gakona River at Gakona,2007,2007-04-30
1299,2231,Yentna River at Lake Creek,2007,2007-04-30
1300,2230,Susitna River at Sunshine,2007,2007-05-03
1301,2220,Yentna River at Lake Creek,2006,2006-05-08
1302,2219,Susitna River at Sunshine,2006,2006-05-07
1303,2198,Gakona River at Gakona,2004,2004-05-05
1304,2197,Susitna River at Sunshine,2004,2004-04-23
1305,2191,Yentna River at Lake Creek,2004,2004-04-29
1306,2186,Yentna River at Lake Creek,2003,2003-04-26
1307,2179,Susitna River at Sunshine,2005,2005-04-29
1308,2174,Yentna River at Lake Creek,2005,2005-04-28
1309,2164,Yentna River at Lake Creek,2002,2002-05-11
1310,2163,Yentna River at Lake Creek,2001,2001-05-01
1311,2162,Yentna River at Lake Creek,2000,2000-05-02
1312,2161,Yentna River at Lake Creek,1996,1996-05-05
1313,2160,Yentna River at Lake Creek,1993,1993-05-01
1314,2159,Yentna River at Lake Creek,1992,1992-05-07
1315,2158,Yentna River at Lake Creek,1991,1991-05-03
1316,2157,Yentna River at Lake Creek,1990,1990-04-27
1317,2156,Yentna River at Lake Creek,1989,1989-04-30
1318,2155,Yentna River at Lake Creek,1988,1988-05-01
1319,2154,Yentna River at Lake Creek,1987,1987-05-02
1320,2153,Yentna River at Lake Creek,1986,1986-05-02
1321,2011,Susitna River at Sunshine,2002,2002-05-14
1322,2010,Susitna River at Sunshine,1998,1998-04-23
1323,2009,Susitna River at Sunshine,1997,1997-05-03
1324,2008,Susitna River at Sunshine,1996,1996-05-03
1325,2007,Susitna River at Sunshine,1994,1994-05-01
1326,2006,Susitna River at Sunshine,1993,1993-05-04
1327,2004,Susitna River at Sunshine,1991,1991-05-04
1328,2003,Susitna River at Sunshine,1990,1990-05-03
1329,2002,Susitna River at Sunshine,1989,1989-05-02
1330,2001,Susitna River at Sunshine,1988,1988-04-26
1331,2000,Susitna River at Sunshine,1987,1987-04-27
1332,1999,Susitna River at Sunshine,1986,1986-05-06
1333,1998,Susitna River at Sunshine,1985,1985-05-16
1334,1997,Susitna River at Sunshine,1984,1984-05-03
1335,1459,Gulkana River nr Gakona,2013,2013-05-23
1336,1458,Gakona River at Gakona,2013,2013-05-24
1337,1446,Gulkana River nr Gakona,2012,2012-04-26
1338,1440,Gulkana River nr Gakona,2011,2011-05-08
1339,1436,Gulkana River nr Gakona,2010,2010-05-04
1340,1435,Gakona River at Gakona,2010,2010-05-04
1341,1431,Gulkana River nr Gakona,2009,2009-04-30
1342,1430,Gakona River at Gakona,2009,2009-04-30
1343,1425,Gakona River at Gakona,2008,2008-05-06
1344,1424,Gulkana River nr Gakona,2008,2008-05-06
1345,1416,Gulkana River nr Gakona,2004,2004-05-04
1346,1415,Gulkana River nr Gakona,2007,2007-05-05
1347,1413,Gakona River at Gakona,1982,1982-05-12
1348,1407,Gakona River at Gakona,2006,2006-05-07
1349,1406,Gulkana River nr Gakona,2006,2006-05-08
1350,1403,Gulkana River nr Gakona,2005,2005-04-25
1351,1402,Gakona River at Gakona,2005,2005-04-28
1352,1393,Gakona River at Gakona,2003,2003-03-20
1353,1392,Gulkana River nr Gakona,2003,2003-03-29
1354,1390,Gakona River at Gakona,2002,2002-05-10
1355,1389,Gulkana River nr Gakona,2002,2002-05-10
1356,1277,Gulkana River nr Gakona,2001,2001-04-28
1357,1276,Gulkana River nr Gakona,2000,2000-04-28
1358,1273,Gulkana River nr Gakona,1997,1997-05-02
1359,1272,Gulkana River nr Gakona,1996,1996-04-24
1360,1271,Gulkana River nr Gakona,1995,1995-04-29
1361,1270,Gulkana River nr Gakona,1994,1994-04-26
1362,1269,Gulkana River nr Gakona,1993,1993-04-28
1363,1268,Gulkana River nr Gakona,1992,1992-05-12
1364,1267,Gulkana River nr Gakona,1991,1991-04-10
1365,1266,Gulkana River nr Gakona,1989,1989-04-28
1366,1265,Gulkana River nr Gakona,1988,1988-04-25
1367,1264,Gulkana River nr Gakona,1987,1987-05-05
1368,1263,Gulkana River nr Gakona,1986,1986-05-07
1369,1262,Gulkana River nr Gakona,1981,1981-05-07
1370,1246,Gakona River at Gakona,2001,2001-04-28
1371,1245,Gakona River at Gakona,2000,2000-05-05
1372,1243,Gakona River at Gakona,1998,1998-04-27
1373,1242,Gakona River at Gakona,1997,1997-05-15
1374,1241,Gakona River at Gakona,1996,1996-04-24
1375,1240,Gakona River at Gakona,1995,1995-04-29
1376,1239,Gakona River at Gakona,1994,1994-04-26
1377,1238,Gakona River at Gakona,1993,1993-04-19
1378,1237,Gakona River at Gakona,1992,1992-04-27
1379,1236,Gakona River at Gakona,1991,1991-04-24
1380,1235,Gakona River at Gakona,1989,1989-04-28
1381,1234,Gakona River at Gakona,1988,1988-04-30
1382,1233,Gakona River at Gakona,1987,1987-05-04
1383,1232,Gakona River at Gakona,1986,1986-05-09
1384,1231,Gakona River at Gakona,1985,1985-05-18
1385,1230,Gakona River at Gakona,1981,1981-05-07
1386,1087,Kobuk River at Ambler,2013,2013-05-30
1387,1086,Kobuk River at Shungnak,2013,2013-05-30
1388,1085,Kobuk River at Kobuk,2013,2013-05-30
1389,1084,Buckland River at Buckland,2013,2013-05-26
1390,1067,Buckland River at Buckland,1985,1985-05-26
1391,1065,Kobuk River at Ambler,1981,1981-05-17
1392,1061,Kobuk River at Shungnak,2012,2012-05-19
1393,1060,Kobuk River at Kobuk,2012,2012-05-20
1394,1059,Buckland River at Buckland,2012,2012-05-22
1395,1057,Kobuk River at Ambler,2012,2012-05-23
1396,1054,Kobuk River at Kobuk,2011,2011-05-21
1397,1053,Kobuk River at Shungnak,2011,2011-05-21
1398,1052,Buckland River at Buckland,2011,2011-05-21
1399,1051,Kobuk River at Ambler,2011,2011-05-23
1400,1048,Buckland River at Buckland,2010,2010-05-19
1401,1046,Kobuk River at Ambler,2010,2010-05-16
1402,1044,Kobuk River at Shungnak,2010,2010-05-15
1403,1043,Kobuk River at Kobuk,2010,2010-05-12
1404,1039,Kobuk River at Ambler,2009,2009-05-16
1405,1038,Kobuk River at Shungnak,2009,2009-05-13
1406,1037,Kobuk River at Kobuk,2009,2009-05-13
1407,1036,Buckland River at Buckland,2009,2009-05-13
1408,1033,Kobuk River at Shungnak,2008,2008-05-13
1409,1032,Kobuk River at Kobuk,2008,2008-05-12
1410,1031,Buckland River at Buckland,2008,2008-05-13
1411,1029,Kobuk River at Shungnak,2005,2005-05-10
1412,1028,Kobuk River at Ambler,2005,2005-05-12
1413,1026,Kobuk River at Kobuk,2005,2005-05-08
1414,1025,Buckland River at Buckland,2005,2005-05-08
1415,1021,Kobuk River at Ambler,2007,2007-05-19
1416,1020,Kobuk River at Shungnak,2007,2007-05-17
1417,1018,Buckland River at Buckland,2007,2007-05-22
1418,1017,Kobuk River at Kobuk,2007,2007-05-04
1419,1014,Kobuk River at Kobuk,2006,2006-05-17
1420,1011,Kobuk River at Ambler,2006,2006-05-22
1421,1010,Kobuk River at Shungnak,2006,2006-05-21
1422,1008,Buckland River at Buckland,2006,2006-05-23
1423,1000,Buckland River at Buckland,2003,2003-05-11
1424,998,Kobuk River at Shungnak,2003,2003-05-11
1425,997,Kobuk River at Kobuk,2003,2003-05-12
1426,996,Kobuk River at Ambler,2004,2004-05-17
1427,994,Kobuk River at Ambler,2003,2003-05-18
1428,993,Kobuk River at Shungnak,2004,2004-05-11
1429,990,Kobuk River at Ambler,2008,2008-05-11
1430,542,Kobuk River at Shungnak,2002,2002-05-18
1431,541,Kobuk River at Shungnak,2001,2001-05-29
1432,540,Kobuk River at Shungnak,2000,2000-05-29
1433,539,Kobuk River at Shungnak,1999,1999-05-21
1434,537,Kobuk River at Shungnak,1996,1996-05-13
1435,536,Kobuk River at Shungnak,1995,1995-05-07
1436,535,Kobuk River at Shungnak,1993,1993-05-17
1437,534,Kobuk River at Shungnak,1992,1992-05-31
1438,532,Kobuk River at Shungnak,1988,1988-05-05
1439,531,Kobuk River at Shungnak,1987,1987-05-17
1440,530,Kobuk River at Shungnak,1986,1986-05-24
1441,529,Kobuk River at Shungnak,1984,1984-05-24
1442,528,Kobuk River at Shungnak,1982,1982-05-21
1443,473,Kobuk River at Kobuk,2002,2002-05-18
1444,472,Kobuk River at Kobuk,2001,2001-05-29
1445,471,Kobuk River at Kobuk,2000,2000-05-27
1446,470,Kobuk River at Kobuk,1999,1999-05-18
1447,469,Kobuk River at Kobuk,1998,1998-05-18
1448,467,Kobuk River at Kobuk,1996,1996-05-13
1449,466,Kobuk River at Kobuk,1995,1995-05-03
1450,465,Kobuk River at Kobuk,1994,1994-05-12
1451,464,Kobuk River at Kobuk,1993,1993-05-15
1452,463,Kobuk River at Kobuk,1992,1992-05-28
1453,462,Kobuk River at Kobuk,1991,1991-05-14
1454,461,Kobuk River at Kobuk,1990,1990-05-14
1455,460,Kobuk River at Kobuk,1989,1989-05-24
1456,459,Kobuk River at Kobuk,1988,1988-05-05
1457,458,Kobuk River at Kobuk,1987,1987-05-18
1458,457,Kobuk River at Kobuk,1986,1986-05-23
1459,456,Kobuk River at Kobuk,1984,1984-05-22
1460,455,Kobuk River at Kobuk,1982,1982-05-24
1461,454,Kobuk River at Kobuk,1981,1981-05-14
1462,453,Kobuk River at Kobuk,1980,1980-05-08
1463,381,Kobuk River at Ambler,2002,2002-05-14
1464,380,Kobuk River at Ambler,2001,2001-06-01
1465,379,Kobuk River at Ambler,2000,2000-06-01
1466,378,Kobuk River at Ambler,1999,1999-05-21
1467,377,Kobuk River at Ambler,1998,1998-05-18
1468,376,Kobuk River at Ambler,1997,1997-05-10
1469,375,Kobuk River at Ambler,1996,1996-05-13
1470,374,Kobuk River at Ambler,1995,1995-05-08
1471,373,Kobuk River at Ambler,1994,1994-05-18
1472,372,Kobuk River at Ambler,1993,1993-05-19
1473,371,Kobuk River at Ambler,1992,1992-06-02
1474,370,Kobuk River at Ambler,1989,1989-05-24
1475,369,Kobuk River at Ambler,1988,1988-05-10
1476,368,Kobuk River at Ambler,1987,1987-05-19
1477,367,Kobuk River at Ambler,1986,1986-05-16
1478,366,Kobuk River at Ambler,1985,1985-05-26
1479,365,Kobuk River at Ambler,1983,1983-05-12
1480,364,Kobuk River at Ambler,1980,1980-05-13
1481,222,Buckland River at Buckland,2001,2001-06-04
1482,221,Buckland River at Buckland,1999,1999-05-22
1483,220,Buckland River at Buckland,1998,1998-05-22
1484,219,Buckland River at Buckland,1997,1997-05-05
1485,218,Buckland River at Buckland,1996,1996-05-14
1486,217,Buckland River at Buckland,1995,1995-05-04
1487,216,Buckland River at Buckland,1993,1993-05-16
1488,215,Buckland River at Buckland,1992,1992-05-28
1489,214,Buckland River at Buckland,1989,1989-05-29
1490,213,Buckland River at Buckland,1988,1988-05-05
1491,212,Buckland River at Buckland,1987,1987-05-22
1492,211,Buckland River at Buckland,1986,1986-05-30
1493,210,Buckland River at Buckland,1984,1984-05-23
1494,209,Buckland River at Buckland,1983,1983-05-12
