# SAINT_PAUL_ISLAND_AIRPORT
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 2020, 2021
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022
0,14.00,15.00,14.50,14.50,0.00,7.50,7.50,14.00,5.50,14.50,4.50,11.00,8.00,0.00,0.00,13.00,16.00,3.50,1.50,3.50,9.50,4.50,6.00,17.00,16.00,0.00,12.00,3.50,0.00,12.00,0.00,9.00,0.00,3.50,12.50,15.50,18.00,0.00,16.00,9.00,12.00
1,30.00,20.00,24.50,28.50,0.00,14.50,14.00,28.00,7.50,19.50,12.00,25.00,16.00,2.50,0.00,28.50,33.50,17.50,5.50,13.00,20.50,6.00,18.50,32.50,30.00,0.00,19.50,5.00,0.00,24.00,0.00,17.00,0.00,9.00,24.00,32.50,36.00,1.00,29.00,21.00,25.50
2,44.50,23.50,34.00,38.50,0.00,28.00,16.00,42.00,12.00,22.50,15.50,37.50,24.50,2.50,0.00,42.50,48.50,29.50,16.00,22.50,30.50,12.00,31.50,47.50,43.00,8.00,26.50,5.50,9.50,32.00,0.00,25.00,0.00,17.00,34.00,45.00,52.50,9.50,38.50,35.50,37.00
3,62.50,33.50,49.00,49.00,0.00,43.50,21.00,55.50,15.50,25.00,15.50,46.50,24.50,8.00,0.00,53.00,61.00,41.50,30.00,31.50,39.00,26.00,44.00,57.00,53.50,19.00,39.00,9.00,16.00,46.50,0.00,27.00,3.50,28.00,38.50,61.50,61.00,22.50,54.00,46.50,43.50
4,78.50,38.00,65.50,59.00,5.50,57.00,28.00,63.50,15.50,38.50,15.50,57.00,24.50,8.00,0.00,61.50,71.00,50.50,43.00,40.50,51.50,40.50,56.50,68.50,61.50,31.50,43.50,9.00,17.50,55.50,0.00,32.50,15.00,36.50,40.00,76.50,61.50,35.50,69.50,57.50,51.50
5,97.00,39.50,80.50,71.50,19.50,67.00,29.50,64.00,15.50,54.50,15.50,65.00,24.50,8.00,0.00,70.50,80.50,58.00,55.50,53.50,64.50,56.00,69.50,81.00,63.50,45.50,45.50,13.00,17.50,68.50,0.00,42.00,23.00,39.50,40.00,94.00,67.50,45.00,86.00,68.50,64.50
6,109.50,48.00,97.00,84.00,32.00,80.00,29.50,66.00,16.50,71.50,19.00,66.50,24.50,8.00,4.00,79.50,89.50,61.50,68.50,66.50,78.00,69.00,82.00,94.00,63.50,60.00,46.50,14.00,17.50,82.50,0.00,49.50,23.00,44.00,45.00,105.00,76.50,55.00,100.50,85.00,72.00
7,118.50,59.00,110.50,91.50,40.00,87.50,29.50,74.00,18.50,90.50,24.00,71.50,24.50,8.00,9.50,87.50,99.50,61.50,79.50,75.50,91.50,84.00,96.00,108.50,69.50,72.50,54.00,14.00,17.50,96.00,0.00,54.00,23.00,48.50,51.00,110.50,79.50,65.50,109.50,100.50,83.50
8,128.00,68.50,122.50,93.00,44.50,89.00,29.50,86.00,21.00,104.50,24.00,85.00,24.50,15.50,14.00,94.50,110.00,61.50,92.50,75.50,104.00,100.00,109.50,121.50,77.00,84.50,62.50,14.00,17.50,107.00,0.00,60.00,23.00,59.00,51.50,111.00,81.50,78.50,116.00,116.00,94.00
