# CORDOVA_AIRPORT
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,11.50,17.50,9.33,8.00,13.50,5.50,0.00,1.00,21.50,0.00,13.00,11.50,1.00,13.00,16.00,2.50,2.00,1.50,3.00,11.50,17.00,13.00,12.00,18.50,14.50,16.50,0.00,0.00,13.50,7.00,23.50,0.00,8.00,15.50,7.50,15.00,17.50,5.00,2.00,9.00,18.00,10.50,14.50
1,29.00,31.00,9.33,14.00,24.50,15.00,2.50,1.00,38.00,5.50,29.00,18.50,1.00,21.50,29.50,8.50,10.00,4.00,8.00,16.00,33.00,22.00,26.00,33.50,30.50,33.00,0.00,0.00,31.00,7.00,41.00,0.00,22.50,29.00,14.50,31.00,30.50,5.00,2.00,25.00,31.00,21.00,26.00
2,47.00,40.00,9.33,20.00,41.50,19.00,2.50,1.00,52.00,13.50,47.50,24.50,1.00,30.00,38.00,17.50,16.00,4.00,9.00,16.00,51.00,31.50,37.00,52.00,47.00,52.50,5.00,0.00,44.50,7.00,55.50,0.00,31.50,44.50,22.50,50.00,42.50,10.00,7.50,40.00,39.50,25.50,44.00
3,64.50,51.50,9.33,31.50,58.50,23.00,2.50,1.00,65.00,20.50,61.00,29.00,1.00,49.50,41.00,23.50,26.50,9.50,10.00,16.00,63.50,42.00,44.50,69.50,59.50,68.50,5.00,0.00,64.00,7.00,68.00,0.00,38.50,56.00,35.50,70.00,58.00,10.00,13.50,49.00,43.50,29.00,61.50
4,82.00,70.50,18.83,39.50,77.00,24.00,2.50,1.00,75.50,23.00,75.50,35.00,5.00,63.00,41.00,28.50,44.50,25.00,12.00,16.00,73.00,60.00,45.00,85.50,69.50,89.50,14.50,0.00,86.50,17.50,81.00,4.00,44.50,65.50,45.50,89.00,75.50,10.00,17.50,55.50,50.00,32.00,78.50
5,99.50,85.50,30.33,47.50,98.00,36.00,2.50,3.00,91.50,23.00,90.50,46.00,18.50,75.00,51.00,34.50,52.00,38.00,17.50,16.00,80.00,78.00,45.00,95.50,79.50,111.00,27.00,5.50,104.00,26.50,92.00,17.00,48.50,73.50,51.00,107.00,90.00,10.00,22.50,61.00,55.00,35.00,95.00
6,114.00,100.00,38.93,54.50,119.00,52.50,8.00,14.50,106.00,23.00,104.00,60.00,37.00,90.00,69.50,38.00,55.00,50.00,28.50,16.00,87.00,96.00,46.00,102.00,92.50,134.00,42.00,5.50,121.50,26.50,99.50,21.50,48.50,84.50,55.00,122.50,105.50,10.00,32.00,68.50,64.00,41.50,110.50
7,132.00,121.00,47.38,63.00,141.50,65.00,12.50,25.50,123.00,23.00,116.50,71.50,55.50,106.50,90.50,39.50,57.00,63.00,34.50,16.00,96.50,113.50,46.00,105.50,103.00,156.50,53.50,6.50,139.00,26.50,111.50,24.00,48.50,99.50,57.00,132.50,122.50,10.00,39.00,87.00,76.00,46.00,120.50
8,145.50,142.00,56.50,72.00,168.00,80.50,28.00,36.00,139.50,23.00,127.00,79.00,73.50,120.00,108.50,42.00,66.00,68.50,40.50,20.00,101.00,132.50,46.00,108.00,114.00,179.00,61.00,15.50,156.50,33.50,119.50,25.00,56.50,111.50,65.50,135.50,138.50,10.00,51.50,104.00,88.50,50.00,135.00
9,156.50,163.50,65.17,92.00,195.00,94.50,40.00,50.00,158.00,23.00,134.00,79.00,92.00,135.00,127.00,42.50,82.50,73.00,51.50,28.00,107.00,149.50,46.50,111.50,131.50,202.50,62.50,19.00,168.00,40.50,119.50,25.00,65.50,121.00,81.50,135.50,155.00,10.00,62.00,121.50,98.00,65.00,152.50
