# HAINES_AIRPORT
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 1987, 1991, 1993, 1994, 1995, 1997, 1998
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1988,1989,1990,1992,1996,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,12.00,16.00,0.00,13.50,14.50,13.50,13.00,17.50,5.50,14.50,10.09,10.00,11.00,15.00,16.00,15.50,19.00,11.00,17.00,0.00,0.00,3.00,0.00,19.00,0.00,7.50,16.50,10.09,18.50,15.00,1.00,0.00,14.50,17.00,15.00,17.50
1,21.50,33.00,0.50,25.00,29.50,27.00,22.50,36.50,18.00,28.50,20.09,30.50,24.50,30.50,31.50,33.50,34.00,21.50,38.00,0.00,0.00,10.00,3.00,39.50,0.00,22.50,31.00,20.08,34.50,28.00,1.00,0.00,25.50,34.00,31.50,34.00
2,26.50,46.50,2.50,33.00,46.00,40.50,26.00,53.50,29.50,45.50,34.09,48.00,36.50,47.50,43.50,47.50,51.00,31.50,57.00,3.00,0.00,20.00,3.00,55.50,0.00,36.00,42.50,29.13,50.50,39.00,1.00,1.00,32.00,49.50,45.50,49.50
3,26.50,57.00,5.00,37.00,62.00,51.50,34.00,69.00,33.50,66.00,42.09,61.50,43.00,61.00,55.50,54.00,67.50,40.50,74.50,14.50,0.00,35.00,5.00,72.50,0.00,46.50,53.50,37.24,66.50,52.50,1.00,7.00,38.50,59.50,59.50,61.00
4,33.50,67.00,11.00,46.00,81.00,55.00,45.50,86.50,33.50,85.50,45.59,73.50,43.00,72.50,67.00,55.00,77.50,51.50,97.00,29.00,0.00,51.00,5.00,86.00,0.00,54.00,63.00,37.24,84.00,70.00,1.00,8.50,43.50,60.00,73.00,77.50
5,39.50,80.00,21.00,56.00,98.00,55.00,45.50,102.50,33.50,104.00,50.09,81.33,43.00,82.00,84.00,55.00,81.00,66.50,114.50,42.50,4.00,70.00,13.50,102.50,4.00,64.50,72.50,39.74,103.50,89.00,1.00,8.50,49.00,60.00,90.00,96.50
6,52.50,91.50,32.00,63.00,116.00,61.50,45.50,120.00,33.50,122.00,57.09,84.83,43.00,90.50,103.50,55.00,81.00,84.50,133.50,57.00,18.50,90.00,15.00,113.00,10.00,76.50,81.00,39.74,125.00,108.00,1.00,13.00,55.00,61.00,105.50,112.00
7,68.00,104.00,44.00,68.00,135.50,75.00,49.00,139.50,33.50,132.50,70.09,87.83,43.00,97.50,122.00,55.00,81.00,101.50,155.00,72.50,31.00,107.50,15.00,124.00,13.00,90.00,93.00,42.74,145.50,124.50,1.00,21.50,59.50,70.50,116.00,123.50
8,87.50,121.50,56.00,79.50,155.00,93.00,52.50,159.50,33.50,143.02,88.59,98.33,46.50,103.50,140.50,55.00,82.00,116.50,178.00,81.50,41.50,124.00,15.00,140.50,17.50,105.50,108.50,54.24,161.00,139.50,1.00,36.50,72.00,86.00,122.00,132.50
9,105.50,141.50,70.00,93.00,174.50,109.50,61.50,178.50,33.50,153.35,107.09,113.83,64.00,110.50,159.50,55.00,82.00,132.50,199.00,81.50,50.00,139.00,15.00,151.00,17.50,118.00,126.00,72.74,167.00,158.00,1.00,50.50,87.00,100.00,130.50,144.50
10,119.00,161.50,78.50,114.00,195.00,125.50,79.50,199.00,33.50,163.28,129.09,134.33,80.00,121.00,180.50,55.00,82.00,149.00,221.00,81.50,60.50,154.00,18.00,162.00,17.50,131.00,139.00,89.74,167.00,178.00,1.00,66.50,106.00,103.00,146.00,158.50
11,128.50,181.50,92.00,133.50,216.50,144.00,99.50,218.00,40.50,179.28,147.09,151.33,98.50,133.50,201.00,55.50,82.00,163.50,246.00,81.50,73.00,165.50,27.50,172.50,17.50,140.00,144.50,107.74,176.50,195.00,1.00,81.50,124.00,103.00,153.00,176.00
12,137.00,199.50,102.50,153.50,241.00,159.00,119.00,232.00,58.50,196.78,164.09,172.33,114.50,149.00,218.50,55.50,82.00,177.50,267.50,81.50,80.50,179.00,42.50,186.00,17.50,147.50,144.50,124.24,191.50,214.00,1.00,103.50,141.50,105.00,153.00,187.00
13,145.00,216.50,110.00,173.50,261.50,174.50,139.50,249.00,82.50,216.78,185.59,192.33,128.50,163.50,235.50,55.50,82.00,188.00,288.50,81.50,80.50,190.50,54.50,202.50,20.50,156.00,144.50,140.24,199.50,231.50,1.00,122.00,159.00,117.00,153.00,191.50
14,149.00,234.50,120.50,195.00,276.00,190.00,159.00,266.00,105.00,236.78,204.59,211.33,143.00,178.50,253.00,56.00,89.50,203.50,307.50,81.50,80.50,195.00,57.00,219.00,28.50,167.00,144.50,156.74,210.00,246.50,1.50,139.00,176.00,134.00,155.50,203.50
15,159.00,255.50,132.50,213.50,292.00,207.00,176.50,282.00,125.50,257.28,225.09,229.33,157.50,196.00,270.50,58.00,101.50,220.50,324.50,81.50,80.50,202.00,57.00,237.50,40.50,180.50,146.00,170.74,224.00,265.50,6.50,156.50,194.50,146.50,169.50,223.00
16,177.50,273.00,145.50,234.50,311.00,223.00,194.00,300.00,142.50,277.28,245.09,249.83,166.00,215.00,286.50,61.50,115.00,234.00,342.50,81.50,80.50,214.00,62.00,256.50,56.00,196.50,149.00,184.24,238.50,284.00,10.00,176.00,217.50,161.00,182.50,242.50
