# KENAI_AIRPORT
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,0.50,16.00,0.00,14.00,0.00,0.00,0.00,0.00,15.00,0.00,4.50,6.00,0.00,8.00,1.00,4.50,0.00,0.00,0.00,1.50,6.00,3.50,5.50,13.50,12.50,0.00,0.00,0.00,0.00,0.00,16.50,0.00,0.00,5.00,12.00,6.50,12.00,0.00,0.00,0.00,4.00,0.00,3.50
1,9.00,23.00,0.00,17.50,1.50,0.00,0.00,0.00,23.50,0.00,18.00,9.00,0.00,16.50,1.00,4.50,0.00,0.00,0.00,2.00,11.00,3.50,8.50,32.50,26.00,1.00,0.00,0.00,7.00,0.00,36.50,0.00,0.00,6.00,20.50,12.50,22.50,0.00,0.00,0.00,6.00,0.00,10.50
2,20.50,29.00,0.00,17.50,7.00,0.00,0.00,0.00,33.50,0.00,31.00,10.50,0.00,23.00,1.00,4.50,0.00,0.00,0.00,2.00,24.50,5.00,8.50,50.00,38.50,1.00,0.00,0.00,10.50,0.00,51.00,0.00,0.00,13.50,25.50,25.50,31.00,0.00,3.00,3.50,6.00,0.00,20.50
3,37.50,32.00,0.00,24.50,22.50,0.00,0.00,0.00,44.00,0.00,34.00,10.50,0.00,31.00,1.00,4.50,0.00,0.00,0.00,2.00,37.50,12.50,8.50,62.50,49.00,13.50,0.00,0.00,26.00,0.00,56.50,0.00,0.00,21.50,37.50,40.50,32.00,0.00,3.00,3.50,6.00,0.00,36.00
4,51.50,47.50,6.00,33.50,38.50,4.50,0.00,0.00,53.00,0.00,37.00,10.50,0.00,42.00,1.40,4.50,11.50,5.00,0.00,2.00,43.50,25.50,8.50,74.50,53.50,26.00,8.50,0.00,43.00,8.50,67.50,0.00,0.00,26.50,45.50,54.50,38.00,0.00,3.00,8.50,6.00,1.50,45.00
5,67.00,61.00,14.50,42.50,54.50,14.00,0.00,0.00,63.00,0.00,37.00,22.50,0.00,47.50,1.40,4.50,15.50,11.00,0.00,2.00,51.00,36.50,8.50,86.50,53.50,35.00,17.50,0.00,61.00,16.50,68.50,7.50,0.50,32.50,49.00,68.00,52.00,0.00,3.00,19.00,6.00,1.50,49.50
6,77.50,74.50,25.50,49.00,67.00,14.00,0.00,0.00,76.50,0.00,37.00,35.00,4.50,54.50,9.90,4.50,15.50,14.50,7.50,2.00,53.00,46.00,8.50,94.50,53.50,55.00,22.50,0.00,77.00,16.50,68.50,12.50,0.50,48.00,49.00,83.00,62.00,0.00,3.50,31.00,6.00,1.50,53.50
7,88.50,89.00,36.50,52.50,81.00,20.00,0.00,7.50,86.00,0.00,37.00,35.50,16.50,64.50,25.90,4.50,15.50,20.50,10.00,2.00,54.00,57.50,8.50,100.50,53.50,73.50,22.50,0.00,90.50,16.50,73.00,12.50,0.50,61.50,49.00,90.00,74.00,0.00,6.50,47.00,10.50,1.50,64.50
8,90.00,106.50,46.50,53.50,101.50,33.00,0.00,12.50,94.50,0.00,37.00,35.50,32.00,70.00,44.90,4.50,15.50,24.50,10.00,2.00,57.00,72.00,8.50,101.50,53.50,90.00,22.50,0.00,111.00,22.50,73.00,14.50,0.50,76.50,49.00,90.00,87.50,0.00,16.50,61.50,15.00,6.00,75.00
9,90.00,126.00,50.00,53.50,123.00,46.00,3.00,19.50,109.50,0.00,37.00,35.50,46.00,76.00,58.90,4.50,27.00,25.50,12.50,3.62,57.00,87.00,8.50,104.50,67.00,107.50,22.50,0.00,126.50,34.50,73.00,14.50,0.50,84.50,51.50,90.00,96.50,0.00,21.50,79.50,15.00,14.00,87.00
10,90.00,145.50,51.50,63.00,141.50,56.50,12.00,22.00,124.50,0.00,37.00,35.50,59.50,88.50,68.90,4.50,36.50,33.00,13.00,5.60,64.00,103.50,8.50,105.00,82.00,125.50,22.50,0.00,137.00,47.00,73.00,14.50,0.50,89.00,65.50,90.00,112.00,0.00,25.50,94.00,15.00,14.00,101.50
11,90.00,165.00,55.00,79.50,156.50,66.00,24.50,22.00,140.00,0.00,47.00,35.50,69.00,101.50,80.40,4.50,44.00,36.50,23.50,14.60,74.00,118.00,8.50,105.00,93.50,139.50,22.50,0.00,146.50,60.00,73.00,14.50,0.50,94.50,75.00,90.00,127.00,0.00,31.50,105.50,15.00,14.00,115.00
12,90.00,183.50,55.00,101.00,170.00,70.50,41.50,22.00,154.50,0.00,59.50,40.00,72.00,109.50,90.40,4.50,55.50,39.50,32.00,23.60,87.50,130.50,8.50,105.00,102.00,155.50,22.50,0.00,153.00,68.00,73.00,14.50,0.50,94.50,90.00,90.00,138.00,1.50,44.00,118.00,15.00,14.00,122.00
13,90.00,202.50,55.00,122.50,186.00,71.00,56.00,22.50,163.50,2.00,64.00,47.00,75.00,113.50,102.90,4.50,68.50,40.00,47.00,31.60,103.00,144.00,8.50,105.00,113.00,167.00,22.50,0.00,154.00,68.00,79.50,14.50,4.00,94.50,99.00,90.00,147.50,1.50,51.00,134.00,15.00,14.00,122.50
14,90.00,220.50,59.50,141.00,198.50,71.00,66.50,33.00,172.00,4.50,64.00,47.00,87.00,114.50,107.90,4.50,81.00,41.00,64.00,41.10,116.50,158.00,8.50,114.50,117.00,176.50,22.50,0.00,161.00,68.00,88.50,14.50,9.00,94.50,99.00,90.00,157.50,1.50,56.50,144.50,15.00,14.00,122.50
15,90.00,237.00,66.50,158.50,215.00,75.00,81.00,43.00,180.50,6.50,64.50,47.00,98.00,117.00,108.90,4.50,91.50,43.50,80.00,41.10,131.50,170.00,18.00,131.50,117.00,187.00,22.50,0.00,169.00,68.00,98.00,21.00,9.00,94.50,99.00,99.50,169.00,1.50,70.50,164.00,15.00,14.00,131.00
16,90.00,258.00,82.00,174.00,229.00,76.00,91.00,52.50,190.50,7.50,67.00,47.50,104.50,121.00,108.90,4.50,96.00,43.50,98.00,41.10,143.50,177.00,28.00,146.00,117.00,195.50,22.50,0.00,172.50,68.00,103.00,34.00,9.00,94.50,106.00,114.00,177.00,1.50,85.50,181.50,16.00,14.00,137.50
17,91.00,281.00,101.00,188.00,241.00,83.00,100.50,57.00,199.00,14.50,71.00,47.50,108.00,122.00,108.90,4.50,104.50,49.00,116.50,48.10,149.50,180.00,34.50,153.50,117.00,204.50,22.50,0.00,176.50,68.00,113.00,42.50,9.00,94.50,111.00,133.50,182.00,1.50,101.00,202.00,22.00,14.00,146.50
18,91.00,299.00,118.50,202.00,249.50,89.00,108.50,66.50,203.00,24.50,74.50,47.50,126.50,135.00,108.90,4.50,106.50,57.00,138.50,61.10,157.00,181.00,40.50,160.00,117.00,212.50,30.50,0.00,184.00,68.00,129.00,47.00,9.00,94.50,112.50,150.00,183.50,1.50,117.00,215.50,27.00,14.00,158.50
19,99.50,315.50,135.00,216.50,258.50,99.00,120.50,81.50,212.50,38.00,74.50,47.50,141.00,143.50,108.90,4.50,108.00,63.00,160.50,74.10,172.50,181.00,41.00,160.50,117.00,214.50,38.50,0.00,190.00,68.00,138.00,50.50,9.00,94.50,112.50,166.00,193.00,1.50,126.00,235.00,40.50,14.00,169.00
20,114.50,332.50,152.00,234.00,269.50,106.50,129.50,99.50,217.50,48.00,75.50,47.50,149.00,152.50,108.90,4.50,108.00,68.00,177.50,86.10,185.00,181.00,46.00,160.50,118.50,217.00,52.50,5.00,204.00,68.00,151.00,63.00,9.00,94.50,120.00,178.50,211.00,1.50,126.50,255.50,48.00,14.00,172.00
21,125.00,345.00,165.50,250.50,280.50,118.50,140.00,116.50,222.00,48.00,81.00,47.50,158.50,165.00,108.90,4.50,116.00,77.50,191.50,92.10,198.00,181.00,46.00,160.50,125.50,225.50,60.00,5.50,217.50,68.00,158.50,79.50,9.00,99.00,124.50,194.00,235.00,1.50,131.00,278.50,53.00,14.00,179.50
22,136.00,354.50,172.50,265.50,288.50,131.00,147.50,134.50,229.50,61.00,85.00,48.50,177.00,170.00,117.40,4.50,119.50,80.00,208.00,108.10,214.50,184.00,46.00,160.50,132.50,236.00,67.00,5.50,227.00,79.00,172.50,94.50,9.00,107.50,130.00,206.50,257.50,1.50,131.00,296.50,55.00,14.00,192.00
23,152.00,370.50,184.00,284.00,298.50,138.50,160.00,152.50,235.00,74.50,91.50,58.00,194.50,170.00,133.40,4.50,133.50,80.00,227.50,122.60,226.00,189.50,51.00,162.00,144.00,246.50,70.50,5.50,241.00,91.00,186.00,110.50,10.00,109.50,134.50,220.50,280.00,1.50,132.00,313.50,65.00,22.00,202.50
24,165.00,384.50,192.00,301.50,313.00,141.00,171.00,164.00,239.50,92.50,106.50,72.00,208.00,170.00,152.40,4.50,148.00,80.00,242.50,139.10,232.50,201.00,63.50,175.00,149.00,262.50,85.50,5.50,250.50,107.50,200.00,124.50,10.00,109.50,140.00,237.50,296.50,1.50,133.00,331.00,79.00,28.00,221.50
