# HOMER_AIRPORT
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,10.50,15.50,1.00,13.00,10.00,9.50,0.00,0.00,17.50,6.00,16.00,11.50,0.00,11.50,1.50,15.50,12.50,3.00,0.00,0.00,14.50,3.00,9.50,19.00,19.00,6.00,0.00,0.00,4.50,0.00,15.00,0.00,0.00,8.50,13.00,18.00,19.00,0.00,0.50,10.50,13.00,4.00,12.00
1,26.00,30.00,3.50,23.50,23.50,14.00,0.00,0.00,31.50,7.50,35.50,22.00,0.00,24.00,1.50,29.50,23.00,5.50,0.50,2.50,30.00,6.50,17.00,42.00,37.00,13.00,6.00,0.00,16.50,0.00,29.50,0.00,0.50,17.50,26.00,37.50,34.50,0.00,6.50,25.50,18.50,8.00,23.00
2,42.00,40.50,8.00,32.50,39.50,17.00,0.00,0.00,47.00,7.50,51.00,31.50,0.00,32.50,1.50,40.00,32.00,10.00,2.50,2.50,44.50,16.00,23.50,64.00,52.00,24.00,13.50,0.00,29.00,0.00,39.50,0.00,0.50,31.00,42.00,61.50,46.50,1.00,15.00,39.50,18.50,8.50,40.00
3,60.50,51.00,18.00,47.00,61.00,32.00,0.00,0.00,59.50,7.50,59.00,39.50,0.00,44.50,1.50,49.50,43.50,17.50,5.00,2.50,58.00,31.50,27.50,81.00,66.00,37.00,21.50,0.00,49.00,4.50,43.50,0.00,0.50,50.00,59.50,83.00,51.50,2.50,20.00,51.00,18.50,10.50,57.00
4,78.50,65.50,30.00,60.00,83.00,46.00,0.00,0.00,72.00,7.50,65.50,49.00,0.00,58.50,1.50,60.00,55.00,29.00,15.50,2.50,72.00,48.00,29.50,92.00,76.50,56.00,35.50,0.00,69.00,16.00,53.50,0.00,1.00,64.50,73.50,104.50,62.00,2.50,27.50,67.50,18.50,20.50,69.00
5,95.00,80.50,42.00,74.50,102.50,59.00,0.00,0.00,83.50,7.50,68.00,65.00,0.00,73.00,3.00,68.00,61.50,39.50,26.50,2.50,86.50,63.00,31.50,100.00,83.50,72.50,45.50,0.00,88.00,26.00,53.50,8.50,9.00,84.00,83.00,127.00,76.50,2.50,34.50,85.50,18.50,27.00,82.50
6,111.00,94.50,54.00,85.50,121.00,66.00,2.50,10.00,97.50,7.50,68.50,80.00,11.00,86.50,16.50,76.00,72.50,53.50,43.00,2.50,99.50,78.50,31.50,107.50,86.00,91.00,53.50,0.00,103.50,31.00,56.00,22.50,13.00,102.50,90.00,147.50,95.50,2.50,38.50,102.00,26.00,29.00,97.50
7,126.50,113.00,68.50,94.50,140.50,78.50,2.50,24.00,111.50,8.50,79.00,90.50,26.50,99.50,35.50,84.50,81.00,65.50,57.00,2.50,111.50,95.00,40.00,116.50,86.00,112.00,60.00,0.00,120.50,38.50,61.50,29.00,13.00,120.50,93.50,159.00,111.50,2.50,50.00,120.00,37.50,33.00,117.00
8,137.50,129.50,82.50,104.50,165.00,93.00,3.00,39.00,123.00,9.00,86.00,95.00,44.50,110.00,52.50,94.00,86.50,74.50,70.00,2.50,123.50,111.50,41.00,124.00,91.00,130.00,64.50,0.00,138.50,55.00,61.50,33.00,13.00,137.50,97.00,164.00,126.50,2.50,59.00,137.00,46.00,49.50,136.00
9,146.00,147.50,95.00,114.50,190.50,107.50,10.00,53.50,140.50,10.00,89.50,98.00,64.00,121.50,68.50,98.00,98.00,79.00,83.00,2.50,135.50,130.00,44.50,131.00,107.00,149.00,64.50,0.00,154.00,73.50,61.50,33.00,13.00,150.50,112.00,164.00,140.50,3.50,68.00,157.50,47.00,60.50,155.00
