# FAIRBANKS_INTL_AP
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,14.50,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,14.50,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,9.00,0.00,0.00,0.00,0.00,10.00,14.50,0.00,0.00,0.00,0.00,0.00,0.00,25.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,4.50,18.00,0.00,0.00,3.50,0.00,0.00,0.00,28.50,0.00,9.00,0.00,0.00,0.00,0.00,17.50,14.50,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,4.50,18.50,0.00,0.00,8.50,0.00,0.00,0.00,29.50,0.00,9.00,0.00,0.00,0.00,0.00,21.50,14.50,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.50,0.00,0.00,0.00,7.50,1.50,0.00,0.00,0.00,0.00,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,4.50,19.50,0.00,0.00,15.50,0.00,0.00,0.00,29.50,0.00,9.00,3.50,0.00,0.00,0.00,21.50,14.50,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.50,0.00,0.00,0.00,15.50,1.50,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00
6,4.50,19.50,0.00,0.00,26.50,0.00,0.00,0.00,39.00,0.00,9.00,5.00,0.00,0.00,0.00,21.50,14.50,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.50,5.50,0.00,0.00,28.50,1.50,0.00,0.00,0.00,0.00,0.00,27.50,0.00,0.00,0.50,3.50,0.00,0.00,0.00
7,8.50,19.50,0.00,0.00,33.00,0.00,0.00,0.00,39.00,0.00,9.00,5.00,2.00,0.00,0.00,21.50,14.50,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.50,5.50,0.00,0.00,37.50,1.50,0.00,0.00,0.00,8.00,0.00,27.50,0.00,0.00,0.50,10.00,0.00,0.00,0.00
8,9.00,26.50,1.50,0.00,49.00,0.00,0.00,0.00,39.00,0.00,9.00,5.00,3.50,0.00,0.00,21.50,14.50,0.00,0.00,0.00,0.00,2.00,0.00,30.00,0.50,6.50,0.00,0.00,45.50,1.50,0.00,0.00,0.00,13.00,0.00,27.50,0.00,0.00,0.50,18.50,0.00,0.00,5.00
9,13.00,28.00,1.50,0.00,64.00,12.00,0.00,0.00,59.00,0.00,9.00,5.00,16.50,0.00,0.00,21.50,14.50,0.00,0.00,0.00,0.00,2.00,0.00,30.00,2.50,15.00,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,0.00,27.50,3.00,0.00,0.50,28.00,0.00,0.00,5.00
10,16.00,35.50,1.50,0.00,70.50,17.50,0.00,0.00,76.50,0.00,9.00,5.00,27.00,1.00,0.00,21.50,14.50,0.00,0.00,0.00,0.00,2.00,0.00,30.00,2.50,26.00,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,3.00,27.50,5.50,0.00,0.50,31.50,0.00,0.00,5.00
11,16.00,51.50,1.50,0.00,71.50,22.00,0.00,0.00,88.00,0.00,9.00,5.00,29.50,2.00,0.00,21.50,14.50,0.00,0.00,0.00,1.00,2.00,0.00,30.00,2.50,32.00,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,3.00,27.50,5.50,0.00,0.50,33.50,0.00,0.00,5.00
12,16.00,61.00,1.50,0.00,79.00,22.00,0.00,0.00,96.00,0.00,9.00,5.00,29.50,2.00,2.00,21.50,14.50,0.00,0.00,0.00,1.00,2.00,0.00,30.00,2.50,39.00,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,7.50,27.50,5.50,0.00,4.50,36.50,0.00,0.00,5.00
13,16.00,69.00,1.50,0.00,82.00,22.00,0.00,0.00,96.00,0.00,9.00,5.00,36.00,2.00,2.00,21.50,21.50,0.00,1.50,0.00,1.00,4.50,0.00,30.00,2.50,43.50,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.00,27.50,5.50,0.00,11.00,41.00,0.00,0.00,5.00
14,16.00,75.00,1.50,0.00,84.50,22.00,0.00,0.00,96.00,0.00,9.00,5.00,36.50,2.00,2.00,21.50,28.50,0.00,4.00,0.00,5.50,11.50,0.00,30.00,2.50,46.00,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.00,27.50,5.50,0.00,11.00,45.50,6.50,0.00,5.00
15,16.00,79.50,1.50,0.00,86.00,22.00,4.50,0.00,96.00,0.00,11.50,5.00,36.50,2.00,2.00,21.50,28.50,0.00,6.50,0.00,13.50,11.50,0.00,30.00,2.50,46.00,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.00,27.50,5.50,0.00,11.00,59.00,7.50,0.00,5.00
16,16.00,93.00,8.00,0.00,87.50,22.00,9.50,0.00,96.00,0.00,19.00,5.00,36.50,4.00,2.00,21.50,28.50,0.00,13.00,0.00,13.50,11.50,0.50,30.00,2.50,49.50,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.00,30.50,5.50,0.00,18.50,76.00,8.50,0.00,5.00
17,16.00,113.00,17.50,0.00,87.50,29.00,9.50,0.00,96.00,0.00,19.00,5.00,36.50,6.00,2.00,21.50,28.50,0.00,26.00,0.00,13.50,11.50,0.50,30.00,2.50,50.50,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.00,34.50,5.50,0.00,20.00,94.00,15.50,0.00,5.00
18,16.00,125.50,25.50,0.00,87.50,30.00,9.50,0.00,96.00,0.00,19.00,5.00,49.00,13.00,2.00,21.50,28.50,0.00,39.00,0.00,15.50,11.50,0.50,30.00,2.50,54.50,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.00,42.00,5.50,0.00,26.50,100.00,22.50,0.00,5.00
19,19.50,137.00,39.00,1.00,87.50,32.50,9.50,0.00,96.00,0.00,19.00,5.00,52.00,13.00,2.00,21.50,28.50,0.00,57.00,1.00,18.50,11.50,0.50,30.00,2.50,54.50,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.00,49.00,5.50,0.00,33.00,105.50,36.00,0.00,5.00
20,25.00,143.00,48.50,7.50,87.50,37.50,9.50,9.00,96.00,0.00,20.50,5.00,52.00,21.50,2.00,21.50,28.50,0.00,71.50,3.00,18.50,11.50,0.50,30.00,2.50,54.50,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.00,55.50,12.50,0.00,33.00,122.50,45.00,0.00,5.00
21,30.00,147.00,62.00,16.00,87.50,39.50,9.50,21.00,96.00,0.00,24.50,5.00,52.00,34.50,2.00,21.50,28.50,0.00,79.00,5.00,21.50,11.50,0.50,30.00,2.50,55.50,0.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.00,55.50,19.00,0.00,33.00,142.50,48.50,0.00,5.00
22,31.00,150.00,68.00,23.00,87.50,42.50,9.50,32.50,96.00,2.00,25.50,7.50,59.50,34.50,6.50,21.50,30.50,0.00,91.50,13.50,26.50,11.50,3.00,30.00,3.50,58.50,3.00,0.00,52.00,1.50,0.00,0.00,0.00,13.00,14.50,55.50,20.00,0.00,33.00,162.50,55.50,0.00,5.00
23,36.00,154.50,68.00,25.50,87.50,42.50,9.50,46.00,96.00,4.00,29.50,17.50,74.50,34.50,18.50,21.50,40.00,0.00,107.00,25.50,33.50,11.50,4.50,30.00,3.50,59.00,3.00,0.00,52.00,1.50,0.00,1.00,0.00,13.00,16.00,60.00,25.00,0.00,33.00,180.50,71.00,0.00,5.00
24,42.00,163.50,68.00,27.50,87.50,42.50,9.50,61.50,96.00,4.00,37.00,28.50,87.00,34.50,30.50,21.50,45.00,0.00,120.00,38.50,33.50,11.50,12.00,30.00,3.50,68.50,3.00,0.00,52.00,1.50,0.00,1.00,0.00,13.00,20.00,66.00,40.00,0.00,33.00,198.50,83.00,3.50,11.00
25,50.50,173.00,68.00,27.50,87.50,42.50,9.50,71.50,96.00,4.00,49.50,30.00,95.50,34.50,34.00,21.50,57.00,0.00,125.50,41.50,33.50,11.50,16.50,30.00,3.50,73.00,3.00,0.00,52.00,1.50,0.00,1.00,0.00,13.00,26.00,77.50,56.00,0.00,33.00,218.00,83.00,5.50,17.50
26,64.00,179.00,68.00,27.50,99.50,42.50,9.50,84.50,96.00,4.00,62.00,34.00,96.00,42.50,34.00,21.50,62.00,0.00,127.00,41.50,33.50,11.50,16.50,30.00,3.50,75.50,3.00,0.00,52.00,1.50,0.00,1.00,0.00,13.00,26.00,92.50,70.00,0.00,33.00,232.00,83.00,6.00,20.00
27,65.50,189.50,68.00,29.50,110.00,42.50,9.50,94.00,96.00,4.00,77.50,37.50,96.00,56.00,44.00,24.50,64.00,0.00,132.50,41.50,33.50,11.50,16.50,30.00,3.50,79.00,3.00,0.00,52.00,1.50,14.50,2.50,8.50,13.00,26.50,107.00,84.50,0.00,33.00,247.00,83.00,6.00,28.50
28,71.00,203.00,68.00,30.50,125.00,42.50,9.50,110.00,96.00,4.00,96.00,37.50,96.00,66.00,61.50,34.00,67.50,0.00,141.00,41.50,33.50,11.50,16.50,30.00,3.50,79.00,3.00,0.00,52.00,1.50,22.00,13.00,9.50,16.50,26.50,120.00,95.50,0.00,41.00,260.00,83.00,12.00,38.50
29,85.00,214.00,68.00,32.50,138.50,42.50,9.50,126.00,101.50,4.00,109.50,38.00,96.00,78.50,80.00,45.00,70.00,0.00,141.00,41.50,43.50,11.50,16.50,30.00,3.50,79.00,3.00,0.00,55.50,1.50,25.50,14.00,11.00,16.50,26.50,133.50,109.50,0.00,41.50,272.00,83.00,20.50,39.50
30,100.00,224.00,68.00,34.50,150.00,42.50,9.50,138.00,104.00,4.00,120.00,38.00,96.00,95.00,101.00,58.50,71.00,0.00,141.00,41.50,46.00,11.50,16.50,30.00,3.50,86.00,6.00,0.00,67.50,1.50,32.00,14.00,15.00,24.50,28.00,142.50,129.00,9.50,41.50,290.00,83.00,22.50,39.50
31,119.50,233.00,68.00,40.00,165.00,42.50,9.50,147.00,108.00,4.00,130.00,38.50,96.00,111.00,122.50,73.00,71.00,0.00,151.00,55.00,57.50,11.50,16.50,30.00,3.50,86.00,10.50,4.00,86.50,1.50,44.50,14.00,18.50,34.00,34.50,150.50,141.00,28.00,48.50,307.00,83.00,22.50,39.50
32,138.00,243.00,68.00,48.00,174.00,42.50,9.50,157.00,108.00,7.50,140.00,42.00,96.00,128.00,145.00,86.00,71.00,0.00,161.50,55.00,69.50,13.00,16.50,30.00,3.50,86.00,16.00,4.00,103.50,1.50,59.00,14.00,18.50,38.00,36.50,155.50,150.00,42.00,48.50,319.00,85.00,22.50,39.50
33,155.00,250.50,68.00,62.50,189.00,42.50,9.50,164.00,108.00,7.50,153.00,50.50,96.00,143.00,155.50,99.00,71.00,0.00,173.00,55.00,78.00,29.50,16.50,30.00,4.50,86.00,16.00,4.00,122.50,1.50,72.00,23.00,18.50,40.50,41.50,159.50,166.00,57.00,48.50,320.00,92.50,25.00,39.50
34,169.00,258.00,68.00,81.00,205.50,42.50,9.50,164.00,108.00,7.50,171.50,59.00,96.00,157.00,169.50,120.50,78.00,10.50,188.00,55.00,81.50,39.50,16.50,30.00,7.00,86.00,30.50,12.00,141.00,1.50,87.50,32.50,18.50,40.50,50.00,166.50,183.00,76.00,48.50,321.50,100.50,29.50,39.50
35,178.00,259.50,78.00,98.50,220.00,42.50,9.50,167.00,108.00,12.50,184.00,62.50,96.00,170.00,181.00,137.50,86.00,29.00,201.00,62.00,81.50,45.00,16.50,30.00,16.50,86.00,37.00,20.00,148.00,1.50,104.00,43.50,31.00,40.50,58.50,169.00,204.00,92.50,55.50,330.50,109.00,29.50,39.50
36,185.50,259.50,97.50,112.50,227.50,42.50,9.50,177.50,108.00,16.00,198.00,65.00,103.50,186.00,195.50,151.00,103.00,51.00,219.00,64.00,81.50,50.50,16.50,30.00,32.00,98.50,37.00,31.50,148.50,1.50,119.50,43.50,40.50,40.50,67.50,181.00,223.00,107.00,61.50,342.50,109.00,29.50,42.50
37,195.50,262.00,113.00,125.50,234.00,48.50,9.50,189.00,108.00,22.00,215.00,76.50,103.50,203.50,206.00,164.50,109.50,73.50,240.00,64.00,81.50,59.50,17.00,30.00,50.00,108.00,44.00,51.50,148.50,3.50,129.50,45.00,48.50,40.50,71.00,202.00,243.50,115.00,66.00,363.00,109.00,29.50,49.50
38,210.00,268.50,123.00,134.50,241.00,50.00,9.50,202.50,108.00,35.50,236.00,85.50,108.00,222.50,212.50,176.00,111.00,91.00,254.00,64.00,81.50,69.00,17.00,30.00,67.00,118.50,56.00,69.00,148.50,5.50,136.00,61.50,61.50,40.50,71.00,216.00,261.00,126.50,74.50,383.00,109.00,29.50,49.50
39,218.00,268.50,132.00,143.00,241.00,50.00,9.50,216.50,108.00,47.50,252.00,93.50,119.00,240.00,220.00,195.50,115.00,109.00,269.50,64.00,82.50,77.50,18.00,37.50,85.00,131.00,69.50,89.00,155.50,13.50,136.50,69.50,72.00,40.50,71.00,232.50,281.00,139.00,87.50,404.00,109.00,29.50,49.50
40,222.50,268.50,137.00,144.50,241.00,50.00,9.50,227.00,116.00,63.50,267.50,100.00,119.00,260.00,223.50,214.50,126.00,129.00,288.00,76.00,84.50,92.00,18.00,52.00,99.00,145.50,84.00,104.50,155.50,21.00,148.00,76.00,84.50,40.50,71.00,247.50,305.50,154.50,104.50,424.00,109.50,29.50,49.50
41,225.50,275.00,146.00,145.00,241.00,50.00,9.50,238.00,132.50,80.00,286.50,112.00,119.00,277.50,223.50,236.50,142.00,153.00,306.50,93.00,94.50,114.00,18.00,69.00,113.50,153.00,85.00,119.00,155.50,37.00,166.50,84.00,100.50,40.50,71.00,259.50,329.00,168.50,124.50,444.50,116.00,29.50,52.50
42,228.50,283.00,151.00,152.50,241.00,50.00,11.50,253.00,152.50,99.00,304.00,122.00,119.00,297.50,224.50,255.50,154.00,171.00,323.50,101.00,110.00,127.50,18.00,88.00,131.00,160.00,87.50,134.00,155.50,51.00,186.00,85.00,117.50,40.50,77.50,273.00,349.50,184.50,139.00,466.50,128.50,45.50,62.50
43,240.00,286.00,153.00,156.00,252.50,50.00,13.50,262.50,173.50,117.00,320.50,135.50,119.00,320.50,224.50,274.50,165.00,183.00,339.50,111.00,127.00,137.50,18.00,106.00,147.50,169.00,94.50,149.50,156.00,64.50,203.00,86.50,139.50,40.50,93.00,288.50,365.50,200.50,154.00,488.00,143.00,62.00,72.00
44,252.50,286.00,155.50,175.00,256.00,50.00,25.00,282.00,193.00,135.00,337.00,156.00,122.00,341.50,224.50,293.50,179.00,189.50,363.50,126.00,146.00,150.50,22.00,120.50,160.50,178.00,94.50,167.50,162.00,74.50,215.50,95.00,162.00,40.50,108.50,301.50,384.50,217.50,163.00,509.00,159.50,77.00,83.50
45,267.50,288.00,164.00,196.00,267.50,60.00,38.50,301.50,212.00,155.00,355.50,176.00,135.00,362.50,224.50,310.00,185.50,192.00,387.50,143.50,157.00,166.00,27.00,136.50,175.50,187.00,94.50,187.50,162.00,88.00,231.50,105.00,186.00,43.50,127.50,316.50,404.50,231.00,169.00,528.00,178.50,95.00,93.00
46,284.50,293.50,172.00,213.00,275.50,69.00,55.00,316.00,233.50,176.00,373.00,194.50,159.50,389.00,224.50,330.00,201.00,193.00,410.00,161.00,166.50,180.50,27.00,153.50,193.50,195.50,94.50,208.00,162.00,103.50,249.00,114.00,210.50,44.50,146.50,334.50,420.50,241.00,180.00,546.50,196.00,108.50,100.00
47,303.00,301.00,179.00,233.00,276.00,83.50,72.50,325.50,254.50,196.50,393.00,214.50,177.00,411.00,224.50,351.00,224.50,193.00,434.50,184.50,174.00,197.00,40.50,173.50,211.50,198.50,105.00,229.00,162.00,115.50,276.50,123.50,234.50,47.50,167.00,355.50,441.00,249.50,193.00,556.00,214.50,126.00,105.00
48,323.50,316.00,184.50,253.50,276.00,89.00,88.00,340.00,275.00,216.50,414.00,233.00,193.50,437.00,243.50,374.00,241.50,196.50,460.50,214.00,179.50,208.50,57.00,194.50,231.00,198.50,114.00,253.50,172.50,128.50,302.00,136.50,257.50,49.50,189.50,377.00,462.50,259.50,206.00,565.00,236.50,150.50,112.00
49,340.50,335.00,188.00,273.00,277.50,92.00,99.00,358.00,295.50,237.50,438.50,249.50,211.00,460.50,266.00,395.50,262.50,203.00,483.00,243.50,194.50,220.00,67.00,213.00,248.50,198.50,122.50,277.00,184.50,143.50,331.00,152.50,281.00,52.50,209.50,405.50,485.00,266.50,215.50,576.50,258.50,173.00,124.50
50,354.50,354.50,195.50,293.50,293.00,100.00,107.00,379.50,318.00,257.00,460.50,272.00,232.00,482.00,289.50,419.00,287.50,211.50,504.00,275.50,215.50,238.50,78.50,232.50,267.50,208.50,136.00,301.50,211.00,158.00,357.00,164.00,306.50,56.50,233.50,425.50,508.00,277.50,220.50,589.50,278.00,188.50,138.00
51,371.50,374.50,196.50,316.00,316.00,111.00,121.50,399.50,340.50,271.50,482.00,290.50,249.50,504.50,319.00,441.50,310.50,225.50,523.50,300.50,237.50,262.00,88.50,254.50,287.00,223.00,151.00,325.50,235.50,172.00,381.00,176.00,327.00,62.50,260.50,440.50,536.50,291.50,230.50,610.50,296.00,203.00,151.50
52,391.50,397.00,204.50,340.00,331.00,119.50,139.00,421.00,359.00,288.00,501.50,311.50,269.50,531.00,346.50,470.50,336.00,244.50,546.00,321.50,257.50,281.50,89.50,279.50,307.00,246.00,169.50,350.50,258.50,186.50,402.50,194.50,351.00,70.00,287.00,456.50,565.50,311.00,247.00,635.00,311.00,224.00,170.50
53,410.50,417.50,219.50,367.00,341.50,131.00,156.50,442.00,381.00,312.50,524.50,332.00,289.50,557.50,374.00,493.50,356.00,270.00,568.50,342.50,273.00,301.50,89.50,306.50,329.00,269.00,189.50,376.00,283.00,205.00,424.00,222.00,374.50,82.00,312.00,475.00,597.00,332.50,269.50,646.50,326.00,249.00,191.00
