# NOME_AIRPORT
# Cumulative degree days > 20 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,13.00,5.50,0.00,0.00,0.00,3.50,0.00,2.50,0.50,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,8.50,0.00,0.00,9.00,0.00,0.00,0.00
1,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,15.00,0.00,0.00,0.00,9.00,0.00,5.00,12.00,15.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,4.00,17.00,0.00,4.00,15.00,0.00,0.00,0.00
2,4.50,17.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.00,0.00,0.00,0.00,0.00,0.00,32.50,25.50,0.00,0.00,0.00,9.00,0.00,5.00,12.00,20.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,4.00,20.50,0.00,7.00,19.50,0.00,0.00,3.00
3,10.50,17.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,32.50,25.50,0.00,0.00,0.00,9.00,6.50,5.00,12.00,23.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,4.00,1.50,4.00,20.50,0.00,12.00,28.00,0.00,0.00,11.50
4,20.50,17.00,5.50,0.50,0.00,10.00,0.00,0.00,15.00,0.00,0.00,0.50,0.00,0.00,0.00,32.50,28.50,0.00,2.00,0.00,20.00,14.00,5.00,12.00,23.00,0.00,0.00,0.00,6.00,0.50,0.00,0.00,0.00,15.00,1.50,4.00,20.50,0.00,20.00,37.50,0.00,0.00,11.50
5,31.00,18.00,14.00,7.50,15.00,10.00,0.00,0.00,15.00,0.00,0.00,3.00,0.00,0.00,0.00,32.50,33.00,0.00,6.00,0.00,32.00,15.00,5.00,12.00,23.00,4.00,0.00,0.00,11.50,0.50,0.00,0.00,0.00,23.50,1.50,4.00,20.50,0.00,28.00,43.50,0.00,0.00,11.50
6,41.00,20.50,26.00,7.50,32.00,10.00,0.00,0.00,15.00,0.00,0.00,3.00,0.00,0.00,0.00,32.50,33.00,0.00,10.50,0.00,40.50,15.00,5.00,16.00,23.00,14.00,0.00,0.00,20.50,0.50,0.00,0.00,0.00,32.50,1.50,4.00,20.50,0.00,33.50,48.00,0.00,4.50,18.50
7,45.00,21.00,34.50,7.50,38.50,10.00,0.00,5.50,15.00,0.00,0.00,3.00,0.00,0.00,1.00,32.50,33.00,0.00,17.00,0.00,48.00,15.00,7.00,21.50,23.00,14.00,0.00,0.00,20.50,0.50,0.00,0.00,0.00,41.00,1.50,4.00,20.50,0.00,33.50,54.50,0.00,7.00,22.00
8,45.00,21.00,38.00,7.50,55.50,10.00,0.00,13.50,15.00,2.50,0.00,3.00,2.00,0.00,1.00,32.50,33.00,0.00,19.50,0.00,54.00,17.00,8.50,31.00,23.00,14.00,0.00,0.00,20.50,6.00,0.00,0.00,0.00,41.00,1.50,4.00,20.50,0.00,33.50,63.00,0.00,7.00,25.50
9,45.00,21.00,38.00,7.50,72.50,10.00,0.00,23.00,17.00,6.00,0.00,3.00,7.50,0.00,1.00,32.50,33.00,0.00,19.50,0.00,54.00,17.00,8.50,31.00,23.50,17.00,0.00,0.00,20.50,13.00,0.00,0.00,0.00,41.00,1.50,4.00,20.50,0.00,33.50,72.00,0.00,7.00,28.00
