location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2024-04-20,27,2024-05-16,05-15,0.35,0.00,0.00,0.03,0.14
Fairbanks,Chena River,2024-04-20,5,2024-04-24,04-24,0.60,0.13,0.45,0.38,0.04
Northway,Chisana River,2024-04-20,5,2024-04-24,04-23,0.72,0.09,0.55,0.36,0.00
Gakona,Gakona River,2024-04-20,13,2024-05-02,04-29,0.32,0.04,0.15,0.31,0.28
Gakona,Gulkana River,2024-04-20,10,2024-04-29,04-28,0.36,0.05,0.20,0.36,0.27
Kobuk,Kobuk River,2024-04-20,25,2024-05-14,05-13,0.42,0.00,0.00,0.03,0.20
Shungnak,Kobuk River,2024-04-20,27,2024-05-16,05-15,0.45,0.00,0.00,0.01,0.14
Ambler,Kobuk River,2024-04-20,28,2024-05-17,05-16,0.42,0.00,0.00,0.01,0.10
Bettles,Koyukuk River,2024-04-20,21,2024-05-10,05-07,0.44,0.00,0.01,0.11,0.37
Allakaket,Koyukuk River,2024-04-20,22,2024-05-11,05-08,0.44,0.00,0.01,0.08,0.33
Hughes,Koyukuk River,2024-04-20,21,2024-05-10,05-08,0.43,0.00,0.01,0.11,0.37
Nikolai,Kuskokwim River,2024-04-20,1,2024-04-20,04-20,0.87,0.30,0.56,0.13,0.00
Sleetmute,Kuskokwim River,2024-04-20,13,2024-05-02,05-02,0.51,0.01,0.09,0.45,0.39
Stony River,Kuskokwim River,2024-04-20,15,2024-05-04,05-02,0.50,0.00,0.05,0.34,0.47
Red Devil,Kuskokwim River,2024-04-20,14,2024-05-03,05-03,0.49,0.00,0.06,0.38,0.45
McGrath,Kuskokwim River,2024-04-20,15,2024-05-04,05-04,0.51,0.00,0.05,0.36,0.47
Crooked Creek,Kuskokwim River,2024-04-20,17,2024-05-06,05-04,0.49,0.00,0.03,0.25,0.49
Aniak,Kuskokwim River,2024-04-20,18,2024-05-07,05-05,0.46,0.00,0.01,0.17,0.46
Kalskag,Kuskokwim River,2024-04-20,17,2024-05-06,05-05,0.54,0.00,0.01,0.23,0.54
Tuluksak,Kuskokwim River,2024-04-20,19,2024-05-08,05-06,0.53,0.00,0.00,0.13,0.50
Akiak,Kuskokwim River,2024-04-20,21,2024-05-10,05-07,0.49,0.00,0.00,0.09,0.40
Bethel,Kuskokwim River,2024-04-20,21,2024-05-10,05-07,0.43,0.00,0.01,0.10,0.36
Sunshine,Susitna River,2024-04-20,12,2024-05-01,04-29,0.61,0.00,0.07,0.55,0.36
Nenana,Tanana River,2024-04-20,10,2024-04-29,04-29,0.63,0.01,0.19,0.63,0.16
Manley Hot Springs,Tanana River,2024-04-20,14,2024-05-03,05-01,0.51,0.00,0.06,0.41,0.44
Lake Creek,Yentna River,2024-04-20,12,2024-05-01,04-29,0.74,0.00,0.04,0.68,0.28
Dawson,Yukon River,2024-04-20,16,2024-05-05,05-03,0.65,0.00,0.01,0.26,0.64
Eagle,Yukon River,2024-04-20,16,2024-05-05,05-03,0.56,0.00,0.02,0.28,0.56
Circle,Yukon River,2024-04-20,20,2024-05-09,05-07,0.50,0.00,0.00,0.10,0.44
Tanana,Yukon River,2024-04-20,20,2024-05-09,05-07,0.53,0.00,0.00,0.09,0.46
Fort Yukon,Yukon River,2024-04-20,21,2024-05-10,05-08,0.49,0.00,0.00,0.06,0.38
Ruby,Yukon River,2024-04-20,21,2024-05-10,05-09,0.49,0.00,0.00,0.07,0.38
Galena,Yukon River,2024-04-20,22,2024-05-11,05-10,0.51,0.00,0.00,0.03,0.31
Kaltag,Yukon River,2024-04-20,24,2024-05-13,05-11,0.47,0.00,0.00,0.03,0.26
Holy Cross,Yukon River,2024-04-20,24,2024-05-13,05-12,0.50,0.00,0.00,0.01,0.20
Marshall,Yukon River,2024-04-20,27,2024-05-16,05-12,0.51,0.00,0.00,0.00,0.08
Russian Mission,Yukon River,2024-04-20,24,2024-05-13,05-12,0.48,0.00,0.00,0.02,0.21
Anvik,Yukon River,2024-04-20,24,2024-05-13,05-14,0.49,0.00,0.00,0.02,0.24
Mountain Village,Yukon River,2024-04-20,26,2024-05-15,05-14,0.44,0.00,0.00,0.02,0.15
Emmonak,Yukon River,2024-04-20,33,2024-05-22,05-18,0.42,0.00,0.00,0.00,0.03
Alakanuk,Yukon River,2024-04-20,33,2024-05-22,05-19,0.42,0.00,0.00,0.00,0.02
