location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2024-04-23,24,2024-05-16,05-15,0.36,0.00,0.01,0.06,0.23
Fairbanks,Chena River,2024-04-23,2,2024-04-24,04-24,0.77,0.23,0.54,0.22,0.01
Northway,Chisana River,2024-04-23,2,2024-04-24,04-23,0.90,0.27,0.63,0.10,0.00
Gakona,Gakona River,2024-04-23,10,2024-05-02,04-29,0.34,0.06,0.21,0.34,0.25
Gakona,Gulkana River,2024-04-23,7,2024-04-29,04-28,0.40,0.08,0.27,0.38,0.20
Kobuk,Kobuk River,2024-04-23,22,2024-05-14,05-13,0.43,0.00,0.00,0.07,0.32
Shungnak,Kobuk River,2024-04-23,24,2024-05-16,05-15,0.45,0.00,0.00,0.04,0.25
Ambler,Kobuk River,2024-04-23,25,2024-05-17,05-16,0.42,0.00,0.00,0.03,0.19
Bettles,Koyukuk River,2024-04-23,18,2024-05-10,05-07,0.44,0.00,0.03,0.22,0.44
Allakaket,Koyukuk River,2024-04-23,19,2024-05-11,05-08,0.44,0.00,0.02,0.17,0.43
Hughes,Koyukuk River,2024-04-23,18,2024-05-10,05-08,0.44,0.00,0.03,0.21,0.44
Sleetmute,Kuskokwim River,2024-04-23,10,2024-05-02,05-02,0.52,0.03,0.20,0.53,0.23
Stony River,Kuskokwim River,2024-04-23,12,2024-05-04,05-02,0.51,0.01,0.13,0.49,0.32
Red Devil,Kuskokwim River,2024-04-23,11,2024-05-03,05-03,0.52,0.02,0.15,0.52,0.29
McGrath,Kuskokwim River,2024-04-23,12,2024-05-04,05-04,0.53,0.01,0.13,0.51,0.31
Crooked Creek,Kuskokwim River,2024-04-23,14,2024-05-06,05-04,0.52,0.01,0.07,0.42,0.42
Aniak,Kuskokwim River,2024-04-23,15,2024-05-07,05-05,0.48,0.00,0.04,0.32,0.47
Kalskag,Kuskokwim River,2024-04-23,14,2024-05-06,05-05,0.56,0.00,0.05,0.42,0.46
Tuluksak,Kuskokwim River,2024-04-23,16,2024-05-08,05-06,0.56,0.00,0.02,0.27,0.56
Akiak,Kuskokwim River,2024-04-23,18,2024-05-10,05-07,0.51,0.00,0.01,0.20,0.51
Bethel,Kuskokwim River,2024-04-23,18,2024-05-10,05-07,0.45,0.00,0.02,0.21,0.45
Sunshine,Susitna River,2024-04-23,9,2024-05-01,04-29,0.62,0.02,0.21,0.64,0.13
Nenana,Tanana River,2024-04-23,7,2024-04-29,04-29,0.66,0.06,0.41,0.50,0.04
Manley Hot Springs,Tanana River,2024-04-23,11,2024-05-03,05-01,0.52,0.02,0.16,0.52,0.27
Lake Creek,Yentna River,2024-04-23,9,2024-05-01,04-29,0.74,0.01,0.23,0.71,0.06
Dawson,Yukon River,2024-04-23,13,2024-05-05,05-03,0.67,0.00,0.04,0.54,0.41
Eagle,Yukon River,2024-04-23,13,2024-05-05,05-03,0.58,0.00,0.06,0.49,0.41
Circle,Yukon River,2024-04-23,17,2024-05-09,05-07,0.51,0.00,0.02,0.22,0.52
Tanana,Yukon River,2024-04-23,17,2024-05-09,05-07,0.54,0.00,0.01,0.22,0.55
Fort Yukon,Yukon River,2024-04-23,18,2024-05-10,05-08,0.50,0.00,0.01,0.16,0.50
Ruby,Yukon River,2024-04-23,18,2024-05-10,05-09,0.51,0.00,0.01,0.16,0.51
Galena,Yukon River,2024-04-23,19,2024-05-11,05-10,0.53,0.00,0.00,0.10,0.49
Kaltag,Yukon River,2024-04-23,21,2024-05-13,05-11,0.48,0.00,0.00,0.09,0.40
Holy Cross,Yukon River,2024-04-23,21,2024-05-13,05-12,0.53,0.00,0.00,0.05,0.39
Marshall,Yukon River,2024-04-23,24,2024-05-16,05-12,0.56,0.00,0.00,0.01,0.19
Russian Mission,Yukon River,2024-04-23,21,2024-05-13,05-12,0.50,0.00,0.00,0.06,0.38
Anvik,Yukon River,2024-04-23,21,2024-05-13,05-14,0.50,0.00,0.00,0.07,0.39
Mountain Village,Yukon River,2024-04-23,23,2024-05-15,05-14,0.46,0.00,0.00,0.04,0.27
Emmonak,Yukon River,2024-04-23,30,2024-05-22,05-18,0.44,0.00,0.00,0.00,0.06
Alakanuk,Yukon River,2024-04-23,30,2024-05-22,05-19,0.44,0.00,0.00,0.00,0.05
