location,river,forecastdate,most likely breakup in (days),forecasted date,average breakup date,probability of breakup within ± 3 days around forecasted,probability of breakup within 1 or 2 days,probability of breakup within 3-7 days,probability of breakup within week 2 from now,probability of breakup within week 3 from now
Buckland,Buckland River,2024-05-13,4,2024-05-16,05-15,0.63,0.15,0.48,0.34,0.03
Northway,Chisana River,2024-05-13,-18,2024-04-24,04-23,1.00,0.96,0.04,0.00,0.00
Gakona,Gulkana River,2024-05-13,-12,2024-04-30,04-28,0.89,0.43,0.47,0.10,0.01
Kobuk,Kobuk River,2024-05-13,2,2024-05-14,05-13,0.83,0.26,0.57,0.16,0.00
Shungnak,Kobuk River,2024-05-13,3,2024-05-15,05-15,0.78,0.19,0.59,0.22,0.00
Ambler,Kobuk River,2024-05-13,5,2024-05-17,05-16,0.62,0.14,0.46,0.37,0.04
Bettles,Koyukuk River,2024-05-13,-3,2024-05-09,05-07,0.96,0.49,0.47,0.04,0.00
Allakaket,Koyukuk River,2024-05-13,-1,2024-05-11,05-08,0.92,0.40,0.52,0.08,0.00
Hughes,Koyukuk River,2024-05-13,-2,2024-05-10,05-08,0.97,0.50,0.47,0.03,0.00
Tuluksak,Kuskokwim River,2024-05-13,-4,2024-05-08,05-06,1.00,0.71,0.28,0.00,0.00
Akiak,Kuskokwim River,2024-05-13,-3,2024-05-09,05-07,0.99,0.63,0.36,0.01,0.00
Manley Hot Springs,Tanana River,2024-05-13,-9,2024-05-03,05-01,1.00,0.80,0.20,0.00,0.00
Circle,Yukon River,2024-05-13,-3,2024-05-09,05-07,0.98,0.57,0.41,0.02,0.00
Tanana,Yukon River,2024-05-13,-3,2024-05-09,05-07,0.99,0.62,0.37,0.01,0.00
Fort Yukon,Yukon River,2024-05-13,-2,2024-05-10,05-08,0.97,0.51,0.47,0.03,0.00
Ruby,Yukon River,2024-05-13,-2,2024-05-10,05-09,1.00,0.64,0.36,0.00,0.00
Galena,Yukon River,2024-05-13,-1,2024-05-11,05-10,1.00,0.62,0.37,0.00,0.00
Kaltag,Yukon River,2024-05-13,1,2024-05-13,05-11,0.96,0.38,0.58,0.04,0.00
Holy Cross,Yukon River,2024-05-13,1,2024-05-13,05-12,0.98,0.43,0.56,0.02,0.00
Marshall,Yukon River,2024-05-13,3,2024-05-15,05-12,0.89,0.20,0.69,0.11,0.00
Russian Mission,Yukon River,2024-05-13,1,2024-05-13,05-12,0.89,0.30,0.59,0.11,0.00
Anvik,Yukon River,2024-05-13,1,2024-05-13,05-14,0.95,0.36,0.59,0.05,0.00
Mountain Village,Yukon River,2024-05-13,4,2024-05-16,05-14,0.75,0.16,0.59,0.25,0.00
Emmonak,Yukon River,2024-05-13,8,2024-05-20,05-18,0.74,0.01,0.27,0.69,0.03
Alakanuk,Yukon River,2024-05-13,10,2024-05-22,05-19,0.73,0.00,0.14,0.75,0.11
