# CORDOVA_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
66,843.50,963.00,541.67,812.00,941.00,468.50,497.00,763.00,835.50,717.50,791.50,628.00,689.50,866.50,879.00,740.00,760.00,718.50,785.00,596.00,767.00,733.50,365.50,809.50,840.50,991.00,574.00,520.00,644.00,602.50,745.00,617.50,561.00,433.50,665.50,817.50,1034.00,630.50,682.00,972.50,645.00,555.10,836.00,601.00
67,864.50,995.00,559.67,834.50,962.50,483.50,513.00,779.50,855.00,737.00,811.00,643.50,707.50,884.00,892.50,761.00,779.50,737.50,800.50,613.00,784.50,754.00,379.00,828.50,863.00,1013.50,591.50,538.00,655.00,621.00,761.50,635.50,577.00,446.50,687.00,837.50,1054.50,649.00,697.00,995.50,670.00,577.10,855.00,612.50
68,881.50,1026.50,577.17,855.50,991.50,494.50,527.50,796.00,876.00,761.50,831.00,660.50,721.00,899.50,906.50,787.50,803.50,759.00,816.00,627.50,802.50,771.50,393.50,846.50,884.00,1038.50,604.50,553.00,671.00,640.50,777.00,651.00,589.50,461.50,708.00,860.50,1070.50,666.50,715.50,1016.50,695.50,600.60,876.00,629.50
69,898.00,1049.50,592.67,873.00,1013.00,504.50,543.50,811.00,905.50,784.50,853.00,676.50,738.00,915.00,925.50,817.00,827.50,780.50,829.50,645.50,822.00,786.00,409.00,867.50,909.00,1061.50,623.00,568.50,688.00,658.50,790.00,665.50,605.50,480.00,736.00,883.50,1085.00,680.50,740.00,1040.00,728.50,623.10,892.00,646.00
70,916.00,1074.50,609.17,892.50,1032.00,512.50,557.50,830.00,928.00,806.00,876.00,689.00,756.00,929.00,946.00,845.00,851.50,798.50,844.50,665.00,840.50,800.00,425.50,884.00,930.00,1084.50,640.00,581.00,704.50,679.50,808.50,685.00,619.00,502.50,760.00,903.50,1102.00,697.50,764.00,1061.50,759.00,643.10,912.50,669.50
71,931.50,1098.00,624.67,917.00,1051.00,522.00,575.50,851.50,953.00,823.50,889.50,703.50,774.00,945.00,964.50,869.50,876.00,820.00,860.00,685.00,859.00,815.00,441.00,901.00,953.00,1110.50,654.50,598.00,723.50,703.50,826.00,704.50,634.00,523.50,782.00,923.50,1123.50,718.50,782.50,1078.00,781.00,660.60,929.00,690.50
72,947.50,1126.00,639.67,937.50,1069.00,536.00,594.50,875.00,973.50,840.50,910.50,719.50,794.00,964.00,984.50,893.50,902.00,840.50,875.00,701.00,881.00,832.50,457.50,915.50,974.50,1136.50,668.50,615.00,739.50,727.50,843.00,726.00,647.00,545.00,806.00,950.50,1151.00,739.00,799.00,1096.00,804.50,679.10,945.50,712.00
73,969.50,1151.00,652.67,962.00,1088.00,547.50,609.50,896.50,994.00,859.50,930.50,734.50,810.00,989.00,1005.00,916.00,929.00,858.00,894.50,725.00,896.50,852.00,477.00,929.00,997.00,1163.50,685.50,631.50,753.00,744.00,858.50,741.50,660.00,562.50,831.50,973.50,1181.50,756.00,814.00,1119.00,828.50,697.60,961.50,735.00
74,988.00,1177.50,666.17,985.50,1108.00,561.00,626.50,918.50,1014.00,877.00,949.00,754.00,826.50,1017.50,1024.50,941.50,952.50,875.00,915.00,751.50,913.50,874.50,493.50,946.50,1020.00,1187.00,701.00,651.50,769.00,763.00,876.50,757.00,674.50,576.50,858.50,1000.00,1212.00,774.50,831.00,1145.00,848.50,718.10,982.00,755.50
75,1011.00,1202.00,678.67,1007.50,1126.00,576.00,643.50,938.00,1032.50,895.00,970.00,774.00,844.50,1046.00,1044.50,961.00,974.00,894.50,934.50,777.00,932.00,897.00,511.00,963.00,1043.50,1209.00,715.50,674.50,782.00,780.00,892.50,772.00,692.50,590.50,882.00,1022.00,1242.00,792.50,846.00,1168.50,872.00,736.60,998.00,779.00
76,1032.50,1229.50,694.67,1028.00,1145.50,592.00,664.50,955.50,1051.50,915.50,993.00,792.50,859.00,1070.50,1066.50,977.00,997.50,913.00,953.00,797.50,950.50,915.50,532.00,980.50,1065.00,1227.00,731.00,696.50,799.00,803.00,907.50,786.50,711.00,605.50,909.50,1042.50,1265.50,810.50,862.00,1190.50,895.50,753.10,1018.00,800.00
77,1050.00,1255.50,711.67,1046.00,1169.00,607.50,680.00,976.00,1072.00,933.50,1015.50,811.00,873.50,1092.50,1087.50,996.00,1018.00,929.00,970.50,820.00,969.00,931.50,558.00,996.50,1086.50,1249.00,746.00,715.00,815.50,825.50,923.50,803.00,725.50,621.50,939.50,1061.50,1288.50,828.50,881.50,1211.00,921.50,773.60,1034.50,822.50
78,1068.50,1281.00,727.67,1065.50,1195.00,619.50,696.00,996.00,1092.50,952.00,1039.50,827.50,890.00,1119.50,1109.00,1015.00,1038.00,950.50,990.50,840.50,989.00,950.50,587.50,1014.00,1112.50,1273.50,761.00,731.50,829.50,848.00,947.50,824.00,744.00,632.50,965.50,1085.50,1313.50,847.00,909.50,1232.50,942.50,793.10,1056.50,849.50
79,1091.50,1303.50,748.67,1088.00,1223.50,632.50,713.00,1016.50,1112.50,970.50,1061.00,846.00,909.00,1145.50,1128.00,1031.50,1060.50,972.50,1007.50,861.50,1005.50,969.50,618.00,1031.50,1136.50,1300.50,781.50,751.00,847.50,866.50,969.50,847.00,761.50,644.50,990.00,1109.50,1333.50,864.50,932.00,1260.50,965.50,811.60,1079.00,877.00
80,1110.50,1325.00,766.67,1109.50,1250.50,650.50,737.00,1037.00,1132.50,996.00,1081.00,866.00,930.50,1173.00,1147.00,1051.50,1084.50,997.50,1026.00,881.50,1020.50,990.00,648.50,1050.50,1166.00,1325.00,799.50,770.50,871.00,883.00,992.50,867.50,781.50,657.00,1014.50,1132.50,1357.50,885.00,953.00,1283.00,988.00,832.60,1102.00,897.00
81,1129.00,1347.00,788.67,1131.00,1272.50,667.00,755.50,1056.50,1158.00,1016.00,1099.00,887.50,953.00,1199.00,1165.00,1072.50,1106.50,1028.00,1044.50,900.50,1038.00,1007.50,679.00,1074.00,1193.50,1348.50,821.50,789.50,889.50,904.50,1013.50,888.00,805.50,671.50,1036.00,1157.00,1381.00,907.00,974.50,1304.50,1010.50,851.60,1127.00,915.50
82,1147.00,1365.50,808.67,1150.50,1297.00,688.50,775.50,1078.50,1182.50,1039.50,1117.50,915.50,975.00,1223.50,1187.00,1095.00,1127.00,1055.50,1064.00,923.00,1054.50,1023.00,701.50,1095.00,1221.00,1373.50,848.50,814.00,908.50,924.00,1032.50,911.50,827.50,687.50,1060.50,1180.00,1404.50,924.50,997.00,1327.50,1033.50,872.60,1151.50,932.50
83,1166.50,1389.50,829.17,1168.50,1320.00,715.00,798.00,1100.00,1204.00,1063.00,1135.50,939.50,999.00,1248.00,1209.50,1116.50,1150.50,1086.50,1086.00,945.50,1071.50,1040.50,728.00,1123.00,1244.00,1394.00,877.50,839.50,924.50,941.00,1054.00,932.50,853.00,709.00,1084.00,1203.00,1428.00,943.00,1018.00,1349.50,1057.50,895.10,1173.00,953.50
84,1190.50,1416.00,848.67,1190.00,1345.00,739.50,823.50,1121.00,1225.00,1083.00,1158.00,964.50,1024.00,1272.50,1230.50,1140.00,1174.00,1115.00,1112.50,967.00,1088.00,1057.00,752.50,1148.50,1269.50,1419.00,903.00,866.00,943.00,967.50,1077.50,953.50,875.00,729.00,1105.00,1226.50,1449.50,962.50,1037.50,1373.50,1080.00,920.10,1194.00,976.00
85,1215.50,1450.50,866.67,1213.00,1365.50,765.50,849.50,1140.50,1248.50,1105.50,1179.50,983.50,1052.50,1295.00,1250.00,1163.00,1195.50,1143.00,1139.00,985.50,1104.50,1075.00,778.50,1173.50,1291.50,1443.50,935.00,894.00,963.00,999.00,1107.00,981.50,893.00,752.00,1122.50,1252.00,1472.00,981.00,1057.50,1396.50,1098.50,942.10,1215.00,1000.50
86,1238.00,1480.50,885.67,1233.50,1385.50,793.50,878.50,1158.50,1272.50,1124.50,1209.50,1003.00,1076.00,1318.00,1270.50,1186.50,1218.50,1170.50,1161.50,1008.50,1124.00,1093.50,807.50,1195.00,1317.00,1467.00,966.50,915.50,983.50,1023.00,1135.50,1010.00,912.50,773.50,1142.00,1276.00,1502.50,999.00,1078.50,1422.00,1117.00,963.10,1238.00,1019.50
87,1262.50,1506.50,905.67,1254.50,1407.00,814.00,901.50,1176.50,1298.50,1144.00,1240.00,1021.00,1099.00,1346.00,1291.00,1210.00,1239.00,1198.00,1183.50,1030.00,1147.00,1118.50,831.00,1214.50,1340.50,1492.50,1000.00,935.50,1008.00,1043.50,1164.00,1039.50,931.50,801.50,1164.50,1304.00,1528.50,1016.50,1099.50,1448.50,1137.50,983.60,1268.50,1040.50
88,1283.50,1538.50,923.17,1280.00,1431.50,833.00,929.00,1196.00,1324.00,1168.50,1268.50,1042.00,1125.00,1376.50,1314.00,1231.00,1262.00,1224.50,1207.50,1048.00,1171.50,1142.50,856.00,1238.50,1364.00,1518.00,1032.00,954.50,1035.50,1063.50,1198.50,1063.00,952.50,832.00,1187.50,1331.00,1558.50,1038.50,1115.50,1474.00,1166.50,1003.10,1299.50,1061.50
89,1305.50,1578.00,945.17,1310.00,1453.00,850.00,953.50,1220.50,1345.00,1195.50,1295.50,1064.50,1148.50,1409.50,1334.50,1249.00,1285.50,1249.00,1236.00,1064.50,1193.50,1166.50,881.50,1262.50,1389.00,1544.00,1055.00,974.50,1060.00,1082.50,1229.00,1087.00,973.00,859.00,1212.00,1359.00,1589.00,1057.00,1135.50,1498.50,1196.50,1024.10,1330.50,1081.00
90,1327.50,1606.00,972.67,1340.50,1474.50,866.00,977.50,1246.00,1366.50,1220.00,1322.50,1083.00,1175.50,1439.50,1353.00,1270.00,1309.01,1272.50,1259.50,1083.50,1214.50,1191.00,906.00,1289.50,1412.00,1567.50,1079.50,996.00,1083.50,1102.50,1256.00,1112.00,994.00,884.50,1237.00,1388.00,1616.50,1077.50,1154.50,1522.50,1219.00,1048.60,1360.00,1098.50
91,1351.00,1633.00,1002.67,1366.00,1495.00,882.50,1002.00,1270.00,1390.00,1240.50,1347.50,1101.50,1199.00,1463.50,1381.50,1288.50,1336.01,1295.50,1279.00,1109.50,1237.00,1216.50,929.00,1312.50,1438.50,1590.50,1101.00,1016.50,1105.50,1123.50,1283.50,1136.50,1014.00,908.00,1259.00,1414.00,1640.50,1103.50,1173.50,1546.50,1239.00,1074.10,1383.12,1117.00
92,1378.00,1657.50,1032.17,1389.00,1518.50,900.50,1023.50,1293.50,1411.00,1260.50,1375.50,1119.50,1223.50,1492.50,1405.50,1308.00,1366.01,1319.50,1299.00,1132.00,1257.00,1245.00,948.50,1335.00,1463.00,1611.50,1126.00,1041.50,1127.00,1143.00,1308.50,1160.50,1036.00,931.50,1278.50,1439.50,1665.50,1129.50,1198.50,1569.00,1263.00,1097.10,1415.12,1138.00
93,1406.00,1684.50,1055.67,1408.00,1543.00,925.00,1045.00,1317.00,1434.50,1282.50,1404.50,1141.00,1247.50,1515.50,1429.50,1326.00,1394.01,1344.00,1324.00,1152.50,1279.00,1268.50,972.00,1357.50,1485.00,1633.50,1155.00,1065.50,1149.50,1167.00,1339.00,1188.00,1054.50,952.50,1300.00,1464.50,1694.00,1155.50,1220.00,1593.00,1285.00,1120.10,1448.62,1157.50
94,1436.50,1710.00,1083.67,1429.00,1568.50,952.00,1065.50,1340.00,1463.50,1309.50,1434.50,1162.50,1273.00,1542.00,1454.50,1348.00,1423.01,1375.50,1351.50,1172.50,1303.50,1295.00,995.50,1381.50,1512.00,1658.50,1184.00,1096.00,1170.00,1195.50,1363.00,1210.50,1073.50,974.00,1324.00,1488.00,1722.00,1179.50,1243.50,1619.00,1309.50,1142.60,1483.12,1178.00
95,1474.00,1733.50,1104.67,1451.50,1592.00,972.50,1088.00,1362.50,1491.00,1334.00,1467.00,1183.50,1292.00,1568.00,1478.00,1370.50,1453.01,1412.00,1377.00,1201.50,1331.00,1320.00,1017.50,1404.50,1544.00,1688.00,1206.50,1124.50,1189.50,1225.00,1385.50,1233.00,1092.50,994.50,1347.50,1509.00,1746.50,1203.00,1270.50,1645.00,1333.50,1168.10,1518.12,1201.50
96,1509.00,1758.50,1127.17,1477.00,1618.00,992.50,1111.50,1390.00,1519.50,1360.50,1495.00,1206.50,1315.00,1594.00,1502.50,1394.50,1477.01,1445.00,1400.50,1235.50,1359.50,1343.50,1041.50,1431.00,1576.00,1710.50,1228.50,1149.00,1207.50,1250.50,1410.00,1250.00,1117.00,1017.00,1369.50,1530.50,1770.00,1226.50,1292.00,1672.00,1355.00,1192.10,1547.12,1223.00
97,1541.50,1779.50,1150.17,1499.00,1640.50,1010.50,1142.50,1415.00,1544.50,1386.50,1526.50,1226.00,1338.50,1618.50,1528.50,1417.50,1505.51,1468.50,1426.00,1264.50,1384.00,1368.00,1063.00,1454.00,1610.00,1733.50,1254.50,1171.50,1228.50,1279.00,1437.00,1269.50,1140.00,1043.00,1395.50,1551.50,1792.00,1256.50,1317.50,1701.00,1378.50,1217.60,1579.12,1250.00
98,1573.50,1801.50,1173.67,1522.50,1666.00,1026.00,1167.50,1439.50,1576.00,1411.50,1554.00,1245.50,1361.50,1641.00,1553.50,1441.50,1529.01,1492.00,1453.00,1292.00,1410.00,1391.00,1086.50,1478.50,1635.00,1761.00,1277.00,1190.00,1248.00,1306.50,1459.00,1291.50,1164.50,1066.00,1420.00,1575.50,1815.50,1282.00,1343.00,1728.50,1405.00,1241.60,1604.12,1276.50
99,1599.50,1822.00,1199.17,1548.00,1690.50,1043.50,1189.00,1460.50,1605.00,1434.00,1581.50,1265.00,1386.50,1662.50,1579.00,1467.00,1555.51,1516.50,1476.00,1318.50,1436.00,1416.00,1109.50,1499.50,1659.50,1784.50,1303.00,1211.50,1271.00,1332.00,1483.50,1314.00,1188.00,1095.00,1445.00,1598.50,1844.50,1317.00,1370.00,1755.00,1429.50,1265.60,1634.62,1304.00
100,1627.50,1845.50,1225.67,1574.00,1716.50,1062.50,1209.00,1481.00,1632.50,1456.00,1607.50,1287.50,1418.00,1686.50,1610.00,1502.50,1580.01,1542.50,1497.00,1345.00,1462.00,1444.00,1133.00,1525.00,1683.50,1812.50,1330.00,1243.00,1292.50,1359.00,1506.50,1337.50,1210.50,1123.00,1469.00,1619.00,1874.00,1348.50,1393.50,1782.00,1456.00,1295.60,1658.62,1328.50
101,1658.00,1869.00,1250.17,1599.50,1744.00,1084.00,1230.00,1502.50,1660.50,1479.00,1634.50,1313.00,1452.50,1714.00,1637.50,1542.50,1603.01,1569.00,1521.00,1370.00,1486.50,1469.00,1155.00,1554.00,1706.00,1841.50,1356.00,1272.50,1314.00,1383.50,1527.00,1360.00,1235.00,1150.50,1492.00,1640.00,1900.00,1374.00,1420.50,1808.50,1481.00,1324.10,1682.62,1352.50
102,1681.50,1896.00,1272.67,1625.00,1773.00,1108.50,1249.00,1527.50,1687.00,1506.00,1659.50,1340.00,1483.00,1740.50,1664.50,1577.50,1624.01,1595.00,1542.00,1396.50,1510.00,1491.50,1177.50,1582.50,1731.50,1868.00,1381.50,1294.50,1334.00,1409.00,1547.00,1385.00,1258.00,1183.50,1515.00,1663.50,1925.00,1395.50,1441.50,1835.50,1507.00,1354.60,1711.62,1375.00
103,1706.00,1923.00,1290.67,1650.00,1800.00,1130.50,1272.00,1550.00,1715.00,1530.50,1687.00,1363.50,1512.50,1764.00,1691.50,1603.50,1648.51,1620.00,1565.00,1427.00,1535.50,1514.00,1203.00,1613.50,1758.50,1893.50,1408.00,1318.50,1357.50,1433.50,1571.50,1408.00,1278.50,1211.50,1534.00,1689.00,1950.50,1417.00,1465.50,1867.00,1535.50,1378.60,1741.12,1395.00
104,1732.50,1949.00,1309.17,1676.00,1826.00,1154.00,1302.00,1571.00,1742.50,1556.00,1712.50,1386.00,1543.00,1790.50,1725.00,1630.00,1670.01,1644.00,1587.50,1458.00,1559.00,1541.50,1230.00,1641.50,1785.50,1921.00,1434.50,1340.00,1375.50,1457.50,1596.00,1433.00,1298.00,1238.00,1557.00,1720.50,1975.50,1439.50,1490.00,1896.00,1564.50,1406.60,1767.12,1417.50
105,1757.00,1974.00,1330.17,1701.00,1850.00,1174.50,1337.50,1592.50,1773.50,1579.50,1735.50,1414.50,1569.50,1817.00,1760.50,1653.50,1696.51,1669.00,1613.00,1490.50,1583.00,1565.00,1263.50,1665.50,1813.50,1949.50,1466.50,1361.00,1398.00,1480.00,1616.50,1457.50,1320.50,1265.00,1582.50,1753.50,2001.50,1464.00,1513.50,1924.50,1594.50,1432.60,1791.62,1439.50
106,1786.50,2005.00,1353.67,1726.00,1874.50,1193.00,1376.00,1616.50,1799.00,1601.50,1762.00,1437.00,1598.00,1848.00,1791.50,1677.50,1725.51,1692.00,1641.50,1527.00,1606.50,1594.50,1301.00,1692.00,1842.00,1978.00,1495.50,1389.00,1421.00,1503.00,1639.50,1478.00,1344.50,1296.00,1605.50,1791.00,2035.00,1489.50,1539.50,1952.50,1624.50,1463.10,1820.12,1461.50
107,1815.00,2036.00,1373.67,1754.50,1901.00,1215.00,1406.00,1640.00,1826.00,1626.50,1786.50,1462.50,1623.50,1876.00,1818.50,1704.50,1757.01,1719.00,1670.00,1559.50,1632.00,1625.00,1330.50,1720.00,1873.00,2010.00,1526.50,1413.00,1444.00,1528.00,1662.50,1499.00,1365.50,1332.00,1628.50,1826.00,2068.50,1513.50,1567.00,1981.50,1653.00,1491.10,1849.12,1488.50
108,1838.50,2065.00,1399.17,1787.00,1927.00,1235.00,1435.00,1661.00,1858.50,1653.50,1810.00,1485.50,1648.50,1901.50,1847.50,1737.50,1782.51,1748.00,1698.50,1586.00,1655.50,1652.50,1356.00,1745.50,1905.50,2044.00,1554.00,1436.50,1468.50,1553.50,1686.50,1521.00,1391.50,1375.50,1652.00,1853.50,2099.00,1537.50,1596.00,2009.50,1682.50,1522.10,1873.62,1513.00
109,1864.50,2093.50,1424.67,1817.00,1955.50,1257.00,1463.00,1680.50,1883.50,1682.00,1834.00,1508.50,1675.00,1928.00,1874.00,1761.50,1809.51,1777.00,1724.50,1613.50,1678.50,1680.00,1381.50,1770.50,1939.00,2073.00,1583.00,1454.50,1493.00,1573.50,1711.50,1545.00,1416.00,1409.00,1676.50,1880.00,2127.50,1561.50,1625.50,2038.00,1711.50,1555.10,1901.12,1545.00
110,1892.00,2123.00,1447.67,1846.50,1984.50,1277.50,1486.50,1702.50,1910.00,1708.50,1859.50,1541.00,1701.50,1954.00,1900.00,1787.00,1832.51,1800.00,1749.00,1638.50,1703.00,1708.50,1407.50,1795.50,1974.50,2099.00,1609.00,1479.50,1518.00,1592.50,1735.50,1572.50,1441.00,1438.50,1700.50,1907.00,2155.00,1586.50,1655.00,2068.50,1739.00,1584.60,1927.12,1577.50
111,1913.50,2149.00,1472.17,1876.00,2014.00,1297.00,1511.50,1732.50,1935.00,1736.00,1884.00,1575.50,1728.50,1980.50,1926.50,1814.00,1858.51,1828.50,1774.00,1660.50,1724.50,1739.00,1433.50,1820.50,2009.00,2125.50,1634.00,1508.50,1545.00,1616.50,1764.50,1598.00,1467.50,1468.00,1725.50,1934.50,2184.50,1611.50,1687.50,2097.00,1765.50,1613.10,1951.62,1607.50
112,1940.00,2177.00,1495.67,1905.00,2049.50,1318.50,1539.00,1760.50,1963.50,1764.00,1911.00,1610.50,1753.00,2009.50,1954.50,1841.50,1888.01,1859.00,1798.50,1686.50,1745.50,1767.00,1459.00,1848.50,2043.50,2150.50,1660.00,1535.50,1575.00,1639.50,1791.00,1622.00,1499.00,1492.50,1752.00,1965.00,2216.50,1635.50,1717.00,2128.00,1790.50,1642.10,1978.12,1639.00
113,1972.50,2210.00,1519.67,1933.00,2075.00,1340.50,1562.50,1783.50,1992.00,1793.00,1938.50,1643.00,1778.00,2037.50,1985.00,1874.00,1917.51,1890.50,1822.00,1715.50,1772.00,1797.50,1486.00,1875.50,2075.50,2176.50,1684.00,1563.00,1596.00,1663.00,1821.00,1647.50,1531.00,1518.00,1776.00,1995.50,2247.50,1661.00,1742.00,2157.00,1816.00,1670.10,2005.62,1669.50
114,2005.00,2240.50,1544.67,1962.50,2105.50,1363.00,1584.50,1808.00,2022.50,1821.50,1964.50,1670.50,1800.50,2065.00,2018.00,1900.50,1949.51,1923.00,1850.00,1743.50,1798.50,1830.00,1513.00,1902.00,2107.50,2205.00,1708.50,1588.50,1614.00,1683.50,1850.00,1671.50,1563.00,1550.00,1803.50,2027.00,2275.50,1687.50,1767.50,2187.50,1841.00,1699.60,2036.12,1701.50
115,2034.00,2268.50,1571.17,1992.00,2133.50,1385.50,1606.00,1831.00,2051.00,1843.50,1991.00,1697.00,1823.50,2094.50,2043.50,1927.00,1978.51,1952.00,1876.50,1770.00,1827.50,1861.00,1546.00,1929.00,2140.00,2232.00,1732.00,1615.00,1635.00,1705.50,1880.50,1703.50,1588.50,1588.00,1828.00,2058.00,2305.00,1713.00,1793.50,2218.50,1865.00,1728.10,2065.62,1733.50
116,2064.00,2297.00,1598.67,2018.50,2163.00,1409.50,1629.50,1854.00,2081.50,1873.50,2019.50,1724.50,1848.00,2123.50,2067.50,1949.50,2005.51,1986.00,1910.00,1796.00,1858.00,1890.00,1575.00,1954.00,2178.00,2262.00,1755.00,1640.50,1662.00,1724.50,1908.50,1731.00,1615.50,1624.50,1853.50,2092.50,2335.00,1743.50,1816.00,2249.00,1889.50,1758.10,2097.12,1761.50
117,2097.00,2322.50,1630.17,2050.00,2191.00,1434.00,1653.50,1877.50,2109.50,1903.00,2047.50,1754.50,1873.00,2152.00,2090.00,1974.50,2030.01,2024.00,1938.50,1822.00,1887.50,1921.00,1601.50,1979.00,2209.00,2291.00,1777.50,1670.00,1689.00,1747.50,1936.50,1761.50,1641.00,1659.00,1879.00,2121.50,2365.50,1770.50,1841.00,2285.00,1915.00,1788.10,2130.62,1789.50
118,2128.50,2346.50,1657.17,2084.00,2220.50,1457.50,1680.00,1901.50,2139.00,1932.00,2076.00,1785.50,1901.50,2177.50,2111.50,2001.00,2053.01,2057.00,1967.00,1850.00,1918.50,1953.50,1629.50,2004.00,2243.00,2321.50,1805.00,1698.50,1711.50,1772.00,1962.00,1787.50,1666.00,1690.00,1907.00,2150.00,2395.00,1795.50,1867.50,2325.50,1945.00,1818.10,2166.62,1818.50
119,2157.50,2371.50,1681.67,2114.00,2248.50,1484.00,1706.50,1928.00,2164.50,1967.00,2109.00,1819.00,1935.00,2204.50,2138.50,2029.00,2078.01,2088.00,1997.00,1878.00,1949.00,1988.50,1659.50,2033.50,2274.00,2353.00,1832.50,1732.50,1731.50,1798.00,1986.50,1814.00,1691.00,1718.00,1936.50,2177.50,2427.00,1822.50,1895.00,2364.00,1970.00,1845.60,2199.62,1847.50
120,2184.00,2395.00,1707.17,2142.50,2278.00,1516.50,1736.00,1957.50,2190.50,1996.00,2139.00,1847.50,1965.50,2231.50,2168.00,2055.50,2107.51,2119.00,2026.00,1905.50,1975.00,2017.50,1692.50,2063.50,2305.00,2388.00,1859.00,1761.00,1753.00,1822.50,2012.00,1838.00,1714.00,1747.50,1963.00,2205.00,2457.00,1849.00,1920.00,2403.50,1997.00,1877.60,2229.12,1876.00
121,2212.50,2424.50,1731.67,2174.50,2309.50,1552.00,1773.00,1985.50,2222.50,2030.50,2170.50,1877.00,1997.50,2261.00,2203.50,2081.50,2137.01,2150.50,2056.00,1932.00,2003.50,2046.50,1722.50,2094.00,2336.00,2421.50,1885.50,1789.50,1775.50,1849.00,2039.50,1863.50,1738.00,1776.50,1991.50,2233.00,2483.50,1880.00,1947.00,2439.00,2026.00,1908.10,2260.12,1903.50
