# SKAGWAY_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 1980, 1981, 1987, 1990, 1992, 1993, 1994, 1995, 1996, 1997
#
d_since_march1,1982,1983,1984,1985,1986,1988,1989,1991,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,0.00,13.50,12.00,8.50,8.00,13.00,1.00,5.00,10.00,8.50,12.00,12.00,14.00,13.50,5.50,13.00,0.00,0.00,0.00,0.00,10.50,0.00,3.50,10.50,3.50,13.50,12.00,1.50,0.00,13.00,14.00,13.00,12.00
1,0.00,25.00,23.00,18.00,14.00,27.00,2.50,10.00,19.00,16.50,23.00,24.00,30.50,24.50,10.50,28.00,0.00,0.00,6.50,0.00,24.50,0.00,12.00,20.50,3.50,22.50,27.00,1.50,0.00,18.00,28.00,25.00,22.50
2,0.00,29.50,35.50,26.50,18.50,38.50,7.00,15.50,25.50,25.50,34.00,32.50,41.00,38.00,17.50,43.50,5.00,0.00,18.00,0.00,36.00,0.00,22.50,27.00,3.50,32.50,40.50,1.50,1.00,21.50,40.50,33.50,32.50
3,0.00,31.00,49.50,32.50,32.00,48.00,7.00,16.50,28.50,27.50,44.50,42.00,43.00,52.50,23.00,56.00,13.00,0.00,32.50,0.00,49.00,0.00,28.00,34.50,3.50,44.50,55.50,1.50,4.50,23.50,49.00,46.50,40.00
4,2.50,33.50,63.50,32.50,36.50,60.50,7.00,21.00,31.50,27.50,52.00,49.50,43.00,59.00,31.50,72.50,21.00,0.00,45.00,0.00,60.00,0.00,30.50,42.50,3.50,58.50,74.00,1.50,4.50,28.00,49.00,57.50,55.50
5,7.00,36.50,77.00,32.50,36.50,69.00,7.00,30.50,34.50,27.50,60.00,60.50,43.00,59.00,42.00,88.00,29.00,0.00,59.50,6.50,71.50,0.00,41.50,50.50,3.50,75.00,91.50,1.50,4.50,34.00,49.00,70.00,67.50
6,15.00,40.50,93.00,42.50,36.50,77.00,7.00,43.00,34.50,27.50,67.00,73.50,43.00,59.00,55.00,102.50,39.50,8.00,73.50,6.50,79.50,1.00,51.00,55.00,3.50,93.50,105.00,1.50,6.50,40.00,49.50,79.50,76.00
7,24.50,45.50,114.50,54.50,36.50,86.50,7.00,54.00,34.50,27.50,70.00,89.00,43.00,59.00,69.50,117.50,49.50,14.00,85.50,6.50,88.00,2.00,56.50,63.50,3.50,111.50,120.50,1.50,6.50,43.50,58.00,84.00,85.00
8,33.00,50.00,130.50,68.50,37.50,100.50,7.00,60.50,34.50,28.50,73.00,104.50,43.00,59.00,81.50,134.50,53.50,18.50,97.50,6.50,99.50,2.00,67.00,74.50,13.00,122.50,135.00,1.50,16.00,53.50,69.50,85.50,90.50
9,41.50,62.50,141.50,82.00,44.50,113.00,7.00,63.00,35.50,40.50,77.00,121.50,43.00,59.00,95.00,147.00,53.50,23.00,111.00,6.50,108.50,2.00,76.50,86.00,28.00,125.50,150.00,1.50,24.00,65.00,80.50,89.50,99.50
10,49.00,79.00,159.00,95.00,55.50,126.50,7.00,63.00,43.50,51.00,82.50,140.00,43.00,59.00,107.50,163.50,53.50,30.00,121.50,8.50,121.50,2.00,89.00,96.00,41.50,125.50,165.00,1.50,35.00,80.00,83.00,100.50,110.50
11,55.50,93.50,180.00,110.00,70.00,137.00,7.00,65.00,56.00,63.00,89.00,156.00,43.00,59.00,118.00,182.50,53.50,36.50,130.50,15.00,130.00,2.00,98.50,98.00,55.00,133.00,183.00,1.50,45.00,95.00,83.00,106.25,121.50
12,62.50,109.00,201.50,121.00,84.00,149.50,15.00,68.50,70.00,74.00,99.50,171.50,43.00,59.00,129.00,199.00,53.50,41.50,140.00,27.00,137.00,2.00,104.00,98.00,67.00,147.00,197.50,1.50,66.00,108.00,83.50,112.31,124.50
13,62.50,124.00,215.50,132.00,96.50,160.00,30.00,79.50,85.50,84.50,108.50,184.50,43.00,59.00,136.50,211.00,53.50,41.50,146.50,36.50,148.00,2.00,111.50,98.00,79.50,152.00,212.50,2.50,79.00,121.00,93.00,112.31,125.50
14,70.50,139.50,226.00,142.00,109.00,170.50,44.00,89.50,103.00,94.50,120.00,196.00,43.00,66.00,149.50,224.00,53.50,41.50,149.00,39.00,159.50,8.00,123.00,98.00,94.00,161.50,223.50,6.00,92.00,133.50,106.50,115.31,135.50
15,78.00,154.50,243.50,153.00,122.50,180.50,59.00,101.00,118.50,105.50,132.50,205.50,45.00,74.00,161.50,234.00,53.50,43.00,153.00,39.50,173.50,18.00,133.50,98.00,104.50,171.00,238.50,13.50,103.50,148.50,114.00,124.81,150.50
16,85.50,173.50,257.50,164.00,132.50,193.00,70.50,114.00,132.00,113.50,147.50,215.50,48.50,83.50,171.00,245.50,53.50,44.00,162.00,40.50,188.50,28.50,145.50,98.00,115.50,185.00,254.50,19.50,119.00,167.50,126.00,135.31,164.50
17,99.00,185.50,270.50,176.00,144.00,206.00,82.00,127.50,148.00,119.00,160.50,215.50,49.00,96.00,180.50,253.50,53.50,47.00,173.00,44.00,200.00,37.00,153.50,98.00,130.00,200.50,268.00,20.50,129.50,192.00,137.50,145.31,178.50
18,113.00,199.50,284.00,189.00,156.00,220.00,97.50,137.00,164.50,124.00,172.50,215.50,52.50,111.50,185.50,259.50,53.50,48.00,183.00,51.00,209.00,42.50,161.50,99.00,143.50,213.50,285.00,22.00,143.50,210.50,151.50,149.81,190.50
19,128.50,212.50,302.50,199.00,168.00,231.50,112.50,147.00,181.00,133.00,185.00,215.50,62.50,126.00,187.00,262.00,61.00,48.00,193.50,60.50,223.50,50.50,168.50,99.00,154.00,229.00,308.50,36.00,151.50,234.00,163.00,149.81,204.00
20,145.00,222.00,314.50,210.00,181.50,245.50,128.00,153.50,199.50,145.50,197.50,215.50,75.00,141.50,195.50,266.50,76.50,57.50,203.50,66.00,231.50,58.00,173.50,99.00,161.50,244.00,333.00,51.00,157.00,255.00,174.50,155.81,216.00
21,163.50,231.00,325.00,222.00,197.50,259.50,141.00,157.50,219.00,161.00,209.00,215.50,87.00,153.50,206.00,274.50,97.00,69.00,215.00,71.50,239.50,63.00,178.00,99.00,168.50,257.50,354.50,65.50,165.50,276.50,189.50,161.31,228.50
22,176.50,239.00,339.50,232.00,210.00,270.00,156.50,162.00,232.50,175.50,222.50,215.50,102.50,166.50,215.50,287.50,113.50,80.50,228.50,83.00,248.50,75.50,184.50,104.00,178.50,272.50,377.00,77.50,176.50,296.00,198.00,167.81,245.00
23,188.50,245.50,355.00,247.00,220.50,284.00,169.00,168.50,244.00,189.00,235.50,217.50,113.00,176.00,226.50,299.00,128.00,92.00,236.50,93.00,259.00,89.00,194.00,112.00,187.00,284.50,396.50,90.50,182.50,312.50,205.50,175.81,262.50
