# KODIAK_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,6.50,11.50,7.00,9.50,7.50,16.50,0.00,3.00,12.00,11.50,10.50,8.00,0.00,5.50,1.00,15.00,12.00,2.00,10.00,0.00,12.00,3.00,7.50,14.50,15.50,2.50,0.00,0.00,4.50,0.50,13.50,6.00,0.00,5.50,7.50,9.00,12.00,0.00,5.50,6.50,11.00,9.00,8.50
1,20.00,20.00,12.50,19.00,10.50,25.50,3.50,5.50,24.50,12.50,22.50,19.00,0.00,11.50,1.00,29.00,26.50,7.00,15.50,0.00,23.00,6.50,15.00,34.00,30.50,11.00,3.50,0.00,12.00,1.50,23.50,10.50,2.00,9.50,16.00,24.00,23.50,0.00,12.50,16.00,13.00,18.00,15.50
2,32.50,27.50,22.50,29.00,21.50,38.50,5.50,7.50,34.50,12.50,29.00,27.00,0.00,25.00,1.00,43.50,35.00,9.00,18.50,4.00,34.50,18.50,23.00,50.50,41.50,21.00,11.00,0.00,22.00,5.50,29.00,15.50,2.00,21.50,22.00,38.50,38.50,1.50,23.00,26.50,13.00,27.50,26.00
3,48.50,36.00,33.50,40.00,38.00,53.00,5.50,9.00,43.50,12.50,32.00,36.00,0.00,36.00,1.00,53.00,47.00,19.00,25.50,8.00,46.50,31.00,30.00,62.50,47.50,33.50,17.50,0.00,33.50,14.50,30.00,20.50,2.00,35.00,32.50,55.00,48.00,7.50,32.50,37.50,13.00,35.50,42.50
4,63.00,50.00,41.50,55.50,52.00,67.50,14.50,9.00,55.50,15.50,34.00,46.50,0.00,50.00,1.00,62.50,59.50,30.00,38.00,11.50,59.50,42.50,33.50,72.00,54.50,48.50,26.00,0.00,46.50,26.00,35.00,25.50,2.00,48.00,41.50,72.50,60.00,10.00,42.00,51.00,13.00,42.00,57.50
5,79.50,63.50,55.00,70.00,65.00,79.00,21.50,11.50,64.50,20.50,34.00,62.00,8.00,60.50,11.50,72.50,68.50,36.50,52.00,14.50,71.50,50.00,36.00,82.50,59.00,62.00,31.50,0.00,54.50,34.00,35.00,37.00,8.50,60.00,51.00,88.00,73.50,10.50,51.50,65.00,14.50,46.50,71.00
6,94.50,79.00,69.00,87.00,80.50,88.00,28.50,23.50,76.00,31.00,34.00,72.00,19.50,69.00,23.00,80.50,76.00,43.00,67.00,19.00,82.50,56.50,36.00,91.00,59.00,78.00,31.50,0.00,66.00,42.00,35.50,48.50,9.00,71.50,60.00,103.00,86.00,12.00,59.50,77.00,17.00,57.00,85.00
7,108.50,95.00,84.50,102.00,96.50,102.50,33.00,36.50,82.00,42.00,42.50,76.00,31.50,74.00,36.50,92.00,85.00,48.50,80.50,22.50,93.00,69.50,39.00,100.00,59.00,93.50,31.50,0.00,73.50,50.00,36.00,60.50,10.50,82.50,67.00,110.50,98.00,14.00,69.00,93.00,27.50,64.50,101.00
8,122.00,111.00,99.50,117.50,112.50,113.50,35.00,51.00,92.00,49.00,49.50,83.00,44.00,76.50,51.00,104.00,93.50,53.50,93.50,22.50,106.50,84.50,42.50,105.00,62.00,107.50,33.50,0.00,85.00,58.00,36.00,70.00,10.50,90.00,70.50,110.50,114.50,19.00,73.00,105.00,35.00,78.00,117.00
9,134.00,126.50,112.00,129.00,128.00,127.50,43.50,66.00,104.00,57.50,57.00,89.50,56.00,88.00,61.50,111.50,101.50,57.00,106.50,26.00,119.00,99.50,43.50,112.00,73.50,122.00,37.50,3.00,93.50,70.00,36.00,76.00,10.50,98.50,82.50,110.50,130.50,22.50,74.50,120.00,35.00,83.50,132.00
