# KING_SALMON_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
76,811.00,948.50,479.50,966.50,805.00,367.50,493.50,773.50,642.50,665.00,865.50,754.00,537.50,997.50,809.00,882.50,918.50,772.50,894.50,510.50,823.00,658.00,666.50,702.00,826.50,858.00,440.00,645.50,552.00,657.00,504.50,601.00,539.50,549.00,873.00,944.00,1206.00,749.50,778.50,986.00,884.00,652.50,777.00,541.50
77,829.00,970.50,494.50,988.50,830.00,383.50,510.00,789.50,660.50,676.00,889.50,772.00,558.00,1022.00,830.50,900.00,941.50,788.00,910.00,535.00,841.00,681.00,689.50,717.50,849.50,876.50,454.50,667.50,566.50,678.00,525.00,623.50,557.00,554.00,901.50,969.00,1230.00,772.00,802.50,1006.50,908.00,667.00,799.50,561.00
78,842.00,993.00,511.50,1015.50,855.00,397.00,524.00,809.50,679.50,691.00,908.00,792.00,575.50,1047.50,850.00,921.00,964.50,807.00,929.00,553.00,858.00,696.00,717.00,740.00,870.00,897.00,470.00,684.00,582.50,696.00,546.50,643.50,574.00,560.50,926.00,993.00,1245.50,792.50,824.50,1030.50,929.00,686.50,821.50,582.50
79,859.50,1014.50,526.50,1038.50,879.50,411.00,535.50,827.50,699.50,707.00,931.00,814.00,596.50,1069.50,869.50,943.00,981.50,831.50,942.00,572.50,873.50,718.00,743.00,764.00,895.50,922.50,483.00,703.50,597.50,712.00,569.00,664.50,595.00,569.00,948.00,1018.50,1263.50,814.00,848.50,1051.50,953.50,703.00,845.00,611.00
80,877.50,1036.00,542.50,1059.50,904.50,428.50,549.00,848.50,718.50,728.00,946.00,835.00,623.00,1100.50,890.00,969.00,996.00,853.00,959.00,593.50,890.00,738.50,770.50,784.50,923.00,947.50,502.00,719.50,615.50,726.50,589.00,685.50,617.00,582.00,973.00,1042.50,1289.50,834.50,871.50,1073.50,978.00,723.50,867.50,635.00
81,888.00,1055.50,555.50,1078.50,923.50,447.00,563.00,866.00,741.50,744.00,959.00,857.00,649.00,1127.00,912.00,995.00,1010.00,876.00,976.50,612.50,908.00,762.50,797.00,805.50,945.00,969.50,522.00,741.00,631.00,746.00,609.00,709.00,637.00,603.50,994.00,1068.00,1310.00,854.50,898.50,1099.00,1002.00,742.50,895.50,660.50
82,906.50,1072.50,569.50,1097.00,945.00,470.00,580.50,885.50,763.50,758.00,971.00,882.50,675.50,1151.00,933.00,1019.50,1025.50,900.00,995.50,631.00,922.50,777.00,828.00,830.50,970.00,989.50,544.50,760.00,649.50,765.00,628.50,732.50,662.00,626.50,1017.00,1091.00,1327.50,873.50,922.00,1121.50,1027.00,761.00,925.50,680.00
83,925.00,1091.50,586.00,1119.50,965.00,492.50,605.00,903.00,788.00,775.00,993.00,912.00,708.00,1174.50,957.50,1042.50,1049.50,926.00,1010.00,651.50,934.50,792.50,852.00,854.00,999.50,1013.00,573.00,784.00,670.50,789.50,642.00,755.50,689.00,650.50,1042.50,1114.50,1346.00,893.00,945.00,1148.00,1048.00,784.50,950.00,703.50
84,945.00,1111.00,596.50,1141.50,986.00,513.00,631.00,922.50,810.00,791.50,1016.50,941.50,737.00,1199.00,976.00,1065.00,1074.50,954.50,1028.00,671.00,947.50,809.00,874.00,874.50,1026.50,1038.00,605.50,806.50,691.00,814.50,655.00,778.00,710.00,681.00,1067.50,1138.50,1368.50,911.00,965.50,1173.50,1070.00,810.50,974.50,723.00
85,963.50,1131.50,610.50,1164.50,1006.00,533.00,657.50,943.00,833.00,809.50,1041.50,965.50,767.50,1224.50,995.00,1083.50,1095.50,987.50,1045.50,684.50,962.50,824.00,893.50,901.50,1051.00,1060.50,637.50,831.00,710.00,840.50,675.00,799.50,733.00,705.50,1090.50,1160.50,1392.00,927.00,990.50,1202.50,1092.00,835.50,1002.00,743.50
86,982.00,1158.00,634.00,1187.00,1024.00,555.50,681.50,960.50,855.50,831.50,1070.50,987.50,796.50,1249.50,1016.00,1108.50,1116.50,1020.00,1071.50,694.50,983.00,838.00,919.50,920.50,1075.00,1081.00,673.50,854.50,727.50,862.50,695.50,828.00,755.00,727.00,1109.50,1185.50,1422.00,944.00,1017.00,1226.00,1113.50,861.50,1030.00,764.00
87,997.50,1183.50,653.00,1210.50,1045.00,575.50,706.50,974.50,876.00,857.50,1096.50,1008.00,824.00,1275.50,1039.00,1132.00,1138.00,1047.00,1095.50,705.00,1008.00,857.50,945.00,944.00,1100.50,1108.00,707.00,876.00,745.00,880.00,724.00,853.00,775.00,748.50,1137.50,1211.50,1454.50,963.00,1039.00,1252.00,1136.00,888.00,1062.50,782.00
88,1017.00,1209.50,673.00,1236.50,1064.50,598.00,732.00,991.50,899.00,880.00,1124.00,1030.00,852.00,1303.50,1067.00,1158.00,1164.00,1080.00,1121.00,720.50,1026.00,883.50,973.00,966.50,1126.50,1131.50,745.00,896.00,765.50,902.50,753.50,878.00,792.50,776.50,1163.00,1239.50,1481.00,984.00,1061.50,1280.50,1161.50,915.00,1095.50,801.50
89,1033.00,1238.00,694.50,1260.00,1082.50,617.00,756.00,1008.00,922.50,902.00,1150.00,1046.50,881.00,1335.00,1092.50,1180.00,1188.50,1110.50,1144.50,740.00,1046.00,911.00,1001.50,991.00,1152.50,1155.00,776.00,917.00,791.50,921.50,784.50,903.00,814.00,809.00,1186.50,1267.50,1509.50,1007.00,1083.00,1307.00,1194.50,935.50,1126.50,819.50
90,1047.00,1266.00,718.50,1285.50,1103.50,636.00,780.50,1030.50,943.00,924.50,1175.00,1067.00,907.00,1367.50,1114.00,1202.50,1215.00,1136.00,1168.00,760.00,1068.00,935.00,1026.50,1017.00,1172.50,1182.50,803.50,939.00,819.00,941.50,815.50,930.50,840.00,837.00,1203.00,1298.50,1538.00,1029.50,1106.00,1331.00,1227.50,959.50,1153.50,836.50
91,1063.50,1290.00,740.50,1307.50,1125.50,653.50,805.00,1054.50,961.50,945.50,1202.50,1087.00,934.00,1404.00,1137.00,1225.00,1246.00,1164.50,1190.50,776.00,1091.50,958.00,1052.50,1042.00,1197.50,1207.50,821.00,964.00,844.00,963.50,843.50,954.00,864.00,868.00,1222.50,1330.50,1565.00,1056.00,1130.50,1354.50,1255.50,984.00,1187.00,861.00
92,1083.00,1314.00,762.50,1330.50,1153.50,670.50,824.50,1072.00,986.50,968.50,1228.00,1106.00,961.00,1435.00,1158.50,1250.00,1279.50,1193.50,1212.00,793.00,1115.50,985.00,1077.50,1066.50,1225.50,1230.50,844.50,988.00,867.00,990.50,871.00,975.00,885.00,899.00,1242.00,1362.00,1597.00,1086.50,1156.50,1378.00,1284.00,1011.50,1216.50,880.00
93,1113.00,1335.00,779.50,1353.50,1181.50,690.50,842.00,1091.00,1011.50,994.50,1258.00,1125.50,988.50,1458.00,1184.50,1271.50,1319.00,1226.50,1238.50,806.50,1138.00,1012.00,1102.50,1089.00,1249.50,1252.00,871.00,1011.50,891.50,1015.50,892.00,996.00,909.00,922.00,1262.00,1389.50,1630.50,1116.00,1186.50,1406.00,1311.50,1038.00,1249.50,905.00
94,1148.50,1359.00,803.50,1378.50,1209.00,714.00,869.00,1116.50,1035.50,1019.50,1289.00,1148.00,1016.00,1487.50,1209.50,1296.00,1355.00,1255.50,1258.00,822.00,1161.50,1037.50,1125.00,1116.50,1277.00,1280.00,897.00,1038.00,917.50,1041.50,914.50,1017.50,935.00,946.50,1285.50,1415.00,1661.00,1147.50,1210.00,1434.50,1337.00,1060.00,1284.00,930.50
95,1182.50,1383.50,825.00,1405.50,1235.50,736.00,891.50,1141.50,1060.50,1042.00,1318.50,1169.50,1042.00,1515.00,1236.00,1324.00,1390.00,1280.00,1285.50,839.00,1188.00,1060.00,1150.50,1139.50,1308.50,1309.50,919.00,1061.00,936.50,1073.00,937.50,1038.50,955.50,972.00,1313.50,1437.50,1692.00,1176.00,1233.50,1465.00,1360.00,1083.50,1319.00,957.50
96,1206.00,1406.00,845.50,1435.00,1260.00,759.50,912.50,1170.00,1087.50,1064.00,1345.00,1191.00,1066.00,1540.50,1264.00,1350.00,1426.00,1311.00,1311.50,863.00,1212.00,1083.50,1173.50,1164.50,1342.50,1338.00,940.50,1086.50,950.50,1099.00,958.50,1060.50,980.00,1000.50,1340.50,1463.00,1721.50,1203.50,1261.50,1493.50,1380.00,1108.50,1349.50,985.50
97,1228.00,1425.50,863.00,1465.00,1285.50,783.50,931.00,1197.00,1107.00,1088.00,1365.50,1214.50,1094.00,1567.00,1289.00,1375.50,1456.00,1337.00,1341.50,887.00,1233.50,1109.50,1198.00,1190.00,1373.00,1364.00,965.00,1111.00,971.50,1122.00,984.00,1080.00,1006.50,1027.00,1369.50,1487.00,1751.50,1229.50,1286.00,1527.50,1404.50,1128.50,1379.00,1013.00
98,1249.00,1446.50,883.50,1496.00,1307.50,797.50,956.50,1220.50,1130.50,1113.00,1386.50,1238.50,1122.00,1591.00,1315.50,1402.00,1477.50,1366.50,1372.50,909.50,1256.50,1134.50,1220.50,1214.00,1399.00,1389.00,987.50,1132.50,991.50,1151.00,1009.00,1104.00,1027.00,1055.50,1400.00,1512.50,1783.00,1261.50,1316.00,1561.00,1423.50,1153.00,1409.50,1044.00
99,1268.00,1471.50,907.00,1526.00,1331.00,816.50,980.50,1244.50,1157.00,1136.00,1409.50,1261.50,1150.00,1614.50,1343.00,1428.00,1496.50,1391.50,1395.50,928.50,1281.50,1160.00,1247.00,1242.00,1421.00,1414.00,1010.50,1153.50,1009.00,1175.00,1032.00,1127.00,1045.00,1086.00,1425.50,1535.50,1814.00,1292.00,1337.00,1596.50,1447.50,1173.00,1442.50,1074.00
100,1288.00,1492.50,932.50,1551.50,1360.00,836.00,1001.00,1269.00,1184.00,1160.00,1431.50,1290.50,1178.00,1640.50,1368.00,1459.00,1517.50,1418.00,1418.50,954.50,1305.50,1185.50,1274.00,1270.00,1444.00,1440.50,1038.00,1175.50,1023.50,1202.50,1051.50,1149.50,1066.50,1111.50,1446.50,1562.00,1836.50,1322.50,1362.00,1626.50,1474.50,1198.00,1471.50,1099.50
101,1310.50,1515.50,956.00,1577.50,1385.00,857.00,1023.50,1293.00,1209.00,1183.00,1460.50,1318.50,1207.50,1663.50,1396.50,1491.00,1535.50,1442.50,1440.50,981.00,1330.00,1210.00,1298.00,1296.00,1466.50,1472.50,1062.00,1200.50,1039.50,1235.00,1075.50,1171.50,1091.50,1138.00,1466.00,1590.50,1864.50,1350.50,1393.00,1656.50,1507.00,1221.00,1501.50,1125.00
102,1332.50,1536.00,978.50,1607.00,1411.50,881.50,1046.00,1319.50,1236.00,1205.00,1487.50,1338.50,1236.00,1687.50,1424.00,1528.50,1552.00,1469.50,1465.00,1008.50,1354.50,1232.00,1321.50,1326.50,1492.00,1497.50,1086.50,1218.50,1053.50,1260.00,1099.50,1196.00,1113.50,1168.00,1485.50,1614.00,1892.00,1376.00,1427.50,1685.00,1534.00,1245.50,1528.00,1149.50
103,1353.50,1557.50,999.00,1638.50,1436.00,898.50,1069.00,1347.00,1269.50,1230.00,1515.00,1365.50,1269.00,1713.00,1455.00,1567.00,1571.50,1497.50,1488.50,1037.00,1381.50,1251.50,1347.00,1361.50,1518.50,1522.50,1110.00,1239.50,1068.00,1287.00,1123.00,1221.00,1132.00,1201.00,1509.00,1637.50,1918.00,1405.00,1455.00,1718.00,1564.50,1267.00,1559.00,1172.00
104,1381.50,1578.50,1020.50,1668.50,1464.00,915.50,1096.50,1368.50,1299.50,1257.50,1544.50,1395.00,1298.00,1739.00,1484.50,1602.00,1593.00,1524.50,1510.00,1069.00,1409.50,1271.50,1375.00,1390.00,1546.00,1549.00,1139.50,1263.00,1092.00,1311.50,1150.50,1241.00,1158.50,1230.50,1534.50,1668.00,1950.00,1430.50,1485.50,1750.50,1591.50,1293.00,1584.00,1197.00
105,1403.50,1606.00,1043.50,1696.50,1492.00,935.00,1127.00,1386.50,1328.50,1282.50,1568.50,1418.00,1323.50,1763.00,1511.00,1630.50,1624.50,1550.00,1534.00,1096.50,1434.50,1295.00,1404.00,1417.00,1571.50,1580.00,1164.50,1290.50,1112.50,1338.00,1175.00,1261.00,1183.50,1260.00,1558.00,1705.00,1979.00,1453.50,1516.00,1777.50,1619.00,1321.00,1610.50,1223.00
106,1426.50,1629.50,1066.00,1725.00,1519.50,953.50,1159.00,1404.00,1351.50,1308.50,1586.50,1439.00,1352.00,1788.00,1529.50,1658.00,1652.50,1572.00,1565.00,1128.00,1459.00,1327.00,1438.50,1446.50,1596.50,1613.00,1200.00,1323.00,1134.50,1369.50,1200.00,1285.00,1209.50,1297.50,1580.00,1744.50,2011.00,1479.00,1548.50,1809.00,1646.50,1346.50,1636.00,1249.00
107,1448.00,1653.50,1092.50,1752.00,1546.00,974.50,1189.50,1428.00,1379.00,1333.00,1610.00,1459.50,1379.00,1817.50,1558.50,1686.00,1679.50,1593.00,1593.00,1160.50,1484.50,1360.50,1475.00,1478.00,1624.50,1644.50,1222.50,1349.00,1161.50,1394.50,1225.00,1309.00,1239.00,1330.50,1595.50,1785.50,2044.00,1504.00,1576.50,1839.00,1676.00,1369.50,1664.50,1279.50
108,1467.00,1682.50,1120.00,1784.00,1572.00,995.50,1211.00,1454.50,1412.00,1360.50,1633.00,1482.50,1408.50,1847.50,1589.00,1711.00,1701.00,1617.50,1621.50,1192.50,1504.50,1392.50,1505.50,1502.50,1650.00,1671.50,1249.50,1374.50,1191.00,1420.00,1251.00,1335.50,1267.50,1366.00,1622.50,1826.00,2074.00,1529.50,1606.00,1867.50,1707.00,1400.00,1690.50,1313.50
109,1491.00,1712.50,1149.00,1812.50,1600.00,1013.50,1232.00,1474.50,1444.50,1389.50,1658.50,1507.00,1436.00,1878.50,1616.50,1735.00,1727.50,1640.00,1645.00,1221.50,1527.50,1425.50,1530.00,1532.50,1680.50,1697.00,1279.00,1403.00,1220.00,1445.50,1276.50,1363.00,1284.50,1406.00,1644.00,1864.50,2106.50,1559.50,1635.00,1895.00,1734.50,1428.00,1718.00,1345.00
110,1512.50,1746.50,1178.00,1842.00,1627.00,1037.00,1258.00,1494.50,1472.50,1423.50,1684.00,1539.50,1463.00,1914.00,1643.00,1765.50,1754.00,1665.50,1671.00,1252.50,1549.50,1454.00,1554.50,1560.50,1709.50,1719.00,1307.50,1438.50,1243.50,1470.50,1303.00,1390.50,1302.00,1437.00,1672.00,1902.50,2135.50,1586.00,1664.00,1921.50,1763.00,1458.00,1746.00,1380.50
111,1533.00,1777.00,1205.00,1872.50,1658.00,1056.50,1284.50,1514.50,1501.50,1452.00,1711.50,1566.00,1487.00,1949.50,1674.00,1794.00,1782.50,1696.50,1695.50,1278.00,1572.50,1484.50,1582.00,1585.50,1741.50,1745.00,1337.00,1475.50,1270.50,1495.00,1329.50,1411.50,1329.50,1466.50,1699.00,1940.00,2161.50,1619.50,1691.00,1950.00,1791.00,1485.50,1775.00,1415.00
112,1553.00,1802.50,1228.50,1904.00,1686.00,1077.00,1310.50,1543.50,1530.50,1482.50,1732.50,1589.00,1513.00,1982.00,1702.00,1817.00,1809.50,1730.00,1717.50,1306.50,1595.50,1516.00,1610.00,1612.00,1774.00,1772.00,1363.50,1501.00,1299.00,1514.50,1359.00,1437.50,1362.00,1495.50,1731.00,1969.00,2193.50,1649.50,1720.00,1980.00,1818.00,1517.50,1803.50,1451.00
113,1576.50,1830.00,1252.50,1936.50,1714.00,1096.50,1334.00,1571.00,1565.50,1510.00,1755.50,1613.00,1540.00,2012.00,1730.00,1846.50,1843.50,1759.50,1737.50,1338.00,1621.50,1548.50,1640.00,1638.50,1802.50,1799.50,1390.50,1522.50,1325.50,1534.50,1388.50,1460.00,1396.50,1521.50,1754.50,2006.00,2226.00,1677.00,1747.50,2015.00,1847.00,1547.00,1831.50,1484.00
114,1603.50,1857.00,1276.50,1964.00,1742.50,1118.00,1358.50,1595.50,1592.50,1534.00,1784.00,1640.00,1567.00,2043.00,1756.50,1872.00,1871.50,1794.00,1766.00,1364.50,1652.00,1576.50,1671.50,1660.50,1832.00,1830.00,1418.50,1546.50,1353.00,1556.00,1415.50,1482.00,1428.50,1552.00,1779.50,2040.00,2255.00,1709.00,1777.50,2050.50,1871.00,1576.00,1863.00,1517.00
115,1631.00,1882.50,1308.50,1992.50,1768.50,1139.00,1383.00,1621.50,1620.50,1558.00,1815.50,1667.50,1593.50,2075.50,1778.50,1897.50,1899.50,1825.50,1795.00,1388.50,1683.50,1604.50,1701.50,1687.50,1860.50,1864.00,1444.00,1571.50,1380.00,1579.00,1441.00,1509.00,1450.50,1584.00,1806.00,2077.50,2285.00,1739.00,1804.50,2083.50,1898.50,1604.00,1897.50,1550.00
116,1656.50,1912.00,1340.00,2024.50,1797.50,1164.00,1407.50,1645.50,1649.00,1585.00,1843.50,1699.50,1619.50,2108.50,1799.50,1922.00,1923.00,1854.50,1825.50,1413.50,1715.00,1636.00,1731.50,1713.50,1894.00,1898.00,1471.50,1596.50,1409.50,1603.00,1469.50,1538.00,1470.00,1620.50,1837.50,2115.00,2320.00,1766.00,1827.50,2119.50,1926.50,1631.50,1934.00,1578.00
117,1678.00,1940.50,1366.00,2052.50,1830.00,1189.00,1433.50,1668.50,1675.00,1611.50,1871.50,1728.00,1648.50,2138.50,1817.50,1955.00,1945.50,1889.00,1853.50,1440.00,1746.00,1670.00,1755.50,1738.50,1934.50,1933.00,1499.00,1624.50,1438.50,1624.00,1502.50,1566.00,1490.00,1654.00,1873.00,2147.00,2351.50,1796.00,1857.00,2156.00,1952.00,1659.00,1962.50,1604.50
118,1698.00,1972.50,1388.50,2084.00,1858.00,1217.00,1459.50,1697.50,1702.00,1648.00,1896.50,1757.00,1676.00,2168.00,1845.00,1983.00,1969.50,1925.50,1888.00,1468.50,1774.00,1703.50,1781.50,1766.50,1973.00,1966.50,1526.50,1651.00,1466.50,1648.50,1523.00,1590.50,1512.00,1682.00,1906.00,2176.50,2388.50,1824.50,1887.00,2188.00,1974.00,1687.00,1996.00,1631.00
119,1723.00,2003.00,1410.50,2116.50,1890.00,1250.50,1488.00,1728.00,1730.00,1681.00,1927.50,1786.00,1704.50,2195.50,1873.50,2012.00,1997.00,1964.50,1920.50,1497.50,1806.00,1738.50,1811.00,1796.00,2011.00,2006.00,1553.50,1677.50,1492.50,1675.50,1546.50,1612.00,1535.50,1716.50,1933.00,2209.00,2424.50,1856.00,1915.00,2223.50,2003.00,1715.00,2032.50,1657.50
120,1750.50,2026.00,1434.50,2143.50,1916.50,1289.50,1518.50,1755.00,1760.00,1708.50,1962.50,1816.50,1732.00,2223.00,1904.00,2041.00,2027.00,2002.00,1954.50,1527.50,1835.50,1769.00,1843.00,1829.00,2044.50,2040.50,1586.50,1705.50,1520.50,1702.00,1571.50,1638.50,1559.50,1749.50,1956.00,2241.50,2458.00,1885.50,1941.50,2255.00,2029.00,1744.50,2066.50,1687.50
121,1778.00,2048.00,1457.50,2172.00,1945.50,1324.50,1552.00,1781.00,1794.50,1742.50,1994.50,1848.00,1760.50,2248.00,1938.00,2069.50,2053.50,2035.00,1990.50,1553.50,1860.00,1798.50,1872.50,1863.00,2082.50,2068.50,1610.50,1731.00,1549.00,1729.00,1599.00,1665.50,1583.50,1777.00,1984.00,2273.00,2489.00,1917.50,1969.50,2284.00,2056.00,1774.50,2099.50,1716.00
