# YAKUTAT_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
75,1112.50,1200.00,650.00,1002.50,1053.00,708.50,799.50,908.00,1001.50,850.50,1059.50,814.50,951.00,1021.50,1045.00,924.50,931.50,890.00,973.00,750.50,918.00,854.50,474.00,903.00,985.50,1199.50,757.00,672.00,827.00,677.00,950.50,911.50,757.50,617.00,880.50,1049.50,1284.00,900.00,990.00,1200.00,909.50,782.50,925.00,809.00
76,1135.00,1225.00,668.00,1021.50,1068.00,723.00,816.50,927.00,1016.00,867.50,1083.00,834.00,966.50,1046.00,1068.00,944.50,949.50,908.50,993.00,769.50,937.00,871.00,496.00,918.50,1009.50,1221.00,772.00,689.50,841.00,694.00,966.00,929.50,771.50,633.00,903.00,1075.00,1309.50,922.50,1008.00,1224.50,930.50,801.00,939.00,834.00
77,1154.50,1249.50,686.00,1042.50,1090.50,736.00,831.50,946.50,1033.50,888.00,1106.50,853.50,981.50,1069.50,1086.50,963.00,969.50,924.50,1016.00,788.50,959.00,888.00,515.50,939.00,1032.50,1243.00,791.00,704.50,860.50,717.50,985.00,951.00,786.50,651.00,929.00,1095.50,1333.00,941.50,1027.50,1251.00,949.00,817.50,955.50,857.00
78,1173.50,1275.50,703.50,1060.50,1112.50,751.50,847.50,964.50,1054.00,907.00,1129.50,869.50,995.50,1094.50,1108.00,981.50,988.00,942.00,1037.00,807.00,980.00,905.00,541.00,955.00,1056.00,1269.00,813.00,721.00,874.50,735.50,1013.00,973.50,804.00,667.50,951.00,1119.00,1357.50,960.50,1057.50,1279.50,971.50,834.50,976.00,887.50
79,1194.00,1300.50,722.50,1080.50,1137.00,766.50,863.50,987.00,1070.50,927.00,1151.00,887.50,1010.50,1118.50,1130.50,1001.50,1007.00,963.50,1056.00,826.00,999.00,920.50,572.50,972.00,1078.50,1292.00,835.00,740.00,891.50,753.50,1031.50,1000.50,821.00,680.00,972.00,1141.00,1383.00,982.00,1080.00,1310.00,994.00,854.00,998.50,916.50
80,1212.50,1323.00,739.00,1101.00,1159.00,782.00,879.00,1010.50,1086.00,947.00,1172.00,905.50,1028.00,1152.00,1149.00,1019.00,1026.50,986.50,1073.50,842.50,1016.00,936.00,603.00,989.50,1101.00,1318.00,858.00,757.50,913.00,769.50,1051.00,1025.00,842.00,695.50,994.50,1163.50,1409.50,1004.00,1103.00,1337.00,1016.00,874.00,1022.00,939.50
81,1229.50,1348.50,760.00,1122.50,1178.50,796.50,895.50,1034.00,1108.00,969.00,1193.00,924.00,1048.50,1178.50,1168.00,1040.00,1047.50,1009.50,1095.00,862.50,1032.00,951.50,633.50,1012.50,1132.00,1340.50,879.50,776.50,935.00,788.50,1075.50,1049.00,864.00,713.00,1014.00,1189.00,1436.00,1028.00,1125.00,1361.50,1038.00,893.00,1044.00,963.00
82,1251.50,1374.50,782.00,1143.50,1200.50,822.50,914.50,1054.50,1131.00,990.00,1210.50,942.00,1067.00,1204.50,1189.50,1063.50,1069.50,1029.50,1114.50,877.50,1049.50,967.50,657.00,1034.00,1156.50,1361.50,906.00,802.50,953.50,808.00,1098.00,1074.00,886.00,731.00,1034.00,1214.00,1462.00,1051.50,1148.50,1387.00,1062.00,912.50,1065.50,982.00
83,1271.00,1405.50,799.00,1162.50,1226.00,849.50,932.50,1073.50,1150.50,1011.50,1226.00,964.50,1086.50,1233.50,1210.00,1088.50,1088.00,1052.00,1133.50,894.50,1064.50,984.50,680.00,1059.50,1180.00,1389.00,937.00,826.00,969.50,827.00,1122.00,1098.00,906.50,752.50,1051.50,1235.50,1485.00,1076.00,1172.50,1410.00,1087.00,933.00,1087.50,1002.00
84,1289.00,1436.00,817.00,1181.50,1246.50,875.00,959.50,1094.50,1170.00,1031.50,1244.50,987.00,1115.00,1261.00,1231.50,1114.00,1109.50,1077.00,1159.50,914.50,1080.00,999.50,702.00,1082.00,1202.50,1411.50,964.00,851.50,1000.00,850.50,1150.00,1122.50,929.50,775.50,1071.50,1260.00,1507.00,1099.00,1194.00,1434.00,1108.50,954.00,1108.50,1024.50
85,1309.00,1466.50,838.00,1200.50,1268.00,899.00,983.00,1116.50,1189.50,1049.50,1267.00,1008.00,1140.00,1286.50,1252.00,1139.00,1132.00,1104.00,1188.50,932.00,1096.50,1015.00,724.50,1104.00,1224.50,1434.50,991.00,876.50,1024.00,877.50,1178.00,1151.00,948.00,798.00,1090.00,1288.00,1530.00,1116.00,1214.00,1456.00,1129.50,976.50,1129.50,1051.00
86,1332.50,1495.00,858.00,1220.50,1288.50,920.00,1009.00,1136.00,1211.00,1070.50,1294.50,1029.50,1162.50,1309.00,1273.00,1162.50,1154.50,1129.00,1212.00,951.50,1113.00,1030.50,744.50,1122.00,1246.50,1459.50,1022.50,898.50,1043.00,899.50,1207.50,1180.00,967.50,820.50,1112.50,1312.50,1553.00,1134.50,1234.00,1480.00,1149.00,997.50,1153.00,1070.50
87,1353.50,1517.00,876.50,1240.00,1308.00,939.00,1032.50,1156.00,1229.00,1094.00,1328.50,1050.00,1187.50,1330.50,1291.50,1185.00,1179.00,1152.00,1237.00,971.50,1133.50,1049.50,770.00,1140.50,1267.50,1482.50,1046.50,919.50,1061.00,918.50,1238.50,1207.50,987.00,843.00,1135.00,1335.50,1580.00,1152.50,1257.00,1508.00,1171.50,1018.00,1175.50,1090.00
88,1377.50,1542.50,894.00,1266.00,1328.00,959.00,1058.00,1177.00,1249.50,1116.00,1358.50,1072.50,1217.00,1358.00,1309.00,1205.00,1200.50,1186.00,1261.00,993.00,1156.00,1074.00,795.00,1162.50,1290.50,1508.50,1074.00,938.50,1084.50,936.50,1271.50,1236.00,1007.00,869.00,1157.50,1357.00,1609.00,1180.50,1278.00,1534.00,1194.00,1038.50,1203.50,1110.50
89,1402.50,1576.50,916.00,1300.00,1346.00,978.50,1081.50,1203.00,1272.50,1141.50,1386.00,1094.00,1241.50,1387.00,1329.00,1224.50,1220.00,1212.50,1283.50,1009.00,1180.50,1096.00,821.00,1186.50,1314.50,1536.00,1095.50,961.00,1104.00,952.50,1303.50,1264.50,1029.00,897.00,1181.00,1385.00,1639.00,1206.50,1298.00,1560.00,1225.00,1059.50,1229.00,1130.50
90,1425.00,1603.50,937.00,1333.00,1363.50,997.00,1103.00,1230.50,1293.50,1166.00,1412.50,1113.00,1268.50,1411.50,1352.50,1247.50,1243.00,1234.50,1303.50,1026.50,1206.50,1116.00,841.00,1212.50,1335.00,1559.00,1117.00,982.00,1126.50,971.00,1334.50,1294.00,1050.00,923.00,1204.00,1410.50,1666.00,1230.50,1318.50,1587.50,1250.00,1081.50,1256.00,1149.00
91,1446.00,1630.00,963.50,1361.00,1381.50,1015.50,1122.50,1254.50,1311.50,1190.00,1438.50,1131.00,1293.50,1437.50,1375.50,1267.50,1268.00,1256.00,1327.50,1045.00,1228.00,1141.50,860.00,1233.50,1359.00,1585.50,1140.50,1002.50,1147.00,989.00,1365.50,1320.50,1069.50,945.00,1225.50,1436.50,1694.50,1256.00,1340.50,1612.00,1274.50,1106.50,1286.50,1169.50
92,1467.00,1657.00,992.00,1386.50,1399.50,1037.00,1141.00,1278.50,1331.00,1211.00,1468.00,1152.50,1315.00,1462.50,1400.50,1288.00,1296.00,1280.50,1352.00,1060.00,1246.50,1165.00,883.00,1255.50,1379.50,1608.50,1166.50,1027.50,1169.00,1010.50,1393.50,1345.50,1090.00,964.00,1246.50,1462.00,1721.50,1284.50,1363.50,1635.23,1298.00,1130.50,1320.00,1190.50
93,1490.00,1683.00,1014.50,1407.00,1417.50,1063.00,1162.00,1299.50,1350.00,1233.50,1499.00,1172.00,1335.00,1490.50,1423.00,1307.00,1324.50,1305.50,1377.00,1078.50,1267.00,1188.50,904.50,1276.50,1401.50,1629.50,1200.00,1049.50,1193.50,1034.00,1424.00,1375.00,1108.00,986.00,1268.00,1487.00,1747.00,1314.50,1385.00,1661.73,1321.00,1152.00,1354.50,1213.50
94,1514.50,1708.50,1036.50,1427.50,1439.50,1085.50,1183.50,1321.00,1376.50,1259.00,1530.00,1192.50,1359.50,1521.50,1449.00,1325.00,1352.00,1336.50,1403.00,1098.50,1288.50,1211.00,930.00,1297.50,1427.00,1654.50,1226.00,1080.00,1216.00,1059.50,1449.50,1401.00,1126.00,1009.00,1289.00,1513.00,1775.00,1334.50,1407.00,1687.73,1341.50,1174.00,1389.50,1237.00
95,1543.00,1734.50,1057.00,1449.00,1461.00,1106.00,1201.50,1343.00,1398.50,1282.50,1558.00,1213.50,1383.00,1547.00,1477.00,1344.00,1381.00,1371.50,1428.00,1119.00,1315.00,1234.50,951.50,1320.00,1457.50,1678.50,1254.50,1112.50,1235.00,1087.50,1479.50,1426.50,1145.00,1031.00,1309.50,1536.00,1800.50,1356.50,1430.50,1715.23,1363.00,1197.50,1427.50,1260.00
96,1573.50,1760.00,1077.50,1472.50,1483.50,1127.00,1223.50,1362.50,1423.50,1306.50,1586.50,1236.50,1403.00,1573.00,1502.00,1367.00,1405.50,1398.50,1453.00,1147.50,1344.50,1254.00,975.50,1345.50,1486.00,1702.50,1279.00,1136.00,1257.50,1113.00,1506.50,1453.00,1169.00,1052.50,1331.00,1560.50,1823.00,1382.50,1458.00,1743.23,1385.50,1217.00,1457.00,1285.00
97,1605.00,1783.50,1099.50,1496.00,1507.00,1144.00,1250.00,1384.00,1447.50,1330.50,1615.00,1259.50,1423.00,1597.50,1526.00,1390.50,1430.00,1426.50,1479.00,1171.50,1373.00,1279.00,999.00,1370.50,1516.00,1725.50,1303.00,1158.50,1277.00,1140.00,1532.50,1479.00,1195.50,1076.00,1354.00,1584.00,1849.00,1416.50,1485.00,1768.23,1413.00,1240.50,1484.00,1309.50
98,1632.00,1806.50,1121.00,1522.00,1529.00,1161.50,1273.50,1407.00,1475.50,1354.50,1643.50,1283.00,1446.50,1622.50,1547.50,1414.00,1456.50,1451.00,1506.00,1197.00,1398.50,1301.00,1025.00,1395.00,1540.50,1752.00,1327.00,1178.50,1296.50,1166.50,1557.50,1505.50,1220.00,1102.00,1380.00,1609.50,1872.50,1449.00,1507.50,1790.73,1438.50,1265.50,1510.50,1337.00
99,1659.00,1828.50,1145.00,1548.50,1548.50,1181.50,1294.00,1429.00,1504.00,1378.00,1671.00,1301.00,1470.50,1645.50,1571.50,1439.50,1478.50,1477.50,1533.00,1217.50,1420.50,1324.00,1049.50,1417.00,1565.00,1777.50,1350.50,1200.00,1311.50,1191.50,1585.50,1531.00,1243.00,1123.00,1405.00,1632.50,1898.00,1486.50,1528.00,1819.23,1459.00,1289.00,1536.00,1368.00
100,1687.00,1850.00,1171.00,1572.00,1569.00,1200.50,1314.00,1448.00,1531.50,1400.00,1696.50,1319.50,1498.00,1668.50,1602.00,1479.00,1502.00,1499.00,1557.50,1242.00,1443.50,1351.00,1071.00,1441.50,1589.00,1806.50,1377.50,1225.50,1331.00,1218.00,1614.00,1557.00,1268.00,1146.50,1430.00,1654.50,1933.50,1515.00,1553.00,1847.73,1481.50,1313.00,1562.50,1394.00
101,1715.00,1874.00,1197.00,1600.00,1591.50,1220.50,1335.50,1469.50,1559.50,1422.50,1724.00,1342.50,1530.50,1698.00,1633.50,1520.50,1528.50,1521.00,1581.50,1266.50,1472.00,1378.00,1093.50,1466.00,1612.00,1833.50,1408.00,1251.50,1353.00,1245.00,1637.00,1583.50,1294.00,1170.00,1455.00,1677.50,1964.00,1541.50,1580.50,1873.23,1509.00,1341.00,1588.00,1417.50
102,1742.00,1900.50,1220.00,1627.50,1620.00,1242.00,1354.50,1490.50,1587.50,1453.00,1751.00,1364.50,1564.50,1728.50,1664.50,1549.50,1550.00,1548.50,1606.00,1292.00,1497.50,1402.50,1114.50,1490.50,1636.00,1859.00,1438.00,1273.00,1375.50,1271.00,1657.00,1608.00,1315.50,1198.50,1480.50,1702.00,1993.00,1566.50,1605.00,1901.73,1534.50,1365.00,1615.00,1439.50
103,1767.00,1927.50,1241.50,1653.50,1646.50,1260.00,1374.00,1513.00,1615.00,1482.50,1778.00,1392.00,1593.50,1757.00,1689.50,1576.50,1571.00,1575.00,1631.50,1324.50,1523.50,1426.00,1138.00,1521.00,1663.50,1888.00,1465.00,1296.50,1400.50,1295.00,1680.50,1632.50,1337.00,1222.00,1504.50,1727.00,2020.50,1590.50,1631.50,1929.73,1563.00,1389.50,1641.00,1463.00
104,1792.50,1954.00,1264.50,1681.50,1671.50,1280.00,1402.00,1536.00,1646.00,1512.00,1809.00,1418.00,1627.50,1785.50,1724.00,1602.50,1588.50,1599.00,1653.00,1357.00,1549.00,1451.00,1164.50,1546.00,1693.50,1914.00,1492.00,1321.50,1425.00,1318.50,1705.00,1659.00,1358.00,1247.50,1525.00,1757.00,2048.50,1614.00,1658.50,1959.73,1592.00,1417.50,1667.50,1486.00
105,1818.50,1983.00,1288.00,1711.50,1694.00,1300.00,1436.50,1556.50,1676.00,1542.00,1835.00,1444.50,1657.00,1811.50,1754.50,1628.00,1610.00,1623.00,1676.00,1389.50,1576.00,1479.00,1194.50,1569.00,1720.50,1941.00,1516.00,1347.00,1448.00,1342.00,1732.00,1688.00,1379.00,1275.00,1549.00,1793.50,2075.00,1636.50,1683.50,1989.23,1619.00,1444.50,1694.50,1507.50
106,1846.50,2009.50,1310.00,1739.00,1715.00,1321.00,1462.00,1578.00,1701.50,1565.50,1862.50,1470.50,1683.00,1840.00,1785.00,1652.50,1636.00,1644.00,1699.50,1420.50,1602.50,1504.50,1222.50,1593.50,1747.50,1969.00,1545.00,1373.00,1472.50,1367.00,1757.50,1716.00,1403.50,1309.00,1573.50,1832.00,2109.00,1661.50,1711.50,2018.23,1647.50,1468.50,1723.50,1528.00
107,1870.50,2037.50,1333.00,1769.00,1734.50,1341.50,1489.50,1599.50,1727.00,1588.50,1888.00,1496.50,1708.00,1868.00,1815.00,1678.50,1664.00,1666.00,1725.00,1447.00,1625.00,1531.50,1249.50,1623.50,1773.50,2000.50,1575.50,1398.00,1497.00,1391.50,1783.50,1743.50,1425.50,1347.50,1600.00,1870.50,2144.50,1686.00,1738.00,2047.73,1675.50,1493.00,1753.00,1550.50
108,1896.00,2067.50,1355.00,1800.00,1756.50,1361.00,1516.50,1621.00,1756.50,1611.50,1913.00,1523.00,1730.50,1895.50,1842.50,1704.00,1692.50,1690.50,1752.50,1474.00,1650.50,1558.50,1274.50,1651.50,1804.50,2030.00,1604.50,1421.50,1525.50,1417.50,1809.50,1772.50,1451.00,1384.50,1623.50,1899.50,2177.00,1712.00,1766.50,2076.73,1702.00,1519.00,1781.50,1576.50
109,1919.00,2099.00,1380.50,1831.00,1781.50,1381.50,1541.50,1642.00,1779.50,1634.00,1939.00,1550.00,1758.00,1922.50,1869.50,1730.50,1720.50,1715.50,1778.50,1503.50,1675.50,1585.50,1299.50,1677.00,1833.50,2060.50,1632.00,1446.00,1552.00,1444.00,1835.50,1802.50,1477.50,1419.00,1645.50,1929.00,2206.50,1737.50,1798.00,2105.23,1729.50,1545.00,1810.00,1606.50
110,1940.00,2126.50,1403.50,1862.00,1805.50,1401.50,1567.50,1663.50,1802.00,1659.50,1967.50,1580.50,1784.50,1948.00,1896.00,1757.00,1745.50,1744.50,1806.00,1528.00,1698.50,1612.00,1325.00,1702.00,1870.50,2088.50,1657.00,1471.50,1576.50,1469.50,1863.00,1832.50,1503.00,1449.00,1671.00,1958.50,2234.50,1762.50,1827.50,2133.73,1758.50,1576.00,1837.00,1638.50
111,1965.50,2155.50,1424.50,1893.50,1834.00,1419.00,1594.50,1698.00,1826.00,1685.50,1994.50,1616.50,1811.00,1975.00,1923.00,1785.00,1768.00,1774.50,1833.00,1553.50,1721.50,1644.00,1347.50,1727.50,1905.50,2112.50,1683.50,1500.50,1602.50,1494.00,1895.00,1863.00,1527.00,1480.50,1694.50,1985.50,2261.50,1786.50,1864.00,2162.73,1783.50,1602.50,1864.00,1664.00
112,1989.00,2184.00,1447.50,1924.50,1862.50,1441.00,1619.50,1723.00,1854.50,1711.50,2020.50,1657.50,1834.00,2004.50,1950.00,1814.50,1792.50,1806.00,1858.00,1580.00,1746.00,1673.50,1367.50,1755.50,1937.00,2136.50,1712.00,1525.00,1625.50,1520.00,1924.50,1892.00,1550.50,1511.50,1718.00,2016.50,2291.00,1809.00,1894.00,2190.23,1809.00,1629.50,1890.00,1690.50
113,2016.50,2215.00,1468.00,1953.50,1887.50,1462.50,1641.00,1745.00,1882.00,1739.00,2044.50,1693.00,1859.50,2033.50,1978.50,1843.50,1823.00,1836.50,1882.00,1606.50,1767.50,1701.00,1393.50,1783.00,1967.00,2163.00,1736.00,1552.50,1648.00,1543.50,1954.50,1921.00,1580.50,1539.00,1744.00,2047.00,2323.50,1837.50,1923.50,2221.73,1836.00,1656.50,1917.50,1723.00
114,2047.50,2244.00,1490.00,1983.00,1916.00,1481.00,1665.00,1766.50,1907.00,1767.50,2070.50,1720.00,1883.00,2063.50,2011.50,1867.00,1855.00,1868.50,1907.00,1633.50,1790.50,1726.00,1422.50,1811.50,1996.50,2191.00,1760.00,1577.50,1671.00,1565.50,1983.50,1950.50,1609.00,1572.50,1771.50,2078.00,2353.00,1867.00,1949.50,2254.73,1862.50,1681.50,1945.50,1754.00
115,2075.00,2271.50,1515.00,2013.00,1942.50,1501.50,1689.00,1789.00,1931.00,1793.00,2097.50,1747.00,1908.00,2092.00,2039.50,1890.50,1884.50,1896.50,1934.50,1664.00,1816.00,1751.00,1454.00,1837.50,2027.50,2217.50,1786.50,1603.50,1697.00,1585.50,2013.50,1981.00,1635.50,1608.00,1798.00,2111.50,2382.50,1891.50,1978.50,2285.73,1887.00,1710.50,1973.00,1784.00
116,2101.50,2300.50,1544.50,2040.00,1970.00,1522.00,1713.50,1811.00,1954.00,1816.00,2124.50,1779.00,1933.50,2120.50,2065.50,1914.00,1912.00,1929.00,1960.00,1691.50,1843.50,1780.00,1481.50,1862.00,2060.50,2246.00,1812.50,1630.50,1725.00,1606.50,2042.00,2012.50,1661.00,1646.00,1822.00,2145.00,2412.00,1922.00,2006.50,2317.23,1911.50,1740.00,2001.50,1811.00
117,2130.00,2332.00,1573.00,2071.00,1993.50,1544.00,1736.50,1834.50,1979.00,1839.50,2154.00,1808.00,1963.50,2146.00,2091.00,1939.50,1937.50,1966.50,1989.00,1718.00,1875.00,1808.00,1506.00,1887.50,2090.00,2274.50,1837.00,1658.50,1752.50,1628.50,2072.50,2046.00,1684.50,1680.00,1847.00,2175.00,2440.00,1951.00,2032.50,2350.23,1938.50,1769.50,2030.50,1840.50
118,2161.00,2361.00,1598.50,2103.50,2017.00,1568.00,1759.50,1860.50,2003.00,1871.00,2183.50,1838.50,1991.50,2178.00,2115.50,1968.00,1962.00,2000.50,2019.00,1743.00,1906.00,1842.50,1530.50,1912.50,2121.50,2305.00,1858.50,1688.50,1777.00,1653.00,2100.00,2074.00,1707.50,1709.00,1875.50,2204.50,2469.50,1979.00,2058.00,2378.45,1966.00,1802.50,2061.50,1871.50
119,2191.50,2390.00,1626.00,2136.00,2038.00,1593.00,1788.00,1886.50,2024.00,1900.00,2214.00,1871.00,2024.00,2209.00,2143.00,1997.00,1986.00,2033.50,2047.00,1768.50,1934.50,1871.00,1557.00,1939.00,2152.50,2337.50,1885.50,1716.50,1800.50,1680.00,2127.00,2101.50,1731.50,1737.00,1908.50,2236.00,2500.00,2007.50,2088.00,2417.45,1990.00,1835.00,2092.50,1903.00
120,2217.50,2417.50,1654.50,2167.50,2062.50,1627.50,1814.00,1917.00,2049.00,1927.00,2248.00,1898.50,2057.00,2239.50,2172.00,2026.50,2013.00,2064.50,2074.50,1796.00,1958.50,1898.50,1588.00,1966.00,2181.00,2369.50,1913.50,1746.50,1825.00,1707.50,2156.50,2125.00,1756.00,1765.00,1941.50,2264.50,2529.00,2037.00,2117.50,2455.95,2018.50,1862.00,2122.00,1930.50
121,2241.00,2447.00,1681.00,2196.50,2087.00,1662.00,1848.50,1942.50,2074.00,1955.00,2280.50,1925.50,2088.00,2269.00,2203.00,2057.00,2043.50,2095.50,2100.50,1825.00,1985.50,1927.50,1617.50,1996.00,2210.50,2402.00,1942.50,1773.50,1847.50,1731.50,2184.00,2154.50,1778.00,1796.00,1972.00,2294.50,2558.00,2066.00,2145.50,2490.45,2047.50,1891.00,2152.50,1957.00
