# TALKEETNA_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
julian_day,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
60,,5.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,5.00,,3.50,0.00,0.00,,0.00,0.00,0.00,,3.00,0.00,13.50,,0.00,0.00,0.00,,0.00,7.50,0.00,,0.00,4.50,0.00,,0.00,0.00,0.00,,0.00,3.50,0.00,,7.00
61,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,4.50,5.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,25.50,8.50,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,7.50,0.50,4.50,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,20.50
62,1.50,8.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,14.00,5.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,36.00,19.50,3.50,0.00,0.00,1.50,0.00,23.50,0.00,0.00,0.00,7.50,8.00,9.50,0.00,0.00,0.00,0.00,0.00,13.50,0.00,0.00,33.00
63,5.50,8.00,0.00,0.00,7.50,0.00,0.00,0.00,15.00,0.00,14.00,5.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,4.00,0.00,44.50,30.50,13.50,0.00,0.00,4.00,0.00,23.50,0.00,0.00,0.00,7.50,19.00,9.50,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,45.50
64,12.00,8.50,0.00,0.00,17.50,0.00,0.00,0.00,17.50,0.00,14.00,5.00,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00,15.50,11.00,0.00,53.00,30.50,23.50,3.00,0.00,10.50,0.00,24.50,0.00,0.00,1.00,7.50,31.00,13.50,0.00,0.00,0.00,0.00,0.00,29.50,0.00,0.00,57.50
65,17.50,9.50,3.00,0.00,32.00,1.00,0.00,0.00,17.50,0.00,14.00,9.00,0.00,9.50,0.00,0.00,2.50,1.50,0.00,0.00,21.00,20.50,0.00,59.50,30.50,29.50,3.00,0.00,20.50,0.00,26.00,0.00,0.00,1.00,7.50,40.00,16.00,0.00,0.00,2.50,0.00,0.00,35.00,0.00,1.00,64.50
66,20.00,11.00,6.50,0.00,45.50,1.00,0.00,0.00,23.00,0.00,14.00,9.00,0.00,13.00,3.50,0.00,2.50,5.00,0.00,0.00,21.00,26.00,0.50,64.50,30.50,36.00,3.00,0.00,33.00,0.00,26.00,0.00,0.00,9.50,7.50,49.00,20.50,0.00,0.00,9.00,0.00,0.00,38.50,0.00,2.00,68.00
67,24.00,11.00,6.50,0.00,58.50,1.00,0.00,2.00,29.50,0.00,14.00,9.00,0.00,13.00,15.50,0.00,2.50,5.00,0.00,0.00,21.00,33.00,0.50,67.50,30.50,48.50,3.00,0.00,47.50,0.00,26.00,5.50,0.00,17.00,7.50,49.00,26.00,0.00,0.00,17.50,0.00,0.00,39.50,1.50,9.00,69.50
68,31.00,16.50,6.50,0.00,76.00,6.00,0.00,2.00,33.50,0.00,14.00,9.00,9.00,13.00,23.50,0.00,2.50,5.00,0.00,0.00,21.00,43.00,0.50,67.50,30.50,56.50,3.00,0.00,59.00,0.00,26.00,5.50,0.00,26.50,7.50,49.00,35.00,0.00,4.50,27.00,0.00,1.50,44.00,1.50,9.00,76.00
69,32.50,20.50,6.50,0.00,87.50,11.50,5.50,4.00,39.50,0.00,14.00,9.00,19.50,13.00,30.50,0.00,2.50,5.00,0.00,0.00,21.00,52.50,0.50,67.50,30.50,73.00,3.00,0.00,73.00,3.50,26.00,7.00,0.00,28.50,9.00,49.00,40.50,0.00,4.50,38.50,0.00,6.00,52.00,4.00,9.00,83.00
70,32.50,32.00,6.50,4.00,102.00,16.00,6.00,4.00,54.50,0.00,14.00,9.00,31.50,19.00,38.50,0.00,8.50,5.00,0.00,7.00,21.00,62.00,0.50,67.50,38.50,86.00,3.00,0.00,81.50,9.00,26.00,7.00,0.00,28.50,20.50,49.00,49.50,1.00,4.50,47.50,0.00,6.00,62.00,4.00,9.00,87.50
71,32.50,41.50,6.50,13.00,115.00,20.50,9.50,4.00,63.00,0.00,19.50,9.00,41.00,26.00,43.00,0.00,12.00,10.50,7.00,12.50,21.00,72.50,0.50,67.50,48.50,94.50,3.00,0.00,81.50,9.50,26.00,7.00,0.00,29.50,25.50,49.00,58.50,1.00,6.00,54.50,0.00,6.00,68.50,4.00,9.00,88.00
