# HOMER_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
71,873.00,953.00,601.50,951.00,923.00,468.50,544.50,804.50,812.00,687.50,890.00,756.00,692.00,934.00,825.00,807.00,862.00,768.00,850.00,555.50,783.00,747.00,560.00,807.50,805.00,976.50,679.00,558.50,698.00,630.50,634.50,587.32,526.50,577.50,943.00,1158.00,1115.83,788.00,861.00,1074.00,797.50,658.50,909.50,618.50
72,888.00,977.50,615.50,974.00,942.00,478.00,561.50,820.50,831.00,702.50,911.50,771.00,711.50,956.00,847.50,828.50,880.00,788.50,864.50,570.00,802.00,762.00,576.50,822.00,826.50,1002.50,695.50,573.00,715.50,656.00,652.50,607.82,539.00,598.50,963.00,1179.50,1141.33,808.50,881.00,1094.50,815.50,679.00,926.00,636.00
73,907.50,996.50,629.50,998.50,961.00,489.50,575.00,837.50,852.00,718.00,933.00,788.00,726.00,981.00,872.00,849.00,904.00,807.50,879.00,585.50,822.50,781.50,594.50,835.50,846.50,1027.50,713.50,591.00,733.50,678.50,667.50,622.82,552.00,617.00,987.00,1203.00,1168.33,831.00,899.50,1113.50,832.50,699.50,943.00,658.50
74,926.50,1016.50,645.50,1021.00,982.50,504.00,590.50,856.00,873.50,737.50,953.50,806.50,739.00,1004.00,895.50,870.50,929.50,826.00,893.50,608.00,840.00,799.00,613.50,849.50,866.50,1052.00,731.00,611.00,752.50,698.50,685.00,640.82,567.50,632.00,1017.50,1229.00,1194.33,855.50,919.50,1135.50,855.50,718.00,962.00,680.00
75,944.50,1036.00,661.00,1042.50,1002.00,521.50,606.00,877.00,892.50,756.50,978.50,820.50,754.00,1028.00,911.00,890.00,953.50,843.50,914.00,627.00,860.00,821.00,633.00,867.00,887.00,1075.00,750.00,629.00,771.50,714.50,702.50,657.82,579.50,645.50,1043.50,1257.00,1222.33,881.50,939.00,1157.50,878.50,736.50,980.00,705.00
76,968.00,1057.50,677.50,1066.00,1025.50,538.50,623.50,898.00,908.00,775.50,1004.00,837.00,769.00,1055.00,929.00,908.50,973.50,865.50,928.50,645.50,884.00,841.50,653.00,882.50,910.00,1098.50,766.50,651.00,787.50,733.50,718.50,674.32,594.00,664.00,1072.50,1284.50,1245.83,905.50,958.50,1180.50,897.50,754.00,1000.50,723.00
77,984.50,1076.50,693.50,1087.00,1051.00,555.50,640.50,916.00,925.50,787.50,1032.00,854.00,783.50,1078.50,949.00,925.50,991.50,886.00,943.00,665.00,904.50,860.50,679.50,897.50,933.50,1119.50,783.00,670.00,801.00,753.50,736.00,692.32,608.00,679.50,1102.50,1309.00,1269.83,931.00,980.00,1203.00,920.50,771.50,1021.50,738.00
78,1003.00,1099.50,711.00,1108.50,1075.50,572.00,659.00,936.00,942.00,804.00,1058.00,874.50,799.50,1103.00,971.50,943.50,1009.50,905.50,961.50,683.00,923.00,878.00,707.00,914.50,958.50,1138.00,798.00,685.50,817.50,778.00,753.00,711.32,622.00,692.50,1131.50,1334.50,1296.33,954.00,1003.00,1223.00,940.00,790.50,1046.00,759.50
79,1024.50,1120.00,730.00,1127.00,1095.50,587.00,674.00,955.00,960.00,819.50,1083.50,894.00,816.50,1124.00,992.50,962.00,1029.00,927.50,979.50,701.00,941.50,896.00,735.50,931.50,979.50,1163.00,814.50,701.00,834.00,794.00,772.00,731.32,644.00,705.50,1159.00,1362.00,1317.83,977.50,1024.50,1247.00,964.00,806.50,1069.50,786.00
80,1045.00,1141.50,749.50,1149.50,1116.00,601.00,689.00,975.50,982.00,835.50,1105.00,911.50,838.50,1149.00,1012.50,988.50,1049.00,950.00,999.00,718.50,959.50,918.50,760.50,949.50,1000.00,1189.00,834.00,718.50,849.00,811.00,792.50,750.32,662.00,718.50,1184.50,1385.50,1343.33,1003.00,1045.50,1270.50,986.50,827.00,1092.00,807.00
81,1064.50,1160.50,766.50,1170.50,1134.50,619.00,703.00,993.50,1004.00,856.50,1123.00,929.50,861.50,1174.50,1033.00,1014.00,1067.00,970.50,1016.00,737.00,975.00,940.00,788.50,968.50,1021.50,1213.00,857.00,737.50,864.50,829.50,809.50,769.82,683.00,739.00,1209.00,1412.00,1367.33,1024.00,1068.00,1291.50,1009.00,850.50,1117.50,827.50
82,1084.00,1178.50,782.50,1190.50,1155.50,638.00,719.00,1015.00,1025.50,879.00,1138.50,952.00,882.50,1202.00,1052.50,1039.00,1089.00,992.50,1038.00,758.50,991.00,958.00,814.50,989.50,1049.00,1236.50,880.50,761.50,882.50,849.00,827.00,790.32,706.00,760.00,1232.00,1439.50,1390.83,1047.00,1088.50,1311.00,1034.50,869.00,1149.50,844.50
83,1103.00,1196.50,802.50,1212.00,1174.00,659.00,735.50,1036.50,1047.00,896.50,1159.50,974.50,904.00,1227.50,1073.00,1062.00,1111.50,1018.50,1058.50,778.50,1010.00,976.00,838.50,1012.50,1076.00,1259.50,908.00,784.50,904.00,870.50,844.00,807.82,725.50,781.50,1257.50,1468.00,1414.33,1071.50,1110.50,1334.50,1059.00,891.50,1171.50,866.50
84,1126.00,1216.00,822.00,1232.00,1195.00,684.50,756.00,1056.00,1069.50,918.00,1179.00,997.00,928.00,1253.50,1093.50,1083.00,1133.50,1046.00,1077.50,797.00,1027.00,995.50,857.50,1037.00,1102.00,1283.50,936.00,808.00,921.00,892.00,862.00,825.32,745.50,805.00,1282.50,1495.50,1439.33,1091.50,1134.00,1358.00,1084.00,917.50,1193.00,890.00
85,1147.50,1239.00,841.50,1253.50,1217.00,705.50,780.50,1076.50,1093.00,940.00,1202.50,1021.00,956.00,1277.50,1111.00,1108.00,1155.50,1075.50,1099.00,814.50,1043.00,1013.50,877.00,1060.50,1125.00,1310.50,964.00,832.00,940.00,913.50,882.00,846.32,768.00,828.00,1305.50,1523.00,1462.33,1111.00,1157.00,1383.50,1106.00,939.50,1210.50,910.50
86,1168.50,1263.00,862.50,1277.00,1236.00,728.00,802.00,1097.00,1117.50,963.00,1230.50,1044.00,984.50,1301.00,1128.00,1130.50,1176.00,1102.50,1124.50,832.00,1064.00,1033.50,896.00,1085.50,1150.00,1337.00,995.50,852.00,955.50,937.00,903.50,872.82,788.50,848.50,1328.50,1547.50,1490.33,1130.00,1178.00,1410.50,1126.00,963.00,1231.50,932.00
87,1187.50,1287.00,885.00,1298.50,1256.00,749.50,822.00,1116.50,1141.50,988.00,1252.50,1067.00,1013.00,1321.00,1148.00,1150.00,1199.50,1128.50,1149.00,847.00,1086.50,1053.50,919.50,1111.50,1176.50,1364.50,1027.00,871.00,977.00,961.50,928.00,895.82,810.00,873.00,1354.00,1569.50,1518.83,1150.50,1201.00,1438.00,1146.50,987.50,1254.50,955.00
88,1208.50,1314.00,905.50,1322.00,1277.50,772.00,842.00,1134.00,1165.50,1013.50,1281.00,1086.00,1041.00,1348.50,1173.00,1171.50,1224.00,1160.00,1172.50,861.50,1105.50,1080.00,941.00,1132.50,1200.50,1393.50,1059.00,889.50,997.50,982.00,956.00,914.32,831.50,898.50,1382.00,1592.00,1542.83,1173.50,1227.50,1464.50,1174.00,1011.00,1285.50,975.00
89,1229.00,1344.00,925.00,1348.50,1296.00,792.50,865.00,1154.50,1188.50,1039.00,1307.50,1108.50,1068.50,1376.50,1197.50,1194.00,1242.00,1185.00,1198.50,881.50,1124.50,1106.00,966.50,1155.50,1225.50,1420.50,1087.00,909.00,1018.50,1003.00,985.00,936.32,853.00,926.00,1410.50,1619.00,1569.83,1197.00,1250.50,1489.50,1204.00,1035.50,1316.00,996.00
90,1248.50,1371.50,945.50,1375.00,1314.00,814.50,891.00,1177.50,1209.00,1062.50,1333.50,1130.00,1093.50,1405.50,1223.50,1215.50,1260.50,1212.50,1224.50,899.00,1145.00,1127.50,990.50,1180.00,1248.50,1448.00,1113.00,932.00,1043.00,1021.00,1012.00,957.82,874.50,952.00,1434.00,1647.00,1597.83,1217.50,1272.50,1518.00,1229.00,1061.00,1338.00,1018.00
91,1268.50,1395.00,964.50,1400.00,1332.50,832.50,916.50,1203.50,1230.00,1084.50,1355.00,1150.00,1118.00,1437.50,1250.00,1236.50,1282.00,1236.00,1248.50,915.00,1168.50,1149.50,1012.50,1203.50,1271.50,1473.00,1140.00,956.00,1068.00,1044.00,1037.50,977.82,895.00,974.50,1456.50,1677.00,1624.83,1247.50,1296.00,1543.00,1256.00,1088.00,1362.00,1038.00
92,1290.50,1420.50,986.50,1423.00,1359.00,851.00,937.50,1228.00,1251.50,1106.50,1379.50,1172.50,1142.50,1464.00,1272.00,1257.00,1308.00,1261.00,1269.00,934.50,1191.50,1173.50,1035.50,1225.50,1294.50,1496.50,1161.50,980.00,1093.00,1063.50,1063.00,1000.82,914.50,997.50,1479.00,1710.00,1655.33,1279.00,1318.00,1567.50,1282.50,1115.00,1391.00,1059.50
93,1314.50,1443.50,1008.00,1445.50,1388.00,873.50,959.50,1252.50,1271.00,1132.00,1404.00,1192.50,1170.00,1489.50,1297.00,1275.00,1338.00,1289.00,1292.50,954.50,1211.00,1200.50,1058.50,1247.50,1318.00,1518.50,1185.50,1000.00,1117.50,1083.00,1090.50,1023.82,932.00,1020.50,1500.00,1742.00,1684.33,1307.50,1345.50,1590.00,1308.00,1135.00,1421.00,1086.00
94,1337.50,1466.50,1028.00,1471.50,1412.00,898.50,982.50,1278.00,1303.50,1156.00,1431.00,1215.50,1195.50,1518.00,1318.50,1300.00,1366.50,1312.50,1314.00,974.50,1232.50,1227.50,1082.50,1270.50,1344.00,1542.00,1209.50,1023.00,1140.00,1106.00,1115.00,1046.82,954.00,1044.50,1522.50,1772.50,1710.83,1339.50,1371.50,1615.00,1334.00,1159.00,1450.50,1113.00
95,1367.50,1488.50,1049.50,1493.50,1440.00,921.50,1008.50,1301.50,1329.50,1176.50,1458.50,1238.00,1221.50,1543.00,1341.00,1326.50,1402.50,1342.50,1339.00,996.50,1256.50,1252.50,1107.00,1293.50,1375.00,1571.50,1235.50,1049.00,1161.00,1131.50,1140.00,1067.32,976.00,1066.50,1549.00,1801.00,1736.33,1367.50,1393.00,1642.00,1356.50,1184.00,1481.00,1138.00
96,1399.00,1509.00,1071.50,1514.50,1465.50,940.00,1030.50,1327.50,1352.50,1197.50,1489.00,1257.50,1248.50,1569.00,1366.00,1351.00,1433.50,1373.00,1365.50,1025.00,1282.00,1277.00,1128.50,1319.50,1403.00,1600.00,1261.00,1075.00,1181.00,1154.00,1164.50,1086.32,997.00,1088.50,1577.00,1828.00,1763.83,1398.50,1415.00,1668.50,1379.50,1207.00,1511.50,1166.50
97,1430.50,1530.00,1095.00,1540.50,1490.50,955.00,1051.00,1354.00,1375.00,1218.00,1517.50,1281.50,1271.00,1593.00,1393.50,1372.00,1458.00,1402.00,1394.50,1048.50,1308.00,1299.00,1153.50,1343.50,1432.00,1628.50,1287.50,1096.50,1202.50,1175.00,1188.50,1105.82,1016.00,1113.50,1602.00,1855.50,1788.83,1429.00,1441.50,1696.50,1403.00,1231.50,1538.00,1193.00
98,1452.50,1554.50,1117.50,1563.50,1516.00,975.00,1078.50,1381.50,1395.50,1237.00,1544.50,1300.00,1294.50,1616.50,1417.50,1398.00,1479.50,1428.50,1423.00,1076.00,1333.00,1320.00,1177.00,1365.00,1460.00,1655.50,1312.50,1115.50,1223.00,1204.00,1211.50,1128.82,1035.50,1141.00,1630.50,1884.00,1816.33,1459.50,1467.00,1726.00,1426.50,1258.00,1566.50,1220.50
99,1472.00,1574.50,1141.00,1583.00,1542.50,995.00,1100.50,1405.00,1422.50,1257.00,1571.50,1320.00,1320.00,1640.00,1446.00,1424.00,1505.00,1454.50,1448.50,1100.50,1358.00,1341.00,1202.50,1390.00,1484.00,1683.50,1339.00,1136.00,1246.50,1230.50,1234.00,1150.82,1055.50,1173.00,1658.50,1912.00,1842.33,1487.50,1491.50,1753.50,1451.00,1286.50,1599.50,1251.00
100,1494.00,1598.50,1166.50,1608.00,1569.50,1014.00,1122.50,1428.00,1448.00,1280.00,1598.50,1340.50,1346.00,1660.00,1471.00,1446.50,1528.00,1479.00,1471.50,1130.50,1384.50,1363.00,1227.00,1417.00,1504.00,1712.50,1367.00,1155.50,1266.00,1251.50,1254.50,1172.32,1079.00,1201.50,1684.00,1938.50,1870.83,1517.50,1515.00,1778.00,1473.50,1312.50,1630.00,1277.50
101,1519.00,1619.00,1191.00,1631.00,1593.00,1033.00,1146.00,1454.00,1475.50,1299.50,1625.00,1362.50,1374.50,1681.50,1499.50,1480.00,1549.50,1502.00,1492.00,1157.00,1408.50,1387.00,1250.50,1443.00,1526.00,1743.50,1393.00,1180.00,1283.50,1278.50,1275.00,1196.82,1100.00,1227.00,1709.00,1967.50,1898.83,1549.00,1542.00,1804.50,1499.50,1339.50,1659.50,1302.50
102,1543.00,1637.50,1214.00,1657.50,1617.50,1057.50,1169.00,1478.00,1501.00,1323.00,1650.50,1387.00,1405.50,1705.50,1525.00,1511.50,1572.50,1526.50,1516.00,1183.50,1433.00,1415.00,1273.00,1469.00,1554.50,1772.00,1418.00,1204.50,1304.00,1305.50,1296.50,1219.82,1119.50,1255.50,1735.00,1996.50,1925.83,1578.50,1572.50,1833.00,1525.50,1364.00,1687.00,1330.00
103,1565.50,1659.00,1236.50,1685.00,1646.50,1078.00,1193.00,1500.00,1526.50,1342.00,1676.50,1413.00,1436.00,1729.50,1550.00,1543.00,1595.00,1550.50,1538.00,1209.50,1458.00,1439.00,1296.00,1498.00,1581.50,1799.00,1443.50,1229.00,1324.50,1331.00,1318.00,1244.82,1143.00,1283.00,1761.00,2025.50,1950.83,1604.00,1599.00,1862.00,1548.50,1388.50,1714.00,1355.50
104,1590.50,1679.50,1259.50,1710.50,1675.50,1103.00,1217.00,1527.00,1554.00,1369.00,1706.50,1437.00,1466.50,1753.50,1578.50,1570.50,1617.00,1574.50,1559.00,1238.50,1485.00,1464.00,1318.50,1528.00,1607.50,1826.50,1470.00,1249.00,1346.00,1353.50,1344.50,1266.82,1165.00,1311.00,1786.00,2062.00,1978.33,1630.00,1624.50,1893.50,1574.50,1413.50,1742.50,1381.50
105,1615.50,1702.50,1282.50,1739.00,1700.50,1124.50,1246.00,1551.50,1583.50,1396.50,1736.50,1460.50,1491.00,1775.50,1609.00,1598.00,1640.50,1598.00,1587.00,1268.00,1509.50,1486.00,1346.00,1557.50,1633.00,1852.50,1494.50,1270.00,1367.50,1379.50,1368.00,1288.82,1185.00,1336.50,1811.00,2100.00,2003.90,1656.00,1653.50,1921.50,1598.50,1439.00,1770.50,1404.00
106,1641.00,1729.00,1304.50,1765.50,1724.50,1143.00,1276.50,1573.00,1612.00,1421.50,1763.50,1485.00,1517.00,1796.00,1639.50,1624.00,1663.00,1622.00,1609.50,1299.50,1534.00,1513.00,1379.50,1582.50,1658.00,1880.00,1519.50,1293.50,1390.00,1405.50,1390.50,1310.32,1206.00,1363.00,1840.00,2139.50,2029.92,1681.00,1682.00,1950.00,1623.50,1462.00,1797.50,1431.00
107,1662.50,1753.50,1325.00,1792.50,1748.00,1165.50,1309.50,1596.00,1637.50,1446.50,1787.00,1510.50,1544.00,1817.00,1664.00,1650.50,1685.00,1644.00,1633.50,1325.50,1557.00,1542.50,1407.50,1611.50,1687.50,1908.50,1547.50,1321.00,1414.00,1430.00,1412.00,1333.32,1231.50,1392.00,1866.00,2179.50,2056.37,1708.00,1711.50,1979.00,1650.00,1488.00,1824.00,1455.00
108,1685.00,1778.00,1348.50,1819.00,1776.00,1183.00,1335.00,1617.00,1666.50,1469.00,1811.50,1539.00,1568.00,1845.00,1692.50,1676.00,1707.50,1666.00,1658.50,1353.50,1578.00,1571.00,1432.50,1640.00,1718.50,1939.00,1575.50,1345.00,1438.50,1455.00,1436.50,1354.82,1257.50,1423.50,1893.50,2217.50,2083.46,1735.50,1743.00,2008.00,1680.50,1513.50,1851.00,1480.50
109,1709.50,1804.00,1370.00,1848.00,1800.50,1204.50,1359.00,1639.00,1692.50,1495.50,1836.50,1565.00,1596.50,1873.00,1721.50,1701.50,1736.50,1693.50,1685.00,1379.50,1605.00,1596.50,1458.00,1666.00,1752.50,1969.50,1602.50,1367.50,1463.50,1480.50,1459.50,1375.32,1284.00,1461.00,1919.50,2254.00,2114.96,1762.00,1774.50,2036.00,1705.50,1543.00,1874.50,1509.50
110,1734.00,1832.00,1392.50,1877.00,1825.00,1228.00,1385.00,1664.00,1718.50,1525.50,1861.50,1598.00,1624.50,1903.50,1750.50,1728.00,1765.00,1718.50,1713.00,1404.00,1630.50,1625.50,1484.00,1691.00,1779.50,1997.50,1629.00,1396.50,1487.50,1504.00,1480.50,1399.32,1308.00,1493.00,1948.00,2290.00,2144.46,1789.00,1804.00,2061.50,1733.50,1574.50,1902.00,1540.00
111,1758.50,1863.50,1419.00,1905.50,1852.50,1249.00,1412.00,1691.00,1744.50,1551.00,1889.00,1634.50,1651.50,1934.50,1783.00,1754.00,1792.50,1745.00,1738.50,1426.00,1651.50,1654.00,1512.50,1717.00,1807.50,2026.00,1653.00,1427.50,1514.00,1528.00,1504.50,1424.82,1333.50,1522.50,1975.50,2322.00,2171.96,1817.50,1833.50,2090.50,1762.50,1602.50,1930.00,1570.00
112,1785.50,1891.50,1444.00,1937.00,1878.00,1268.50,1437.00,1721.50,1771.50,1581.50,1912.00,1662.00,1679.00,1963.50,1812.00,1780.00,1819.50,1772.00,1764.00,1451.00,1673.50,1686.50,1538.00,1744.00,1837.50,2054.50,1678.00,1458.00,1541.00,1554.50,1531.50,1449.32,1362.50,1550.00,2003.00,2354.50,2204.46,1844.50,1862.00,2117.00,1791.50,1631.50,1963.00,1597.50
113,1812.50,1916.50,1471.50,1968.00,1905.00,1288.50,1461.50,1746.50,1802.50,1612.00,1934.00,1685.50,1707.50,1991.50,1842.50,1808.50,1845.00,1805.00,1788.50,1476.50,1698.00,1715.00,1562.00,1774.00,1865.00,2083.00,1703.50,1489.00,1564.50,1577.00,1553.50,1471.32,1391.00,1574.00,2029.50,2386.50,2235.96,1876.50,1890.50,2148.50,1819.50,1661.50,1993.50,1627.50
114,1841.50,1942.50,1498.50,1997.00,1936.50,1307.00,1486.00,1770.00,1830.00,1641.50,1958.50,1706.00,1734.00,2021.50,1870.00,1834.50,1874.00,1832.00,1813.50,1502.00,1722.50,1740.50,1587.00,1798.50,1895.50,2111.50,1728.50,1518.50,1585.50,1600.00,1580.00,1494.32,1420.00,1603.00,2058.00,2415.50,2266.96,1906.50,1914.50,2184.50,1844.00,1691.00,2024.00,1657.50
115,1871.00,1969.50,1521.00,2025.50,1968.50,1331.00,1510.00,1796.50,1858.00,1667.00,1983.50,1734.00,1760.50,2048.50,1898.00,1861.00,1905.50,1862.50,1837.50,1528.00,1752.00,1766.00,1617.00,1825.00,1928.50,2139.50,1754.50,1545.00,1607.00,1623.50,1603.00,1518.82,1447.00,1631.50,2085.00,2453.00,2297.46,1936.00,1937.00,2219.00,1872.00,1722.50,2055.50,1688.50
116,1899.00,1996.00,1548.50,2056.00,1999.00,1354.00,1535.50,1820.50,1886.50,1692.50,2010.50,1760.00,1789.00,2079.50,1923.00,1892.00,1932.00,1890.00,1862.50,1551.50,1784.00,1794.00,1646.50,1852.00,1960.50,2168.00,1778.50,1571.50,1635.00,1644.50,1627.50,1546.32,1469.50,1663.00,2116.00,2489.00,2327.46,1967.50,1966.00,2251.50,1901.50,1752.00,2086.00,1718.50
117,1924.50,2023.50,1578.00,2085.00,2031.50,1379.00,1558.50,1845.00,1914.00,1720.00,2037.50,1787.50,1814.50,2108.00,1945.50,1921.00,1957.50,1920.00,1889.50,1575.00,1815.00,1827.50,1676.00,1876.00,1995.00,2196.50,1802.00,1596.00,1665.00,1668.00,1652.00,1574.32,1493.00,1698.50,2145.50,2523.50,2359.46,1998.00,1995.00,2282.50,1930.50,1781.50,2115.00,1746.50
118,1948.50,2048.50,1605.00,2114.50,2058.50,1403.00,1580.50,1871.00,1940.50,1750.00,2062.50,1814.50,1844.50,2139.50,1971.00,1944.50,1983.00,1954.00,1918.50,1602.00,1844.00,1863.00,1703.50,1901.00,2028.00,2224.50,1823.00,1619.50,1692.00,1695.50,1676.00,1600.82,1517.00,1727.50,2175.00,2559.00,2390.46,2030.00,2024.50,2312.50,1956.00,1806.50,2141.50,1773.00
119,1970.50,2074.00,1631.00,2145.00,2088.50,1429.00,1608.50,1899.00,1965.50,1780.50,2092.50,1845.00,1877.00,2169.50,1997.50,1975.00,2008.50,1989.00,1946.00,1626.50,1874.50,1900.00,1729.00,1927.00,2059.50,2258.00,1847.50,1644.50,1715.50,1722.00,1702.50,1624.32,1539.50,1761.00,2206.00,2592.50,2423.46,2063.50,2053.50,2344.50,1986.00,1833.50,2170.50,1798.50
120,1993.50,2099.00,1657.50,2175.50,2119.00,1453.50,1635.00,1927.50,1988.50,1810.00,2127.50,1876.50,1910.50,2195.50,2022.50,2007.00,2033.00,2021.50,1977.50,1653.50,1905.50,1931.50,1754.50,1953.50,2088.50,2293.50,1875.00,1669.50,1741.00,1748.00,1726.50,1649.32,1564.00,1790.00,2238.50,2625.00,2456.46,2097.00,2082.00,2381.00,2014.50,1859.50,2204.00,1829.00
121,2016.50,2122.50,1684.00,2203.00,2149.00,1487.50,1664.50,1955.50,2015.50,1838.50,2159.50,1908.50,1937.00,2221.00,2054.50,2035.50,2061.00,2051.00,2007.00,1680.50,1932.00,1958.00,1787.00,1983.50,2116.00,2328.50,1903.00,1696.00,1763.00,1775.00,1752.00,1673.82,1586.00,1818.00,2269.50,2656.50,2487.96,2129.50,2106.00,2415.00,2042.50,1884.50,2237.50,1857.50
