# KETCHIKAN_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# Excluded years (more than 10 days of missing data): 1981, 1982, 1985, 1986, 1987, 1988
#
d_since_march1,1980,1983,1984,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,19.00,11.50,17.50,5.50,17.50,5.50,12.50,14.00,20.50,12.50,7.50,11.50,11.50,13.50,14.50,14.00,12.50,14.00,11.50,19.50,8.50,0.00,15.00,10.50,18.00,0.00,6.50,14.50,2.50,16.50,17.00,6.50,14.50,9.00,14.00,11.00,13.50
1,36.00,22.00,32.00,5.50,34.00,5.50,21.50,28.50,39.50,24.00,22.00,20.50,23.50,24.50,30.00,27.00,26.50,29.00,21.00,37.50,18.50,13.50,26.50,25.00,35.00,0.00,17.50,25.00,2.50,32.00,32.50,16.50,24.00,14.50,27.00,22.50,31.00
2,51.00,32.50,47.50,17.00,51.00,5.50,32.00,48.50,58.00,37.00,34.00,26.50,37.00,37.50,43.50,40.50,37.00,46.00,32.50,55.00,28.50,28.00,39.50,38.50,52.00,6.00,30.00,36.50,2.50,47.00,50.50,23.50,33.00,20.00,37.50,34.00,44.00
3,56.50,43.00,63.00,32.00,69.50,7.50,42.00,64.00,68.50,39.50,40.00,33.00,47.50,47.00,53.00,51.50,44.00,63.00,44.50,71.50,39.50,41.00,52.00,49.00,63.50,16.00,36.50,50.50,2.50,60.00,70.00,33.01,38.00,26.00,46.50,48.00,58.50
4,65.50,52.50,79.00,46.00,86.50,19.00,51.00,79.50,78.00,44.00,43.50,44.00,54.50,56.00,65.50,61.50,44.00,73.00,54.00,87.50,51.50,58.50,63.00,58.50,75.50,28.00,40.00,61.50,3.00,77.50,86.50,33.51,48.50,32.50,56.50,64.00,73.50
5,73.50,60.50,97.00,57.00,97.00,30.50,61.00,94.00,89.50,50.50,48.50,55.50,60.00,64.00,74.50,77.00,44.00,73.00,66.00,104.00,66.00,79.00,79.00,69.50,88.50,37.00,48.50,71.00,4.00,95.50,107.50,33.51,58.00,42.50,65.00,77.50,90.00
6,84.50,71.50,114.00,67.00,106.00,46.00,74.50,104.50,102.50,56.00,54.00,65.50,68.00,73.50,83.50,90.00,44.00,73.00,82.50,123.50,74.00,92.50,93.50,76.00,98.50,42.50,62.50,81.00,17.00,113.50,126.00,38.01,67.00,50.50,73.50,93.00,103.00
7,98.00,88.00,132.50,74.50,110.50,57.00,92.50,111.50,121.00,63.50,67.50,77.00,74.00,80.50,92.00,101.50,44.00,73.00,98.50,143.50,81.50,104.50,107.50,80.50,107.00,51.00,78.00,90.50,35.00,133.00,140.50,44.01,74.50,60.00,79.00,104.50,115.00
8,111.50,105.00,150.50,80.00,120.50,68.00,106.50,120.50,138.50,71.50,88.50,87.50,82.50,88.50,103.00,113.50,44.00,73.00,110.00,164.50,86.50,113.50,120.00,80.50,117.00,63.00,90.50,103.50,51.00,148.50,156.00,44.01,88.50,71.00,91.00,117.50,122.50
9,123.50,124.50,170.50,85.00,131.50,74.00,125.50,130.50,151.00,85.50,108.50,96.00,96.50,96.00,118.50,129.00,50.00,73.00,124.50,184.50,94.50,123.50,131.50,80.50,127.00,73.50,101.50,115.50,68.00,164.00,173.50,44.01,104.50,83.50,104.50,128.50,133.50
10,135.00,143.00,190.50,94.00,144.00,82.50,142.00,143.00,167.50,102.50,125.50,108.00,115.50,108.00,134.50,149.50,59.50,73.00,137.50,201.50,103.00,132.50,143.00,85.50,138.50,84.00,111.00,126.00,87.00,182.50,194.50,44.01,125.50,97.00,116.00,139.50,150.00
11,146.50,165.50,209.50,106.00,156.50,88.50,157.00,160.50,188.50,114.50,139.00,110.50,134.00,122.00,151.50,162.00,70.50,77.00,150.50,218.00,110.00,140.50,153.00,98.00,150.50,98.00,117.50,137.50,103.50,206.00,211.00,55.01,150.50,109.00,127.00,149.00,165.00
12,155.00,185.50,225.00,118.00,170.00,98.00,179.00,173.50,206.50,130.00,156.00,110.50,154.00,132.00,172.00,176.50,81.00,94.50,160.50,239.00,113.00,150.50,166.00,109.00,164.50,113.50,126.00,148.50,118.50,226.00,228.00,69.01,176.50,123.00,134.00,152.50,177.00
13,168.15,203.00,237.00,129.00,186.50,109.50,199.00,186.50,224.50,150.50,174.00,112.00,173.50,143.00,190.00,189.00,88.00,109.00,174.00,257.50,113.00,158.00,180.50,120.50,180.50,129.00,136.50,159.50,135.00,236.50,245.00,80.01,195.50,137.00,143.00,154.50,194.50
14,178.15,219.00,252.50,139.50,200.50,119.00,215.00,191.50,239.00,165.00,189.00,112.00,189.50,154.00,204.50,204.00,90.50,129.00,190.00,272.00,113.00,169.00,190.50,131.00,195.00,147.50,147.50,172.00,150.50,248.50,259.50,90.01,209.00,153.50,156.00,163.00,212.50
