# COLD_BAY_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
76,840.50,1036.50,686.50,863.00,682.50,443.00,556.00,739.00,536.00,707.00,798.50,837.00,610.50,862.00,607.00,599.50,990.50,688.00,921.50,499.50,666.50,674.00,865.50,775.50,744.50,844.00,602.00,491.09,511.50,606.50,391.50,659.00,358.00,647.00,1009.00,858.00,975.50,653.00,927.50,998.50,943.50,898.50,670.00,761.20
77,854.50,1053.50,699.50,881.50,699.00,463.50,566.00,754.00,553.50,722.00,817.00,855.50,625.50,879.50,623.00,613.50,1009.00,707.00,938.00,513.00,681.50,691.00,882.50,792.50,765.00,856.50,618.00,504.59,528.00,625.50,408.00,673.50,374.00,654.00,1028.50,877.00,993.00,671.50,946.00,1014.00,965.00,916.00,682.50,774.20
78,868.50,1071.50,713.00,901.50,720.00,476.50,573.50,770.50,571.00,737.00,834.00,867.50,642.50,897.00,638.50,626.00,1026.00,725.50,950.00,523.50,698.50,704.00,900.50,814.50,784.50,866.00,632.50,522.59,544.50,642.00,424.00,689.50,390.00,664.00,1048.00,896.00,1013.50,686.00,966.50,1032.00,988.00,930.00,699.00,786.20
79,884.50,1089.50,725.00,923.50,736.00,490.50,581.50,787.00,586.50,758.00,850.00,879.00,658.00,915.50,653.00,642.00,1041.50,743.50,961.50,536.00,711.50,716.50,922.00,836.50,803.00,877.00,657.00,536.09,560.00,656.50,434.00,709.50,404.50,676.50,1066.50,913.50,1031.00,702.00,986.50,1049.00,1009.50,949.50,720.50,800.70
80,899.50,1109.00,736.00,940.00,750.00,504.00,591.00,802.00,601.00,778.00,865.50,891.50,677.00,930.50,671.00,659.00,1053.50,761.50,977.00,552.00,725.50,730.50,943.50,858.00,822.50,889.00,671.50,551.09,575.50,671.50,444.00,728.50,423.00,693.50,1088.00,933.00,1048.50,716.50,1006.50,1066.00,1029.50,970.50,741.50,820.70
81,915.50,1126.00,747.50,956.50,759.50,521.50,603.50,822.50,614.50,794.00,883.00,906.00,697.00,943.50,687.50,677.50,1067.00,782.00,990.00,569.00,737.00,741.50,964.50,882.50,846.00,903.50,682.50,564.59,594.50,687.50,456.50,747.00,440.00,713.50,1105.50,950.50,1067.50,734.00,1021.50,1087.00,1049.50,986.50,762.50,839.20
82,933.50,1146.00,761.00,975.00,767.50,539.00,617.50,841.50,632.00,814.50,900.00,923.00,719.00,961.00,706.50,698.50,1077.50,805.00,1002.50,586.00,748.00,753.00,987.00,904.50,867.00,919.50,693.00,579.59,607.50,703.50,472.00,766.00,454.50,734.00,1127.50,971.50,1089.50,754.00,1041.50,1105.50,1067.50,1004.50,782.50,857.70
83,952.00,1165.50,771.50,992.50,778.50,555.50,638.00,858.00,648.50,827.50,919.00,940.00,742.00,979.50,723.00,715.00,1096.00,824.00,1017.50,601.50,759.50,763.50,1005.50,921.00,886.50,936.00,704.00,596.09,625.00,722.50,486.00,783.00,474.00,752.00,1146.50,995.00,1110.00,774.50,1061.00,1128.00,1087.00,1023.00,803.50,875.70
84,971.50,1187.50,786.50,1011.00,792.50,569.50,654.00,873.50,666.50,841.00,938.00,958.50,762.00,999.00,737.00,733.50,1113.00,843.00,1032.50,615.50,776.00,776.00,1024.00,936.00,905.50,953.50,725.50,611.09,640.50,736.50,498.00,796.50,488.00,769.50,1164.00,1013.50,1131.50,792.50,1078.00,1148.00,1103.50,1044.00,825.50,893.20
85,988.50,1207.50,804.00,1029.00,807.00,586.00,671.00,888.00,685.00,856.00,956.00,974.50,782.00,1019.00,753.00,750.50,1130.50,869.00,1053.50,627.50,794.00,786.50,1042.00,951.00,924.00,971.00,745.00,625.09,659.00,748.50,515.00,817.50,503.00,789.00,1184.50,1036.00,1150.50,808.50,1098.50,1168.50,1123.00,1065.50,845.50,907.70
86,1009.00,1227.50,821.00,1049.00,821.50,602.00,688.00,902.00,702.50,877.00,974.00,992.50,796.50,1040.00,769.50,768.00,1151.50,901.00,1073.50,642.00,807.00,797.00,1061.50,969.50,943.50,989.00,767.00,639.09,678.50,760.00,531.50,837.00,514.50,809.00,1211.00,1055.50,1175.50,825.50,1113.00,1191.00,1144.00,1086.00,866.50,927.20
87,1028.00,1249.00,838.50,1064.00,835.50,617.50,701.00,916.50,722.00,894.50,995.50,1008.50,811.50,1059.50,787.00,782.50,1171.50,927.50,1093.50,656.50,823.50,807.50,1083.00,985.50,961.50,1008.50,790.50,653.59,698.00,774.50,551.50,858.50,530.00,827.50,1239.50,1080.50,1201.50,842.00,1129.50,1213.50,1165.00,1109.50,885.00,945.70
88,1046.50,1274.00,855.00,1085.00,848.50,633.50,716.00,928.00,737.00,910.50,1018.00,1026.50,834.50,1081.00,802.50,800.50,1191.50,951.50,1111.50,674.00,839.00,819.50,1104.00,1008.00,978.00,1027.00,819.00,669.59,718.50,792.50,571.50,877.00,543.00,846.50,1265.00,1103.00,1225.50,859.50,1146.00,1236.50,1182.50,1132.50,907.50,961.70
89,1064.50,1299.00,872.00,1103.50,864.50,650.00,729.50,942.00,753.00,928.50,1038.00,1044.50,857.50,1103.00,816.00,817.50,1210.50,977.50,1132.00,688.00,855.50,832.50,1122.50,1029.50,995.00,1045.00,846.50,686.59,738.50,809.50,591.50,896.00,561.00,866.50,1285.00,1125.50,1249.50,876.00,1165.50,1262.00,1205.50,1154.50,928.00,978.20
90,1085.00,1323.50,889.50,1122.50,886.00,666.00,747.00,957.50,768.50,948.00,1055.00,1056.50,880.00,1126.50,831.00,833.00,1233.00,1002.50,1152.50,704.00,877.00,851.00,1142.50,1050.00,1012.50,1063.50,868.00,706.09,761.00,830.50,614.00,914.50,578.00,887.50,1304.00,1145.50,1271.00,895.00,1186.50,1285.50,1226.50,1177.00,949.00,990.70
91,1107.50,1350.00,907.00,1139.50,908.50,676.00,766.00,972.00,783.00,969.50,1075.50,1069.50,902.00,1148.50,847.00,851.50,1253.50,1021.00,1171.50,718.50,898.50,868.00,1164.00,1071.50,1030.00,1084.50,885.00,723.59,781.50,851.00,635.50,936.50,591.50,908.00,1320.00,1166.00,1292.50,918.50,1206.50,1307.00,1248.50,1199.50,974.00,1006.70
92,1126.50,1372.00,924.50,1154.50,931.00,685.00,785.00,988.50,797.50,988.00,1097.50,1085.50,927.00,1171.00,861.00,868.50,1276.00,1044.00,1191.00,737.00,919.50,886.50,1183.50,1095.00,1048.50,1105.00,903.50,740.09,803.00,876.00,650.50,958.00,602.00,928.50,1339.50,1185.50,1314.50,940.00,1225.50,1331.00,1271.00,1220.00,998.50,1027.20
93,1145.00,1394.50,944.00,1171.00,953.00,694.50,804.50,1006.00,818.50,1008.50,1123.00,1103.50,951.00,1193.00,880.00,883.50,1297.50,1068.50,1214.50,753.50,937.50,908.00,1204.50,1115.50,1069.00,1124.50,923.50,760.59,823.00,897.50,661.50,977.00,615.50,952.50,1360.50,1207.50,1337.00,961.50,1242.50,1355.50,1293.50,1242.00,1021.50,1046.20
94,1165.50,1420.00,961.50,1188.00,974.50,706.00,822.50,1025.00,838.50,1027.00,1149.00,1122.50,971.50,1215.50,897.50,900.50,1321.00,1092.00,1236.50,768.50,956.50,928.00,1226.50,1141.00,1091.50,1147.50,939.00,780.09,844.50,920.00,674.00,997.00,631.50,977.50,1387.00,1229.00,1357.00,978.00,1264.50,1377.00,1318.00,1262.50,1049.00,1065.20
95,1185.50,1439.00,977.50,1204.50,993.00,718.00,839.50,1044.50,858.50,1047.50,1172.50,1142.00,992.50,1236.50,914.00,917.00,1339.50,1115.50,1258.50,786.50,976.50,948.00,1247.50,1166.50,1115.50,1168.50,959.00,796.09,865.50,941.50,685.50,1017.00,648.00,997.50,1413.50,1250.00,1378.00,999.00,1283.50,1397.50,1339.50,1283.50,1070.50,1085.20
96,1205.50,1459.00,993.50,1225.50,1014.50,731.50,856.50,1061.50,877.50,1067.00,1190.50,1161.50,1013.50,1258.00,932.50,937.50,1361.50,1137.00,1278.50,799.50,993.00,965.00,1269.00,1191.50,1140.00,1188.50,981.50,813.59,879.00,965.00,700.50,1038.50,669.50,1022.00,1440.50,1267.00,1402.50,1024.00,1306.00,1419.50,1360.50,1302.00,1094.00,1105.20
97,1224.00,1480.50,1010.00,1252.50,1033.50,746.50,874.50,1079.00,895.50,1087.00,1208.00,1182.50,1036.00,1281.00,951.00,961.00,1380.00,1158.50,1299.00,818.50,1012.50,983.50,1290.50,1214.00,1160.50,1210.00,1002.50,832.09,893.50,988.00,719.00,1058.00,687.50,1045.00,1469.50,1290.50,1427.00,1049.00,1324.50,1441.50,1382.00,1324.50,1117.00,1125.20
98,1242.00,1501.50,1027.50,1276.50,1050.50,760.50,890.50,1098.50,915.50,1107.50,1225.00,1203.00,1054.50,1302.00,972.00,979.00,1400.50,1180.50,1321.50,833.00,1029.50,1007.00,1313.00,1235.50,1180.00,1231.50,1025.00,848.59,908.00,1008.50,738.00,1075.00,706.00,1065.00,1492.50,1310.00,1453.50,1070.00,1348.00,1467.50,1402.00,1350.50,1142.50,1146.20
99,1261.00,1522.00,1047.00,1305.00,1067.50,773.00,906.00,1116.00,936.00,1126.50,1244.50,1226.00,1075.50,1324.00,993.00,1000.50,1418.00,1202.50,1341.00,848.50,1046.50,1029.00,1335.50,1258.00,1200.50,1252.00,1046.50,867.09,924.00,1033.50,759.00,1094.00,722.00,1083.50,1515.00,1333.50,1475.00,1091.50,1374.50,1493.00,1424.50,1372.00,1165.50,1167.70
100,1281.00,1544.00,1064.00,1326.00,1088.00,789.00,926.50,1134.00,958.00,1145.00,1267.00,1246.50,1097.50,1344.50,1013.00,1019.00,1436.50,1224.00,1364.00,864.00,1066.50,1049.50,1356.50,1279.00,1222.00,1273.50,1068.50,884.59,941.00,1053.50,778.50,1113.00,735.00,1102.00,1539.00,1354.50,1498.50,1113.50,1398.50,1519.50,1444.50,1391.50,1187.00,1189.70
101,1304.00,1564.50,1085.00,1347.50,1108.00,808.00,943.50,1151.50,980.00,1164.00,1289.50,1266.50,1123.00,1364.50,1035.00,1034.50,1451.50,1246.00,1383.00,884.00,1089.50,1069.50,1375.00,1301.50,1241.50,1294.50,1089.00,901.59,958.00,1079.50,793.50,1132.50,748.00,1123.00,1562.00,1378.00,1521.00,1132.00,1417.00,1546.00,1468.00,1412.00,1211.00,1208.20
102,1323.00,1587.50,1103.00,1370.50,1129.50,824.50,960.00,1167.50,1002.00,1184.50,1310.50,1287.00,1148.50,1385.00,1055.50,1055.00,1466.00,1269.50,1403.50,902.50,1110.00,1088.00,1396.00,1323.50,1262.50,1314.50,1108.50,918.59,976.00,1097.50,808.50,1154.00,762.00,1145.50,1588.50,1398.50,1543.00,1152.50,1439.50,1572.50,1492.00,1436.00,1233.50,1227.20
103,1340.50,1609.50,1123.50,1395.00,1150.00,843.00,982.00,1181.50,1023.50,1201.50,1331.50,1307.00,1172.50,1405.50,1073.00,1085.00,1482.00,1291.50,1427.00,921.00,1130.00,1109.00,1417.00,1344.50,1283.50,1333.50,1128.00,934.59,994.50,1119.00,829.50,1172.50,777.00,1170.50,1612.50,1429.00,1567.50,1172.50,1466.50,1598.50,1519.50,1457.00,1253.50,1249.20
104,1356.50,1632.50,1144.50,1417.50,1170.00,856.50,1004.00,1201.00,1047.00,1221.00,1352.00,1324.50,1195.00,1427.50,1091.00,1106.50,1498.00,1315.00,1449.00,940.50,1151.50,1128.50,1436.00,1366.00,1304.00,1355.50,1147.00,952.59,1011.50,1141.50,850.50,1192.00,797.00,1197.50,1636.50,1458.50,1590.00,1192.50,1494.50,1623.00,1544.50,1478.50,1274.00,1270.70
105,1379.50,1653.50,1166.00,1442.50,1191.00,868.50,1021.50,1223.00,1068.50,1237.50,1371.50,1344.00,1217.50,1447.50,1108.00,1127.00,1518.50,1335.00,1473.00,961.50,1173.50,1149.00,1459.00,1389.50,1327.50,1378.00,1165.00,970.09,1030.50,1166.50,876.00,1212.00,817.50,1224.00,1659.00,1477.00,1609.50,1217.50,1520.50,1649.00,1570.00,1503.50,1294.50,1292.70
106,1399.50,1675.00,1190.00,1465.50,1212.50,883.00,1046.50,1243.00,1090.00,1257.50,1394.50,1364.00,1240.00,1468.50,1125.50,1150.50,1538.50,1358.50,1495.00,983.50,1195.50,1168.00,1481.50,1416.50,1350.50,1400.50,1182.00,990.59,1051.00,1188.50,896.50,1233.50,842.50,1248.50,1682.50,1501.00,1637.00,1241.00,1544.50,1674.50,1596.00,1527.00,1310.00,1313.20
107,1421.50,1697.50,1212.00,1486.50,1234.50,902.00,1066.00,1261.50,1109.00,1280.50,1416.00,1385.00,1262.50,1490.50,1143.00,1171.00,1562.50,1381.50,1518.50,1003.00,1216.00,1190.00,1511.00,1441.00,1375.50,1424.50,1199.50,1008.09,1074.50,1210.00,920.50,1256.50,866.00,1272.50,1704.00,1528.00,1663.00,1261.50,1566.00,1700.50,1619.50,1552.50,1333.00,1331.20
108,1444.50,1723.00,1235.50,1507.50,1258.00,919.50,1086.00,1279.50,1131.00,1306.50,1435.50,1403.50,1284.00,1509.50,1166.50,1193.00,1587.50,1401.50,1542.00,1029.50,1238.50,1216.00,1534.00,1462.00,1401.00,1444.00,1216.50,1028.09,1097.00,1234.50,940.50,1278.50,888.50,1292.50,1728.00,1554.50,1686.00,1286.00,1590.00,1725.00,1646.00,1579.50,1354.00,1353.20
109,1466.50,1751.50,1259.00,1530.00,1284.00,937.00,1106.00,1296.00,1153.00,1332.00,1457.00,1423.50,1306.00,1528.50,1189.00,1212.00,1612.50,1423.50,1562.00,1054.00,1259.00,1242.50,1557.50,1484.50,1424.50,1465.50,1235.00,1045.59,1118.00,1257.00,961.50,1300.00,910.50,1316.50,1752.00,1580.00,1711.00,1312.50,1611.00,1748.00,1673.00,1603.50,1376.50,1375.70
110,1487.00,1775.00,1281.50,1554.50,1312.00,955.50,1127.00,1314.50,1177.50,1353.00,1478.00,1445.50,1327.00,1548.00,1212.00,1234.50,1636.50,1448.00,1583.50,1078.50,1276.50,1267.00,1583.00,1503.50,1447.00,1488.50,1257.00,1063.09,1140.00,1281.00,983.00,1322.00,927.50,1341.00,1776.00,1611.00,1735.50,1335.50,1633.00,1771.50,1697.50,1630.00,1397.50,1403.20
111,1509.00,1799.00,1302.00,1580.00,1337.50,972.00,1146.00,1334.00,1198.50,1376.00,1498.00,1465.50,1348.50,1571.00,1236.50,1258.50,1659.00,1470.00,1603.50,1102.00,1295.50,1287.50,1607.50,1526.50,1470.00,1509.50,1277.50,1079.59,1162.00,1301.00,1003.00,1343.50,945.50,1365.00,1804.50,1636.50,1757.50,1361.00,1654.50,1795.00,1718.50,1660.00,1418.00,1434.20
112,1529.50,1821.50,1322.50,1609.50,1363.00,994.00,1167.00,1350.50,1219.00,1398.00,1520.50,1487.00,1373.00,1597.00,1259.00,1280.50,1682.50,1494.00,1625.50,1123.50,1315.50,1310.50,1632.50,1549.50,1491.00,1533.50,1298.00,1100.59,1183.00,1321.00,1028.00,1367.50,970.00,1387.00,1827.50,1664.00,1781.00,1387.50,1677.00,1819.50,1744.00,1684.50,1438.50,1465.70
113,1551.50,1841.00,1342.50,1636.50,1384.50,1015.50,1188.00,1372.50,1237.50,1420.50,1542.00,1508.00,1398.00,1620.50,1280.50,1298.50,1705.00,1517.00,1649.00,1143.00,1341.50,1333.00,1660.00,1568.50,1517.50,1559.00,1310.00,1122.59,1205.00,1339.50,1049.50,1389.50,993.00,1409.50,1853.50,1691.00,1810.00,1412.00,1699.00,1845.00,1770.00,1708.50,1462.50,1494.20
114,1575.50,1860.50,1364.50,1661.50,1403.50,1036.00,1210.00,1393.00,1256.50,1443.00,1569.00,1533.50,1423.00,1646.00,1304.50,1317.50,1730.50,1538.00,1671.00,1164.00,1365.50,1358.50,1687.50,1592.00,1540.50,1580.50,1327.00,1142.09,1227.50,1359.00,1071.00,1412.00,1014.50,1434.00,1880.00,1718.50,1833.50,1437.00,1722.00,1871.50,1796.50,1734.00,1491.00,1520.70
115,1598.00,1883.00,1387.50,1684.50,1425.00,1053.00,1232.50,1419.50,1275.00,1464.50,1593.00,1559.00,1447.50,1674.00,1325.50,1339.50,1754.00,1560.00,1691.50,1187.00,1391.00,1380.50,1710.50,1618.00,1563.50,1607.50,1347.50,1160.09,1247.00,1379.00,1093.50,1435.50,1035.50,1458.00,1907.50,1747.50,1856.50,1462.00,1745.50,1898.00,1822.50,1756.50,1515.00,1542.20
116,1619.50,1907.50,1406.00,1708.50,1444.00,1071.00,1254.50,1444.00,1295.00,1485.50,1617.00,1583.50,1473.50,1698.00,1344.50,1363.50,1777.50,1582.00,1717.50,1206.50,1418.00,1404.00,1735.50,1640.50,1587.50,1633.50,1371.00,1181.09,1271.50,1400.50,1112.00,1461.50,1056.00,1477.50,1937.50,1771.00,1880.50,1485.50,1770.50,1924.50,1846.50,1780.50,1538.50,1567.20
117,1642.00,1933.00,1427.50,1733.50,1469.00,1089.50,1277.50,1464.50,1314.00,1506.50,1639.50,1607.50,1496.00,1724.50,1368.00,1390.50,1797.00,1604.50,1741.00,1226.50,1446.50,1426.00,1761.50,1661.50,1613.50,1662.50,1391.50,1207.59,1296.00,1424.50,1130.00,1485.50,1076.00,1496.00,1967.00,1793.50,1904.00,1509.50,1796.00,1951.50,1871.00,1806.50,1565.00,1592.20
118,1663.50,1959.50,1445.00,1761.00,1495.00,1114.50,1300.00,1486.50,1335.50,1531.00,1662.00,1627.00,1519.50,1746.50,1390.50,1414.50,1813.50,1631.50,1766.00,1246.00,1472.50,1450.00,1787.50,1686.00,1641.50,1693.50,1414.50,1229.09,1318.00,1446.50,1153.50,1508.50,1096.50,1517.50,1992.00,1815.50,1931.00,1534.00,1819.50,1978.00,1897.50,1833.00,1590.50,1615.20
119,1684.50,1983.00,1464.50,1789.00,1518.00,1139.50,1318.00,1510.50,1361.00,1556.00,1684.00,1647.00,1541.50,1769.00,1414.50,1437.50,1831.00,1657.00,1792.00,1270.50,1501.00,1481.50,1814.00,1710.00,1669.00,1719.50,1439.50,1251.09,1341.00,1466.00,1175.00,1528.50,1116.50,1541.00,2016.00,1839.00,1959.00,1561.00,1844.00,2003.00,1924.50,1859.50,1618.00,1637.70
120,1706.50,2005.50,1485.00,1814.50,1542.50,1171.50,1336.00,1534.00,1387.00,1577.00,1708.50,1665.50,1564.50,1791.50,1441.00,1463.00,1848.50,1686.00,1817.00,1291.00,1529.00,1505.00,1841.50,1737.00,1697.00,1745.00,1466.50,1271.59,1364.50,1486.00,1196.50,1547.50,1137.00,1564.00,2043.00,1864.50,1989.00,1585.50,1870.50,2027.50,1949.00,1883.00,1643.50,1663.20
121,1733.50,2028.50,1505.50,1840.00,1568.00,1199.50,1357.00,1555.50,1412.00,1597.50,1732.50,1684.50,1591.00,1814.00,1465.00,1490.00,1867.00,1713.50,1844.50,1313.50,1553.00,1531.50,1866.00,1763.00,1721.00,1770.50,1494.00,1290.59,1388.50,1512.00,1220.00,1566.00,1159.00,1591.50,2069.00,1894.00,2018.00,1609.00,1897.50,2055.50,1975.50,1909.50,1670.50,1687.20
