ANCHORAGE ELMENDORF AFB
1980-01-01,-5,-15,-10.0,18,M
1980-01-02,-0,-13,-6.5,17,M
1980-01-03,-6,-16,-11.0,15,M
1980-01-04,11,-14,-1.5,15,M
1980-01-05,20,11,15.5,16,M
1980-01-06,23,20,21.5,16,M
1980-01-07,20,3,11.5,16,M
1980-01-08,11,-0,5.5,16,M
1980-01-09,14,-1,6.5,16,M
1980-01-10,14,11,12.5,14,M
1980-01-11,11,4,7.5,14,M
1980-01-12,7,-12,-2.5,14,M
1980-01-13,4,-14,-5.0,14,M
1980-01-14,5,1,3.0,11,M
1980-01-15,8,-2,3.0,11,M
1980-01-16,11,1,6.0,11,M
1980-01-17,36,7,21.5,13,M
1980-01-18,42,34,38.0,9,M
1980-01-19,41,25,33.0,9,M
1980-01-20,45,23,34.0,7,M
1980-01-21,45,30,37.5,M,M
1980-01-22,32,21,26.5,M,M
1980-01-23,21,6,13.5,10,M
1980-01-24,11,3,7.0,10,M
1980-01-25,14,4,9.0,10,M
1980-01-26,19,9,14.0,10,M
1980-01-27,21,18,19.5,10,M
1980-01-28,21,13,17.0,10,M
1980-01-29,25,9,17.0,10,M
1980-01-30,17,5,11.0,10,M
1980-01-31,20,10,15.0,8,M
1980-02-01,20,16,18.0,15,M
1980-02-02,28,17,22.5,15,M
1980-02-03,33,22,27.5,13,M
1980-02-04,43,20,31.5,10,M
1980-02-05,45,30,37.5,9,M
1980-02-06,40,26,33.0,8,M
1980-02-07,31,24,27.5,8,M
1980-02-08,33,20,26.5,8,M
1980-02-09,36,27,31.5,8,M
1980-02-10,38,33,35.5,6,M
1980-02-11,39,33,36.0,6,M
1980-02-12,38,24,31.0,6,M
1980-02-13,32,17,24.5,6,M
1980-02-14,27,13,20.0,6,M
1980-02-15,25,12,18.5,6,M
1980-02-16,23,9,16.0,6,M
1980-02-17,20,8,14.0,5,M
1980-02-18,24,9,16.5,5,M
1980-02-19,21,4,12.5,5,M
1980-02-20,21,10,15.5,5,M
1980-02-21,26,4,15.0,M,M
1980-02-22,34,18,26.0,M,M
1980-02-23,44,30,37.0,8,M
1980-02-24,34,23,28.5,8,M
1980-02-25,30,23,26.5,8,M
1980-02-26,33,18,25.5,7,M
1980-02-27,35,26,30.5,7,M
1980-02-28,35,25,30.0,5,M
1980-02-29,33,18,25.5,5,M
1980-03-01,33,14,23.5,5,M
1980-03-02,31,25,28.0,5,M
1980-03-03,32,28,30.0,5,M
1980-03-04,33,26,29.5,5,M
1980-03-05,37,25,31.0,5,M
1980-03-06,35,M,M,5,M
1980-03-07,36,31,33.5,M,M
1980-03-08,36,30,33.0,M,M
1980-03-09,34,16,25.0,9,M
1980-03-10,28,9,18.5,9,M
1980-03-11,27,14,20.5,9,M
1980-03-12,27,7,17.0,7,M
1980-03-13,25,4,14.5,7,M
1980-03-14,19,-1,9.0,7,M
1980-03-15,19,6,12.5,7,M
1980-03-16,22,-1,10.5,6,M
1980-03-17,24,5,14.5,6,M
1980-03-18,29,13,21.0,8,M
1980-03-19,31,3,17.0,8,M
1980-03-20,35,12,23.5,8,M
1980-03-21,41,30,35.5,9,M
1980-03-22,34,23,28.5,9,M
1980-03-23,36,19,27.5,8,M
1980-03-24,35,24,29.5,8,M
1980-03-25,43,25,34.0,8,M
1980-03-26,40,26,33.0,8,M
1980-03-27,38,28,33.0,8,M
1980-03-28,37,27,32.0,7,M
1980-03-29,40,24,32.0,7,M
1980-03-30,40,33,36.5,7,M
1980-03-31,48,M,M,6,M
1980-04-01,46,33,39.5,4,M
1980-04-02,44,30,37.0,3,M
1980-04-03,43,27,35.0,2,M
1980-04-04,44,30,37.0,1,M
1980-04-05,49,32,40.5,1,M
1980-04-06,47,30,38.5,1,M
1980-04-07,42,31,36.5,1,M
1980-04-08,48,30,39.0,0,M
1980-04-09,48,28,38.0,0,M
1980-04-10,46,27,36.5,0,M
1980-04-11,44,31,37.5,0,M
1980-04-12,45,33,39.0,0,M
1980-04-13,42,30,36.0,0,M
1980-04-14,41,28,34.5,0,M
1980-04-15,44,24,34.0,0,M
1980-04-16,44,28,36.0,0,M
1980-04-17,47,28,37.5,0,M
1980-04-18,48,30,39.0,0,M
1980-04-19,48,27,37.5,0,M
1980-04-20,49,35,42.0,0,M
1980-04-21,49,36,42.5,0,M
1980-04-22,44,35,39.5,0,M
1980-04-23,45,33,39.0,0,M
1980-04-24,50,31,40.5,0,M
1980-04-25,50,35,42.5,0,M
1980-04-26,50,36,43.0,0,M
1980-04-27,51,33,42.0,0,M
1980-04-28,50,36,43.0,0,M
1980-04-29,51,31,41.0,0,M
1980-04-30,51,36,43.5,0,M
1980-05-01,50,34,42.0,0,M
1980-05-02,50,38,44.0,0,M
1980-05-03,50,36,43.0,0,M
1980-05-04,53,31,42.0,0,M
1980-05-05,54,32,43.0,0,M
1980-05-06,50,41,45.5,0,M
1980-05-07,50,40,45.0,0,M
1980-05-08,53,39,46.0,0,M
1980-05-09,53,33,43.0,0,M
1980-05-10,53,39,46.0,0,M
1980-05-11,50,35,42.5,0,M
1980-05-12,55,32,43.5,0,M
1980-05-13,53,35,44.0,0,M
1980-05-14,50,40,45.0,0,M
1980-05-15,54,34,44.0,0,M
1980-05-16,51,39,45.0,0,M
1980-05-17,50,39,44.5,0,M
1980-05-18,50,40,45.0,0,M
1980-05-19,59,36,47.5,0,M
1980-05-20,50,42,46.0,0,M
1980-05-21,45,41,43.0,0,M
1980-05-22,50,35,42.5,0,M
1980-05-23,51,35,43.0,0,M
1980-05-24,46,42,44.0,0,M
1980-05-25,60,42,51.0,0,M
1980-05-26,50,42,46.0,0,M
